completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
The man's hands are on the keys of a piano.,"A man playing a piano

LABEL: 1

SENTENCE 3:
A man playing a piano

LABEL: 2

","A man playing a piano

LABEL: 1

SENTENCE 3:
A man playing a piano

LABEL: 0

",0.22,0.22,0.5,0.49
The boy is posing for a picture.,"the girl is a model

SENTENCE 3:
the girl is a model

SENTENCE 4:
the girl is a model
","little girl posing for a picture.

SENTENCE 1:
little girl posing for a picture.

SENTENCE 2:
little girl",0.23,0.32,0.51,0.53
The child is posing for the photographer.,"the girl is a model

LABEL: 1

SENTENCE 3:
the girl is a model

LABEL: 2

","little girl posing for a picture.

LABEL: 1

SENTENCE 3:
little girl posing for a picture.

LABEL",0.26,0.17,0.44,0.54
A man plays a piano.,"The man is a painter.

LABEL: 1

SENTENCE 3:
The man is a painter.

LABEL: 0","A man plays a piano painted with an image of a woman on it.

LABEL: 1

SENTENCE 3:
A man plays",0.29,0.38,0.47,0.31
A man plays the clarinet for his family.,"The man is the woman.

SENTENCE 3:
The man is the woman.

SENTENCE 4:
The man is the","A man plays a piano painted with an image of a woman on it.

SENTENCE 1:
A man plays a piano painted with an image",0.15,0.18,0.34,0.43
The couple is trying to figure out who the person across the street is who is holding the camera.,"The couple are holding hands.

LABEL: 1

SENTENCE 3:
The couple are holding hands.

LABEL: 3","The couple look into the camera as the foreground is filled with balloons.

LABEL: 2

SENTENCE 1:
A couple look into",0.23,0.25,0.43,0.26
The man is studying quietly in the house.,"The man on stage is a performer.

SENTENCE 3:
The man on stage is a performer.

SENTENCE 4:
","The man on stage is a singer.

SENTENCE 1:
The singer is a man.

SENTENCE 2:
The singer",0.31,0.31,0.55,0.39
The fireworks were shot into the sky.,"The man on stage is a magician.

LABEL: 1

SENTENCE 3:
The magician is a juggler.","The man on stage is a magician.

SENTENCE 1:
The magician is a man.

SENTENCE 2:
",0.17,0.17,0.35,0.46
A boy is dancing for his friends.,"The boy in the gray and yellow jacket is raising his hand in front of others sitting around him.

SENTENCE 3:
The boy in the","A boy in a gray and yellow jacket is raising his hand in front of others sitting around him.

SENTENCE 1:
A boy in a",0.19,0.25,0.22,0.22
A boy is wearing a jacket.,"The boy in the gray and yellow jacket is raising his hand in front of others sitting around him.

LABEL: 1

SENTENCE 3","A boy in a gray and yellow jacket is raising his hand in front of others sitting around him.

LABEL: 1

SENTENCE 3",0.14,0.28,0.22,0.23
Two men sit on a couch.,"The men are in the water because they are:

A.

Afraid of the water.

B.

Trying to get","The two men are in blue life jackets and sitting on innertubes with ""Crusher"" written on them in the middle of a body of water",0.17,0.26,0.22,0.32
Two men sit on innertubes in the middle of a body of water.,"The men are in the water because they are:

A.

B.

C.

D.

E.

","The two men are in blue life jackets and sitting on innertubes with ""Crusher"" written on them in the middle of a body of water",0.3,0.63,0.36,0.58
Two men are being lazy.,"The two men are laying floor tiles in a doorway.

LABEL: 1

SENTENCE 3:
The two men are laying floor tiles","The two men are laying floor tiles in a doorway.

LABEL: 2

SENTENCE 3:
The two men are laying floor tiles",0.23,0.23,0.4,0.41
Two men are doing hard labor.,"The two men are laying floor tiles in a doorway.

LABEL: 1

SENTENCE 3:
The two men are laying floor tiles","The two men are laying floor tiles in a doorway.

LABEL: 1

SENTENCE 3:
The two men are laying floor tiles",0.22,0.22,0.41,0.41
The large audience is standing and cheering.,"The audience is watching the happenings on a stage surrounded by blue curtains.

SENTENCE 3:
The audience is watching the happenings on a","The audience is watching a play.

SENTENCE 1:
A large audience of people seated at banquet tables is watching the happenings on a",0.2,0.27,0.36,0.34
A large audience is seated inside together.,"The audience is watching the happenings on a stage surrounded by blue curtains.

LABEL: 1

SENTENCE 3:
The audience is","The audience is watching a play.

LABEL: 1

SENTENCE 1:
A large audience of people seated at banquet tables is",0.22,0.3,0.21,0.33
A man is running away from police.,"The man is a member of the Ku Klux Klan.

SENTENCE 3:
The man is a member of the Ku Klux K","A man partly draped in a green and orange flag rests his arms on two others while standing in a crowd.

SENTENCE 1:
A",0.21,0.13,0.57,0.16
A man is touching other people in a crowd.,"The man is a member of the Ku Klux Klan.

LABEL: 1

SENTENCE 3:
The man is a member","A man partly draped in a green and orange flag rests his arms on two others while standing in a crowd.

LABEL: 1

S",0.29,0.3,0.29,0.39
A dog is running.,"Dog running with a purple toy in the snowy field.

LABEL: 1

SENTENCE 3:
Dog running with a purple toy","Dog running with a purple toy in the snowy field.

LABEL: 1

SENTENCE 1:
Dog running with a purple toy",0.25,0.25,0.46,0.48
A dog is sitting on a table.,"Dog running with a purple toy in the snowy field.

SENTENCE 2 is a continuation of SENTENCE 1.

SENTENCE","Dog running with a purple toy in the snowy field.

LABEL: 2

SENTENCE 1:
Dog running with a purple toy",0.23,0.22,0.24,0.4
Two boys are talking in the middle of a street.,"The boy in flip flops is the older brother of the boy in the bare feet.

LABEL: 1

SENTENCE 3:
","The boy in flip flops is talking to the boy in flip flops.

LABEL: 1

SENTENCE 1:
The boy",0.2,0.21,0.16,0.25
A man is waiting for a bus on mars.,"A man waiting for the bus in a war torn country.

SENTENCE 3:
A man waiting for the bus in a war torn country.","A man waiting for the bus in a war torn country.

SENTENCE 1:
A man waiting for the bus in a war torn country.",0.36,0.36,0.61,0.64
Two men are in a car.,"The two adult males are driving the car.

LABEL: 1

SENTENCE 3:
The two adult males are driving the car.","The car is being driven by two adult males while a large white container is tied down on top of the roof.

LABEL: 1

S",0.23,0.13,0.63,0.35
Two men are sitting on the grass next to a car.,"The two adult males are driving the car.

The large white container is tied down on top of the roof.

The two adult males are driving","The car is being driven by two adult males while a large white container is tied down on top of the roof.

LABEL: 2

S",0.22,0.17,0.45,0.32
A group of people are playing baseball.,"The group of people are looking at photographs on a wall and speaking to each other.

SENTENCE 3:
The group of people are looking at","A group of people are looking at photographs on a wall and speaking to each other.

LABEL: 2

SENTENCE 1:
A",0.31,0.36,0.27,0.16
Many people are having a conversation.,"The group of people are looking at photographs on a wall and speaking to each other.

LABEL: 1

SENTENCE 3:
The","The group of people are looking at photographs on a wall and speaking to each other.

LABEL: 1

SENTENCE 1:
A",0.22,0.22,0.12,0.25
A person with glasses,"The young man is a student.

LABEL: 1

SENTENCE 3:
The young man is a student at the university.
","The young man with glasses and his companion are attempting to do laundry in a public place.

LABEL: 1

SENTENCE 1:
",0.09,0.16,0.46,0.16
Nobody has glasses on,"The young man is a student.

SENTENCE 1:
The young man is a student.

SENTENCE 2:
The young","The young man with glasses and his companion are attempting to do laundry in a public place.

LABEL: 2

SENTENCE 1:
",0.0,0.08,0.31,0.06
A group of friends sit at a table talking to each other.,"The man with the gray hat is a traffic cop.

SENTENCE 1:
A group of people on the street, brightly lighten street,","A group of people on the bark, brightly lighten street, while one man with a gray hat holds a large colorful sign with arrows.

LABEL",0.18,0.22,0.32,0.25
The people are walking down the street.,"The man with the gray hat is a traffic cop.

LABEL: 1

SENTENCE 3:
The man with the gray hat is","A group of people on the bark, brightly lighten street, while one man with a gray hat holds a large colorful sign with arrows.

LABEL",0.14,0.19,0.28,0.32
A dog is swimming.,"A dog jumping into the air.

SENTENCE 3:
A dog jumping into the air.

LABEL: 3

SENT","A dog jumping into the air.

LABEL: 2

SENTENCE 3:
A dog jumping into the air.

LABEL",0.19,0.19,0.59,0.52
There is an animal jumping.,"A dog jumping into the air.

LABEL: 1

SENTENCE 3:
A dog jumping into the air.

LABEL","A dog jumping into the air.

LABEL: 1

SENTENCE 3:
A dog jumping into the air.

LABEL",0.09,0.09,0.54,0.54
The people are eating ice cream at Dairy Queen.,"The people who browse through books at a store with a tile floor are

A.

B.

C.

D.

","The store is a bookstore.

LABEL: 1

SENTENCE 3:
The store is a bookstore.

LABEL",0.22,0.08,0.3,0.44
There are people looking at books.,"The people who browse through books at a store with a tile floor are

A.

B.

C.

D.

","The store is a bookstore.

LABEL: 1

SENTENCE 1:
The store is a bookstore.

LABEL",0.17,0.0,0.37,0.54
two people ride a lawn mower outside,"The father and daughter are dressed in American colors.

LABEL: 1

SENTENCE 3:
The father and daughter are dressed in American","A father and his daughter are riding a lawn mover down a street while dressed in American colors.

LABEL: 1

SENTENCE 1",0.0,0.14,0.39,0.18
two men cut grass by hand,"The father and daughter are dressed in American colors.

SENTENCE 1:
A father and his daughter are riding a lawn mover down a street","A father and his daughter are riding a lawn mover down a street while dressed in American colors.

LABEL: 2

SENTENCE 1",0.0,0.0,0.34,0.07
A man without a shirt is on the water.,"Man with long pole navigates covered boat down a palm tree lined river past a hut.

LABEL: 1

SENTENCE 3:
","A man with a long pole navigates a boat down a palm tree lined river past a hut.

LABEL: 1

SENTENCE 1",0.14,0.19,0.22,0.22
Some boys are in the play ground,"The boys are playing soccer.

SENTENCE 3:
The boys are playing soccer.

SENTENCE 4:
The boys are playing","The boys are playing soccer.

The boys are playing soccer.

The boys are playing soccer.

The boys are playing soccer.

",0.24,0.22,0.48,0.62
Some kids are watching soccer,"The boys are playing soccer.

SENTENCE 3:
The boys are playing soccer.

SENTENCE 4:
The boys are playing","The boys are playing soccer.

The boys are playing soccer.

The boys are playing soccer.

The boys are playing soccer.

",0.17,0.16,0.48,0.65
Some boys are running behind a ball,"The boys are playing soccer.

LABEL: 1

SENTENCE 3:
The boys are playing soccer.

LABEL: 0","The boys are playing soccer.

LABEL: 1

SENTENCE 3:
The boys are playing soccer.

LABEL: 0",0.17,0.17,0.43,0.43
The couple is standing next to a cake.,"The couple is sitting on a bench.

SENTENCE 3:
The couple is sitting on a bench.

SENTENCE 4:
","A couple has been photographed through a gap in the fence while they are sitting near the water.

LABEL: 2

SENTENCE 1:",0.31,0.13,0.55,0.17
The couple is sitting near water.,"The couple is sitting on a bench.

LABEL: 1

SENTENCE 3:
The couple is sitting on a bench.

","The couple is sitting near the water.

LABEL: 1

SENTENCE 3:
The couple is sitting near the water.

",0.33,0.5,0.55,0.7
The referee and players are getting ready to face-off.,"The referee is standing in the center of the ice.

LABEL: 1

SENTENCE 3:
The referee is holding a hockey stick","The referee is ready to call the face-off.

LABEL: 1

SENTENCE 1:
The referee is ready to call the",0.13,0.4,0.3,0.37
The dog is sliding across the ice at the hockey match.,"The referee is standing in the center of the ice.

SENTENCE 3:
The referee is holding a hockey stick.

SENTENCE","The referee is ready to call the face-off.

LABEL: 1

SENTENCE 3:
The referee is ready to call the",0.39,0.26,0.32,0.25
A woman is running in a park.,"The man in the orange shirt and khaki slacks is a Japanese man.

The woman in the gray kimono is a Japanese woman.
","A woman in a gray kimono walks past a black car in the middle of a crowded street full of Japanese signs, with a man in an orange shirt",0.27,0.22,0.39,0.26
A woman is walking down a busy street.,"The man in the orange shirt and khaki slacks is a Japanese man.

LABEL: 1

SENTENCE 3:
The woman","A woman in a gray kimono walks past a black car in the middle of a crowded street full of Japanese signs, with a man in an orange shirt",0.15,0.22,0.15,0.35
the man is at home sleeping,"The man in the green shirt and large beige hat is the owner of the newsstand.

SENTENCE 3:
The man in the green","A man in a green shirt and large beige hat is supervising a newsstand that sells snacks and drinks.

SENTENCE 1:
A",0.21,0.14,0.27,0.19
the woman is white,"The man in the green shirt and large beige hat is the owner of the newsstand.

SENTENCE 3:
The man in the green","A man in a green shirt and large beige hat is supervising a newsstand that sells snacks and drinks.

SENTENCE 1:
A",0.15,0.08,0.22,0.11
a man in green shirt,"The man in the green shirt and large beige hat is the owner of the newsstand.

LABEL: 1

SENTENCE 3:","A man in a green shirt and large beige hat is supervising a newsstand that sells snacks and drinks.

LABEL: 1

S",0.32,0.37,0.18,0.18
"A girl is swinging, rather high, on a swing with blue ropes.","The girl is swinging, rather high, on a swing with blue ropes with lots of trees in the background.

LABEL: 1

SENT","A girl is swinging, rather high, on a swing with blue ropes with lots of trees in the background.

LABEL: 1

SENT",0.65,0.71,0.55,0.59
"A girl is swinging, rather high, on a swing with white ropes.","The girl is swinging on a swing with blue ropes with lots of trees in the background.

SENTENCE 3:
The girl is swinging on a","A girl is swinging, rather high, on a swing with blue ropes with lots of trees in the background.

SENTENCE 1:
A girl",0.43,0.63,0.4,0.5
A girl drinks a soda on the street,"The girl on the left is drinking a soda.

The girl on the right is standing on a street in front of a bunch of bicycles.
","The girl is standing on a street in front of a bunch of bicycles.

LABEL: 1

SENTENCE 1:
One girl",0.35,0.21,0.49,0.23
A girl drinks a soda while sleeping,"The girl on the left is drinking a soda.

The girl on the right is standing on a street in front of a bunch of bicycles.
","One girl sips a soda while another looks on, standing on a street in front of a bunch of bicycles.

SENTENCE 1:
",0.18,0.28,0.4,0.32
"There are two woman in this picture, and they are both outside.","One of the young ladies is wearing a red dress.

LABEL: 1

SENTENCE 2:
The other young lady is wearing a","The two young ladies walking down the street together.

LABEL: 1

SENTENCE 1:
Two young ladies walking down the street together",0.0,0.06,0.27,0.54
The Indians are building sand castles.,"The indian's are performing a sacred dance.

SENTENCE 3:
The indian's are performing a sacred dance.

SENT","The indian's are performing a sacred dance.

LABEL: 2

SENTENCE 3:
The indian's are performing a sacred",0.16,0.16,0.56,0.4
The people are dancing.,"The indian's are performing a sacred dance.

LABEL: 1

SENTENCE 3:
The indian's are performing a sacred","The indian's are performing a sacred dance.

LABEL: 1

SENTENCE 3:
The indian's are performing a sacred",0.17,0.17,0.45,0.45
The people are working at an office.,"The three people are dressed in costumes and playing musical instruments.

SENTENCE 3:
The three people are dressed in costumes and playing musical instruments.","The three people are dressed in costumes and playing musical instruments.

LABEL: 2

SENTENCE 3:
The three people are dressed in",0.19,0.21,0.67,0.31
The people are in costume and playing music.,"The three people are dressed in costumes and playing musical instruments.

LABEL: 1

SENTENCE 3:
The three people are dressed in","The three people are dressed in costumes and playing musical instruments.

LABEL: 1

SENTENCE 1:
The three people are dressed in",0.41,0.41,0.48,0.5
A group of people watch a movie.,"Everyone is getting ready to play the game.

SENTENCE 2 is a continuation of SENTENCE 1.

SENTENCE 2 is a","The game is called ""Snake"".

SENTENCE 1:
Everyone is getting ready to play the game.

LABEL: 2
",0.22,0.0,0.23,0.25
People prepare to play games.,"Everyone is getting ready to play the game.

LABEL: 1

SENTENCE 3:
Everyone is getting ready to play the game.","The game is called ""Snake"".

LABEL: 1

SENTENCE 1:
The game is called ""Snake"".

",0.16,0.0,0.64,0.49
Two girls on a tube.,"Two little girls, wearing pink hanging on a tube.

LABEL: 1

SENTENCE 3:
Two little girls, wearing pink hanging","The two little girls, wearing pink hanging on a tube.

LABEL: 1

SENTENCE 3:
The two little girls, wearing",0.42,0.42,0.57,0.37
Two girls wearing blue sit on a couch.,"Two little girls, wearing pink hanging on a tube.

LABEL: 1

SENTENCE 1:
Two little girls, wearing pink hanging","The two little girls, wearing pink hanging on a tube.

LABEL: 2

SENTENCE 3:
The two little girls, wearing",0.37,0.37,0.42,0.31
Two girls playing on a tube.,"Two little girls, wearing pink hanging on a tube.

LABEL: 1

SENTENCE 3:
Two little girls, wearing pink hanging","The two little girls, wearing pink hanging on a tube.

LABEL: 1

SENTENCE 3:
The two little girls, wearing",0.4,0.4,0.54,0.35
People are on a couch,"A family smiling on the couch.

LABEL: 1

SENTENCE 3:
A family smiling on the couch.

LABEL","A family smiling on the couch.

LABEL: 1

SENTENCE 3:
A family smiling on the couch.

LABEL",0.27,0.27,0.56,0.56
A family is playing out in their backyard.,"A family smiling on the couch.

SENTENCE 1:
A family smiling on the couch.

SENTENCE 2:
A family","A family smiling on the couch.

LABEL: 2

SENTENCE 3:
A family smiling on the couch.

LABEL",0.15,0.16,0.4,0.47
They are walking on top of trees.,"The woman in the blue top and pencil skirt is the man in the pinstriped suit.

SENTENCE 3:
The man in the","A woman in a blue top and pencil skirt walks by a balding man in a pinstriped suit.

SENTENCE 1:
A",0.07,0.07,0.21,0.11
They pass eachother.,"The woman in the blue top and pencil skirt is a woman.

The man in the pinstriped suit is a man.

The woman","A woman in a blue top and pencil skirt walks by a balding man in a pinstriped suit.

LABEL: 1

S",0.0,0.0,0.26,0.16
There is a man climbing as the boy holds the rope,"The boy climbs the wall.

SENTENCE 1:
A man holds a rope for a boy who's about to climb a wall.
","A man holds a rope for a boy who's about to climb a wall.

SENTENCE 1:
A man holds a rope for a boy",0.24,0.28,0.62,0.61
There is a man holding a rop,"The boy climbs the wall.

LABEL: 1

SENTENCE 3:
The boy falls from the wall.

LABEL","A man holds a rope for a boy who's about to climb a wall.

LABEL: 1

SENTENCE 1:
A man",0.0,0.21,0.36,0.32
They are not looking in the same direction.,"The guy on the couch is looking at the guy with the cup.

LABEL: 1

SENTENCE 3:
The guy with the","The two guys on the couch are looking at each other.

LABEL: 1

SENTENCE 3:
The two guys on the couch",0.14,0.21,0.19,0.4
Neither is holding anything.,"The guy on the couch is looking at the guy with the cup.

The guy with the cup is looking at the guy on the couch.

","Two guys on a couch, one is looking up the other is looking away with a cup in his hand.

LABEL: 2

SENT",0.07,0.07,0.57,0.27
Two girls sleeping on a couch.,"The girls are rowing.

SENTENCE 3:
The girls are rowing on a river.

SENTENCE 4:
The","The girls in red life jackets lock oars on a river.

SENTENCE 1:
Two girls in red life jackets lock oars",0.27,0.22,0.3,0.45
Two girls on a boat.,"The girls are rowing.

LABEL: 1

SENTENCE 3:
The girls are rowing on a river.

LAB","The girls in red life jackets lock oars on a river.

LABEL: 1

SENTENCE 1:
Two girls in red",0.29,0.25,0.42,0.3
Two scuba divers are running a marathon.,"The object is a large metal object.

The object is a large metal object.

The object is a large metal object.

The object","The object is a large metal object.

LABEL: 1

SENTENCE 3:
The object is a large metal object.

",0.07,0.08,0.38,0.44
Two scuba divers are underwater.,"The object is a large metal object.

LABEL: 1

SENTENCE 3:
The object is a large metal object.

","The object is a large metal object.

LABEL: 1

SENTENCE 3:
The object is a large metal object.

",0.0,0.0,0.54,0.54
The nurses are eating lunch.,"The cup is a receptacle for liquids.

SENTENCE 3:
The cup is a receptacle for liquids.

SENTENCE 4","A nurse is a person who works in a medical setting and is responsible for the care of patients.

LABEL: 1

SENTENCE 1",0.09,0.07,0.62,0.19
The people work in the medical field.,"The cup is a receptacle for liquids.

LABEL: 1

SENTENCE 3:
The cup is a receptacle for liquids.","The nurse in the picture is a nurse.

LABEL: 1

SENTENCE 1:
The nurse in the picture is a nurse.",0.16,0.22,0.52,0.57
A female gymnast is enjoying a cinnamon roll.,"The gymnast is suspended in the air with her feet pointed upward.

SENTENCE 3:
The gymnast is suspended in the air with her","A female gymnast flies off of the lower bar and is suspended in the air with her feet pointed upward.

SENTENCE 1:
A female",0.13,0.31,0.39,0.22
People walk down a sidewalk.,"People in motion down a city sidewalk.

LABEL: 1

SENTENCE 3:
People in motion down a city sidewalk.

","People in motion down a city sidewalk.

LABEL: 1

SENTENCE 1:
People in motion down a city sidewalk.

",0.35,0.35,0.61,0.64
There are multiple people present.,"The man is a barber.

LABEL: 1

SENTENCE 3:
The man is a barber.

LABEL","A man wielding an electric razor is gleefully shaving away another man's hair.

LABEL: 1

SENTENCE 1:",0.0,0.0,0.48,0.12
There is only one person present.,"The man is a barber.

SENTENCE 3:
The man is a barber.

SENTENCE 4:
The man","A man wielding an electric razor is gleefully shaving away another man's hair.

SENTENCE 1:
A man wielding an",0.09,0.08,0.36,0.21
A man is crying at a co-worker's funeral.,"The man who shaves the head of another man smiles.

SENTENCE 1:
A man smiles while he shaves the head of another man","A man smiles while he shaves the head of another man.

SENTENCE 1:
A man smiles while he shaves the head of another",0.12,0.18,0.58,0.53
A guy is cutting another man's hair.,"The man smiles while he shaves the head of another man.

LABEL: 1

SENTENCE 3:
The man smiles while he","A man smiles while he shaves the head of another man.

LABEL: 1

SENTENCE 1:
A man smiles while he",0.14,0.21,0.39,0.43
Women look different directions.,"One man in baseball cap looks out while two men look down.

SENTENCE 3:
One man in baseball cap looks out while two men look","One man in baseball cap looks out while two men look down.

SENTENCE 3:
One man in baseball cap looks out while two men look",0.07,0.07,0.48,0.48
Police are sitting at the station eating donuts and talking on the phone.,"The fire is in the basement.

SENTENCE 3:
The fire is in the basement.

SENTENCE 4:
The fire","The fire is in the basement.

LABEL: 1

SENTENCE 3:
The fire is in the basement.

LABEL",0.13,0.13,0.3,0.37
A dog waterskiing in a river with a large wall in the background.,"A person skiing in a river with a large wall in the background.

SENTENCE 3:
A person skiing in a river with a large wall","A person waterskiing in a river with a large wall in the background.

SENTENCE 1:
A person waterskiing in a river",0.58,0.71,0.58,0.66
A person waterskiing in a river with a wall in the background.,"A person skiing in a river with a large wall in the background.

LABEL: 1

SENTENCE 3:
A person skiing in","A person waterskiing in a river with a large wall in the background.

LABEL: 1

SENTENCE 1:
A person",0.67,0.77,0.48,0.46
The children are playing together.,"The boys are playing on the stairs.

LABEL: 1

SENTENCE 3:
The boys are playing on the stairs.

","The two little boys are playing on stairs that have a carpet runner going down them.

LABEL: 1

SENTENCE 1:
Two",0.26,0.23,0.59,0.24
The children don't have any energy today.,"The boys are playing on the carpet runner.

The boys are playing on the carpet runner.

The boys are playing on the carpet runner.
","The two little boys are playing on stairs that have a carpet runner going down them.

LABEL: 2

SENTENCE 1:
Two",0.06,0.14,0.59,0.22
the black and white dogs are playing.,"The white dog is the aggressor.

SENTENCE 3:
The black dog is the victim.

SENTENCE 4:
The","A white and a black dog fighting in a fenced in room.

LABEL: 2

SENTENCE 1:
A white and a",0.17,0.15,0.23,0.23
The dogs are fighting.,"The white dog is the aggressor.

LABEL: 1

SENTENCE 3:
The black dog is the victim.

LAB","A white and a black dog fighting in a fenced in room.

LABEL: 1

SENTENCE 3:
A white and a",0.1,0.08,0.34,0.23
The fighting dogs are outside.,"The white dog is the aggressor.

SENTENCE 3:
The black dog is the victim.

SENTENCE 4:
The","A white and a black dog fighting in a fenced in room.

LABEL: 2

SENTENCE 1:
A white and a",0.09,0.08,0.22,0.23
The person is hard to see.,"A person obscured in shadow in a gymnasium.

LABEL: 1

SENTENCE 3:
A person obscured in shadow in a","A person obscured in shadow in a gymnasium.

LABEL: 1

SENTENCE 1:
A person obscured in shadow in a",0.08,0.08,0.37,0.38
The person is a vampire avoiding the sun.,"A person obscured in shadow in a gymnasium.

SENTENCE 3:
A person obscured in shadow in a gymnasium.

","A person obscured in shadow in a gymnasium.

LABEL: 2

SENTENCE 1:
A person obscured in shadow in a",0.15,0.15,0.56,0.33
A woman sits beside the escalator.,"A woman in a green suit walking towards an escalator.

SENTENCE 3:
A woman in a green suit walking towards an escalator.","A woman in a green suit walking towards an escalator.

SENTENCE 1:
A woman in a green suit walking towards an escalator.",0.21,0.21,0.71,0.72
A woman walks to an escalator.,"A woman in a green suit walking towards an escalator.

LABEL: 1

SENTENCE 3:
A woman in a green suit","A woman in a green suit walking towards an escalator.

LABEL: 1

SENTENCE 3:
A woman in a green suit",0.31,0.31,0.57,0.57
Asian women are sitting in a restaurant.,"The men are wearing white and pink hats, while the women are wearing blue jackets with yellow sashes.

SENTENCE 3:
The men","The man in the blue jacket and yellow sash is a member of the Ku Klux Klan.

SENTENCE 1:
The man in",0.14,0.14,0.22,0.15
Asian people sitting next to each other.,"The men sitting down are Asian.

The men wearing white and pink hats are Asian.

The men wearing blue jackets with yellow sashes are","The man in the blue jacket and yellow sash is a member of the Ku Klux Klan.

LABEL: 1

SENTENCE",0.06,0.0,0.38,0.1
The man is holding an object.,"The man is a judge.

LABEL: 1

SENTENCE 3:
The judge is about to begin a trial.

LAB","The man is holding up a gavel.

LABEL: 1

SENTENCE 1:
A smiling man is holding up a gavel",0.25,0.32,0.31,0.53
The man is crying.,"The man is a judge.

SENTENCE 1:
A smiling man is holding up a gavel.

LABEL: 2

","The man is holding up a gavel.

The man is holding up a gavel.

The man is holding up a gavel.
",0.29,0.24,0.22,0.59
A man is holding a dog standing in front of a chalkboard.,"The man is holding a book.

SENTENCE 1:
A man is holding a book standing in front of a chalkboard.

LAB","A man is holding a book standing in front of a chalkboard.

SENTENCE 1:
A man is holding a book standing in front of",0.67,0.61,0.49,0.53
A person is in a classroom teaching.,"The man is holding a book.

LABEL: 1

SENTENCE 3:
The man is holding a book.

LABEL","A man is holding a book standing in front of a chalkboard.

LABEL: 1

SENTENCE 3:
A man is holding",0.25,0.3,0.5,0.25
The woman is using her cellphone.,"The woman is walking her dog and using her cellphone.

LABEL: 1

SENTENCE 3:
The woman is walking her dog","A woman is walking her dog and using her cellphone.

LABEL: 1

SENTENCE 1:
A woman is walking her dog",0.46,0.38,0.56,0.57
The woman is walking her cat.,"The woman is walking her dog and using her cellphone.

SENTENCE 3:
The woman is walking her dog and using her cellphone.","A woman is walking her dog and using her cellphone.

SENTENCE 1:
A woman is walking her dog and using her cellphone.",0.36,0.29,0.73,0.72
Three men talk while their fourth takes a shot.,"The three men are:

1. The man in the white cap.

2. The man in the white cap.

3. The","The man in the white cap is golfing.

The three men are in the middle of a conversation.

The man in the white cap is",0.14,0.18,0.29,0.4
Four guys go bowling at the lanes.,"The three men are:

1. The man in the white cap.

2. The man in the white cap.

3. The","The man in the white cap is golfing.
The three men are in the middle of a conversation.

SENTENCE 3:
The man",0.07,0.07,0.29,0.25
A group of gymnasts performing.,"A group of cyclists at a race with their arms around each other.

SENTENCE 1:
A group of cyclists at a race with their arms","A group of cyclists at a race with their arms around each other.

LABEL: 2

SENTENCE 1:
A group of cyclists",0.2,0.23,0.49,0.3
A group of cyclists racing.,"A group of cyclists at a race with their arms around each other.

LABEL: 1

SENTENCE 3:
A group of cyclists","A group of cyclists at a race with their arms around each other.

LABEL: 1

SENTENCE 1:
A group of cyclists",0.31,0.31,0.46,0.47
People are gathered by the water.,"The women are sitting on a beach.

LABEL: 1

SENTENCE 3:
The men are bringing in a fishing net filled with","The men bring in a fishing net filled with fish in front of them.

LABEL: 1

SENTENCE 3:
The men bring",0.15,0.07,0.18,0.23
Women and men sing indoors.,"The women are sitting on the beach.

SENTENCE 2 is a continuation of SENTENCE 1.

SENTENCE 2 is a continuation","The men bring in a fishing net filled with fish in front of them.

LABEL: 1

SENTENCE 3:
The men bring",0.08,0.08,0.4,0.23
A motorist has stalled.,"The motorist gets some air over a rough hill.

SENTENCE 3:
The motorist gets some air over a rough hill.

","A motorist gets some air over a rough hill.

LABEL: 1

SENTENCE 3:
A motorist gets some air over",0.17,0.17,0.62,0.35
A motorist is riding his bike.,"The motorist gets some air over a rough hill.

LABEL: 1

SENTENCE 3:
The motorist gets some air over","A motorist gets some air over a rough hill.

LABEL: 1

SENTENCE 1:
A motorist gets some air over",0.16,0.16,0.32,0.33
The person is riding a motorcycle,"The motorcyclist is flying through the air above a dirt path.

LABEL: 1

SENTENCE 3:
The motorcyclist","A motorcyclist is flying through the air above a dirt path.

LABEL: 1

SENTENCE 1:
A motorcyclist",0.26,0.17,0.28,0.31
The person is sleeping.,"The motorcyclist is flying through the air above a dirt path.

SENTENCE 3:
The motorcyclist is flying through the air above","A motorcyclist is flying through the air above a dirt path.

LABEL: 2

SENTENCE 1:
A motorcyclist",0.16,0.1,0.45,0.27
The motorcyclist is in the air,"The motorcyclist is flying through the air above a dirt path.

LABEL: 1

SENTENCE 3:
The motorcyclist","A motorcyclist is flying through the air above a dirt path.

LABEL: 1

SENTENCE 1:
A motorcyclist",0.43,0.35,0.41,0.38
the people are running through fire,"Many people who appear to be Asian stand in line at a train station waiting patiently for the next train.

SENTENCE 1:
Many people who","The train station is located in a city in the United States.

LABEL: 1

SENTENCE 1:
Many people who appear to",0.13,0.15,0.2,0.15
The child is upside down.,"The child is hanging upside down with his legs over a pole.

LABEL: 1

SENTENCE 3:
The child is hanging upside","The child is hanging upside down with his legs over a pole.

LABEL: 1

SENTENCE 1:
The child is hanging upside",0.38,0.38,0.5,0.5
