completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
The eighth planet from our sun is neptune.,"Neptune is the fourth largest planet in the solar system.

LABEL: entails

SENTENCE 1:
Neptune is the","Neptune is the eighth planet from the sun and the fourth largest (by diameter).

LABEL: not_entails

SENTENCE",0.24,0.38,0.24,0.27
A person affected by an autosomal dominant disorder has one mutated allele.,"The disorder exhibits autosomal dominant inheritance, requiring only one mutant allele (gene).

LABEL: entails

SENTENCE 1:
The disorder exhibits","The disorder exhibits autosomal dominant inheritance, requiring only one mutant allele (gene).

LABEL: entails

SENTENCE 1:
The disorder exhibits",0.26,0.26,0.3,0.3
Vertebrata are characterized by the presence of backbone.,"The descendants have backbones built from concave vertebrae the shape of hockey pucks.

LABEL: neutral

SENTENCE 1:
The","The descendants have backbones built from concave vertebrae the shape of hockey pucks.

LABEL: neutral

SENTENCE 1:
The",0.15,0.15,0.22,0.22
"A sealed, vacuum-insulated reaction flask approximates the condition of a isolated system, in which neither matter nor heat can be exchanged between system and surroundings.","The flask is heated by the hot plate, so there is an exchange of energy.

LABEL: neutral

SENTENCE 1:
The","Heat does flow from the hot plate, through the flask, to the system, so there is an exchange of energy.

LABEL: positive

",0.13,0.12,0.11,0.18
Gabbro is a dark dense rock that can be found in the oceanic crust.,"Plagioclase is concentrated in igneous rocks from the oceanic crust.

LABEL: neutral

SENTENCE 1:
Plagi","Plagioclase is concentrated in igneous rocks from the oceanic crust.

LABEL: positive

SENTENCE 1:
Plagi",0.34,0.34,0.29,0.27
Beneficial fungi play a crucial role in balance of ecosystems.,"Mollusks are a diverse group of animals, and play crucial roles in various ecosystems.

LABEL: neutral

SENTENCE 1:","Mollusks are a diverse group of animals, and play crucial roles in various ecosystems.

LABEL: positive

SENTENCE 1:",0.29,0.29,0.29,0.34
Reversible reactions are indicated by opposite-headed kinds of arrows.,"It displays a four-headed arrow indicating any of the arrow keys will size the window.

LABEL: neutral

SENTENCE 1:
","It displays a four-headed arrow indicating any of the arrow keys will size the window.

LABEL: positive

SENTENCE 1:
",0.13,0.13,0.26,0.24
Beneficial fungi play a crucial role in balance of ecosystems.,"The estuary is home to more than 300 species of birds, including the endangered California clapper rail and the threatened salt marsh harvest mouse.

LABEL","The 2,300-acre estuary supports one of the most diverse ecosystems in the state, playing a crucial role as a link in the Pacific flyway.",0.06,0.22,0.11,0.36
"The term cardiac output, calculated by multiplying heart contractions by stroke volume, means the volume of blood pumped by the heart in one minute.","The stroke volume is the amount of blood pumped by the heart per beat.

LABEL: neutral

SENTENCE 1:
Ventricular","Ventricular stroke volume would simply be the cardiac output divided by the heart rate.

LABEL: positive

SENTENCE 1:
V",0.47,0.28,0.23,0.17
"In the body, chemical digestion mainly takes place in the small intestine.","The small intestine is a very important part of the digestive system as being the site where most of the nutrient absorption takes place.

LABEL: entails
","The small intestine is a very important part of the digestive system as being the site where most of the nutrient absorption takes place.

LABEL: entailment",0.16,0.16,0.32,0.37
Water contains 3 atoms.,"Each water molecule contains 3 atoms, 2 of hydrogen and 1 of oxygen.

LABEL: entails

SENTENCE 1:
Each water molecule","Each water molecule contains 3 atoms, 2 of hydrogen and 1 of oxygen.

LABEL: not_entails

SENTENCE 1:
",0.33,0.36,0.35,0.28
"The term cardiac output, calculated by multiplying heart contractions by stroke volume, means the volume of blood pumped by the heart in one minute.","Based upon your understanding of normal cardiac function, discuss how the following heart pathologies might affect pressures, blood flow, contractility, stroke volume, cardiac output, or","Based upon your understanding of normal cardiac function, discuss how the following heart pathologies might affect pressures, blood flow, contractility, stroke volume, cardiac output, or",0.16,0.16,0.24,0.24
Mitosis actually occurs in four phases.,"Mitosis is the process of cell division.

LABEL: entails

SENTENCE 1:
Mitosis is the process of cell division.","Mitosis actually occurs in four phases.

LABEL: not_entails

SENTENCE 1:
Mitosis actually occurs in four phases",0.08,0.52,0.54,0.71
"In relation to electrical current, a narrow wire will have more resistance than a wide wire.","PVC is a widely accepted insulating material for building wires due to its better abrasive and chemical resistance, weatherproof, electrical and fire retardant properties.
","PVC is a widely accepted insulating material for building wires due to its better abrasive and chemical resistance, weatherproof, electrical and fire retardant properties.
",0.1,0.1,0.33,0.33
The water cycle ends with it repeats itself.,"The process was repeated.

LABEL: neutral

SENTENCE 1:
The process was repeated.

LABEL: neutral

","The process was repeated at the end of the cycle.

LABEL: negative

SENTENCE 1:
The process was repeated at the end",0.09,0.14,0.5,0.42
"A sealed, vacuum-insulated reaction flask approximates the condition of a isolated system, in which neither matter nor heat can be exchanged between system and surroundings.","are all important to the energy efficiency of a home.

SENTENCE 1:
Heating and air conditioning systems, insulation, vents and duct","Heating and air conditioning systems, insulation, vents and ductwork;

LABEL: neutral

SENTENCE 1:
Heating and",0.17,0.05,0.22,0.11
You can expect stormy if a center of low pressure is moving your way.,"A rising barometer indicates the arrival of a high pressure air system, which often means fair weather.

LABEL: entails

SENTENCE 1","A falling barometer indicates the arrival of a low pressure air system, which often means stormy weather.

LABEL: entailment

SENT",0.17,0.24,0.16,0.21
Lyme disease is caused by bacteria.,"The protein is a part of the immune system.

LABEL: entails

SENTENCE 1:
A protein in their blood kills the bacterium","A protein in their blood kills the bacterium that causes Lyme disease.

LABEL: entailment

SENTENCE 1:
A protein in",0.07,0.16,0.31,0.18
Hydrocarbons are made of one carbon and four hydrogen atoms.,"The simplest hydrocarbon is one atom of carbon linked to four atoms of hydrogen.

LABEL: entails

SENTENCE 1:
The simplest hydrocarbon","The simplest hydrocarbon is one atom of carbon linked to four atoms of hydrogen.

LABEL: not_entails

SENTENCE 1:
",0.26,0.28,0.4,0.3
"If a substance has a ph value greater than 7,that indicates that it is base.","The user specifies the substance (e.g., citric acid or ethylenediamine), the desired pH, ionic strength, and volume, and the program","ENCE 2:
The user specifies the substance (e.g., citric acid or ethylenediamine), the desired pH, ionic strength, and volume",0.11,0.11,0.22,0.31
The pupil of the eye allows light to enter.,"The pupil allows the proper amount of light to enter the inside of the eye.

LABEL: entails

SENTENCE 1:
The pupil","The pupil allows the proper amount of light to enter the inside of the eye.

LABEL: entailment

SENTENCE 1:
The",0.4,0.41,0.31,0.2
Gases and liquids become solids at low temperatures.,"The low boiling point of these substances is due to the fact that they are covalent substances.

LABEL: neutral

SENTENCE 1:","Such covalent substances are low-boiling-temperature liquids (such as ethanol), and low-melting-temperature solids (such as iodine and solid CO",0.07,0.13,0.17,0.32
Most of the energy used by living things comes either directly or indirectly from the sun.,"The Sun is the ultimate source of energy for most communities of living things.

LABEL: entails

SENTENCE 1:
The Sun is","Radiation from the Sun is the ultimate source of energy for most communities of living things.

LABEL: entailment

SENTENCE 1:",0.32,0.22,0.26,0.23
Invertebrates (and higher animals) can also be placed in one of two groups based on how they develop as embryos.,"The embryo is implanted in the womb, and the woman is given hormones to stimulate the growth of the embryo.

LABEL: neutral

SENT","Most centers now place two to four embryos in the womb in the hope that one will burrow into the lining and begin to develop normally.

LABEL",0.09,0.13,0.04,0.16
The gallbladder is near the right lobe of the liver.,"The liver is smooth and the right lobe is longer than the central lobe.

LABEL: neutral

SENTENCE 1:
The ventral surface","The liver is smooth and the right lobe is longer than the central lobe.

LABEL: positive

SENTENCE 1:
The liver is",0.39,0.45,0.25,0.24
Invertebrates (and higher animals) can also be placed in one of two groups based on how they develop as embryos.,"In the procedure, one or two cells can be removed from an IVF embryo at the 8- to 16-cell stage for biopsy, without affecting subsequent development","In the procedure, one or two cells can be removed from an IVF embryo at the 8- to 16-cell stage for biopsy, without affecting subsequent development",0.13,0.13,0.32,0.32
Invertebrates (and higher animals) can also be placed in one of two groups based on how they develop as embryos.,"placing human embryos in animals;

LABEL: neutral

SENTENCE 1:
placing human embryos in animals;

LABEL: neutral","placing human embryos in animals;

LABEL: negative

SENTENCE 1:
placing human embryos in animals;

LABEL: neutral",0.11,0.11,0.51,0.35
The force of attraction between a positively charged metal ion and the valence electrons it shares with other ions of the metal is called a(n) metallic bond.,"The metallic ions are attracted to the negatively charged ions in the nose.

LABEL: attraction

SENTENCE 1:
The metallic ions are","An electron flow from the mouth to the nose moves with it positively charged metallic ions.

LABEL: neutral

SENTENCE 1:
An",0.2,0.16,0.28,0.25
Mitosis actually occurs in four phases.,"The cell cycle is a series of events that occur in a cell to prepare it for division.

LABEL: neutral

SENTENCE 1:","Basically this animation is showing the four phases of the cell cycle, including G1, Synthesis, G2, and Mitosis.

LABEL: positive",0.07,0.15,0.14,0.24
The eighth planet from our sun is neptune.,"Pluto is now considered a dwarf planet.

LABEL: entails

SENTENCE 1:
Pluto's orbit was so erratic,","Pluto's orbit was so erratic, however, that at times it was closer to the sun than the eighth planet, Neptune.

S",0.08,0.27,0.21,0.37
"During the first year after birth, a baby called a(n) infant.","I was surprised to find that my baby nursed for his first year.

LABEL: positive

SENTENCE 1:
I was surprised","Like other members of the midlife mothers' cult, I'd read reams of literature on infant care long before my baby's birth, so I never doubted",0.12,0.1,0.34,0.19
Diabetes is unpreventable in the type one form but may be prevented by diet if it is of the second type.,"The Italian researchers recommend further study of diet during pregnancy and early infancy to help determine how diet may interact with inherited tendencies in type 1 diabetes, and to look at","The Italian researchers recommend further study of diet during pregnancy and early infancy to help determine how diet may interact with inherited tendencies in type 1 diabetes, and to look at",0.12,0.12,0.15,0.15
"In relation to electrical current, a narrow wire will have more resistance than a wide wire.","It is also used in the manufacturing of electrical insulators.

LABEL: neutral

SENTENCE 1:
It is also used in the","Due to its high electrical resistance it is widely used in Electrical Wires and cables.

LABEL: neutral

SENTENCE 1:
Due",0.11,0.17,0.25,0.15
"The bird ancestor that lived in trees developed wings, which is commonly associated with birds.","It is drawn by horses, more commonly by birds or winged steeds;

LABEL: neutral

SENTENCE 1:
It is","It is drawn by horses, more commonly by birds or winged steeds;

LABEL: neutral

SENTENCE 1:
It is",0.18,0.18,0.23,0.23
Mushrooms get their energy from decomposing dead organisms.,"Saprotrophs are decomposers and liberate energy for their own use by breaking down complex organic matter from the dead bodies of other organisms.
","Saprotrophs are decomposers and liberate energy for their own use by breaking down complex organic matter from the dead bodies of other organisms.
",0.26,0.26,0.45,0.45
All of the petals together are called a corolla.,"Corolla with 5 petals or lobes.

LABEL: neutral

SENTENCE 1:
Corolla with 5 petals or lobes.","A flower with 5 petals or lobes.

LABEL: positive

SENTENCE 3:
A flower with 5 petals or lobes.",0.16,0.15,0.56,0.54
"In relation to electrical current, a narrow wire will have more resistance than a wide wire.","The larger the wire, the lower its resistance.

LABEL: entails

SENTENCE 1:
All electrical components and wires have resistance but","All electrical components and wires have resistance but the larger the wire, the lower its resistance.

LABEL: entailment

SENTENCE 1:",0.17,0.22,0.24,0.22
All types of cells are enclosed by a membrane.,"a cell that has a membrane-enclosed nucleus and membrane-enclosed organelles (e.g., a eukaryotic cell)

LABEL: neutral",prokaryotic cell (pro-KAR-ee-OT-ik) A type of cell lacking a membrane-enclosed nucleus and membrane-en,0.14,0.21,0.26,0.34
The turning driveshaft causes the wheels of the car to turn.,"I have to turn the steering wheel to the right to go straight.

LABEL: contradiction

SENTENCE 1:
I have to turn","It even hurts to turn the steering wheel on my car.

LABEL: negative

SENTENCE 1:
I am not sure if I",0.25,0.12,0.25,0.2
Plasma matter makes up most of the universe.,"Plasmas are the dominant form of matter in the universe.

LABEL: entails

SENTENCE 1:
Plasma is the dominant","Plasmas are actually the dominant form of matter in the universe.

SENTENCE 1:
The universe is made of plasma.

LAB",0.23,0.21,0.33,0.47
"Bones, cartilage, and ligaments make up the skeletal system.","The skeletal system is composed of 206 bones.

LABEL: entails

SENTENCE 1:
The skeletal system is composed of 206 bones.","The skeletal system consists of bones and their associated connective tissues-- tendons, ligaments, and cartilage.

LABEL: entailment

SENT",0.28,0.22,0.5,0.26
The element hydrogen is the most abundant in the universe.,"Helium is the second most abundant element in the known universe, after hydrogen.

LABEL: entails

SENTENCE 1:
Helium","Helium is the second most abundant element in the known universe, after hydrogen.

LABEL: entailment

SENTENCE 1:
Hel",0.5,0.5,0.38,0.27
"A sealed, vacuum-insulated reaction flask approximates the condition of a isolated system, in which neither matter nor heat can be exchanged between system and surroundings.","The second law of thermodynamics is a statement about the entropy of a system.

LABEL: neutral

SENTENCE 1:
The second","Whenever a system can exchange either heat or matter with its environment, an entropy decrease of that system is entirely compatible with the second law.

LABEL:",0.22,0.15,0.1,0.27
A bee will sometimes do a dance to tell other bees in the hive where to find food.,"Honey bees direct other bees to food sources with the round dance and the waggle dance.

LABEL: entails

SENTENCE 1:","Honey bees direct other bees to food sources with the round dance and the waggle dance.

LABEL: entailment

SENTENCE 1",0.21,0.21,0.27,0.28
Birds live and breed on seven of the continents.,"There were six or seven birds that could easily have been Best of Breed.

LABEL: neutral

SENTENCE 1:
There were","There were six or seven birds that could easily have been Best of Breed.

LABEL: neutral

SENTENCE 1:
There were",0.14,0.14,0.16,0.16
When liquid water changes to water vapor it is called evaporation.,"Water vapor is converted to liquid water during condensation.

LABEL: entails

SENTENCE 1:
Liquid water is converted to water","Liquid water is converted to water vapor during evaporation.

LABEL: entailment

SENTENCE 1:
Liquid water is",0.27,0.44,0.4,0.37
A viral vector is the name for a tool commonly used by molecular biologists to place genetic material into cells.,The cell-free viral replication reactions are a proven technology which can be used for detailed biochemical and genetic dissection of the molecular mechanisms involved in the replication of picorn,"Thus, cell-free viral replication reactions are a proven technology which can be used for detailed biochemical and genetic dissection of the molecular mechanisms involved in the replication of pic",0.16,0.16,0.3,0.28
Gases and liquids become solids at low temperatures.,"identify as a gas, liquid, or solid at room temperature

LABEL: neutral

SENTENCE 1:
identify as a gas","identify as a gas, liquid, or solid at room temperature

LABEL: neutral

SENTENCE 1:
identify as a gas",0.08,0.08,0.39,0.39
Ocean acidification occurs when excess carbon dioxide in the atmosphere causes the oceans to become acidic.,"This cycle is important for the maintenance of the Earth's climate.

LABEL: positive

SENTENCE 1:
This cycle removes carbon dioxide","This cycle removes carbon dioxide from the atmosphere and sequesters it in the oceans as calcium carbonate.

LABEL: neutral

SENTENCE 1:",0.11,0.32,0.34,0.18
Metals start out as ore.,"metals and ores 5.2%;

LABEL: neutral

SENTENCE 1:
metals and ores 5.2%;","metals and ores 5.2%;

LABEL: neutral

SENTENCE 1:
metals and ores 5.2%;",0.11,0.11,0.45,0.45
The photic zone extends 200 meters deep.,"The mesopelagic zone is the zone between 200 and 1000 meters deep.

LABEL: neutral

SENTENCE 1:
The mes","The mesopelagic zone is often defined as being between 200 and 1000 meters deep, although this is a somewhat arbitrary delineation.

LABEL:",0.4,0.34,0.24,0.3
"On a global scale, plants and other photosynthetic organisms have generated all of the oxygen in the air.","The oxygen produced by cyanobacteria is a by-product of photosynthesis.

LABEL: neutral

SENTENCE 1:
Algae have","Algae have photosynthetic machinery ultimately derived from cyanobacteria that produce oxygen as a by-product of photosynthesis, unlike other photosynthetic bacteria such as purple and",0.11,0.14,0.13,0.23
The gallbladder is near the right lobe of the liver.,"Caudate lobe of liver

LABEL: neutral

SENTENCE 1:
Caudate lobe of liver

LABEL: neutral","Caudate lobe of liver

LABEL: neutral

SENTENCE 1:
Caudate lobe of liver

LABEL: neutral",0.25,0.25,0.52,0.52
Plasma matter makes up most of the universe.,"They are a particular type of plasma lamp, one of the most modern.

LABEL: neutral

SENTENCE 1:
They are a","They are a particular type of plasma lamp, one of the most modern.

LABEL: neutral

SENTENCE 1:
They are a",0.21,0.21,0.23,0.23
The element hydrogen is the most abundant in the universe.,"Helium is now known to be the second most abundant element ( after Hydrogen ) in the Universe.

LABEL: entails

SENTENCE","Helium is now known to be the second most abundant element ( after Hydrogen ) in the Universe.

LABEL: entailment

SENT",0.48,0.48,0.19,0.13
Lyme disease is caused by bacteria.,"The bacterium that causes Lyme Disease is named for the person who discovered it, Willy Burgdorfer, Ph.D..

LABEL: entails","The bacterium that causes Lyme Disease is named for the person who discovered it, Willy Burgdorfer, Ph.D..

LABEL: entail",0.23,0.23,0.12,0.13
The head of the sperm contains the nucleus.,"2) The tail is made of microtubules.

LABEL: entails

SENTENCE 1:
1) Each sperm has a head (","1) Each sperm has a head (nucleus and acrosome), midpiece (mitochondria), and tail (microtubules).

LAB",0.24,0.17,0.3,0.36
"In relation to electrical current, a narrow wire will have more resistance than a wide wire.","The resistance of a wire is inversely proportional to its length.

LABEL: neutral

SENTENCE 1:
The resistance of a wire is","Long wires have more resistance than short wires;

LABEL: positive

SENTENCE 1:
Long wires have more resistance than short wires;",0.27,0.22,0.33,0.54
You can expect stormy if a center of low pressure is moving your way.,"When seagulls fly high, stormy weather is expected.

LABEL: neutral

SENTENCE 1:
When seagulls fly","When seagulls fly high, stormy weather is expected.

LABEL: positive

SENTENCE 1:
When seagulls fly",0.14,0.14,0.33,0.34
Invertebrates (and higher animals) can also be placed in one of two groups based on how they develop as embryos.,"Maternal effects on development can be investigated by placing half an embryo into one kind of female and the matching identical half into another.

LABEL: neutral","Maternal effects on development can be investigated by placing half an embryo into one kind of female and the matching identical half into another.

LABEL: neutral",0.17,0.17,0.26,0.26
A bee will sometimes do a dance to tell other bees in the hive where to find food.,"Bees are also dependent on a dance, which tells the others in the hive where and how far the nearest source of food is.

LABEL","He explained to students during the biology 525 animal behavior class that bees are also dependent on a dance, which tells the others in the hive where and how far",0.33,0.25,0.45,0.4
The behavior of ideal gases is explained by kinetic molecular theory.,"The kinetic theory of matter is a theory that explains the behavior of matter in terms of the motion of its constituent particles.

LABEL: neutral

","Gas Properties & Kinetic Theory of Matter

LABEL: neutral

SENTENCE 1:
Gas Properties & Kinetic Theory of Matter

",0.22,0.22,0.28,0.44
Most of the energy used by living things comes either directly or indirectly from the sun.,"The sun is a star.

LABEL: entails

SENTENCE 1:
The ultimate source of energy for most living organisms is the sun","The ultimate source of energy for most living organisms is the sun.

LABEL: entailment

SENTENCE 1:
The ultimate source of",0.27,0.28,0.37,0.27
The element hydrogen is the most abundant in the universe.,"Hydrogen is the lightest of the elements as well as the most abundant.

LABEL: entails

SENTENCE 1:
Hydrogen","Hydrogen is the lightest of the elements as well as the most abundant.

LABEL: entailment

SENTENCE 1:
Hydro",0.36,0.36,0.34,0.33
The eighth planet from our sun is neptune.,"Neptune is the farthest planet from the Sun.

LABEL: entails

SENTENCE 1:
Neptune, the eighth","Neptune is the eighth planet from the Sun and the fourth-largest planet in the Solar System.

LABEL: not_entails

",0.43,0.36,0.32,0.48
The force of attraction between a positively charged metal ion and the valence electrons it shares with other ions of the metal is called a(n) metallic bond.,"The ionic bond is the strongest type of bond.

LABEL: true

SENTENCE 1:
A covalent bond is the bonding between","An ionic bond is the bonding between a non-metal and a metal, that occurs when charged atoms (ions) attract.

LABEL: neutral
",0.21,0.24,0.32,0.34
"During the first year after birth, a baby called a(n) infant.","Infants adopted in the first half year are as likely to be securely attached as infants raised from birth by their natural parents.

LABEL: neutral
","Likewise, infants adopted in the first half year are as likely to be securely attached as infants raised from birth by their natural parents.

LABEL:",0.22,0.22,0.28,0.31
The impact of evaporative loss of the most energetic water molecules from a surface has the impact that it cools it.,"The gas is heated by the furnace, which is water-cooled.

LABEL: neutral

SENTENCE 1:
The gas is","This sweeping of the water-cooled surfaces, in the furnace, by the gas increases the evaporation rate.

LABEL: positive

SENT",0.21,0.2,0.28,0.25
Gabbro is a dark dense rock that can be found in the oceanic crust.,"The ocean crust sinks into the mantle.

LABEL: neutral

SENTENCE 1:
At a subduction zone, cool and dense ocean","At a subduction zone, cool and dense ocean crust comes in contact with less dense continental crust.

LABEL: positive

SENTENCE 1",0.12,0.23,0.3,0.17
Lyme disease is caused by bacteria.,"Some deer carry ticks that may leave behind the Borrelia burgdorferi bacterium, which causes Lyme disease.

LABEL: entails
","Some deer carry ticks that may leave behind the Borrelia burgdorferi bacterium, which causes Lyme disease.

LABEL: entailment",0.17,0.17,0.14,0.16
The eighth planet from our sun is neptune.,"Planets Recommended Sites SEDS 9 Neptune is the eighth planet from the Sun and the fourth largest (by diameter).

LABEL: entails","Neptune is the eighth planet from the Sun and the fourth largest (by diameter).

LABEL: entailment

SENTENCE 1:",0.34,0.38,0.23,0.2
Birds live and breed on seven of the continents.,"Birds are warm-blooded, egg-laying vertebrates.

LABEL: entails

SENTENCE 1:
Birds are","Birds live and breed in most terrestrial habitats and on all seven continents, reaching their southern extreme in the snow petrel's breeding colonies up to 440 mi inland",0.09,0.37,0.2,0.44
Birds live and breed on seven of the continents.,"The bird is not born to dir, that it should live through many adventures.

LABEL: neutral

SENTENCE 1:
In st","In stanza seven the author says that the bird is not born to dir, that it should live through many adventures.

LABEL: positive

",0.07,0.12,0.14,0.19
The speed of sound depends on medium.,"The speed of sound depends upon the type of medium and its state.

LABEL: entails

SENTENCE 1:
The speed of sound","The speed of sound depends upon the type of medium and its state.

LABEL: entailment

SENTENCE 1:
The speed of",0.43,0.44,0.38,0.25
Binary fission is a form of cell division in prokaryotic organisms that produces identical offspring.,"In prokaryotes, binary fission does not involve mitosis, but in single-celled eukaryotes that undergo binary fission, mitosis is part of","In prokaryotes, binary fission does not involve mitosis, but in single-celled eukaryotes that undergo binary fission, mitosis is part of",0.22,0.22,0.21,0.21
The speed of sound depends on medium.,"The speed of sound depends on the properties of the medium through which the wave travels.

LABEL: entails

SENTENCE 1:
The","The speed of sound depends on the properties of the medium through which the wave travels.

LABEL: entailment

SENTENCE 1:
",0.5,0.52,0.12,0.24
"Radioactive atoms, nuclear explosions, and stars produce gamma rays","X-rays are produced by the emission of electrons from the atom.

LABEL: neutral

SENTENCE 1:
X-rays are","X-rays differ from gamma rays only in how they are produced in the atom.

LABEL: neutral

SENTENCE 1:
X",0.07,0.14,0.13,0.21
The development of the respiratory system in the fetus begins at about 4 weeks.,"The clitoris is the only part of the female genitalia that is visible externally.

LABEL: neutral

SENTENCE 1:
","In the human fetus, the genital tubercle develops around week 4 of gestation, and by week 9 becomes recognizably either a clitoris or penis",0.19,0.21,0.05,0.34
The element carbon is present in all organic molecules.,"Remineralisation is the process of returning dissolved inorganic carbon to the solid phase.

LABEL: neutral

SENTENCE 1:
Rem","Remineralisation is the process of returning dissolved inorganic carbon to the solid state.

LABEL: positive

SENTENCE 1:
The",0.15,0.15,0.21,0.04
Gases and liquids become solids at low temperatures.,"At lower temperatures it may become a solid.

LABEL: neutral

SENTENCE 1:
At higher temperatures it may become a liquid or","At higher temperatures it may become a liquid or a gas.

LABEL: neutral

SENTENCE 1:
At higher temperatures it may become",0.21,0.21,0.43,0.35
The element hydrogen is the most abundant in the universe.,"Solid Hydrogen Hydrogen is the most abundant element in the cosmos.

LABEL: entails

SENTENCE 1:
Solid Hydrogen","Solid Hydrogen Hydrogen is the most abundant element in the cosmos.

LABEL: entailment

SENTENCE 1:
Solid Hydro",0.52,0.52,0.51,0.47
The carotid artery takes blood to the brain.,"The carotid arteries are two arteries in the neck that supply blood to the brain.

LABEL: entails

SENTENCE 1:
The carotid","The carotid arteries are two arteries in the neck that supply blood to the brain.

LABEL: entailment

SENTENCE 1:
The",0.41,0.43,0.26,0.14
All of the petals together are called a corolla.,"The perianth is made up of a number of different parts, including the petals, sepals, and stamens.

LABEL: neutral","The showy parts of the flower are called the perianth.

LABEL: neutral

SENTENCE 1:
The showy parts",0.21,0.31,0.34,0.29
The gallbladder is near the right lobe of the liver.,"right lobe of liver 15.

LABEL: neutral

SENTENCE 1:
left lobe of liver 15.

LABEL: neutral","left lobe of liver 15.

LABEL: positive

SENTENCE 1:
left lobe of liver 15.

LABEL: negative",0.31,0.23,0.38,0.35
Diabetes is unpreventable in the type one form but may be prevented by diet if it is of the second type.,"In the long term, good control of sugar may prevent or delay complications of type 2 diabetes such as heart disease, kidney disease, and blindness.

LAB","In the long term, good control of sugar may prevent or delay complications of type 2 diabetes such as heart disease, kidney disease, and blindness.

LAB",0.21,0.21,0.22,0.22
The pupil of the eye allows light to enter.,"The pupil is the hole in the middle of the iris that allows light to enter the eye.

LABEL: entails

SENTENCE 1","The pupil, as you probably know, is simply a &quot;hole&quot; in the middle of the iris that allows light to enter the eye",0.52,0.47,0.27,0.61
The thyroid gland is controlled by a negative feedback loop that includes the hypothalamus and pituitary gland.,"The thyroid gland is a butterfly-shaped gland located in the neck.

LABEL: neutral

SENTENCE 3:
The thyroid gland produces","The thyroid gland is a butterfly-shaped gland located in the neck.

LABEL: positive

SENTENCE 2:
The pituitary gland is",0.38,0.43,0.23,0.28
The pupil of the eye allows light to enter.,"The tumors will block the light from entering the eye.

LABEL: entails

SENTENCE 1:
When light (from any source)","The light will be reflected back out of the eye by the tumors.

LABEL: entailment

SENTENCE 1:
The light will",0.29,0.34,0.19,0.24
The force of attraction between a positively charged metal ion and the valence electrons it shares with other ions of the metal is called a(n) metallic bond.,"The valence electrons are shared between the metal ions and the oxygen atoms in the crystal lattice.

LABEL: neutral

SENTENCE 1:
","These bonds are formed by a cloud of valence electrons that are shared between positive metal ions (cations) in a crystal lattice.

LABEL: neutral",0.24,0.19,0.21,0.28
The speed of sound depends on medium.,"The speed of sound in a medium is determined by the properties of that medium.

LABEL: entails

SENTENCE 1:
The speed","The speed of sound through a medium, such as air or water, is determined by the properties of that medium.

LABEL: not_entails",0.36,0.33,0.29,0.45
The behavior of ideal gases is explained by kinetic molecular theory.,"The kinetic theory of gases is a law that explains the behavior of a hypothetical ideal gas.

LABEL: entails

SENTENCE 1:
","The kinetic theory of gases (also known as kinetic-molecular theory) is a law that explains the behavior of a hypothetical ideal gas.

LABEL:",0.25,0.34,0.26,0.47
"A sealed, vacuum-insulated reaction flask approximates the condition of a isolated system, in which neither matter nor heat can be exchanged between system and surroundings.","The system is mechanically isolated from the heat bath.

LABEL: neutral

SENTENCE 1:
The condition that the system is mechanically isolated","The condition that the system is mechanically isolated is necessary in order to ensure it does not exchange energy with any external object besides the heat bath.

LABEL",0.17,0.19,0.34,0.35
Gabbro is a dark dense rock that can be found in the oceanic crust.,"The continental crust is more dense than the oceanic crust.

LABEL: neutral

SENTENCE 1:
The continental crust is more dense","The continental crust is more dense than the oceanic crust.

LABEL: positive

SENTENCE 1:
The continental crust is more dense",0.29,0.29,0.39,0.4
Plasma matter makes up most of the universe.,"The first state of matter is plasma.

LABEL: entails

SENTENCE 1:
The first state of matter is plasma.

","Since plasma is the most common state of matter in the universe and everything was plasma just after the big bang, perhaps it should be classified as the 'first'",0.15,0.27,0.48,0.41
All chemical reactions involve both reactants and products.,"A chemical reaction rearranges the constituent atoms of the reactants to create different substances as products.

LABEL: entails

SENTENCE 1:","A chemical reaction rearranges the constituent atoms of the reactants to create different substances as products.

LABEL: entailment

SENTENCE 1",0.21,0.21,0.29,0.28
Backbone is another name for the vertebral column.,"Vertebrates have a backbone or spine ( vertebral column ), and amount to less than five percent of all described animal species.

LABEL: entails
","Vertebrates have a backbone or spine ( vertebral column ), and amount to less than five percent of all described animal species.

LABEL: entailment",0.2,0.2,0.18,0.17
Diabetes is unpreventable in the type one form but may be prevented by diet if it is of the second type.,"The aim is to reverse this process and prevent type 1 diabetes in people at risk of the disease.

LABEL: neutral

SENTENCE 1","The aim is to reverse this process and prevent type 1 diabetes in people at risk of the disease.

LABEL: positive

SENTENCE 1",0.18,0.18,0.26,0.24
A viral vector is the name for a tool commonly used by molecular biologists to place genetic material into cells.,"The laboratory uses a combination of genetic manipulations, molecular biology, and animals studies to identify the function of these two viral gene products and to identify other viral genes which","The laboratory uses a combination of genetic manipulations, molecular biology, and animals studies to identify the function of these two viral gene products and to identify other viral genes which",0.16,0.16,0.21,0.21
The development of the respiratory system in the fetus begins at about 4 weeks.,"I was 9 weeks along but my fetus was not developed passed 6 weeks.

LABEL: neutral

SENTENCE 1:
I was 9","I was 9 weeks along but my fetus was not developed passed 6 weeks.

LABEL: negative

SENTENCE 1:
I was 9",0.11,0.11,0.27,0.27
