completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
Michael Crichton is the author of the book Jurassic Park.,The Jurassic Park Institute is an absolutely accurate way for kids to get excited about dinosaur science! Written by two noted paleontologists and illustrated in big bold," 2:
The Jurassic Park Institute is an absolutely accurate way for kids to get excited about dinosaur science! Written by two noted paleontologists and illustrated",0.16,0.17,0.3,0.27
Marine vegetation is  harvested.,"The research had been focused on near-shore beds of marine plants commercially harvested in western P.E.I.

LABEL: 1

S","The research had been focused on near-shore beds of marine plants commercially harvested in western P.E.I.

LABEL: 1

S",0.15,0.15,0.2,0.2
Nick Leeson was arrested for collapse of Barings Bank PLC.,"The Singapore government has been criticised for its failure to regulate the derivatives market, which has been blamed for the collapse of Barings Plc.

LABEL",The company said it would pay a $1.5 billion fine and that it would take a $1.5 billion write-down of its investment in the,0.29,0.05,0.27,0.18
Bush said that protests in Indonesia against his Mideast policy were a sign of democracy in the heavily Muslim nation.,"Bush said he would not be swayed by the protests in Indonesia, where the government has been rocked by demonstrations against his policies in the Muslim-major","Bush said he would not be swayed by the protests in Indonesia, where the government has been rocked by demonstrations against his policies in the Muslim-major",0.43,0.43,0.47,0.47
Muslims are monotheistic.,"Like Jews and Christians, Muslims believe there is only one God.

LABEL: 1

SENTENCE 1:
Like Jews and Christians,","Like Jews and Christians, Muslims believe there is only one God.

LABEL: 1

SENTENCE 1:
Like Jews and Christians,",0.09,0.09,0.47,0.47
Relatives of a missing woman and her husband cancelled a volunteer search for the woman.,"The woman's husband, who was missing for more than a week, was found dead in a remote area of the desert.

LABEL: 1
","The woman's husband, who was not identified, said he had been told by his wife's relatives that she had been missing for about a week.

",0.21,0.14,0.21,0.38
Clark is employed at General Sessions Court.,"He said that Clark was not cited to General Sessions Court.

LABEL: 2

SENTENCE 3:
He said that Clark was not","He said that his daughter was told that Clark had been cited to General Sessions Court.

LABEL: 2

SENTENCE 1:
He",0.29,0.29,0.37,0.2
Tony Blair belongs to the Labor Party.,":
The victory of the Social Democrats in Germany, the first time a party other than the Christian Democrats has won a majority in the Bundestag, was","

SENTENCE 2:
The Social Democrats, who had been in power for only a year, had been able to win the election because of the",0.12,0.13,0.01,0.07
Anesthesia causes learning disabilities.," be a link between the surgery and the learning problems, but the researchers are not sure.

SENTENCE 2:
The researchers are not sure whether"," 1,000 needed surgery.

SENTENCE 2:
The researchers also found that the children who needed surgery were more likely to have a learning problem",0.07,0.07,0.37,0.4
President Fujimori was re-elected in 1995.,"President Fujimori was re-elected in 1995 under a new constitution.

LABEL: 1

SENTENCE 3:
President Fujim","President Fujimori was first elected in 1990, and then re-elected in 1995 under a new constitution.

LABEL: 1

SENT",0.58,0.52,0.41,0.27
"MV Pacific Adventurer has lost oil in the area of Moreton Island, Bribie Island and southern parts of the Sunshine Coast.","ced the hull and spilled the oil.

SENTENCE 2:
The spill has been blamed on the ship's captain, who was not on board","one Debbie, was carrying more than 1,000 tonnes of fuel oil and diesel.

SENTENCE 2:
The oil spill has been blamed",0.13,0.14,0.17,0.18
Gaddafi is the leader of Thailand.," to the Taliban in Afghanistan and to the Iraqi insurgency.

SENTENCE 2:
Bout - who is generally believed to be a model for"," the drug trade, but his arrest in Thailand in 2005 was the first time he had been formally charged with a crime.

SENTENCE 2:
",0.07,0.13,0.1,0.04
Maternity leave varies in Europe.,"The allowance is not a right, but a privilege.

LABEL: 2

SENTENCE 3:
The allowance is not a right,","The allowance of fathers is not a matter of right, but of necessity.

LABEL: 2

SENTENCE 1:
The allowance of",0.0,0.0,0.32,0.18
Tom Glavine plays for the Atlanta Braves.,"""The players are investing their own money to ensure the future of the game,"" Atlanta Brave pitcher Tom Glavine said.

LABEL: 1","""For the first time in history, the players are investing their own money to ensure the future of the game,"" Atlanta Brave pitcher Tom Glavine said",0.14,0.18,0.34,0.45
The Kakhovskaya Line was built in 1995.,The Kakhovskaya Line is a line of the Moscow Metro. Currently it is the only line that exists outside the ring. It is the shortest line in,"
SENTENCE 1:
The Kakhovskaya Line is a line of the Moscow Metro. Currently it is the only line that exists outside the ring",0.24,0.2,0.3,0.33
Jim Tracy was fired by Paul DePodesta.,"The Dodgers have also shown the door to a number of players, including the likes of Jim Tracy, who was shown the door on Monday.

LABEL","The Dodgers have been in a state of flux since the firing of Paul DePodesta, the team's general manager.

LABEL: 1

",0.18,0.14,0.23,0.22
Castro visits the UN.,Secretary-General Kofi Annan and Nane Annan are greeted by President Fidel Castro upon their arrival at Jose Marti Airport in Havana,Secretary-General Kofi Annan and Nane Annan are greeted by President Fidel Castro upon their arrival at Jose Marti Airport in Havana,0.08,0.08,0.31,0.31
Kieslowski is a director.," life in a more realistic way.

SENTENCE 2:
Kieslowski later said that he abandoned documentary filmmaking due to two experiences:"," he would make a film that would be more personal and less documentary.

SENTENCE 2:
The film is a documentary about the life of a",0.08,0.14,0.18,0.2
Alvaro Uribe is the current President of Colombia.," said they had arrested two suspects in the attack.

SENTENCE 2:
President Alvaro Uribe was sworn into his second term of office"," guerrillas killed more than 200 people.

SENTENCE 2:
The Colombian government has been accused of failing to protect the country's poor and",0.2,0.13,0.29,0.13
"One of the first organized settlements on the site, though, was the Roman fortress of Aquincum.","The Romans built a military camp and civilian town at the end of the 1st century AD.

LABEL: 2

SENTENCE 3:","The Romans established a military camp and civilian town there at the end of the 1st century AD.

LABEL: 2

SENTENCE 1",0.16,0.16,0.12,0.12
3.2 million Muslims live in Germany.,"Muslims make up some 3.2 million of Germany's 82 million people, and Turks represent two thirds of the minority.

LABEL: 1","Muslims make up some 3.2 million of Germany's 82 million people, and Turks represent two thirds of the minority.

LABEL: 1",0.27,0.27,0.28,0.28
"Gamelan music, in which percussion instruments are key, and shadow-puppet shows are popular in Jakarta.","Traditional performances in Jakarta include wayang dance and drama, gamelan music, and wayang shadow-puppet shows.

LABEL","Traditional performances in Jakarta include wayang dance and drama, gamelan music, and wayang shadow-puppet shows.

LABEL",0.36,0.36,0.39,0.39
Benedict XVI is the Pope.," Christian churches.

SENTENCE 2:
The Pope is currently visiting Poland on his third pilgrimage. The motto of his pilgrimage to the home"," open-air chapel in the grounds of the Presidential Palace.

SENTENCE 2:
The Pope is currently visiting Poland on his third pilgrimage.",0.15,0.15,0.29,0.18
Plants are grown in water or in substances other than soil.,"A few growers place charcoal in the bottom of containers to absorb excess salts and maintain sweet soil, if plants are grown more than a few months.

","Growers use a variety of methods to grow sweet potatoes.

LABEL: 2

SENTENCE 1:
Growers use a",0.21,0.0,0.34,0.25
Trade liberalisation happened in China.,"The new market access has led to a rapid expansion of the four multinationals' sales in the Far East.

LABEL: 2

S","The four multinationals have been able to access new markets because of the removal of trade barriers in the Far East.

SENTENCE 1:
",0.07,0.14,0.16,0.27
Vera Beers works for Olivet.,"Vera Beers, of Olivet, recently was named employee of the month at Standard Printing in Marshall.

LABEL: 2

S","Vera Beers, of Olivet, recently was named employee of the month at Standard Printing in Marshall.

LABEL: 2

S",0.25,0.25,0.29,0.29
Barack Obama is the first black candidate to become the president of the United States.," was his first time in the US Senate. He had never run for public office before.

SENTENCE 2:
Barack Obama was born in"," been a successful businessman, he had never held public office before.

SENTENCE 2:
Barack Obama made history on 4 November 2008 when he",0.11,0.11,0.2,0.18
A 6.3-magnitude earthquake struck the center of Italy.,"quila, the faithful gathered in the cathedral to pray for the victims of the disaster.

SENTENCE 2:
In Jerusalem, the faithful celebrated"," the courtyard, a procession of priests and monks in white robes marched in a procession of the cross.

SENTENCE 2:
In Jerusalem, the",0.13,0.12,0.25,0.04
Guerrillas attacked government buildings.,"The guerrillas attacked the residential neighborhood of San Salvador, where many government and military leaders have their homes.

LABEL: 2

SENTENCE","The guerrillas attacked the neighborhood of San Salvador, a city of about 1 million people, in the early hours of Tuesday, the military said.

LAB",0.24,0.14,0.24,0.28
East Timor was a colony of Dili before it was occupied by Indonesia in 1975.,"In February 1942, the Japanese Imperial Army landed an army of 20 thousand men in Dili (the capital of East Timor) and occupied the then Portuguese colony","In February 1942, the Japanese Imperial Army landed an army of 20 thousand men in Dili (the capital of East Timor) and occupied the then Portuguese colony",0.14,0.14,0.31,0.31
Yuganskneftegaz cost US$ 27.5 billion.,"The sale was made to pay Yukos' US$ 27.5 billion tax bill, Yuganskneftegaz was originally sold for US$9","SENTENCE 2:
The sale was made to pay Yukos' US$ 27.5 billion tax bill, Yuganskneftegaz was",0.31,0.35,0.51,0.35
Steps are being taken to stop the smuggling of aliens.,"The directive for the Border Patrol to stop arresting illegal aliens, as described in a previous post, has been rescinded by Robert C. Bonner, commissioner","The directive for the Border Patrol to stop arresting illegal aliens, as described in a previous post, has been rescinded by Robert C. Bonner, commissioner",0.17,0.17,0.41,0.41
The top quark is the last of six flavors of quarks predicted by the standard model theory of particle physics.,"The Tevatron is the world's most powerful particle accelerator.

LABEL: 1

SENTENCE 3:
The Tevat","The Tevatron is the world's largest and most powerful particle accelerator.

LABEL: 1

SENTENCE 1:
The T",0.22,0.21,0.22,0.2
A spokesman for Scotland Yard was freed yesterday.,"The man, who was arrested on suspicion of fraud, was released on bail pending further inquiries.

LABEL: 2

SENTENCE 3:","The man, who was arrested on suspicion of fraud, was bailed after being questioned over alleged forged identity documents.

LABEL: 2

S",0.07,0.07,0.13,0.16
Termini is the owner of Ellicott Lofts.," of the Ellicott Lofts, were the developers of the Ellicott Lofts.

SENTENCE 2:
Termini purchased and developed",". Savarino, President of Savarino Construction, are the owners of the buildings.

SENTENCE 2:
Termini purchased and developed",0.33,0.17,0.39,0.28
The cost of paper is rising.,"Newspapers choke on rising paper costs and falling revenue.

LABEL: 1

SENTENCE 1:
Newspapers choke on rising","Newspapers choke on rising paper costs and falling revenue.

LABEL: 1

SENTENCE 1:
Newspapers choke on rising",0.17,0.17,0.39,0.39
"President Bill Clinton is a supporter of ""social capitalism"".","The Nobel shines a spotlight on a form of ""social capitalism"" that has gained currency in recent years, propelled by high-profile supporters like former President","The Nobel shines a spotlight on a form of ""social capitalism"" that has gained currency in recent years, propelled by high-profile supporters like former President",0.23,0.23,0.43,0.43
Trade secrets were stolen.,"If the ruling is that these trade-secrets were stolen goods, I'd be willing to bet that these three guys could refuse to answer any questions, by","I'm not sure what you mean by ""the 5th Amendment"".

LABEL: 2

SENTENCE 3:
I'm not sure",0.25,0.0,0.2,0.27
Fabio Capello is the coach of the English team.,"

SENTENCE 2:
In-form Rooney's hot goalscoring streak of seven goals in his last four internationals saw him win"," career.

SENTENCE 2:
In-form Rooney's hot goalscoring streak of seven goals in his last four internationals saw",0.07,0.07,0.08,0.08
A cocaine-imbibing Miami man had life support removed.,"Maximo Rene Mendez was a smuggler.

LABEL: 2

SENTENCE 3:
Maximo Rene Mendez","Maximo Rene Mendez in an apparent smuggling scheme died after doctors disconnected life-support equipment.

LABEL: 2

SENTENCE",0.09,0.15,0.21,0.18
Broadhurst Theatre is located in New York.,"The Actors Studio offering will be based on Simon's male version of the play which was premiered in 1985 in New York, at the Broadhurst Theatre, with","The Actors Studio offering will be based on Simon's male version of the play which was premiered in 1985 in New York, at the Broadhurst Theatre, with",0.17,0.17,0.3,0.3
France invited Mr. Mugabe to attend a Franco-African summit in Paris.,"The decision by French President, Jacques Chirac, to invite Robert Mugabe to a Franco-African summit in Paris, in February, has angered those","The decision by French President, Jacques Chirac, to invite Robert Mugabe to a Franco-African summit in Paris, in February, has angered those",0.46,0.46,0.37,0.37
The trigger for this move to ban Batasuna was their failure to condemn an ETA bombing.,The ruling Popular Party proposed the ban of Batasuna after the 24-year-old Basque party refused to condemn the terrorist bombing the ETA carried out,The ruling Popular Party proposed the ban of Batasuna after the 24-year-old Basque party refused to condemn the terrorist bombing the ETA carried out,0.29,0.29,0.6,0.6
Kanchenjunga is 8586 meters high.,"The Chinese mountaineering association has confirmed that the Tibetan mountaineering team has conquered the 8,586-meter Mt. Kanchenjunga,","The Chinese mountaineering association has confirmed that the Tibetan mountaineering team has successfully climbed the 8,586-meter Mt. Kanchenjunga",0.08,0.08,0.41,0.42
The Islamic Resistance Movement is also known as the Militant Islamic Palestinian Organization.,"It is also an acronym that stands for Islamic Resistance Movement, a militant Islamist Palestinian organization that opposes the existence of the state of Israel and favors the","The Islamic Resistance Movement is a militant Islamist Palestinian organization that opposes the existence of the state of Israel and favors the creation of an Islamic state in Palestine.
",0.29,0.38,0.42,0.67
Plants are grown in substances other than soil.,"Hydroponics is the growth of plants in a substance other than soil with water.

LABEL: 1

SENTENCE 3:","Hydroponics is the growth of plants in a substance other than soil with water.

LABEL: 1

SENTENCE 1:",0.38,0.38,0.32,0.3
The name of George W. Bush's wife is Laura.,"The Democrats have tentative plans to have President Clinton and Hillary Rodham Clinton address the delegates on the first night in Los Angeles.

LABEL: 1
","Colin L. Powell and Laura Bush, wife of Gov. George W. Bush, are to speak on the opening night in Philadelphia, while the Democrats have",0.06,0.23,0.13,0.22
Aspirin is one of the most widely used pain relievers available without a doctor's note.,"The drug, along with aspirin and ibuprofen, is one of the most widely used pain relievers available without a doctor's note.

LAB","The drug, along with aspirin and ibuprofen, is one of the most widely used pain relievers available without a doctor's note.

LAB",0.82,0.82,0.67,0.67
Gabriel Garcia Marquez is a Nobel prize winner.,"He is like some great writers, from Charles Dickens to William Faulkner to Gabriel Garcia Marquez: the insistence on the value of the local leads to","He is like some great writers, from Charles Dickens to William Faulkner to Gabriel Garcia Marquez: the insistence on the value of the local leads to",0.18,0.18,0.21,0.21
"Gov. of Florida, Charlie Crist, has visited the cities of Lady Lake and Paisley."," declared states of emergency.

SENTENCE 2:
The death toll is expected to rise as rescue crews resume tomorrow morning. Volusia, Sum"," County Sheriff Mike Chitwood said the tornado was so powerful it ripped the roof off a house and blew out the windows of a nearby home.

S",0.11,0.1,0.1,0.13
US withdraws war crimes,The U.S. government has been accused of war crimes by the International Press Institute (IPI) and the Committee to Protect Journalists (CPJ),"The U.S. government has been accused of committing war crimes in Iraq by intentionally firing at war correspondents.

LABEL: 2

S",0.15,0.15,0.32,0.16
Hunting endangers seal species.,"Between March and June, scientific observers say, up to 300,000 seals are killed. In Canada, seal-hunting means jobs, but opponents say it","The number of seals killed in Canada has been rising for years, but the number of deaths has been rising faster in recent years.

LABEL: 1",0.07,0.0,0.27,0.25
Ian Tomlinson was shot by a policeman.," to the cordon, which was set up to protect the public from the demonstrations.

SENTENCE 2:
A man who died during the G"," said.

SENTENCE 1:
A man who died during the G20 protests was pushed back by a police line minutes earlier, independent investigators have",0.13,0.2,0.14,0.3
The terrestrial moon has a diameter of 3746 kilometers.,"Io is 2,236 miles (3,598 kilometers) in diameter, slightly larger than the Earth's moon.

LABEL: 2

S","The Earth is a sphere, with a diameter of about 6,371 miles (10,000 kilometers).

LABEL: 2

SENTENCE",0.14,0.36,0.24,0.18
A hydroelectric project is proposed or is under construction.,"The Bakun Hydroelectric Project (BHEP) is a major project that will provide a reliable source of electricity for the country.

LABEL: 1","The Bakun Hydroelectric Project (BHEP) comprises the construction of a 2,400MW hydroelectric dam, the transmission of its electricity, and the building",0.19,0.19,0.27,0.28
The Senate is the least productive.,"The Republican Party has a long history of supporting the interests of the wealthy and powerful.

LABEL: 2

SENTENCE 3:
The","The Republican Party has a long history of supporting the interests of the wealthy and powerful.

LABEL: 2

SENTENCE 1:
The",0.15,0.15,0.07,0.06
John Fitzgerald Kennedy was shot dead in 1963.," to the House Ways and Means Committee. In the Senate, he was a member of the Armed Services Committee and the Foreign Relations Committee. He was a member of"," he was elected to the U.S. Senate in 1946.

SENTENCE 2:
He was born in Brookline, Mass., on May",0.05,0.14,0.12,0.12
Charles de Gaulle died in 1970.,"Genevieve de Gaulle-Anthonics, 81, niece of the late Charles de Gaulle, died in Paris on February 14, 2002. She","Genevieve de Gaulle-Anthonics, 81, niece of the late Charles de Gaulle, died in Paris on February 14, 2002. She",0.38,0.38,0.24,0.24
"There are 1,100 pandas in the wild, in China.","The number of giant pandas in the wild has been estimated to be about 1,100 individuals.

LABEL: 1

SENTENCE 3:","The number of pandas in the wild has been estimated to be about 1,100 individuals.

LABEL: 1

SENTENCE 1:
",0.26,0.27,0.29,0.29
PixVillage is a French newspaper.,"Another French daily newspaper talks about PixVillage.

LABEL: 2

SENTENCE 3:
Another French daily newspaper talks about PixVill","The French daily newspaper talks about PixVillage.

LABEL: 2

SENTENCE 1:
The French daily newspaper talks about PixVill",0.26,0.26,0.48,0.51
MCI shareholders accepted a $6.7 billion offer over Qwest's initial $8 billion.,"Qwest's revised bid, which did offer more cash for MCI stock as expected, was deemed disappointing by one major MCI shareholder, and Qwest's","Qwest's revised bid, which did not offer more cash for MCI stock as expected, was deemed disappointing by one major MCI shareholder, and Qwest",0.15,0.1,0.27,0.38
A French journalist was assaulted in Tunisia.," up and threatened.

SENTENCE 2:
The summit was marred by criticism of Tunisia for allowing attacks on journalists and human rights defenders to","ian protesters.

SENTENCE 2:
The summit was marred by criticism of Tunisia for allowing attacks on journalists and human rights defenders to occur",0.13,0.13,0.14,0.29
A woman succeeds in climbing Everest solo.,"EL:
Everest Grand Circle Expedition, Nepal and Tibet. First circumambulation of Everest; trekking, skiing, and mountaineering","ney, and I.

SENTENCE 2:
Everest Grand Circle Expedition, Nepal and Tibet. First circumambulation of Everest",0.09,0.09,0.32,0.24
Arlan and Sarah Calderon are Japanese.," to travel to Japan to visit their daughter.

SENTENCE 2:
The family's lawyer, who is also a Filipino, said the family","

SENTENCE 2:
A teenager in Japan whose parents are being deported to the Philippines has decided to stay in Tokyo with her aunt. After the",0.0,0.06,0.17,0.11
German officials began investigating VW for theft.,"Volkswagen should also be fined for the theft of secret documents from General Motors.

LABEL: 2

SENTENCE 3:
Vol","Volkswagen should start to co-operate fully with the investigation by public prosecutors of the alleged theft of secret documents from General Motors.

LABEL",0.15,0.06,0.09,0.25
Rainulf was the leader of the Normans.,":
From 1030 to 1040 the Normans were pure mercenaries, serving either Byzantines or Lombards, and then Sergius of","

SENTENCE 2:
From 1030 to 1040 the Normans were pure mercenaries, serving either Byzantines or Lombards,",0.16,0.17,0.15,0.19
The council is prohibited to travel outside of Haiti by military officers.,"The Haitian military and police were ordered to return to Haiti by the United States.

LABEL: 2

SENTENCE 3:
The","The council prohibited any travel outside of Haiti by all officers of the Haitian military and police and all major participants in the September, 1991, coup.

",0.25,0.47,0.17,0.62
EU nations' citizens protest against punishment for unemployment.,"The EU's leaders are now facing a crisis of confidence.

LABEL: 2

SENTENCE 3:
The EU's leaders are now","The EU has been accused of being too soft on Russia.

LABEL: 2

SENTENCE 1:
The EU has been accused of",0.07,0.07,0.24,0.24
Felipe Calderon won the presidential election of Mexico.,"Mr Lopez Obrador has alleged electoral fraud cost him the presidency, despite a recount confirming Felipe Calderon as Mexico's president-elect.

LAB","Mr Lopez Obrador has alleged electoral fraud cost him the presidency, despite a recount confirming Felipe Calderon as Mexico's president-elect.

LAB",0.19,0.19,0.27,0.27
Bush pushed the issue to federal courts.,"The law signed by Bush yesterday is at odds with the law signed by Bush in January.

LABEL: 1

SENTENCE 3:
","The law signed by Bush yesterday is at odds with the law signed by Bush in 2001.

LABEL: 1

SENTENCE 1:
",0.14,0.14,0.23,0.21
Romulus is found southwest of Detroit.,".

SENTENCE 2:
The plant, located in Romulus, near Wayne, is about 15 miles southwest of Detroit. Initial reports stated that"," that the plant was not on fire.

SENTENCE 2:
The plant, located in Romulus, near Wayne, is about 15 miles southwest",0.38,0.22,0.33,0.29
JonBenét Ramsey killed John Mark Karr in 1996.,Benét. I was with her when she died. I was with her when she died. I was with her when she died. I was with her when,"'m not a murderer"", he said.

SENTENCE 2:
John Mark Karr, 41, a former elementary school teacher, has confessed to",0.05,0.21,0.31,0.18
Steven Jenkins was shot by a friend.,"The shooting of Steven Charles Jenkins, a terminally ill AIDS patient, by his friend Philip Lee Saylor at Cedars-Sinai Medical Center has again","The fatal shooting of Steven Charles Jenkins, a terminally ill AIDS patient, by his friend Philip Lee Saylor at Cedars-Sinai Medical Center has",0.26,0.26,0.31,0.3
"Google's blockbuster partnership with NASA Ames Research Center is leaving local officials, environmentalists and Silicon Valley landlords feeling left out of the party.","The partnership between Google and NASA Ames could create a new hub of technological innovation in Silicon Valley, an area gutted by the technology bust.

S","The partnership between Google and NASA Ames could create a new hub of technological innovation in Silicon Valley, an area gutted by the technology bust.

S",0.24,0.24,0.34,0.34
Protesters confiscated anti-American banners and chanted slogans attacking U.N. Secretary-General Kofi Annan for his close alignment with U.S. policy.,"The U.N. Security Council has been unable to agree on a resolution to end the violence.

LABEL: 2

SENTENCE 3","The U.N. Security Council has been unable to agree on a resolution to end the crisis in the Gaza Strip, where the Israeli army has been fighting Palestinian",0.09,0.08,0.09,0.15
"The pilot had been attempting an emergency landing, after both engines failed.","The pilot's radio call was the first indication that the plane was in trouble.

LABEL: 2

SENTENCE 3:
The pilot","The pilot's radio call was a call for help.

LABEL: 2

SENTENCE 1:
The pilot's radio call was a",0.12,0.12,0.2,0.28
"Audrey Hepburn starred in ""Breakfast at Tiffany's"".","The film is scheduled for release Nov. 2 at $40.

LABEL: 1

SENTENCE 3:
The film is scheduled for","The film is based on the novel ""The Last Tycoon"" by Philip Kerr.

LABEL: 1

SENTENCE 1:
",0.07,0.0,0.2,0.11
Gansas' attorneys have said that rule was not communicated to ferry staff.,"The indictment alleges that Gansas, who was not charged with a crime, was aware of the ferry's dangerous condition and failed to take action to prevent the accident","The ferry's captain, Michael Gansas, was charged with manslaughter in the death of a passenger.

LABEL: 2

SENTENCE 1",0.2,0.12,0.43,0.18
Jacqueline B. Wender is the President of Stanford University.,"Jacqueline B. Wender is Assistant to the President of Stanford University.

LABEL: 2

SENTENCE 1:
Jacqu","Jacqueline B. Wender is Assistant to the President of Stanford University.

LABEL: 2

SENTENCE 1:
Jacqu",0.72,0.72,0.27,0.27
There is a state of maximum emergency in Guatemala because of the hurricane.,"The hurricane is expected to make landfall in the next few hours.

LABEL: 1

SENTENCE 3:
The hurricane is expected","The hurricane is expected to make landfall in the next few hours.

LABEL: 1

SENTENCE 1:
The hurricane is expected",0.24,0.24,0.27,0.29
The ECB council meets on Sept. 15.,"ECB spokeswoman, Regina Schueller, declined to comment on a report in Italy's la Repubblica newspaper that the ECB council will discuss","The ECB's decision to buy Italian bonds was a key factor in the country's economic recovery, but it has been criticized for being too slow to respond to",0.21,0.11,0.24,0.13
"Ahmedinejad was attacked by the US, France, Britain and Germany.","
The US and its allies have been trying to use the UN Security Council to impose sanctions on Iran, but the UN body has been unable to agree on a","SENTENCE 1:
The first one-on-one session given to a Western print publication since his election as president of Iran earlier this year, Ahmad",0.15,0.06,0.13,0.23
Uma Thurman is engaged to Arpad Busson.," ""I'm so happy for her. I'm so happy for her. I'm so happy for her. ""I'm so happy for her. I'm"," she will be able to get her life back on track.""

SENTENCE 2:
The 38-year-old actress recently appeared in a court",0.0,0.07,0.36,0.1
Jader Barbalho is the president of Amazon.,"The Brazilian government has been accused of using the country's vast natural resources to enrich the country's elite.

LABEL: 2

SENTENCE","Jader Barbalho, once president of the country's largest political party, was arrested on Saturday in the Amazonian city of Belem, after officials in",0.13,0.26,0.04,0.24
Drug legalization has benefits.,"If legalization reduced current narcotics enforcement costs by one-third to one-fourth, it might save $6 - $9 billion per year.

S","If legalization reduced current narcotics enforcement costs by one-third to one-fourth, it might save $6 - $9 billion per year.

S",0.08,0.08,0.24,0.24
A mercenary group was injured in El Jicote.,"The IFA truck was attacked by a mercenary group, faithful to the warmongering policy of former Somozist colonel Enrique Bermudez,"," 2:
The IFA truck was attacked by a mercenary group, faithful to the warmongering policy of former Somozist colonel Enrique Berm",0.21,0.21,0.27,0.27
"Millions of dollars of art were recovered, including works by Dali.","Police in Rio de Janeiro arrested five men and recovered millions of dollars worth of art stolen earlier this month, including works by Salvador Dali and Henri Matisse.","Police in Rio de Janeiro arrested five men and recovered millions of dollars worth of art stolen earlier this month, including works by Salvador Dali and Henri Matisse.",0.46,0.46,0.59,0.59
Guatemala borders on El Salvador.,"The bodies of Hector Oqueli and Gilda Flores, who had been kidnapped yesterday, were found in Cuilapa, Guatemala, near the border with","SENTENCE 2:
The bodies of Hector Oqueli and Gilda Flores, who had been kidnapped yesterday, were found in Cuilapa,",0.07,0.0,0.14,0.04
The British indicated readiness to allow Argentine companies to take part in the development of oilfields.,The British government has indicated its readiness to allow Argentine companies to take part in the development of oilfields in the Falkland islands' territorial waters- provided they acknowledge,The British government has indicated its readiness to allow Argentine companies to take part in the development of oilfields in the Falkland islands' territorial waters- provided they acknowledge,0.73,0.73,0.56,0.56
Phil Wittmann works for Tom Benson.,"""The Saints are a team that has been through a lot,"" said Wittmann.

LABEL: 1

SENTENCE 3:
""","""A force majeure is an act of God,"" said attorney Phil Wittmann, who represents the New Orleans Saints and owner Tom Benson's local interests.",0.09,0.26,0.11,0.41
Nival was sold in 2005.,"Nival was founded in 1996 by Sergey Orlovskiy. In early 2005, the company was bought by Ener1 Group, a Florida-based","Nival is a leading provider of cloud-based software solutions for the insurance industry.

LABEL: 1

SENTENCE 1:
N",0.31,0.08,0.42,0.21
The Normandy landings took place in June 1944.,"The D-Day was the largest seaborne invasion force ever assembled headed for France on June 6th 1944.

LABEL: 2

S","The D-Day was the largest seaborne invasion force ever assembled headed for France on June 6th 1944.

LABEL: 2

S",0.21,0.21,0.19,0.19
UNIFIL is affiliated with the Belgian Minister of Defence.," Lebanese army.

SENTENCE 2:
The UNIFIL peacekeeping force in Lebanon has been criticized for its failure to protect civilians from the ind"," UN spokesman said.

SENTENCE 2:
The UN peacekeeping force in Lebanon has been criticized for its failure to protect civilians from the use of",0.13,0.12,0.2,0.15
Two submarines have collided.," of the other vessel.

SENTENCE 2:
The collision occurred at a point where the two vessels were separated by a distance of about 1,"," would not be visible to the other vessel.

SENTENCE 2:
The collision occurred at a point where the two vessels were separated by a distance",0.07,0.07,0.2,0.3
Singapore scientists reveal that SARS virus has undergone genetic changes.,"The genome sequence of the SARS coronavirus has been published.

LABEL: 2

SENTENCE 3:
The genome sequence of the SARS coronavirus","The genome sequence of the SARS-CoV-2 virus has been published by the GISAID database.

LABEL: 2

SENTENCE",0.13,0.21,0.48,0.19
Shapour Bakhtiar died in 1991.,"The anti-terrorist court found two men guilty of murdering Shapour Bakhtiar and his secretary Sorush Katibeh, who were found with","The anti-terrorist court found two men guilty of murdering Shapour Bakhtiar and his secretary Sorush Katibeh, who were found with",0.15,0.15,0.28,0.28
It was like removing the lottery.,"I was so excited.

LABEL: 2

SENTENCE 3:
I was so happy.

LABEL: 3

","I was so excited.

LABEL: 2

SENTENCE 1:
I was so excited.

LABEL: 1

",0.1,0.1,0.41,0.36
A person was stopped at an airport because of unpaid fines.,".

SENTENCE 2:
The second person to be stopped at an international airport because of unpaid fines happened yesterday afternoon (NZDT) at"," $1,000 NZD (about $1,000 USD) for the unpaid fines.

SENTENCE 2:
The first person to be",0.56,0.14,0.41,0.19
Drug legalization has benefits.,"The author also uses the precedent of marijuana legalization in other countries as evidence that legalization does not solve any social problems, but instead creates them.

","The author argues that the legalization of marijuana will not solve any social problems, but instead creates them.

LABEL: 2

SENTENCE",0.07,0.08,0.26,0.14
"Putin and Bush, on Thursday, agreed that Iran, along with North Korea, must not become a nuclear threat.","The two leaders also agreed to work together to keep the world safe from nuclear weapons and to prevent terrorists from acquiring them.

LABEL: 1

","The United States and Russia have agreed to work together to keep nuclear arms away from terrorists and to prevent nuclear proliferation, President Bush and Russian President Vladimir Putin said Thursday",0.09,0.12,0.25,0.51
The U.S. military evacuated U.S. citizens.,"The United States government has been working with the United States military to evacuate the citizens of Grenada.

LABEL: 2

SENTENCE","The United States government has been working with the United Nations to evacuate the citizens of Grenada.

LABEL: 2

SENTENCE 1",0.21,0.14,0.3,0.23
