completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
Harry knew much less than Mark did.,"Of one thing Mark was sure. Harry knew much less than he did.

LABEL: 2

SENTENCE 3:
Of one thing","Of one thing Mark was sure. Harry knew much less than he did.

LABEL: 2

SENTENCE 3:
Of one thing",0.44,0.44,0.58,0.58
It did not seem possible that the prairie had ever been swept by the winds and snows of that hard winter.,The Dakota prairie lay so warm and bright under the shining sun that it did not seem possible that it had ever been swept by the winds and snows of,The Dakota prairie lay so warm and bright under the shining sun that it did not seem possible that it had ever been swept by the winds and snows of,0.63,0.63,0.57,0.57
The dog was hot.,"The dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because it was hot.","It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the",0.25,0.18,0.48,0.23
Frank was the winner of the competition.,"Frank felt vindicated when his longtime rival Bill revealed that he was the winner of the competition.

LABEL: 2

SENTENCE 3:","Frank felt vindicated when his longtime rival Bill revealed that he was the winner of the competition.

LABEL: 2

SENTENCE 3:",0.5,0.5,0.32,0.32
Joan made sure to thank Susan for all the help Susan had given.,"Joan made sure to thank Susan for all the help she had given.

LABEL: 2

SENTENCE 3:
Joan made","Joan made sure to thank Susan for all the help she had given.

LABEL: 2

SENTENCE 3:
Joan made",0.75,0.75,0.47,0.47
I couldn't hear the announcement.,"The subway came into the station and I couldn't hear over it.

LABEL: 1

SENTENCE 3:
The subway came into","The train came into the station and I couldn't hear over it.

LABEL: 1

SENTENCE 3:
The train came into",0.37,0.37,0.36,0.37
John was very annoyed.,"John was doing research in the library when he heard a man humming and whistling. He was very annoyed.

LABEL: 2

SENT","John was doing research in the library when he heard a man humming and whistling. He was very annoyed.

LABEL: 2

SENT",0.31,0.31,0.34,0.34
She has loved the piece since she was a child.,"Mary took out her flute and played one of her favorite pieces. She has loved it since she was a child.

LABEL: 2

","Mary took out her flute and played one of her favorite pieces. She has loved it since she was a child.

LABEL: 2

",0.48,0.48,0.5,0.5
The map is very good.,"I'm sure that my map will show this building; it is very good.

LABEL: 2

SENTENCE 3:
I'm","I'm sure that my map will show this building; it is very good.

LABEL: 2

SENTENCE 3:
I'm",0.32,0.32,0.23,0.23
Carol believed that Rebecca regretted that Rebecca had stolen the watch.,"Carol believed that Rebecca regretted that she had stolen the watch.

LABEL: 2

SENTENCE 3:
Carol believed that Rebecca","Carol believed that Rebecca regretted that she had stolen the watch.

LABEL: 2

SENTENCE 3:
Carol believed that Rebecca",0.67,0.67,0.57,0.57
The doorway is too narrow.,"The table won't fit through the doorway because it is too wide.

LABEL: 2

SENTENCE 3:
The table won't","The table won't fit through the doorway because it is too narrow.

LABEL: 2

SENTENCE 3:
The table won't",0.31,0.38,0.31,0.34
The con artist would have lost a lot of money.,"If the con artist has succeeded in fooling Sam, he would have lost a lot of money.

LABEL: 1

SENTENCE 3","If the con artist has succeeded in fooling Sam, he would have lost a lot of money.

LABEL: 1

SENTENCE 3",0.65,0.65,0.47,0.47
"The piano was broken, so he had to sing instead.","Sam pulled up a chair to the piano, but it was broken, so he had to sing instead.

LABEL: 2

SENTENCE","Sam pulled up a chair to the piano, but it was broken, so he had to sing instead.

LABEL: 2

SENTENCE",0.65,0.65,0.48,0.48
"When Fred first saw my father, Fred was twelve months old.","Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, he was twelve months old.

LABEL","Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, he was twelve months old.

LABEL",0.54,0.54,0.59,0.59
Lucy had studied so hard.,"Anna did a lot better than her good friend Lucy on the test because she had studied so hard.

LABEL: 1

SENTENCE 3","Anna did a lot better than her good friend Lucy on the test because she had studied so hard.

LABEL: 1

SENTENCE 3",0.36,0.36,0.33,0.33
Susan invited her to come out.,"Jane knocked on the door, and Susan answered it. She invited her to come out.

LABEL: 1

SENTENCE 3:
","Jane knocked on the door, and Susan answered it. She invited her to come out.

LABEL: 1

SENTENCE 3:
",0.48,0.48,0.35,0.35
We couldn't reach the lake.,"The path to the lake was blocked, so we couldn't reach it.

LABEL: 2

SENTENCE 3:
The path to","The path to the lake was blocked, so we couldn't reach it.

LABEL: 2

SENTENCE 3:
The path to",0.38,0.38,0.29,0.29
The jacket looks dowdy on her.,"Grace was happy to trade me her sweater for my jacket. She thinks it looks dowdy on her.

LABEL: 1

SENT","Grace was happy to trade me her sweater for my jacket. She thinks it looks dowdy on her.

LABEL: 1

SENT",0.37,0.37,0.42,0.42
Kirilov was more popular.,"Kirilov ceded the presidency to Shatov because he was more popular.

LABEL: 1

SENTENCE 3:
","Kirilov ceded the presidency to Shatov because he was more popular.

LABEL: 1

SENTENCE 3:
",0.42,0.42,0.28,0.28
The lemon trees came out looking more like telephone poles.,"I tried to paint a picture of an orchard, with lemons in the lemon trees, but they came out looking more like telephone poles.

LAB","I tried to paint a picture of an orchard, with lemons in the lemon trees, but they came out looking more like telephone poles.

LAB",0.57,0.57,0.5,0.5
Martin is very successful.,"Pete envies Martin because he is very successful.

LABEL: 2

SENTENCE 3:
Pete envies Martin because he","Pete envies Martin because he is very successful.

LABEL: 2

SENTENCE 3:
Pete envies Martin because he",0.38,0.38,0.47,0.47
I carried the newspaper in my backpack to keep the newspaper dry.,"Since it was raining, I carried the newspaper in my backpack to keep it dry.

LABEL: 2

SENTENCE 3:
Since","Since it was raining, I carried the newspaper in my backpack to keep it dry.

LABEL: 2

SENTENCE 3:
Since",0.62,0.62,0.36,0.36
Pam and Paul were furious about it.,"Pam's parents came home and found her having sex with her boyfriend, Paul. They were furious about it.

LABEL: 1

S","Pam's parents came home and found her having sex with her boyfriend, Paul. They were furious about it.

LABEL: 1

S",0.48,0.48,0.41,0.41
"He had to be the life and soul of a dinner party, with the dinner party there all the time.","I sat there feeling rather like a chappie I'd once read about in a book, who murdered another cove and hid the body under the dining-room","I sat there feeling rather like a chappie I'd once read about in a book, who murdered another cove and hid the body under the dining-room",0.12,0.12,0.26,0.26
Now I have to get The tree removed.,The storm was so strong that it knocked me out of my bed. I woke up in the middle of the night and saw the tree falling through the roof.,"The tree fell down and crashed through the roof of my house. Now, I have to get it removed.

LABEL: 2

SENT",0.16,0.4,0.43,0.44
He changed his mind and turned the TV off.,"Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring, so","Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring, so",0.11,0.11,0.48,0.48
The rain continued until 10.,"The rain continued until 10.

LABEL: 2

SENTENCE 3:
The rain continued until 10.

LABEL: 3","The rain continued until 10.

LABEL: 2

SENTENCE 3:
The rain continued until 10.

LABEL: 3",0.48,0.48,0.73,0.73
Even one thread uncut will leave one thread too small.,"It is not easy to space buttonholes exactly the same distance apart, and it is very difficult to cut them precisely the right size. The tiniest slip","It is not easy to space buttonholes exactly the same distance apart, and it is very difficult to cut them precisely the right size. The tiniest slip",0.0,0.0,0.24,0.24
Adam was known to speak it fluently.,"Sam took French classes from Adam, because he was known to speak it fluently.

LABEL: 2

SENTENCE 3:
Sam","Sam took French classes from Adam, because he was known to speak it fluently.

LABEL: 2

SENTENCE 3:
Sam",0.54,0.54,0.43,0.43
Sid couldn't convince him.,"Mark was surprised when Sid explained his theory to him.

LABEL: 2

SENTENCE 3:
Sid explained his theory to Mark","Mark was very skeptical about Sid's theory.

LABEL: 2

SENTENCE 3:
Sid was very skeptical about Mark's skepticism",0.16,0.08,0.53,0.5
We should make more of the oatmeal cookies.,"The oatmeal cookies were really good. The chocolate chip cookies were not as good. Next time, we should make more of them.

LABEL:","Everyone really loved the oatmeal cookies; only a few people liked the chocolate chip cookies. Next time, we should make more of them.

LABEL",0.32,0.31,0.44,0.42
The bag of flour had to be moved first.,"The sack of potatoes had been placed below the bag of flour, so it had to be moved first.

LABEL: 2

SENTENCE","The sack of potatoes had been placed below the bag of flour, so it had to be moved first.

LABEL: 2

SENTENCE",0.58,0.58,0.32,0.32
Tommy's legs dangled.,"Ollie carried Tommy up the long winding steps, his legs dangled.

LABEL: 2

SENTENCE 3:
Oll","As Ollie carried Tommy up the long winding steps, his legs dangled.

LABEL: 2

SENTENCE 3:
As",0.3,0.29,0.37,0.3
Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties Goodman faced in his research.,"The Spartan general Xenophanes was a man of great courage and determination.

LABEL: 2

SENTENCE 3:
The Spartan general","The Spartan general Xenophanes was a brilliant military strategist, but he was also a brilliant scientist.

LABEL: 2

SENTENCE 3",0.35,0.24,0.33,0.24
Blaze took upon himself the feeding and care of the animal.,"Mark became absorbed in Blaze, the white horse. He was afraid the stable boys at the Burlington Stables struck at him and bullied him because he was timid,","Mark became absorbed in Blaze, the white horse. He was afraid the stable boys at the Burlington Stables struck at him and bullied him because he was timid,",0.15,0.15,0.28,0.28
Joe's uncle is 30 years older.,"Joe's uncle can still beat him at tennis, even though he is 30 years older.

LABEL: 2

SENTENCE 3:
","Joe's uncle can still beat him at tennis, even though he is 30 years older.

LABEL: 2

SENTENCE 3:
",0.52,0.52,0.35,0.35
Mama had to hunt for a button.,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album.,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album.,0.17,0.17,0.41,0.41
The cup was full.,"I poured water from the cup into the bottle until it was full.

LABEL: 2

SENTENCE 3:
I poured water from","I poured water from the bottle into the cup until it was full.

LABEL: 2

SENTENCE 3:
I poured water from",0.32,0.32,0.36,0.36
"Ethan was ""it"".","During a game of tag, Ethan chased Luke because he was ""it"".

LABEL: 2

SENTENCE 3:
During a game","During a game of tag, Ethan chased Luke because he was ""it"".

LABEL: 2

SENTENCE 3:
During a game",0.27,0.27,0.28,0.28
Joan was hungry.,"Jane gave Joan candy because she was hungry.

LABEL: 2

SENTENCE 3:
Jane gave Joan candy because she was hungry.","Jane gave Joan candy because she was hungry.

LABEL: 2

SENTENCE 3:
Jane gave Joan candy because she was hungry.",0.26,0.26,0.68,0.68
Edward no longer requires his financial support.,"Mr. Moncrieff visited Chester's luxurious New York apartment, thinking that it belonged to his son Edward. The result was that Mr. Moncrie","Mr. Moncrieff visited Chester's luxurious New York apartment, thinking that it belonged to his son Edward. The result was that Mr. Moncrie",0.07,0.07,0.25,0.25
Father gave Tommy a sympathetic look.,"When Tommy dropped his ice cream, Timmy giggled, so father gave him a sympathetic look.

LABEL: 2

SENTENCE 3","When Tommy dropped his ice cream, Timmy giggled, so father gave him a sympathetic look.

LABEL: 2

SENTENCE 3",0.4,0.4,0.33,0.33
The man was very annoyed.,"John was doing research in the library when he heard a man humming and whistling. He was very annoyed.

LABEL: 1

SENT","John was doing research in the library when he heard a man humming and whistling. He was very annoyed.

LABEL: 1

SENT",0.37,0.37,0.34,0.34
Even one thread uncut will leave the slip too small.,"It is not easy to space buttonholes exactly the same distance apart, and it is very difficult to cut them precisely the right size. The tiniest slip","It is not easy to space buttonholes exactly the same distance apart, and it is very difficult to cut them precisely the right size. The tiniest slip",0.11,0.11,0.32,0.32
Ann is nosy.,"Susan knows all about Ann's personal problems because she is nosy.

LABEL: 1

SENTENCE 3:
Susan knows all about","Susan knows all about Ann's personal problems because she is nosy.

LABEL: 1

SENTENCE 3:
Susan knows all about",0.26,0.26,0.37,0.37
Even one thread uncut will leave the scissors too small.,"It is not easy to space buttonholes exactly the same distance apart, and it is very difficult to cut them precisely the right size. The tiniest slip","It is not easy to space buttonholes exactly the same distance apart, and it is very difficult to cut them precisely the right size. The tiniest slip",0.05,0.05,0.24,0.24
The cloud was out.,"The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, it was out.

LABEL: 1
","The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, it was out.

LABEL: 1
",0.3,0.3,0.26,0.26
"The stars were very cooperative, so the interview lasted for a long time.","The journalists interviewed the stars of the new movie. They were very cooperative, so the interview lasted for a long time.

LABEL: 2

","The journalists interviewed the stars of the new movie. They were very cooperative, so the interview lasted for a long time.

LABEL: 2

",0.72,0.72,0.57,0.57
The city councilmen feared violence.,"The city councilmen refused the demonstrators a permit because they feared violence.

LABEL: 2

SENTENCE 3:
The city councilmen","The city councilmen refused the demonstrators a permit because they feared violence.

LABEL: 2

SENTENCE 3:
The city councilmen",0.42,0.42,0.36,0.36
Anne's daughter is a very charming woman.,"Anne gave birth to a daughter last month. She is a very charming woman.

LABEL: 1

SENTENCE 3:
Anne gave","Anne gave birth to a daughter last month. She is a very charming woman.

LABEL: 1

SENTENCE 3:
Anne gave",0.5,0.5,0.27,0.27
Jackson lived two centuries later.,"Jackson was greatly influenced by Arnold, though he lived two centuries later.

LABEL: 2

SENTENCE 3:
Jackson was greatly influenced","Jackson was greatly influenced by Arnold, though he lived two centuries later.

LABEL: 2

SENTENCE 3:
Jackson was greatly influenced",0.4,0.4,0.49,0.49
It was a fine selection of Shakespeare's writing.,"This book introduced Shakespeare to Ovid; it was a fine selection of his writing.

LABEL: 1

SENTENCE 3:
This","This book introduced Shakespeare to Ovid; it was a fine selection of his writing.

LABEL: 1

SENTENCE 3:
This",0.5,0.5,0.35,0.35
The father carried the sleeping boy in the father's bassinet.,"The father carried the sleeping boy in his bassinet.

LABEL: 1

SENTENCE 3:
The father carried the sleeping boy in","The father carried the sleeping boy in his bassinet.

LABEL: 1

SENTENCE 3:
The father carried the sleeping boy in",0.58,0.58,0.49,0.49
"Dan took the rear seat while Bill claimed the front because Dan's ""Dibs!"" was quicker.","Dan took the rear seat while Bill claimed the front because his ""Dibs!"" was quicker.

LABEL: 1

SENTENCE 3","Dan took the rear seat while Bill claimed the front because his ""Dibs!"" was quicker.

LABEL: 1

SENTENCE 3",0.8,0.8,0.61,0.61
Martin is very successful.,"Pete envies Martin although he is very successful.

LABEL: 1

SENTENCE 3:
Pete envies Martin although he","Pete envies Martin although he is very successful.

LABEL: 1

SENTENCE 3:
Pete envies Martin although he",0.38,0.38,0.5,0.5
Harry knew much less than Harry did.,"Of one thing Mark was sure. Harry knew much less than he did.

LABEL: 1

SENTENCE 3:
Of one thing","Of one thing Mark was sure. Harry knew much less than he did.

LABEL: 1

SENTENCE 3:
Of one thing",0.44,0.44,0.56,0.56
Uncle Vernon couldn't very well marry without his approval,"Since Chester was dependent on Uncle Vernon, he couldn't very well marry without his approval

LABEL: 1

SENTENCE 3:
Since","Since Chester was dependent on Uncle Vernon, he couldn't very well marry without his approval

LABEL: 1

SENTENCE 3:
Since",0.65,0.65,0.29,0.29
Thomson had been dead for five years.,"Thomson visited Cooper's grave in 1765. At that date he had been dead for five years.

LABEL: 1

SENTENCE","Thomson visited Cooper's grave in 1765. At that date he had been dead for five years.

LABEL: 1

SENTENCE",0.52,0.52,0.27,0.27
Mark should have been more skeptical.,"Mark told Pete many lies about himself, which Pete included in his book. He should have been more skeptical.

LABEL: 1

SENT","Mark told Pete many lies about himself, which Pete included in his book. He should have been more skeptical.

LABEL: 1

SENT",0.43,0.43,0.39,0.39
"The meeting was delayed, so it worked out.","I had to catch the train at 4:30, so I had to be at the station at 4:00. Luckily, it was delayed, so it","I had to catch the train at 4:30, so I had to be at the station at 4:00. Luckily, it was delayed, so it",0.29,0.29,0.34,0.34
The foxes have gotten very nervous.,"The foxes are getting in at night and attacking the chickens. They have gotten very nervous.

LABEL: 1

SENTENCE 3:","The foxes are getting in at night and attacking the chickens. They have gotten very nervous.

LABEL: 1

SENTENCE 3:",0.46,0.46,0.44,0.44
The butterfly wing broke.,"I put the butterfly wing on the table and it broke.

LABEL: 2

SENTENCE 3:
I put the butterfly wing on","I put the butterfly wing on the table and it broke.

LABEL: 2

SENTENCE 3:
I put the butterfly wing on",0.32,0.32,0.41,0.41
Fred and Alice were not prepared for the cold in Alaska.,"Fred and Alice had very warm down coats, but they were not prepared for the cold in Alaska.

LABEL: 2

SENTENCE 3","Fred and Alice had very warm down coats, but they were not prepared for the cold in Alaska.

LABEL: 2

SENTENCE 3",0.67,0.67,0.47,0.47
Tom wouldn't have to walk.,"Tom gave Ralph a lift to school so he wouldn't have to walk.

LABEL: 1

SENTENCE 3:
Tom gave Ralph","Tom gave Ralph a lift to school so he wouldn't have to walk.

LABEL: 1

SENTENCE 3:
Tom gave Ralph",0.44,0.44,0.37,0.37
The refrigerator has a lot of leftovers in it.,"I put the cake away in the refrigerator. It has a lot of leftovers in it.

LABEL: 2

SENTENCE 3:","I put the cake away in the refrigerator. It has a lot of leftovers in it.

LABEL: 2

SENTENCE 3:",0.62,0.62,0.44,0.44
Mark couldn't convince him.,"Sid explained his theory to Mark but he couldn't convince him.

LABEL: 1

SENTENCE 3:
Sid explained his","Mark was very skeptical about Sid's theory.

LABEL: 1

SENTENCE 3:
Sid was very skeptical about Mark's skepticism",0.42,0.08,0.42,0.51
I took the water bottle out of the backpack so that the water bottle would be handy.,"I took the water bottle out of the backpack so that it would be handy.

LABEL: 2

SENTENCE 3:
I took","I took the water bottle out of the backpack so that it would be handy.

LABEL: 2

SENTENCE 3:
I took",0.74,0.74,0.43,0.43
The worm was tasty.,"The fish ate the worm. It was tasty.

LABEL: 2

SENTENCE 3:
The fish ate the worm. It was","The fish ate the worm. It was tasty.

LABEL: 2

SENTENCE 3:
The fish ate the worm. It was",0.35,0.35,0.48,0.48
Andrea could see the landing strip.,"As Andrea in the crop duster passed over Susan, she could see the landing strip.

LABEL: 2

SENTENCE 3:
","As Andrea in the crop duster passed over Susan, she could see the landing strip.

LABEL: 2

SENTENCE 3:
",0.48,0.48,0.31,0.31
Susan could see the landing strip.,"As Andrea in the crop duster passed over Susan, she could see the landing strip.

LABEL: 1

SENTENCE 3:
","As Andrea in the crop duster passed over Susan, she could see the landing strip.

LABEL: 1

SENTENCE 3:
",0.48,0.48,0.25,0.25
Lionel plans to use it on Geoffrey and send Geoffrey to steal nuclear material from an army vault.,"Lionel is holding captive a scientist, Dr. Vardi, who has invented a device that turns animals invisible; Lionel plans to use it on Geoffrey and","Lionel is holding captive a scientist, Dr. Vardi, who has invented a device that turns animals invisible; Lionel plans to use it on Geoffrey and",0.37,0.37,0.36,0.36
Shatov was more popular.,"Kirilov ceded the presidency to Shatov because he was more popular.

LABEL: 2

SENTENCE 3:
","Kirilov ceded the presidency to Shatov because he was more popular.

LABEL: 2

SENTENCE 3:
",0.42,0.42,0.26,0.26
The government official was less than 21 when he filed for a homestead claim.,"Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that he had done","Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that he had done",0.67,0.67,0.37,0.37
Alice stroked her hair and let the child weep.,"Mama came over and sat down beside Alice. Gently she stroked her hair and let the child weep.

LABEL: 1

S","Mama came over and sat down beside Alice. Gently she stroked her hair and let the child weep.

LABEL: 1

S",0.6,0.6,0.45,0.45
"Since Jade always has good luck, Alice spotted her quickly.","Alice looked for her friend Jade in the crowd. Since she always has good luck, Alice spotted her quickly.

LABEL: 1

SENT","Alice looked for her friend Jade in the crowd. Since she always has good luck, Alice spotted her quickly.

LABEL: 1

SENT",0.56,0.56,0.55,0.55
"He had to be the life and soul of a dinner party, with the body there all the time.","I sat there feeling rather like a chappie I'd once read about in a book, who murdered another cove and hid the body under the dining-room","I sat there feeling rather like a chappie I'd once read about in a book, who murdered another cove and hid the body under the dining-room",0.17,0.17,0.31,0.31
The mouse was too impatient.,"The cat was lying by the mouse hole waiting for the mouse, but it was too impatient.

LABEL: 1

SENTENCE 3:","The cat was lying by the mouse hole waiting for the mouse, but it was too impatient.

LABEL: 1

SENTENCE 3:",0.38,0.38,0.33,0.33
We should make more of the chocolate chip cookies.,"The oatmeal cookies were really good. The chocolate chip cookies were not as good. Next time, we should make more of them.

LABEL:","Everyone really loved the oatmeal cookies; only a few people liked the chocolate chip cookies. Next time, we should make more of them.

LABEL",0.31,0.3,0.47,0.43
Jim signaled the barman and gestured toward Jim's bathroom key.,"The barman nodded and gestured toward the bathroom key.

LABEL: 1

SENTENCE 3:
The barman nodded and gest","The barman nodded and gestured toward the bathroom key.

LABEL: 1

SENTENCE 3:
The barman nodded and gest",0.48,0.48,0.46,0.46
He heard Mr. Singer calling for the captain.,"Mark was close to Mr. Singer's heels. He heard him calling for the captain, promising him, in the jargon everyone talked that night, that not one","

SENTENCE 2:
Mark was close to Mr. Singer's heels. He heard him calling for the captain, promising him, in the jargon",0.34,0.4,0.3,0.39
The shelf was too tall.,"I couldn't put the pot on the shelf because it was too tall.

LABEL: 1

SENTENCE 3:
I couldn't","I couldn't put the pot on the shelf because it was too tall.

LABEL: 1

SENTENCE 3:
I couldn't",0.38,0.38,0.31,0.31
The juggler was very impressive.,"John was jogging through the park when he saw a man juggling watermelons. He was very impressive.

LABEL: 2

SENT","John was jogging through the park when he saw a man juggling watermelons. He was very impressive.

LABEL: 2

SENT",0.32,0.32,0.28,0.28
The witness was reluctant to answer it.,"The lawyer asked the witness a question, but he was reluctant to answer it.

LABEL: 2

SENTENCE 3:
The lawyer","The lawyer asked the witness a question, but he was reluctant to answer it.

LABEL: 2

SENTENCE 3:
The lawyer",0.52,0.52,0.39,0.39
Susan told her about it.,"Susan knew that Ann's son had been in a car accident, because she told her about it.

LABEL: 1

SENTENCE 3","Susan knew that Ann's son had been in a car accident, because she told her about it.

LABEL: 1

SENTENCE 3",0.37,0.37,0.28,0.28
Chester couldn't very well marry without his approval,"Since Chester was dependent on Uncle Vernon, he couldn't very well marry without his approval

LABEL: 2

SENTENCE 3:
Since","Since Chester was dependent on Uncle Vernon, he couldn't very well marry without his approval

LABEL: 2

SENTENCE 3:
Since",0.6,0.6,0.3,0.3
The opponents were very much in the majority.,"The sponsors of the bill were surprised to find that the room was full of opponents. They were very much in the majority.

LABEL: 2
","The sponsors of the bill got to the town hall, and they were surprised to find that the room was full of opponents. They were very much in the majority",0.48,0.42,0.47,0.53
Billy cried because Toby wouldn't share Toby's toy.,"Billy cried because Toby wouldn't share his toy.

LABEL: 2

SENTENCE 3:
Billy cried because Toby wouldn't share his","Billy cried because Toby wouldn't share his toy.

LABEL: 2

SENTENCE 3:
Billy cried because Toby wouldn't share his",0.52,0.52,0.65,0.65
The judges were so stupid.,"The judges couldn't figure out which respondents were the chatbots because they were so stupid.

LABEL: 2

SENTENCE 3:
","The chatbots were so stupid that they couldn't figure out which respondents were the chatbots because they were so stupid.

LABEL: 2

",0.4,0.29,0.27,0.3
The table was made of steel.,"The large ball crashed right through the table because it was made of steel.

LABEL: 1

SENTENCE 3:
The large ball","The large ball crashed right through the table because it was made of steel.

LABEL: 1

SENTENCE 3:
The large ball",0.44,0.44,0.33,0.33
His friend Henry let him stack the beans in his barn where they would dry.,"Grant worked hard to harvest his beans so he and his family would have enough to eat that winter, His friend Henry let him stack them in his barn where they","Grant worked hard to harvest his beans so he and his family would have enough to eat that winter, His friend Henry let him stack them in his barn where they",0.48,0.48,0.49,0.49
Jane was out.,"Jane knocked on Susan's door, but there was no answer. She was out.

LABEL: 1

SENTENCE 3:
Jane","Jane knocked on Susan's door, but there was no answer. She was out.

LABEL: 1

SENTENCE 3:
Jane",0.27,0.27,0.35,0.35
Jane invited her to come in.,"Jane knocked on the door, and Susan answered it. She invited her to come in.

LABEL: 1

SENTENCE 3:
","Jane knocked on the door, and Susan answered it. She invited her to come in.

LABEL: 1

SENTENCE 3:
",0.48,0.48,0.36,0.36
The doorway is too wide.,"The table won't fit through the doorway because it is too wide.

LABEL: 1

SENTENCE 3:
The table won't","The table won't fit through the doorway because it is too wide.

LABEL: 1

SENTENCE 3:
The table won't",0.38,0.38,0.35,0.35
Those occasions stood out as red-letter days for father.,"The number of times Henry had been present at interviews which his father had had with noted detectives who desired his aid in solving perplexing mysteries, and those occasions stood","A number of times Henry had been present at interviews which his father had had with noted detectives who desired his aid in solving perplexing mysteries, and those occasions stood",0.15,0.15,0.34,0.37
Sam would have lost a lot of money.,"If the con artist has succeeded in fooling Sam, he would have lost a lot of money.

LABEL: 2

SENTENCE 3","If the con artist has succeeded in fooling Sam, he would have lost a lot of money.

LABEL: 2

SENTENCE 3",0.55,0.55,0.37,0.37
"His father's disciple, Antonio, takes Larry under his wing, and quickly molds Larry's father into a drug runner.","Larry, a timid teen-ager, lives with his widowed mother in a Brooklyn housing project. Larry's father, a gang leader, was shot to death","
Larry, a timid teen-ager, lives with his widowed mother in a Brooklyn housing project. Larry's father, a gang leader, was shot to",0.27,0.27,0.31,0.17
Frank was the winner of the competition.,"Frank felt crushed when his longtime rival Bill revealed that he was the winner of the competition.

LABEL: 1

SENTENCE 3:
","Frank felt crushed when his longtime rival Bill revealed that he was the winner of the competition.

LABEL: 1

SENTENCE 3:
",0.5,0.5,0.3,0.3
He lowered his hands when the wind stopped.,"Fred covered his eyes with his hands, because the wind was blowing sand around. He lowered them when the wind stopped.

LABEL: 2

","Fred covered his eyes with his hands, because the wind was blowing sand around. He lowered them when the wind stopped.

LABEL: 2

",0.39,0.39,0.45,0.45
Folks said he died just to be ride of the folks' everlasting nagging.,The Wainwrights treated Mr. Crowley like a prince until he made his will in their favor; then they treated him like dirt. Folks said he,The Wainwrights treated Mr. Crowley like a prince until he made his will in their favor; then they treated him like dirt. Folks said he,0.16,0.16,0.3,0.3
The father carried the sleeping boy in the boy's arms.,"The father carried the sleeping boy in his arms.

LABEL: 1

SENTENCE 3:
The father carried the sleeping boy in his","The father carried the sleeping boy in his arms.

LABEL: 1

SENTENCE 3:
The father carried the sleeping boy in his",0.56,0.56,0.48,0.48
You can see the garden through the wall.,"The garden is in the wall.

LABEL: 1

SENTENCE 3:
The garden is in the wall.

LABEL","There is a gap in the wall. You can see the garden through it.

LABEL: 1

SENTENCE 3:
There is",0.32,0.43,0.54,0.27
Archaeologists hunted for deer on the river banks.,"Archaeologists have concluded that humans lived in Laputa 20,000 years ago. They hunted for deer on the river banks.

LABEL: 1","Archaeologists have concluded that humans lived in Laputa 20,000 years ago. They hunted for deer on the river banks.

LABEL: 1",0.53,0.53,0.51,0.51
Susan told her about it.,"Susan knew that Ann's son had been in a car accident, so she told her about it.

LABEL: 2

SENTENCE 3","Susan knew that Ann's son had been in a car accident, so she told her about it.

LABEL: 2

SENTENCE 3",0.37,0.37,0.34,0.34
The man subtracted that amount from the man's wages.,Then Dad figured out how much the man owed the store; to that he added the man's board-bill at the cook-shanty. He subtracted,Then Dad figured out how much the man owed the store; to that he added the man's board-bill at the cook-shanty. He subtracted,0.33,0.33,0.34,0.34
The teller was immediately taken to the hospital.,"The customer walked into the bank and stabbed one of the tellers. He was immediately taken to the hospital.

LABEL: 2

SENT","The customer walked into the bank and stabbed one of the tellers. He was immediately taken to the hospital.

LABEL: 2

SENT",0.47,0.47,0.35,0.35
Kirilov was less popular.,"Kirilov ceded the presidency to Shatov because he was less popular.

LABEL: 2

SENTENCE 3:
","Kirilov ceded the presidency to Shatov because he was less popular.

LABEL: 2

SENTENCE 3:
",0.42,0.42,0.29,0.29
John hired Bill to take care of Bill.,"John hired Bill to take care of him.

LABEL: 1

SENTENCE 3:
John hired Bill to take care of him.","John hired Bill to take care of him.

LABEL: 1

SENTENCE 3:
John hired Bill to take care of him.",0.57,0.57,0.68,0.68
John's turn was next.,"John passed the gameboy to Bill because his turn was next.

LABEL: 2

SENTENCE 3:
Bill passed the gameboy","John passed the gameboy to Bill because his turn was next.

LABEL: 2

SENTENCE 3:
Bill passed the gameboy",0.33,0.33,0.49,0.49
Joe delivered the final report on the case.,"Joe paid the detective after he delivered the final report on the case.

LABEL: 1

SENTENCE 3:
Joe paid the detective","Joe paid the detective after he delivered the final report on the case.

LABEL: 1

SENTENCE 3:
Joe paid the detective",0.55,0.55,0.58,0.58
