completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
He was willing to risk harm to himself for the eggs.," life.<br>He had a plan, but it was a very dangerous one.<br>He had to get the eggs, and he had to"," had to be done.<br>He had to get them, and he had to get them, and he had to get them.<br>He",0.29,0.17,0.33,0.34
EyeTom  went to the doctor to get his mom's contacts. ,Tom was a young man. He noticed his vision was not perfect. He went to the optometrist. He was prescribed contacts. Tom loved the contacts and,Tom was a young man. He noticed his vision was not perfect. He went to the optometrist. He was prescribed contacts. Tom loved the contacts and,0.22,0.22,0.39,0.39
Kelli had time to find her brush. ,Missing Brush<br>Kelli was getting ready for school in the morning. She couldn't find the brush. It was almost time for school. K,Kelli was getting ready for school in the morning. She couldn't find the brush. It was almost time for school. Kelli brushed her hair back with,0.19,0.18,0.51,0.39
Tod's sister got kicked out of her house.,"Annoying Guest

SENTENCE 3:
Tom was a nice guy. He was a good friend to his girlfriend. He was also a good",Tom lived with his girlfriend. Her little sister was kicked out of her house. Tom let her stay with them for a while. Unfortunately she was incredibly annoying.,0.0,0.32,0.22,0.55
Daniel put laxatives in his own coffee.,You're Fired<br>Daniel was a hard working employee at his office. He had a few bad habits that would get him in trouble. One day,":
You're Fired<br>Daniel was a hard working employee at his office. He had a few bad habits that would get him in trouble.",0.12,0.12,0.31,0.29
The neighbors were rude ,The dog next door loved our dog. They met at the fence every day. They whined when they couldn't reach each other. One day he seemed to,The dog next door loved our dog. They met at the fence every day. They whined when they couldn't reach each other. One day he seemed to,0.06,0.06,0.1,0.1
Brian was more than 120 months old then.,"

SENTENCE 2:
Brian Helps Out<br>Five-year-old Brian was watching the news with his parents. When pictures of"," dollars for the flood victims.

SENTENCE 2:
The teacher wrote a letter to the school. The letter raised 400 dollars for the flood victims",0.14,0.0,0.14,0.3
Michael had never been a drinker. He had a date with a young woman. She began to drink a few beers. She encouraged him to drink one or two. Michael trying to impress his date had a few beers and is now an alcoholic.,Michael Try's Beer<br>Michael had never been a drinker. He had a date with a young woman. She began to drink a few beers.," 2

SENTENCE 2:
Michael Try's Beer<br>Michael had never been a drinker. He had a date with a young woman",0.6,0.42,0.53,0.4
Elise contains a xx,"

SENTENCE 2:
Elise was so excited about her new title. She was going to be the new beauty queen. She was going to"," Miss Congeniality.

SENTENCE 2:
Elise was crowned Miss Congeniality.

SENTENCE 1:
",0.07,0.13,0.21,0.52
Brad had prepared several sandwiches and pitchers of lemonade.,":
The bear was hungry.

SENTENCE 1:
The bear was hungry.

SENTENCE 2:
The bear was hungry"," behind.

SENTENCE 2:
The bear was a large brown animal with a long snout and a bushy tail. It had a large",0.0,0.06,0.5,0.08
Kyle took a shower.,"

SENTENCE 2:
Kyle's mom said take a bath and take medicine and he would be ok. After doing what she said he felt"," new job the next day.

SENTENCE 2:
Kyle woke up with a very bad cold, the day he started his new job.",0.14,0.15,0.41,0.44
Someone close to Dani figures that they could help someone choose differently. ,":
The Hotline<br>Because someone close to Dani had taken his life she helped others. She volunteered at a suicide prevention hotline. It", someone close to her would take their life. She was so sad when she found out. She was so sad that she could not help anyone. She was so,0.23,0.29,0.38,0.36
Brian heard a dog,Susie's Birthday Surprise<br>Suzy was lonely so she asked her mother for a dog. Susie's mom told her no. The," dog. Susie was so happy.

SENTENCE 2:
Susie's Birthday Surprise<br>Suzy was lonely so she",0.15,0.1,0.15,0.23
geraldine's eyes were the color of the sky,.<br>They were both very beautiful and very rich.<br>They were both very kind and very generous.<br>They were both very, and their love for each other.<br>It's a story about a girl who is in love with a boy.<br>It's,0.06,0.06,0.21,0.13
She left him for another man.,"I met another man. He was ten years older than me, and from Norway. We got along very well. We ended up getting married. I left him","ENCE:
Norge<br>A year after my boyfriend was killed, I met another man. He was ten years older than me, and from Norway",0.12,0.13,0.39,0.42
Susie contains a q,Susie stayed after school with her English teacher. She wanted to express her ideas for her paper. She thought it would help her get a good grade. But,"

SENTENCE 2:
Susie stayed after school with her English teacher. She wanted to express her ideas for her paper. She thought it would",0.12,0.07,0.29,0.29
the speaker is a man., mad.<br>He had been a fool to tell his sister.<br>He had been a fool to tell his sister.<br>He,"<br>

SENTENCE 2:
I am not a fool, and I am not a coward.<br>I am not a fool",0.07,0.08,0.32,0.36
Hailey never found her phone.,"ELABORATION:

SENTENCE 2:
Hailey was a typical teenager attached to her cell phone all the time. She brought it everywhere", to find she didn't have her phone with her. She went to her room and looked for it. She couldn't find it anywhere. She was very upset,0.24,0.12,0.41,0.41
Mac is going through a phase where he is satisfied with life. ," say to him.<br>

SENTENCE 2:
Rose was a very pretty girl, and Mac was a very handsome man.<br"," a little more than half way through the book, she was ready to cry with vexation and disappointment.

SENTENCE 2:
The book was",0.12,0.11,0.31,0.13
Dora has two r's.," were the only ones who had been fishing.<br>`` I'm going to catch a fish, '' said Davy.<br>`` I","br>`` I'm not going to fish, '' said Mirabel.<br>`` I'm going to play with the boys. ''<",0.0,0.0,0.16,0.23
She went to a different stylist,The woman cut her hair short. She did not like it. She went back to the hair stylist. They shaved her head. She picked out a,The woman cut her hair short. She did not like it. She went back to the hair stylist. They shaved her head. She picked out a,0.25,0.25,0.35,0.35
Tom brought a red food.,Tom was a middle school student. His teacher asked each student to bring food and drinks in. He brought in sprite with red food dye in it. Everyone loved,Tom was a middle school student. His teacher asked each student to bring food and drinks in. He brought in sprite with red food dye in it. Everyone loved,0.24,0.24,0.41,0.41
Tim's car runs on soda.,Wrong Can<br>Tim was working on his car. He was drinking a soda. He had also used a can to catch some oil. Tim mist,Wrong Can<br>Tim was working on his car. He was drinking a soda. He had also used a can to catch some oil. Tim mist,0.19,0.19,0.38,0.38
Max contains a q,"

SENTENCE 2:
Max's parents were so sad when they heard the news. They cried and cried, and they cried some more. They"," good dog, and they didn't want him to suffer. They decided to do something about it.

SENTENCE 2:
Ike's parents",0.07,0.0,0.22,0.16
Camilla Jane was stolen from the bed room,.<br>She had been robbed!<br>She had been robbed!<br>She had been robbed!<br>She had been robbed," Rosetta was so upset that she could hardly eat her dinner.<br>''I'm sure she 'll be back soon,'' said Mrs.",0.0,0.07,0.3,0.14
Sheila was going to drive to her destination,"ENCE:
Sheila's car had a flat tire.

SENTENCE 2:
Sheila's car had a flat tire.

LAB"," known to her. He offered to change her tire. She accepted and he did. She was so grateful.

SENTENCE 2:
Sheila",0.08,0.21,0.46,0.21
John's father could not have been the source of the growling noise and large shadow.,"John's father laughed hysterically at their reaction.

LABEL: 1

SENTENCE 1:
Backyard Camping<br>John","SENTENCE 2:
John and his friends were camping in his backyard. Late that night, the boys heard a growling noise. A large shadow appeared",0.19,0.3,0.18,0.45
His wife was addicted to drugs,"OD<br>My wife's nephew had drug addiction problems for years. He was on methadone, trying to recover from heroin addiction. He celebrated the",":
OD<br>My wife's nephew had drug addiction problems for years. He was on methadone, trying to recover from heroin addiction. He",0.19,0.21,0.22,0.37
Claire does not want her child.,"Claire's decision to keep the child was a good one.

SENTENCE 1:
Unexpected pregnancy<br>Claire was a very independent"," motherhood.

SENTENCE 2:
Claire was a very independent woman who didn't want children. So when she learned she was pregnant,",0.15,0.15,0.3,0.43
The man always used cruise control.,The man put the car on cruise control. A car in front of him was going too slow. The man took the car off of cruise control. He passed,":
The man put the car on cruise control. A car in front of him was going too slow. The man took the car off of cruise control.",0.23,0.24,0.4,0.54
"Kevin was having a bad time until he fell out of the roller coaster, then he was having a great time.",Kevin falls<br>Kevin is at a theme park. He goes on the big roller coaster. He is having a great time. The roller coaster,Kevin falls<br>Kevin is at a theme park. He goes on the big roller coaster. He is having a great time. The roller coaster,0.48,0.48,0.46,0.46
Hooty was hunting for deer," were the words they spoke.<br>

SENTENCE 2:
It was for Hooty that they took turns in watching.<br", very soon.<br>They were all very much surprised to see Booty.<br>They were all very much surprised to see Booty.<,0.17,0.0,0.36,0.47
dan was woken up by the smell of smoke,Dan was woken up by the sound of his fire alarm. Dan ran to the kitchen to see it was engulfed in flames. Dan grabbed his wallet and,".

SENTENCE 2:
Dan was woken up by the sound of his fire alarm. Dan ran to the kitchen to see it was engulf",0.38,0.44,0.46,0.36
The crocodile was as large as the kayak,"ENCE:

SENTENCE 2:
I went to the Everglades with my friends. We went on a canoe trip through the many swamps"," tell about the trip.

SENTENCE 2:
I went to the Everglades with my friends. We went on a canoe trip through the",0.14,0.13,0.16,0.16
The opening night movie wasn't very popular.,"Movie Detour<br>Will and his friends went to the movie theater. They were pumped about a new movie's opening night. When they arrived, their","

SENTENCE 2:
The movie was about a man who was a detective. He was a detective for the police. He was a detective for",0.18,0.12,0.28,0.33
the corn had been cut and put in shocks in readiness to plant, a little of that yellow corn would make a good breakfast.<br>He was thinking of the corn he had eaten the night before.<br>He," sat on the top of the shock, looking down at the cornfield.<br>He saw the corn being cut and piled up in the field, and",0.15,0.26,0.24,0.28
The candy was secretly poisoned,The Thought Counts<br>The same lady came in to clean up John's office every evening. John decided to do something nice for her. John got some,"ELIZABETH:
I'm sorry, John. I ate the candy.

SENTENCE 2:
The Thought Counts<br>The",0.06,0.19,0.21,0.17
Taylor took his computer to the store to get it replaced,"Taylor loved to use his computer. He would use it almost everyday. One day, he decided to turn his computer on. His computer froze so he rushed to","He was able to boot his computer.

SENTENCE 1:
Computer<br>Taylor loved to use his computer. He would use it almost",0.26,0.24,0.28,0.33
Rachael really wanted Amy to watch It Chapter 2.,downton abbey<br>Rachael really wanted Amy to watch downton abbey. It was a show that took place in the 20th century,":
downton abbey<br>Rachael really wanted Amy to watch downton abbey. It was a show that took place in the 20",0.45,0.47,0.47,0.48
the vehicle has wheels," 2

SENTENCE 2:
I was very kind to them, especially the officers.<br>Don't laugh, Jo, gentlemen really"," and die of it.<br>

SENTENCE 2:
I was very kind to him, especially the officers.<br>Do n",0.09,0.09,0.07,0.12
Tom woke up to a lot of complaints two days later.,Regretful Post<br>Tom was drunk. He decided to get on Facebook. He posted a lot of regretful things. The next day he woke,Tom was drunk. He decided to get on Facebook. He posted a lot of regretful things. The next day he woke up to a lot of complaints.,0.29,0.42,0.44,0.57
Jim's grandfather was felling well. ,A Sad Man<br>Jim's grandfather had been sick. His family decided to put him in a home. Jim's grandfather was feeling blue. Jim started,A Sad Man<br>Jim's grandfather had been sick. His family decided to put him in a home. Jim's grandfather was feeling blue. Jim started,0.24,0.24,0.37,0.37
Suzy wanted something that would tell time.,"She was so excited. She couldn't wait to try it on. She put it on and it was perfect. She was so happy.

LABEL",<br>It was Christmas time. Suzy really wanted a new watch. She begged for one for Christmas. But her parents said no initially. To her,0.0,0.12,0.31,0.38
Ann did not keep on driving.,Ann was driving down a dark road. She hit something large. When she stopped her car she saw a person. The person was walking into the woods. Ann,Ann was driving down a dark road. She hit something large. When she stopped her car she saw a person. The person was walking into the woods. Ann,0.12,0.12,0.39,0.39
The man may have been injured,The man was driving. He was drunk. He was speeding. He was not wearing a seat belt. He was not wearing a helmet. He was not wearing,The man drove into a pole. He told the cops he hadn't seen it. The cops gave him a sobriety test. The man did not pass,0.12,0.12,0.26,0.29
Marilla did not say everything she felt. ,". ''<br>''I'm afraid I'm not very good at this sort of thing, '' said Anne, ''but I'm sure"," sermons, were very funny ''<br>''I don't know what you mean by funny '' said Marilla '' ''<br>''Well ''",0.07,0.08,0.17,0.32
My family was on Vacation in a place that they chose,We were on vacation in Florida. We had decided to spend the day taking a glass bottom boat tour. We got on the ship and headed downstairs. The entire,"

SENTENCE 2:
We were on vacation in Florida. We had decided to spend the day taking a glass bottom boat tour. We got on",0.2,0.23,0.28,0.36
Tom intended to wake up shortly after falling asleep.,The Longest Nap<br>Tom was tired from work. He decided to take a short afternoon nap. Tom didn't wake up right away. His nap,Tom was tired from work. He decided to take a short afternoon nap. Tom didn't wake up right away. His nap turned into a long sleep. Tom,0.23,0.22,0.45,0.53
"If you divide dozen by two and divide that number by three, you get the exact number of chilies that John ate",John hated chilies. But John never backed down from a dare. One day his brother dared him to eat two big chilies. John accepted and eat the,John hated chilies. But John never backed down from a dare. One day his brother dared him to eat two big chilies. John accepted and eat the,0.12,0.12,0.26,0.26
John was working as a teacher.,John wanted to write a novel. He took a six month sabbatical from his teaching position. John wrote and wrote for several months straight. He sent," 2

SENTENCE 2:
John wanted to write a novel. He took a six month sabbatical from his teaching position. John wrote",0.12,0.15,0.33,0.28
Ray had a father,"The red pens were broken.

LABEL: 1

SENTENCE 3:
The red pens were broken.

LABEL: 2","ENTITY:

SENTENCE 2:

Source<br>Ray grabbed a pair of pants to wear for the day. He noticed there was",0.0,0.17,0.31,0.09
tom is likely a human male,Tom wanted to enlist in the military. Before he applied he thought about what he could do to help. He wanted to improve his chances of acceptance. He,Tom wanted to enlist in the military. Before he applied he thought about what he could do to help. He wanted to improve his chances of acceptance. He,0.06,0.06,0.3,0.3
Will earned more money.,"Will's pictures are on the internet.

LABEL: 1

SENTENCE 1:
Will's pictures are on the internet.

"," 2

SENTENCE 2:
Will bought himself a really nice camera. Will took classes on how to properly use the camera. Will took trips during",0.09,0.07,0.53,0.22
the couple was not seeing eye-to-eye,Therapist<br>The couple had been fighting a lot. They went to a therapist to talk through their issues. The therapist helped them talk through things," 2

SENTENCE 2:
The couple had been fighting a lot. They went to a therapist to talk through their issues. The therapist helped them",0.18,0.19,0.43,0.34
Nelson almost died when he fell in the water.,"Nelson is a good swimmer. He can swim for hours without getting tired. He can swim in the ocean, in the lake, or in the river"," 2

SENTENCE 2:
Nelson was a brave boy. He loved to ride on boats. He enjoyed the wind on his face. After",0.23,0.19,0.44,0.27
A fox was killing chickens.,Farmer Ben's chickens kept disappearing every week. He suspected that foxes were sneaking into his farm at night. Farmer Ben set some fox traps and waited,":
Farmer Ben<br>Farmer Ben's chickens kept disappearing every week. He suspected that foxes were sneaking into his farm at night.",0.06,0.07,0.37,0.44
Laptop batter is dead,"I was able to use the computer.

LABEL: 1

SENTENCE 3:
I was able to use the computer.

","I took found its charger. I plugged the charger in. The computer turned back on. I was able to use the computer.

LABEL",0.0,0.0,0.38,0.22
The rain made them have to change plans.,"Shirley's friends were disappointed that the deck was not built. They were not able to use the deck.

LABEL: 1

S",".

SENTENCE 2:
The deck was not built.

SENTENCE 1:
Building a deck<br>Shirley",0.13,0.09,0.22,0.28
Fred could use some help cooking,"Baker<br>Fred was learning how to bake bread. But at first, he struggled. So he bought a book on bread baking. The book helped","Baker<br>Fred was learning how to bake bread. But at first, he struggled. So he bought a book on bread baking. The book helped",0.06,0.06,0.39,0.39
It was difficult for him to see.,I was so mad. I was so mad. I was so mad. I was so mad. I was so mad. I was so mad. I was,"

SENTENCE 2:
I was in the back of the class. I couldn't read the blackboard. I told my parents. I had",0.06,0.07,0.29,0.18
 Priscilla wasn't fully aware of what happened with alec,ied the old man.<br>`` They were both very much upset. ''<br>`` Why? ''<br>`` Because they had been, say? ''<br>`` I don't know ''<br>`` I don't know ''<br>`` I don't know ''<br,0.0,0.07,0.17,0.19
"Because Collin was so sweet and kind, the kids baked cookies for him","

SENTENCE 2:
Colin was a very kind man. He was very kind to the family while he worked on their house. The children"," work, Collin was given a box of chocolates. He was very happy to receive the box of chocolates.

SENTENCE 2",0.17,0.18,0.42,0.23
Laura got many $1 bills,Laura went to the bank to withdraw money. She filled out a withdrawal slip for $9000.00. The teller asked her what the money was,":
Laura went to the bank to withdraw money. She filled out a withdrawal slip for $9000.00. The teller asked her what the",0.07,0.07,0.47,0.26
She had never had a bad weekend,"She was miserable. She used a hot compress on her jaw to feel better. The pain was so severe, she became immobile. She began begging dentists","

SENTENCE 2:
She was miserable. She used a hot compress on her jaw to feel better. The pain was so severe, she became",0.12,0.13,0.26,0.2
The clown was fired because Jane's parents couldn't afford to pay for a clown and a cake.,Jane had a birthday party coming up. Her parents bought her a cake. Her parents also hired a clown. The clown make offensive comments to Jane. Jane was,"The clown made offensive comments to Jane. Jane was sad and the clown was fired.

SENTENCE 1:
clown<br>Jane had",0.17,0.25,0.33,0.19
He found a different girlfriend.,Love<br>He didn't know how to earn her love back. He sent her a forlorn letter expressing his sadness. He told her she was,"SENTENCE 2:
He didn't know how to earn her love back. He sent her a forlorn letter expressing his sadness. He told her",0.13,0.14,0.22,0.28
Kent loved other animals more than Charlie,The Pig<br>Kent loved animals. He especially loved his pet pig. The pig was named Charlie and he was big and fat. Kent took great,"The pig was named Charlie and he was big and fat. Kent took great care of the pig. He loved having him around the house.

SENT",0.24,0.12,0.42,0.32
Her friend took her to a salon.,"Lucy's friend:
Lucy's friend agreed to help Lucy curl her hair. Lucy was really happy. She was so excited. She was so happy",Lucy really wanted to curl her hair. She needed to know how to do it. She asked her friend to help her. Her friend agreed and said yes,0.12,0.17,0.52,0.37
"He called customer service, so that he could buy something.",Bad Customer Service<br>John bought a new camera. It broke within a couple of months. He called customer service to get things resolved. They were no,John bought a new camera. It broke within a couple of months. He called customer service to get things resolved. They were no help at all. John never,0.22,0.21,0.32,0.35
Susan stays home in the morning about half the time.," '' she said, `` I would feel like a hypocrite. ''<br>`` But I would rather not go to church this morning, Mrs. Dr",", I would be tempted to go. ''<br>`` I don't think you should go, '' said Mrs. Dr. dear.<br>",0.06,0.0,0.1,0.21
He overslept and missed the flight.,"I was grumpy, and tried to block out the noise. Eventually I started to worry about it. I got up and checked the news. The military was","I was grumpy, and tried to block out the noise. Eventually I started to worry about it. I got up and checked the news. The military was",0.12,0.12,0.22,0.22
Kate's mom likely did not know how to paint.,Kate's mom was painting the living room. Her mom was eager and began talking about the paint. Kate didn't want to spend the day painting. Kate sl,"

SENTENCE 2:
<br>
<br>
<br>
<br>
<br>
<br>
",0.21,0.0,0.35,0.07
The speaker wanted to continue what they were doing.,":
What I began to do was to envy the doctor walking in the cool shadow of the woods with the birds about him and the pleasant smell of the p"," dislike to the sight of blood.

SENTENCE 2:
I was sitting in the shade of a tree, with my clothes stuck to the hot",0.05,0.12,0.18,0.12
The iguana did not want to eat the seedlings.,"

SENTENCE 2:
Iguana and the Greens<br>I have a free-range iguana. She runs around the house"," them. I was so mad. I had to buy a new iguana.

SENTENCE 2:
I have a free-range ig",0.22,0.07,0.33,0.16
Reminding him of a sleet Rose she did,"I wish Walter would take a fancy to her, but he never seems to think about her in that way, although I heard him say once she was like a"," good, but she is not a beauty.<br>She is a very nice girl, but she is not a beauty.<br>She is a",0.11,0.12,0.25,0.28
Jill never was late twice in a row,Jill was very late to class one day. She begged the teacher to not punish her. She was always a teacher's pet so the teacher didn't punish,"ELIZABETH:
I'm sorry, but I can't help you.

SENTENCE 2:
The teacher punished her heavily.
",0.22,0.0,0.36,0.19
"Ricky was hauling fresh snow on his sled in order to make a snowman, he was very happy and excited even though he has made many snowmen with his father before",":
Ricky was trudging through the snow with his sled. He began to load his sled up with fresh snow. He hauled the snow"," his dad showed him how to make a snowman. He made a head, arms, and legs. He made a nose and a mouth. He made a",0.26,0.32,0.46,0.25
Max tried out for football twice.,Max went to football tryouts for the first time. The coach asked him what position he wanted to play. Max said that he wanted to be quarterback. The,"

SENTENCE 2:
Max went to football tryouts for the first time. The coach asked him what position he wanted to play. Max said",0.12,0.14,0.33,0.46
The Mead dog shook Stripey with its enormous jaws and poor Stripey died.," was a bit of a fool, but I was a bit of a fool, and I was a bit of a fool, and I was a bit of a"," God had saved Stripey.<br>I felt awful thankful, and it must have been God that saved Stripey.<br>I felt",0.05,0.18,0.21,0.34
The person ordering and the cashier were both male.,Val walked up to the counter. She skimmed the menu to make sure she knew what she wanted. The cashier greeted her. Val told him her order,Val walked up to the counter. She skimmed the menu to make sure she knew what she wanted. The cashier greeted her. Val told him her order,0.17,0.17,0.46,0.46
Ray provoked the gorilla behinds bars.,"Zoo<br>Ray went to the zoo. And he saw at the gorilla exhibit. Behind a glass wall, he kept provoking the gorillas","

SENTENCE 2:
Zoo<br>Ray went to the zoo. And he saw at the gorilla exhibit. Behind a glass wall",0.21,0.23,0.5,0.41
The cops beat the narrator within an inch of his life,".

SENTENCE 2:
I was arrested for shoplifting. I was taken to the police station and questioned. I was told that I", called the police. The police came and arrested me. I was taken to the police station. I was put in a cell. I was in the cell for,0.06,0.1,0.14,0.24
Check the back seats.,"How to remove mold odors from inside automobiles<br>Inspect the interior of the car. Check everywhere, even in places that are hidden from you view","

SENTENCE 2:
How to remove mold odors from inside automobiles<br>Inspect the interior of the car. Check everywhere, even",0.07,0.08,0.46,0.35
"If you are losing stamina in the middle of the afternoon, you could use maca powder to uplift you.","How to use maca powder<br>Use maca as medicine. As a medicine, both maca root and powder has traditionally been used to treat anemia","

SENTENCE 2:
How to use maca powder<br>Use maca as medicine. As a medicine, both maca root and",0.18,0.16,0.39,0.32
Tinned and dried foods cost money,How to hoard food for an emergency<br>Make sure you have at least £ 300/$490/342 euro's (these are equivalent as of the,"

SENTENCE 2:
How to hoard food for an emergency<br>Make sure you have at least £ 300/$490/342 euro",0.0,0.0,0.17,0.23
your vinyl flooring can get messed up pretty easily,":
How to clean vinyl flooring<br>Use a doormat to keep the floor clean. The substances you track into your house on your shoes"," and scratch.

SENTENCE 2:
How to clean vinyl flooring<br>Use a doormat to keep the floor clean. The",0.12,0.14,0.28,0.14
You need money to invest in an annuity ,"Annuities are financial investment options for those who want secure, steady, and guaranteed income during their retirement. An annuity is an illiquid asset,","

SENTENCE 2:
Annuities are financial investment options for those who want secure, steady, and guaranteed income during their retirement. An ann",0.13,0.07,0.44,0.36
Train tickets can be purchased outside of the train station.,"How to travel from singapore to bangkok by train<br>In bangkok, go to any travel agent that has a sign showing "" train tickets """,".

SENTENCE 2:
How to travel from singapore to bangkok by train<br>In bangkok, go to any travel agent",0.12,0.07,0.43,0.26
Metal is used for human projects.,"How to bend rebar<br>Understand the structural issues possible with manually-bent rebar and know how to avoid them. When you bend metal,","

SENTENCE 2:

How to bend rebar<br>Understand the structural issues possible with manually-bent rebar and know how",0.07,0.0,0.37,0.35
Shanghai has climate and weather similar to Florida in the US.,How to time your trip to shanghai<br>Consider shanghai's climate and weather. Shanghai has a climate comparable to that of the united states,"

SENTENCE 2:
The city of shanghai is located in the east of china. It is the largest city in the country and",0.33,0.18,0.6,0.27
Failure to implement the disk cleanup utility will slow down your computer.,"

SENTENCE 2:
How to improve your computer performance<br>Perform "" disk cleanup "" regularly. The disk cleanup utility is an excellent"," system restore.

SENTENCE 2:
The disk cleanup utility is an excellent way to get rid of temporary files, recycle bin, system logs",0.31,0.24,0.38,0.36
Magnesium can be taken in pills,How to best absorb magnesium supplements<br>Understand the importance of magnesium. Every organ in your body needs magnesium to work properly. It contributes to several important,"<br>

SENTENCE 2 MUST EXACTLY match the instance in the dataset.

SENTENCE 2 MUST NOT contain any of the",0.12,0.08,0.41,0.19
Once you get approval from the local council build the shelter by the vet .,"How to build an animal shelter<br>Look for a site near a vet, or an easily accessible location. You don't want to build a shelter in","

SENTENCE 2:
<br>

SENTENCE 1:
How to build an animal shelter<br>Look for a site",0.14,0.13,0.32,0.43
The smoothie can be done with peeled apples,How to make an apple pie smoothie<br>Prepare the apple. Wash one large apple and remove the core. You don't need to peel the,"Put the apple in a blender. Add the water and the sugar. Blend until smooth.

LABEL: 1

SENTENCE 1:",0.06,0.07,0.43,0.2
"If you provide all fake personal contact information to Siri, Siri will not say your real name.",How to get siri to say your name<br>Set your personal contact information. Siri will call you whatever you have listed as your name in your,"

SENTENCE 2 MUST EXACTLY match the instance in the dataset.

SENTENCE 2:
How to get siri to say",0.32,0.17,0.43,0.32
All of the parts of an instant pot serve a function.,How to use an instant pot<br>Unpack and identify all of the parts. Remove all items from the box and spread them out on a flat surface,"<br>

SENTENCE 1:
How to use an instant pot<br>Unpack and identify all of the parts. Remove all items",0.26,0.26,0.51,0.43
Lighting can vary for each performance genre.,How to do stage lighting<br>Know your performance genre and the simple principles behind lighting that genre. A standard play has lots of dialogue. An audiences ability,The stage lighting is the lighting that is used to illuminate the stage. The stage lighting is the lighting that is used to illuminate the stage. The stage,0.17,0.06,0.36,0.54
This piece of advice is speculative.,"How to avoid looking desperate<br>Avoid constantly complaining about your single status. Even if you joke about it, it makes you appear that you are desperate","

SENTENCE 2:
You are not alone<br>You are not alone. There are many people who are in the same situation as you",0.0,0.0,0.38,0.4
All android phones can make folders,How to make a folder on android<br>Tap and hold an app icon on the home screen. This should be an app that you want to add,":

SENTENCE 3:

SENTENCE 4:

SENTENCE 5:

SENTENCE 6:

S",0.06,0.0,0.45,0.1
Stores can not put whatever they like in advertisements,":

SENTENCE 3:

SENTENCE 4:

SENTENCE 5:

SENTENCE 6:

S"," be false to be false advertising.

SENTENCE 2:
The following are examples of false advertising:

1. A store advertises that",0.0,0.0,0.12,0.29
measurements are crucial when finding supportive garments,How to buy a nursing bra<br>Find a trained professional to measure you to determine the correct bra size. Work with a professional trained in measuring bra sizes,".

SENTENCE 2:
<br>
<br>
<br>
<br>
<br>
<br>",0.0,0.0,0.46,0.09
You will need items but some of then start with the letter P," items in the bag and tie it closed.

SENTENCE 2:
How to make a christmas gift for a teacher<br>Assemble"," teacher gifts.

SENTENCE 2:
<br>
<br>
<br>
<br>
<br>
<",0.12,0.0,0.17,0.06
All lettuce is not red.,"How to choose the healthiest salad greens<br>Look for low-calorie greens. If your idea of healthy is synonymous with low in calories, you","The healthiest salad greens are the ones that are low in calories.

LABEL: 1

SENTENCE 1:
How to choose the",0.07,0.0,0.28,0.12
You should go for the chiles that are more vivid in color that when you touch it feels almost silky and that has some weight to it. They are best found within stores that specialiaze in grown products,"How to roast hatch chiles<br>Buy chiles with a bright green color. They should have smooth skin, feel heavy for their size and maintain a"," 2

SENTENCE 2:
How to roast hatch chiles<br>Buy chiles with a bright green color. They should have smooth skin",0.09,0.1,0.33,0.33
These suggestions include acting as your own Valentine's Day chef.,"

SENTENCE 1:
How to plan a romantic valentine's day date<br>Cook for your date. Add a personal touch to"," intimate dinner.

SENTENCE 2:
<br>
<br>
<br>
<br>
<br>
<",0.19,0.0,0.34,0.11
Sheets and blankets are typically found on beds,How to clean a bed with baking soda<br>Remove the bedsheets and wash them in the washing machine. Start by stripping the bed of any sheets,"ELIMINATE SENTENCE 2:
How to clean a bed with baking soda<br>Remove the bedsheets and wash them in the washing",0.06,0.07,0.43,0.3
Rock glasses are a set size. ,"ELABORATION:

SENTENCE 2:
How to drink whiskey<br>Pour "" two fingers "" of whiskey into a rocks or t",".

SENTENCE 2:
Pour "" two fingers "" of whiskey into a rocks or tulip glass. Rocks glasses, the classic whiskey",0.08,0.08,0.2,0.31
the dethorning tool isn't needed for blue roses.,".

SENTENCE 2:
How to create blue roses<br>Gather the necessary materials. To dye the petals through absorption, you"," be cut from a single stem.

SENTENCE 2:
The petals of the rose are the most important part of the flower. They are",0.14,0.06,0.33,0.12
BRAIN NEEDS FUN TOO,How to become highly motivated for your job<br>Vary your tasks throughout the day. People tend to lose motivation on the job out of sheer boredom,"

SENTENCE 2:
How to become highly motivated for your job<br>Vary your tasks throughout the day. People tend to lose motivation",0.0,0.0,0.34,0.21
"The instructions given here on how to low a bubble with bubble gum are not really any kind of instructions at all, and do not inform the reader of how to actually make and blow the bubble.",Blow a bubble with bubblegum<br>Buy some bubblegum. You can buy gum at pretty much every corner store. Chewing gums,"ENCE:

SENTENCE 2:

SENTENCE 3:

SENTENCE 4:

SENTENCE 5:

",0.17,0.0,0.31,0.13
You need hands to make a workbench,"ENCE:

SENTENCE 2:

SENTENCE 3:

SENTENCE 4:

SENTENCE 5:

"," woodworking tools you need.

SENTENCE 2:
You will need a drill, a drill and screw bit set, a saw and a car",0.0,0.21,0.08,0.28
A memoir is an autobiography,"How to write about your own life<br>Understand the memoir genre. In a memoir, you are the main character of your own life story. Many",The memoir genre is a type of nonfiction writing that is based on the author's own life story. The memoir is a personal account of the author's life,0.13,0.17,0.36,0.63
