completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
"Most Jewish anarchists supported anarchosyndicalism and communist anarchism , while a few were individualist anarchists .","Most individualistic anarchists supported anarcho-syndicalism and communist anarchism, while a few Jewish anarchists were.

LABEL: 1","The anarchist movement in the United States was a movement of the late 19th and early 20th centuries in the United States.

LABEL: 1",0.65,0.05,0.57,0.09
"At the same time , a Neapolitan garrison would bribe it to the first man , who would betray him .","A Neapolitan garrison would betray the first man to bribe him.

LABEL: 1

SENTENCE 1:
A Ne","The Neapolitan garrison would betray the first man to bribe him.

LABEL: 1

SENTENCE 1:
At the",0.46,0.46,0.39,0.34
The new regime also spoke of an alliance with the fascist regime in Germany .,"The Fascist regime also spoke of creating an alliance with the new regime in Germany.

LABEL: 1

SENTENCE 3:
The","The Fascist regime also spoke of creating an alliance with the new regime in Germany.

LABEL: 1

SENTENCE 1:
The",0.71,0.71,0.27,0.3
"The competition started under JLT Sport as a sponsor , which was continued last year .","The competition started under JLT Sport as a sponsor, which continued last year.

LABEL: 2

SENTENCE 3:
The competition","The competition started under JLT Sport as a sponsor, which continued last year.

LABEL: 2

SENTENCE 1:
The competition",0.79,0.79,0.56,0.58
"The company has branches in Tokyo , based in the Saitama prefecture .","The company has branches in Saitama Prefecture based in Tokyo.

LABEL: 1

SENTENCE 3:
The company has branches","The company has branches in Saitama Prefecture based in Tokyo.

LABEL: 1

SENTENCE 3:
The company has branches",0.55,0.55,0.51,0.51
The SAARC Secretariat was established in Kathmandu on 16 January 1987 and was inaugurated by Late King Birendra Bir Bikram Shah of Nepal .,"The SAARC secretariat was inaugurated on 16 January 1987 in Kathmandu, and was set up by the late King Birendra Bir Bik","The SAARC secretariat was inaugurated on 16 January 1987 in Kathmandu, and was set up by the late King Birendra Bir Bik",0.67,0.67,0.7,0.7
The station opened as Weardale Railway in 1845 by the Bishop Auckland and Junction .,"The station was opened in 1845 as junction by Bishop Auckland and Weardale Railway.

LABEL: 1

SENTENCE 3:
","The station was opened in 1845 as junction by Bishop Auckland and Weardale Railway.

LABEL: 1

SENTENCE 1:
",0.56,0.56,0.49,0.5
The Bistra Mare River is a tributary of the Frasin River in Romania .,"The Frasin River is a tributary of the River Bistra Mare in Romania.

LABEL: 1

SENTENCE 3","The Frasin River is a tributary of the River Bistra Mare in Romania.

LABEL: 1

SENTENCE 1",0.67,0.67,0.41,0.49
"The Baldwins lived in Washington , D.C. Robert Baldwin died in 1977 , and Helen Baldwin died from the disease of Lou Gehrig on March 14 , 1998 .","The Baldwins lived in Washington, D.C. Helen Baldwin died in 1977 and Robert Baldwin died March 14, 1998, from Lou Gehrig '","The Baldwins lived in Washington, D.C. Helen Baldwin died in 1977 and Robert Baldwin died March 14, 1998, from Lou Gehrig '",0.71,0.71,0.72,0.72
It is also the name of a station on the suburban line of the Mumbai Central Railway .,"It is also the name of a railway station on the Central line of the Mumbai suburban railway.

LABEL: 1

SENTENCE 3:","The station is named after the paws of a tiger.

LABEL: 1

SENTENCE 1:
It is also the name of",0.77,0.32,0.59,0.29
There are quite a number of festivals and traditions in Catalonia ( Spain ) .,"In Spain ( Catalonia ) there are a number of festivals and traditions.

LABEL: 2

SENTENCE 3:
In Spain (","In Spain ( Catalonia ) there are a number of festivals and traditions.

LABEL: 2

SENTENCE 1:
In Spain (",0.69,0.69,0.4,0.4
"Lake Revelstoke Reservoir is a Provincial Park in British Columbia , Canada , on the Martha Creek Provincial Park north of the city of Revelstoke .","Martha Creek Provincial Park is a provincial park in British Columbia, Canada, located on the Lake Revelstoke Reservoir north of the city of Revel","The park is located on the Lake Revelstoke Reservoir north of the city of Revelstoke.

LABEL: 1

SENT",0.64,0.44,0.69,0.34
The story of Ross Ross was printed as a special supplement to `` Wizard Alex Ross Specials '' in 1999 .,"Ross'story was printed in 1999 as a special supplement to `` Wizard's `` Alex Ross Special ''.

LABEL: 2

SENT","Ross'story was printed in 1999 as a special supplement to `` Wizard's `` Alex Ross Special ''.

LABEL: 2

SENT",0.59,0.59,0.52,0.52
"In 1725 Antequera fled and returned to Charcas , while the order was seemingly restored in the province .","In 1725 Antequera resigned and fled to Charcas, while in the province the order was apparently restored.

LABEL: 1
","In 1725 Antequera resigned and fled to Charcas, while in the province the order was apparently restored.

LABEL: 1
",0.61,0.61,0.62,0.62
"Lake Maloya is the largest lake of three in Sugarite Canyon State Park on the New Mexico-Colorado State border , northeast of Raton , New Mexico .","Lake Maloya is the largest lake of three in the Sugarite Canyon State Park on the New Mexico - Colorado State Border, northeast of Raton, New","The lake is located in the Sugarite Canyon State Park, which is located in the Raton Basin, in the Raton Mountains, in the Raton Basin",0.96,0.36,0.8,0.41
Chapman attended art school in Lancashire and then worked as an art and photography teacher in Leeds .,"He was a member of the Royal Society of Painter-Etchers and Engravers.

LABEL: 2

SENTENCE 3:","He was a teacher at the Leeds College of Art and then worked as an art and photography teacher in Leeds.

LABEL: 2

SENT",0.06,0.59,0.02,0.46
"Andrei Pavel and Alexander Waske won against Alexander Peya and Björn Phau in the Final 6 : 4 , 6 : 2 .","The final was played in the Olympic Arena in Turin, Italy.

SENTENCE 3:
The final was played on the same day as the","The German pair of Alexander Peya and Björn Phau won the men's doubles title at the Australian Open on Sunday, defeating the Russian pair of",0.14,0.3,0.17,0.26
The first edition of the tournament won with Alejandro Falla and Eduardo Struvay and defeated Flavio Cipolla and Paolo Lorenzi in the final .,The first edition of the tournament was won by Flavio Cipolla and Paolo Lorenzi and the final was won by Alejandro Falla and,"The tournament was held in the city of Buenos Aires, Argentina.

LABEL: 1

SENTENCE 1:
The tournament was held in",0.61,0.23,0.61,0.19
"`` Housemeeting '' , a book by Lano and Woodley , was published by Penguin Books in 1996 , with illustrations by Woodley and a foreword by Andrew Denton .","`` Housemeeting '', a book by Lano and Woodley, was published in 1996 by Penguin Books, with illustrations by Andrew Denton and a pre","`` The book is about a group of people who meet to discuss the future of the world. ''

LABEL: 1

SENTENCE 1",0.74,0.09,0.71,0.12
Lydia Yeamans was born during a trip from Sydney to Melbourne off the coast of South Australia .,"Lydia Yeamans was born during a trip from Melbourne to Sydney off the coast of South Australia.

LABEL: 1

SENTENCE","She was born in a small town called Port Lincoln in South Australia.

LABEL: 1

SENTENCE 3:
She was born in",0.81,0.26,0.57,0.24
There is insufficient evidence to support the use of advanced fish oil for the management of cachexia associated with oral cancer .,"The use of advanced fish oil for the treatment of cachexia associated with oral cancer is not supported by the evidence.

LABEL: 2

S","The use of advanced fish oil for the treatment of cachexia associated with oral cancer is not supported by the evidence.

LABEL: 0

S",0.62,0.62,0.59,0.63
"The 1895 , as well as the later model in 1899 and the early model 99 , used a turning magazine to hold the cartridges .","The 1895, as well as the later Model 1899 and early Model 99, used a rotary magazine to hold the cartridges.

LABEL: 2

","The Model 99 was the first machine gun to use a rotating magazine to hold the cartridges.

LABEL: 2

SENTENCE 1:
",0.87,0.41,0.67,0.25
"A strategy for Eloise implies '' uniform `` if always Formula 114 , Formula 130 , if Abelard is Formula 116 Formula 130 .","A strategy for Eloise is `` uniform '' if, whenever formula _ 114, formula _ 130 ; for Abelard, if formula _ 116 implies formula _ 130","A strategy for Eloise is `` uniform '' if, whenever formula _ 114, formula _ 130 ; for Abelard, if formula _ 116 implies formula _ 130",0.77,0.77,0.65,0.65
"Later , Francis Dickens was the subject of a comic - novel by the humorist Eric Nicol , `` Dickens of the Mounted '' ( 1989 ) .","Dickens later was the subject of a comic novel by humorist Eric Nicol, `` Dickens of the Mounted '' ( 1989 ).

LABEL","The horse was a gift from the King of England to the Duke of Wellington.

LABEL: 2

SENTENCE 1:
The horse",0.87,0.29,0.6,0.16
He is also the brother of the novelist Ralph Connor and the grandson of the writer Alison Gordon .,"He is also the brother of the author Alison Gordon and grandson of the writer Ralph Connor.

LABEL: 1

SENTENCE 3:","He is also the brother of the author Alison Gordon and grandson of the writer Ralph Connor.

LABEL: 1

SENTENCE 1:",0.62,0.62,0.52,0.56
"Participants are Argentina , Cuba , Ecuador , Guatemala , Mexico , Nicaragua , Paraguay , Peru & amp ; Portugal .","The participants are Argentina, Cuba, Mexico, Nicaragua, Guatemala, Ecuador, Paraguay, Peru and Portugal.

LABEL: 2
","The following is a list of the countries that participated in the paws dataset.

1. Argentina
2. Cuba
3. Mexico
4.",0.67,0.18,0.7,0.29
"Oenopota laticostulata is a species of navy - sea snail , a small gastropod mollusk in the Mangeliidae family .","Oenopota laticostulata is a species of small sea snail, a marine gastropod mollusk in the family Mangeliidae.","Oenopota laticostulata is a species of small sea snail, a marine gastropod mollusk in the family Mangeliidae.",0.82,0.82,0.8,0.8
"In 1885 , the first bicycle ( Safety Cycle ) was built in Queensland by Reginald Blunt of Brisbane and proudly raced on by Bulimba cyclist Peter Dowd .",The second bicycle ( safety cycle ) was built in 1885 by Reginald Blunt from Brisbane in Queensland and proudly carried on by Bulimba - cyclist,The first bicycle ( safety cycle ) was built in 1885 by Reginald Blunt from Brisbane in Queensland and proudly carried on by Bulimba - cyclist,0.71,0.75,0.6,0.63
"The 2013 BBC programme `` Ripper Street '' , Colonel Madoc Faulkner ( Iain Glen ) refers to a variant of Utterance 325","The BBC - Ripper Street program `` 2013, Colonel Madoc Faulkner ( Iain Glen ) refers to a variant of Utterance 325

","The BBC - Ripper Street program `` 2013, Colonel Madoc Faulkner ( Iain Glen ) refers to a variant of Utterance 325

",0.89,0.89,0.83,0.83
"Warwick Brown ( born December 24 , 1949 in Australia ) is a former racing driver in Sydney .","Warwick Brown ( born December 24, 1949 in Sydney ) is a former racing driver from Australia.

LABEL: 1

SENTENCE 3","Warwick Brown ( born December 24, 1949 in Sydney ) is a former racing driver from Australia.

LABEL: 1

SENTENCE 1",0.71,0.71,0.53,0.59
"In Taiwan , Nieh became the liberal intellectual editor and a member of the editorial board of `` Free China '' , a literary magazine .","In Taiwan, Nieh became the literary editor and member of the editorial board of `` Free China '', a liberal intellectual magazine.

LABEL:","In Taiwan, Nieh became the literary editor and member of the editorial board of `` Free China '', a liberal intellectual magazine.

LABEL:",0.81,0.81,0.71,0.71
Radley had further opportunities to expand his skills by being abroad at the Peninsula Hotel in Bangkok and the Mandarin Oriental in Hong Kong in 1991 .,"Radley had further opportunities to expand his skills, spending time abroad in 1991 at the Peninsula Hotel in Hong Kong and the Mandarin Oriental in Bangkok.

","He was also a member of the British team that won the gold medal in the men's team event at the 1992 Summer Olympics in Barcelona.

LABEL",0.73,0.15,0.82,0.03
They defeated the Seattle Seahawks in the Wild Card Round before losing to the Tampa Bay Buccaneers in the Divisional Round .,"The Tampa Bay Buccaneers are a professional American football team based in Tampa, Florida. The Buccaneers compete in the National Football League (N","The Tampa Bay Buccaneers are a professional American football team based in Tampa, Florida. The Buccaneers compete in the National Football League (N",0.27,0.27,0.25,0.25
"In 2000 she was elected the 117th President of the Modern Language Association , the third Canadian to hold this position , and the first Canadian woman .","In 2000, she was elected to the 117th president of the Modern Language Association, the third Canadian to hold this position, and the first Canadian woman.
","She was elected to the 117th president of the Modern Language Association, the third Canadian to hold this position, and the first Canadian woman.

LABEL",0.98,0.92,0.85,0.63
"The construction of the PRL began with the section Chatswood to Epping , which began in November 2002 .","The PRL is a major project of the Sydney Metro Rail project.

SENTENCE 3:
The PRL is a major project of the Sydney","The PRL is a railway line that runs from Chatswood to Epping in Sydney, Australia.

LABEL: 2

SENTENCE",0.25,0.34,0.36,0.23
"Another , very similar application of the bi-grid valve was as a self oscillating frequency mixer in early superhet receivers","The bi-grid valve was a valve that was used in early superhet receivers to provide a self-swinging frequency mixer.

LABEL: 2","The bi-grid valve was a valve that was used in early superhet receivers.

LABEL: 2

SENTENCE 1:
The",0.47,0.51,0.5,0.19
"Łebcz is a no longer operational PKP railway station in Poland ( Łebcz ) , Pomeranian Voivodeship .","Łebcz is a no longer operational PKP railway station in Łebcz ( Pomeranian Voivodship ), Poland.

","Łebcz

LABEL: 1

SENTENCE 1:
Łebcz is a no longer operational PKP railway station in",0.86,0.69,0.85,0.38
"In time , Elkton became the American `` new Gretna Green , '' although hundreds of people are still married in Las Vegas each year .","The American `` new Gretna Green ''

LABEL: 1

SENTENCE 1:
Over time, Elkton became the American","The first time I saw the movie was in the theater, and I was so excited that I could hardly contain myself.

LABEL: 1

",0.28,0.13,0.29,0.01
"In April , Gerry Sont began playing Brett Macklin , a love interest for Roo .","In April, Gerry Sont Brett began playing Macklin, a love interest in Roo.

LABEL: 1

SENTENCE 3","In April, Gerry Sont Brett began playing Macklin, a love interest in Roo.

LABEL: 1

SENTENCE 1",0.73,0.73,0.49,0.52
Lieutenant William M. Conner and lieutenant Josiah Ralston were the other company officers .,"The other company officers were First Lieutenant William M. Conner and Second Lieutenant Josiah Ralston.

LABEL: 2

SENTENCE","The other company officers were First Lieutenant William M. Conner and Second Lieutenant Josiah Ralston.

LABEL: 2

SENTENCE",0.52,0.52,0.53,0.53
It was first recorded by A. Kuschke in 1954 followed by Lorraine Copeland and J .,"It was first admitted in 1954 by A. Kuschke, followed by Lorraine Copeland and J.

LABEL: 2

S","The first sentence is a sentence from the test split of the paws dataset.
The second sentence is a sentence from the test split of the paws dataset",0.73,0.09,0.58,0.4
A new system Of CCE is also implemented in the school for a continuous and a comprehensive evaluation of students .,"The system of CCE is also implemented at school for a comprehensive and continuous evaluation of the students.

LABEL: 2

SENTENCE 3","The system of CCE is also implemented at school for a comprehensive and continuous evaluation of the students.

LABEL: 2

SENTENCE 1",0.62,0.62,0.51,0.52
The Potez X was a French colonial transport aircraft of the 1920s designed and built by Potez .,"The Potez X was a French 1920s general-purpose colonial transport aircraft designed and built by Potez.

LABEL: 2

","The Potez X was a French 1920s general-purpose colonial transport aircraft designed and built by Potez.

LABEL: 2

",0.78,0.78,0.7,0.7
Felix Linnemann announced the end of the DFB under the reign of Adolf Hitler .,"The DFB was the German Football Association, which was founded in 1900.

LABEL: 1

SENTENCE 3:
The DFB","The DFB is the German football association.

LABEL: 1

SENTENCE 1:
The DFB is the German football association.",0.19,0.25,0.16,0.33
"It is based on a film that director Malanowski had collaborated with star Steve Sandkuhler , known as `` Night of Horror '' .","The film was released in the year of

LABEL: 2

SENTENCE 1:
It is based on a film that director Malan","The film is based on a story by writer and director Malanowski, who also directed the film.

LABEL: 2

SENTENCE",0.39,0.3,0.23,0.36
"The second fortress was built in stone in 1280 by Alexander , the son of Dmitry Alexandrovich .","The second fortress was built in stone by Alexander's son Dmitry Alexandrovich in 1280.

LABEL: 1

SENT","The second fortress was built in stone by Alexander's son Dmitry Alexandrovich in 1280.

LABEL: 1

SENT",0.71,0.71,0.58,0.58
"In Mississippi , MS 178 and US 78 are completely separate routes , unlike Alabama or Tennessee .","In Tennessee, MS 178 and US 78 are completely separate routes, unlike Alabama or Mississippi.

LABEL: 1

SENTENCE 3:
","In Tennessee, MS 178 and US 78 are completely separate routes, unlike Alabama or Mississippi.

LABEL: 1

SENTENCE 1:
",0.76,0.76,0.44,0.45
Arthur bought the wholesale business in April 1867 and the retail side in September 1867 .,"In April 1867 Arthur bought the wholesale business and in September 1867 the retail trade.

LABEL: 2

SENTENCE 3:
In April","In April 1867 Arthur bought the wholesale business and in September 1867 the retail trade.

LABEL: 2

SENTENCE 1:
In April",0.56,0.56,0.47,0.47
Katiti Kironde 's daughter Kironde was the first African-American covergirl of a women 's magazine .,"Kironde's daughter, Katiti Kironde, was the first African - American covergirl of a women's magazine.

LABEL","Kironde's daughter, Katiti Kironde, was the first African - American covergirl of a women's magazine.

LABEL",0.91,0.91,0.69,0.69
The clock mechanism was installed in 1695 and today 's works were replaced in 1792 .,"The clock mechanism was replaced in 1695 and today's works were installed in 1792.

LABEL: 1

SENTENCE 1:
","The clock mechanism was replaced in 1695 and today's works were installed in 1792.

LABEL: 1

SENTENCE 1:",0.76,0.76,0.58,0.58
"Holcomb 's three sons played college football : Chip at Northwestern University , Doug at Purdue University , and Bryan at Arizona State University and Florida State University .","Chip, Holcomb and Bryan played college football.

SENTENCE 3:
Chip played at Northwestern University, Holcomb played at Purdue University","Chip at the Northwestern University, Holcomb at Purdue University and Bryan at Arizona State University and Florida State University.

LABEL: 1

",0.5,0.74,0.53,0.4
Stefan Stefan would animate the `` Skumps '' sequence between Kings Hubert and John Lounsbery .,"The Skumps sequence was animated by John Lounsbery.

LABEL: 1

SENTENCE 1:
John Lounsbery","The Skumps sequence is a sequence of three animated characters.

LABEL: 1

SENTENCE 1:
The Skumps sequence is a",0.37,0.19,0.36,0.21
"A prominent star in the winter sky of the northern hemisphere , it is circumpolar to observers north of 44 ° N .","The star is the North Star, or Polaris, and is the brightest star in the sky.

LABEL: 2

SENTENCE 3","The star is the brightest star in the constellation of Ursa Major, and is the second brightest star in the sky after Sirius.

LABEL",0.2,0.23,0.15,0.14
"The Meads of Asphodel are a British black metal band with pronounced medieval , Eastern , Punk , and Progressive Metal influences from Hertfordshire in the United Kingdom .","The Meads of Asphodel is a British black metal band with pronounced medieval influences, eastern, punk and progressive metal from Hertfordshire in the United Kingdom","The Meads of Asphodel is a British black metal band with pronounced medieval influences, eastern, punk and progressive metal from Hertfordshire in the United Kingdom",0.92,0.92,0.85,0.85
"Java calls these types primitive types , while in C # `` they are called simple types '' .","Java calls these types primitive types, while they are called `` simple types '' in C #.

LABEL: 2

SENTENCE 1:","The Java language has a number of primitive types, which are called `` simple types '' in C #.

LABEL: 2

SENTENCE",0.75,0.42,0.6,0.48
Bhagat Beni also said that the guru Arjan Dev has only obtained enlightenment through the Holy Word .,"Guru Arjan Dev has also said that Bhagat Beni attained enlightenment only through the Holy Word.

LABEL: 1

SENT","The Holy Word is the only way to attain enlightenment.

LABEL: 1

SENTENCE 1:
Guru Arjan Dev has also",0.5,0.28,0.57,0.46
"Nelliyadi is a city in the Puttur Taluk district of Dakshina Kannada , Karnataka , which has a population of 13,640 .","Nelliyadi is a city in Dakshina Kannada taluk of Puttur district, Karnataka. It has the population of 13,","Nelliyadi is a city in Dakshina Kannada taluk of Puttur district, Karnataka. It has the population of 13,",0.63,0.63,0.77,0.77
"Teliana Santos Pereira ( born July 20 , 1988 in Águas Belas ) is a Brazilian professional player .","She is the first Brazilian woman to win a Grand Slam singles title.

LABEL: 2

SENTENCE 3:
She is the","

SENTENCE 2 MUST EXACTLY match the instance in the dataset.

SENTENCE 2 MUST NOT contain any of the following words:",0.11,0.06,0.09,0.16
"Later , it was moved to the top of King Street via Gloucester Street .","The

SENTENCE 2:
It was later moved across Gloucester Street to the top of King Street.

LABEL: 2

","The dog was later moved across Gloucester Street to the top of King Street.

LABEL: 2

SENTENCE 1:
It was",0.58,0.48,0.52,0.29
"Rededi , Rededia , Kassogians , or Ridada ( died in 1022 ) were a legendary leader of the Rededya , a Circassian tribe from the North Caucasus .","The Rededya were a Circassian tribe from the North Caucasus.

LABEL: 2

SENTENCE 1:
The Red","The Rededya were a Circassian tribe from the North Caucasus.

LABEL: 2

SENTENCE 1:
The Red",0.47,0.47,0.27,0.27
The mine Río Blanco is a large copper mine in the north of Peru in the region Loreto .,"The Río Blanco mine is a large copper mine located in the north of Peru in Loreto Region.

LABEL: 2

S","The Río Blanco mine is a large copper mine located in the north of Peru in Loreto Region.

LABEL: 2

S",0.78,0.78,0.59,0.59
"He is a fan of his hometown , Philadelphia Eagles , while his twin brother is a fan of the rivals Dallas Cowboys .","He is a fan of his home city, Dallas Cowboys, while his twin brother is a fan of the rival Philadelphia Eagles.

LABEL: 1
","He is a fan of his home city, Dallas Cowboys, while his twin brother is a fan of the rival Philadelphia Eagles.

LABEL: 1
",0.67,0.67,0.69,0.69
"No farthings were produced during the brief reigns of Henry VI and Edward IV , or during the second reign of Edward V .","During the short rule of Henry VI and Edward IV, or during the second reign of Edward V, no farthings were produced.

LABEL: 2","The king's subjects were not allowed to produce farthings during the reign of Edward IV.

LABEL: 2

SENTENCE 1:
",0.7,0.29,0.56,0.25
"The girl refused and the wolf asked her if she could share her meal with him , she said the food that was answered for her mother .","The girl refused and the wolf asked her if she could share her meal with him, she was telling the food answered for her mother.

LABEL:","The girl refused and the wolf asked her if she could share her meal with him, she was telling the food answered for her mother.

LABEL:",0.88,0.88,0.63,0.63
Raubenheimer has remained a car enthusiast and is considered the `` father of Mini Marcos in South Africa .,"Raubenheimer is considered a car enthusiast and has remained in South Africa the `` father of Mini Marcos.

LABEL: 1

S","The car enthusiast, who is also a car dealer, has been in the spotlight for his love of cars and his passion for the sport.

LAB",0.54,0.23,0.59,0.32
"Thanks to the efforts of Pienaar and RSG with this program , Amore Bekker received great support in the Afrikaans community .","The program was a great success.

LABEL: 2

SENTENCE 3:
The program was a great success.

LABEL","The program was a great success and was well received by the Afrikaans community.

LABEL: 2

SENTENCE 1:
The",0.22,0.31,0.39,0.15
The brothels gradually moved to Possession Street and withdrew to Shek Tong Tsui in 1903 .,"The brothels gradually moved to Possession Street and relocated to Shek Tong Tsui in 1903.

LABEL: 2

SENT","The brothels gradually moved to Possession Street and relocated to Shek Tong Tsui in 1903.

LABEL: 2

SENT",0.85,0.85,0.56,0.56
"In 1990 , Elba KQTV , together with WRBL in Columbus , Georgia and WTWO in Terre Haute , Indiana , sold TCS for US $ 58 million .","In 1990, Elba sold KQTV along with WRBL in Columbus, Georgia and WTWO in Terre Haute, Indiana to TCS for $","In 1990, Elba sold KQTV along with WRBL in Columbus, Georgia and WTWO in Terre Haute, Indiana to TCS for $",0.81,0.81,0.6,0.6
"This was a series of nested polar scales , so that measurements in azimuth and elevation could be made directly in angular coordinates , relative to the ecliptic .","The polar scales were used to measure the positions of the planets in the sky.

LABEL: 2

SENTENCE 3:
The polar","The polar scales were used to measure the position of the sun and moon in the sky.

LABEL: 2

SENTENCE 1:
",0.17,0.21,0.2,0.17
All five events started the first day and concluded with the final on the last day .,"All five events started on the last day and concluded with the final on the first day.

LABEL: 1

SENTENCE 3:
","The five events started on the last day and concluded with the final on the first day.

LABEL: 1

SENTENCE 1:
",0.76,0.7,0.53,0.52
Berlin is located next to Neuenhagen bei Berlin in eastern Germany .,"Neuenhagen is located in eastern Germany.

LABEL: 1

SENTENCE 3:
Neuenhagen is located in eastern","The city of Neuenhagen is located in eastern Germany next to Berlin.

LABEL: 1

SENTENCE 1:
Neuenh",0.38,0.36,0.3,0.31
The Grand Grand Lake is connected to the short Shadow Mountain Lake by a natural channel .,"The lake is a popular destination for boating, fishing, and swimming.

LABEL: 1

SENTENCE 3:
The lake is","The lake is a popular destination for fishing, boating, and swimming.

LABEL: 1

SENTENCE 1:
The lake is",0.29,0.29,0.15,0.16
"Stoutenburg is a German settlement in Calaveras County , California , along the Coyote Creek near Murphys . The California Gold Rush settlement was named for a former miner .","Stoutenburg is a German settlement in Calaveras County, California, along Coyote Creek near Murphys. The California Gold Rush settlement was named for a","The California Gold Rush settlement was named for a former miner.

LABEL: 2

SENTENCE 1:
Stoutenburg is a",0.94,0.5,0.65,0.26
"Kurt Treu ( 15 September 1928 in Karja , Saare County , Estonia -- June 6 , 1991 in Vienna , Austria ) was a German classical philologist .","He was a German philologist and a member of the German Academy of Sciences Leopoldina.

LABEL: 1

SENTENCE 3:","He was a German philologist and a professor of classical philology at the University of Tartu.

LABEL: 1

SENTENCE",0.2,0.2,0.08,0.15
"17.1 % were German , 12.4 % Finnish , 10.5 % Norwegian , 9.4 % Italian , 6.4 % Swedish and 5.9 % of Irish extraction .","The following table shows the percentage of the population of the United States in each of the five largest ethnic groups.

Ethnic Group

Percentage of","The German-speaking population of Switzerland is the largest in Europe.

LABEL: 1

SENTENCE 1:
The Swiss are a nation",0.04,0.1,0.26,0.22
Newfields was incorporated in 1849 and was part of Exeter until 1727 when it became part of Newmarket .,"Incorporated in 1849, Newfields was part of Exeter until 1727, when it became part of Newmarket.

LABEL: 2","The Newfields area is a residential area in the north of Exeter, Devon, England. It is located on the north side of the River Exe,",0.83,0.28,0.62,0.33
"Belhanhumei is a city in the central region of Somalia , Hiran .","Belhanhumei is a town in the central Hiran region of Somalia.

LABEL: 1

SENTENCE 3:
Bel","The town of Belhanhumei is located in the central Hiran region of Somalia.

LABEL: 1

SENTENCE 1:",0.67,0.57,0.4,0.4
"They were replaced by Martin Foyle , but he disappeared after only one month , and Paul Simpson took over until the end of the season .","The team was relegated to the Third Division.

LABEL: 2

SENTENCE 3:
The team was relegated to the Third Division.","The team was relegated to the Third Division in the following season, and the club was wound up in the summer of.

LABEL: 2

",0.09,0.12,0.34,0.07
He would then argue that the indispensable question would finally become :,"What is the indispensable question?

LABEL: 2

SENTENCE 1:
He would then argue that the indispensable question would finally be :","

LABEL: 2

SENTENCE 1:
He would then argue that the indispensable question would finally be :

LABEL: 1",0.65,0.71,0.62,0.68
There are simple pilasters on the second and third pillars and double pilasters on the other columns .,"The pilasters are simple and double.

LABEL: 2

SENTENCE 3:
The pilasters are simple and double.

","The pilasters are of the same height as the columns.

LABEL: 2

SENTENCE 1:
The pilasters are of the",0.3,0.22,0.51,0.28
"On a scale of 0 ( very clean ) to 10 ( highly corrupt ) , the Corruption Perceptions Index marked Zimbabwe 2.0 .","On a scale of 0 ( very clean ) to 10 ( highly corrupt ) marked the Zimbabwe 2.0 corruption perception index.

LABEL: 2
",The Zimbabwe 2.0 corruption perception index is a measure of the perceived level of corruption in the country. It is based on a survey of the public and is,0.75,0.16,0.69,0.44
He is also the brother of the writer Ralph Connor and grandson of the novelist Alison Gordon .,"He is also the brother of the author Alison Gordon and the grandson of writer Ralph Connor.

LABEL: 1

SENTENCE 3:","He is also the brother of the author Alison Gordon and the grandson of writer Ralph Connor.

LABEL: 1

SENTENCE 1:",0.53,0.53,0.52,0.54
"Kastner was born in a Jewish family in Harlem , his father died when he was young , and he was raised by his mother in New York City .","Kastner was born in a Jewish family in New York City, his father died when he was young, and he was educated by his mother in Harlem","He was born in a Jewish family in New York City, his father died when he was young, and he was educated by his mother in Harlem.
",0.81,0.78,0.81,0.77
"You are now owned by Booth Newspapers , a division of Advance Publications .","The Booth Newspapers a division of Advance Publications

LABEL: 2

SENTENCE 3:
The Booth Newspapers a division of Advance Publications","The New York Times

LABEL: 2

SENTENCE 1:
The New York Times

LABEL: 1

SENT",0.44,0.0,0.47,0.3
He is also the brother of the writer Ralph Connor and grandson of the novelist Alison Gordon .,"He is also the brother of the author Alison Gordon and grandson of the writer Ralph Connor.

LABEL: 1

SENTENCE 3:","He is also the brother of the author Alison Gordon and grandson of the writer Ralph Connor.

LABEL: 1

SENTENCE 1:",0.58,0.58,0.54,0.57
The bridge has a main margin of 1050 feet ( 320 meters ) and a total span of .,"The bridge has a main span of 1050 feet ( 320 meters ) and a total span of.

LABEL: 2

SENTENCE 3","The bridge has a main span of 1050 feet ( 320 meters ) and a total span of.

LABEL: 2

SENTENCE 1",0.83,0.83,0.55,0.57
The school belongs to the Jefferson District of the VHSL ( Virginia High School League ) Region II .,"The school belongs to the Jefferson District of Region II of the Virginia High School League ( VHSL ).

LABEL: 2

SENT","The Jefferson District of Region II of the Virginia High School League ( VHSL ) is a high school athletic conference in the state of Virginia.

LAB",0.72,0.44,0.58,0.47
"In 1986 , he launched the European Single Act for Luxembourg , which has signed the European internal market .","In 1986, he signed the European Single European Act for Luxembourg, which launched the European internal market.

LABEL: 1

SENTENCE","The European Single European Act for Luxembourg, which launched the European internal market, was signed in 1986.

LABEL: 1

SENTENCE",0.76,0.59,0.52,0.44
"An edited version of the song was published in 1969 as a single at the Atlantic label by Cher , produced by Jerry Wexler .","The song was a hit in the United States and the United Kingdom, reaching number one in both countries.

LABEL: 1

SENTENCE","The song was written by Jerry Wexler and Jerry Leiber, and was recorded by The Coasters.

LABEL: 1

SENT",0.27,0.29,0.16,0.3
