completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
Hydrocarbons are made of one carbon and four hydrogen atoms.,The homologous series of hydrocarbons is a series of hydrocarbons in which each successive member has one more carbon and two more hydrogen atoms in its molecule than the preceding member.,The homologous series of hydrocarbons is a series of organic compounds in which each successive member has one more carbon and two more hydrogen atoms in its molecule than the preceding member,0.34,0.33,0.51,0.51
Nematodes can be a parasite of both.,"Predaceous and omnivore nematode populations were low in both farming systems, and plant-parasitic nematode species reflected the crop sequences in rotations used","The nematode species found in the soil of the two farming systems were:

Predaceous and omnivore nematode populations were low in both farming systems",0.07,0.13,0.31,0.39
Nematodes can be a parasite of both.,"Phasmidia), both of which contain important insect-parasitic nematodes.

LABEL: neutral

SENTENCE 3:
Ph","Phasmidia), both of which contain important insect-parasitic nematodes.

LABEL: neutral

SENTENCE 1:
Ph",0.1,0.1,0.21,0.21
The gallbladder is near the right lobe of the liver.,"Examine the different lobes of the liver.

LABEL: neutral

SENTENCE 3:
Examine the different lobes of the liver.","The liver is a large organ in the abdomen.

LABEL: positive

SENTENCE 1:
Examine the different lobes of the liver",0.36,0.4,0.47,0.27
The development of the respiratory system in the fetus begins at about 4 weeks.,"The liver first appears in a developing fetus as early as the third week of pregnancy, although liver function probably does not begin until the sixth to tenth week of pregnancy","The liver first appears in a developing fetus as early as the third week of pregnancy, although liver function probably does not begin until the sixth to tenth week of pregnancy",0.13,0.13,0.44,0.44
The eighth planet from our sun is neptune.,"Neptune is the eighth planet from the sun and the fourth largest (by diameter).

SENTENCE 2 is a logical consequence of SENTENCE","Neptune is the eighth planet from the sun and the fourth largest (by diameter).

LABEL: does not entail

SENTENCE 1",0.4,0.36,0.41,0.3
A person affected by an autosomal dominant disorder has one mutated allele.,"The disorder exhibits autosomal dominant inheritance, requiring only one mutant allele (gene).

LABEL: entails

SENTENCE 3:
The disorder exhibits","The disorder exhibits autosomal dominant inheritance, requiring only one mutant allele (gene).

LABEL: entails

SENTENCE 1:
The disorder exhibits",0.26,0.26,0.29,0.3
Vertebrata are characterized by the presence of backbone.,"The descendants have backbones built from concave vertebrae the shape of hockey pucks.

LABEL: neutral

SENTENCE 3:
The","The descendants have backbones built from concave vertebrae the shape of hockey pucks.

LABEL: neutral

SENTENCE 1:
The",0.15,0.15,0.21,0.22
"A sealed, vacuum-insulated reaction flask approximates the condition of a isolated system, in which neither matter nor heat can be exchanged between system and surroundings.","Heat does flow from the hot plate, through the flask, to the system, so there is an exchange of energy.

LABEL: neutral

","The system is a closed system.

LABEL: neutral

SENTENCE 1:
Heat does flow from the hot plate, through the flask",0.12,0.17,0.21,0.26
Gabbro is a dark dense rock that can be found in the oceanic crust.,"Plagioclase is concentrated in igneous rocks from the oceanic crust.

LABEL: neutral

SENTENCE 3:
Plagi","Plagioclase is concentrated in igneous rocks from the oceanic crust.

LABEL: neutral

SENTENCE 1:
Plagi",0.34,0.34,0.29,0.28
Beneficial fungi play a crucial role in balance of ecosystems.,"Mollusks are a diverse group of animals, and play crucial roles in various ecosystems.

LABEL: neutral

SENTENCE 3:","Mollusks are a diverse group of animals, and play crucial roles in various ecosystems.

LABEL: neutral

SENTENCE 1:",0.29,0.29,0.28,0.29
Reversible reactions are indicated by opposite-headed kinds of arrows.,"It displays a four-headed arrow indicating any of the arrow keys will size the window.

LABEL: neutral

SENTENCE 1:
","It displays a four-headed arrow indicating any of the arrow keys will size the window.

LABEL: neutral

SENTENCE 1:
",0.13,0.13,0.26,0.26
Beneficial fungi play a crucial role in balance of ecosystems.,"The 2,300-acre estuary supports one of the most diverse ecosystems in the state, playing a crucial role as a link in the Pacific flyway.","The 2,300-acre estuary supports one of the most diverse ecosystems in the state, playing a crucial role as a link in the Pacific flyway.",0.22,0.22,0.36,0.36
"The term cardiac output, calculated by multiplying heart contractions by stroke volume, means the volume of blood pumped by the heart in one minute.","The heart rate is the number of beats per minute.

LABEL: neutral

SENTENCE 3:
The cardiac output is the volume of","The heart rate is the number of beats per minute.

LABEL: neutral

SENTENCE 1:
The heart rate is the number of",0.27,0.27,0.22,0.25
"In the body, chemical digestion mainly takes place in the small intestine.","The small intestine is a very important part of the digestive system as being the site where most of the nutrient absorption takes place.

LABEL: entails
","The small intestine is a very important part of the digestive system as being the site where most of the nutrient absorption takes place.

LABEL: does not",0.16,0.15,0.32,0.15
Water contains 3 atoms.,"Each water molecule contains 3 atoms, 2 of hydrogen and 1 of oxygen.

LABEL: entails

SENTENCE 1:
Each water molecule","Each water molecule contains 3 atoms, 2 of hydrogen and 1 of oxygen.

LABEL: entails

SENTENCE 1:
Each water molecule",0.33,0.33,0.35,0.35
"The term cardiac output, calculated by multiplying heart contractions by stroke volume, means the volume of blood pumped by the heart in one minute.","Based upon your understanding of normal cardiac function, discuss how the following heart pathologies might affect pressures, blood flow, contractility, stroke volume, cardiac output, or","

SENTENCE 2:
Based upon your understanding of normal cardiac function, discuss how the following heart pathologies might affect pressures, blood flow, contractility",0.16,0.13,0.24,0.29
Mitosis actually occurs in four phases.,"The first phase of mitosis is called prophase.

SENTENCE 2:
The second phase of mitosis is called metaphase.
","The first phase of mitosis is the prophase.

LABEL: entails

SENTENCE 1:
The second phase of mitosis is",0.08,0.08,0.46,0.3
"In relation to electrical current, a narrow wire will have more resistance than a wide wire.","PVC is a widely accepted insulating material for building wires due to its better abrasive and chemical resistance, weatherproof, electrical and fire retardant properties.
","PVC is a widely accepted insulating material for building wires due to its better abrasive and chemical resistance, weatherproof, electrical and fire retardant properties.
",0.1,0.1,0.33,0.33
The water cycle ends with it repeats itself.,"The cycle was repeated.

LABEL: neutral

SENTENCE 3:
The cycle was repeated.

LABEL: neutral

","The cycle was repeated.

LABEL: neutral

SENTENCE 1:
The cycle was repeated.

LABEL: neutral

",0.18,0.18,0.56,0.55
"A sealed, vacuum-insulated reaction flask approximates the condition of a isolated system, in which neither matter nor heat can be exchanged between system and surroundings.","The following is a list of the most common types of heating and air conditioning systems.

1.

2.

3.

4","Heating and air conditioning systems, insulation, vents and ductwork;

LABEL: neutral

SENTENCE 3:
Heating and",0.17,0.05,0.2,0.1
You can expect stormy if a center of low pressure is moving your way.,"A falling barometer indicates the arrival of a low pressure air system, which often means stormy weather.

LABEL: entails

SENTENCE","A falling barometer indicates the arrival of a low pressure air system, which often means stormy weather.

LABEL: does not entail

S",0.24,0.22,0.23,0.28
Lyme disease is caused by bacteria.,"The protein in their blood kills the bacterium that causes Lyme disease.

SENTENCE 2 is a logical consequence of SENTENCE 1.

","A protein in their blood kills the bacterium that causes Lyme disease.

LABEL: entails

SENTENCE 1:
A protein in their",0.22,0.15,0.38,0.2
Hydrocarbons are made of one carbon and four hydrogen atoms.,"The  simplest hydrocarbon is one atom of carbon linked to four atoms of hydrogen.

LABEL: entails

SENTENCE 3:
The","The  simplest hydrocarbon is one atom of carbon linked to four atoms of hydrogen.

LABEL: entails

SENTENCE 1:
The",0.28,0.28,0.11,0.13
"If a substance has a ph value greater than 7,that indicates that it is base.","The user specifies the substance (e.g., citric acid or ethylenediamine), the desired pH, ionic strength, and volume, and the program","ENCE:
The user specifies the substance (e.g., citric acid or ethylenediamine), the desired pH, ionic strength, and volume,",0.11,0.11,0.22,0.25
The pupil of the eye allows light to enter.,"The pupil allows the proper amount of light to enter the inside of the eye.

LABEL: entails

SENTENCE 3:
The pupil","The pupil allows the proper amount of light to enter the inside of the eye.

LABEL: does not entail

SENTENCE 3:
",0.4,0.4,0.3,0.32
Gases and liquids become solids at low temperatures.,"Such covalent substances are low-boiling-temperature liquids (such as ethanol), and low-melting-temperature solids (such as iodine and solid CO","The following is a list of the most common neutral compounds.

SENTENCE 1:
The following is a list of the most common neutral compounds.",0.13,0.0,0.32,0.65
Most of the energy used by living things comes either directly or indirectly from the sun.,"The Sun is the ultimate source of energy for most communities of living things.

LABEL: entails

SENTENCE 3:
The Sun is","The Sun is the ultimate source of energy for most communities of living things.

LABEL: does not entail

SENTENCE 1:
The",0.32,0.27,0.24,0.22
Invertebrates (and higher animals) can also be placed in one of two groups based on how they develop as embryos.,"The embryo is a small, developing human being.

LABEL: neutral

SENTENCE 3:
The embryo is a small, developing human","The most common method of in vitro fertilization (IVF) is the use of a single embryo.

LABEL: neutral

SENTENCE 3",0.0,0.1,0.36,0.14
The gallbladder is near the right lobe of the liver.,"The ventral surface of the liver is smooth and the right lobe is longer than the central lobe.

LABEL: neutral

SENTENCE 3:","The ventral surface of the liver is smooth and the right lobe is longer than the central lobe.

LABEL: neutral

SENTENCE 1:",0.37,0.37,0.18,0.19
Invertebrates (and higher animals) can also be placed in one of two groups based on how they develop as embryos.,"In the procedure, one or two cells can be removed from an IVF embryo at the 8- to 16-cell stage for biopsy, without affecting subsequent development","The procedure, one or two cells can be removed from an IVF embryo at the 8- to 16-cell stage for biopsy, without affecting subsequent development of",0.13,0.13,0.32,0.2
Invertebrates (and higher animals) can also be placed in one of two groups based on how they develop as embryos.,"human embryos

SENTENCE 3:
in animals

LABEL: negative

SENTENCE 4:
in humans

LABEL","placing human embryos in animals;

LABEL: neutral

SENTENCE 3:
placing human embryos in animals;

LABEL: neutral",0.12,0.11,0.23,0.51
The force of attraction between a positively charged metal ion and the valence electrons it shares with other ions of the metal is called a(n) metallic bond.,"The electron flow from the mouth to the nose is neutral.

LABEL: positive

SENTENCE 3:
The electron flow from the mouth","The electron flow from the mouth to the nose moves with it positively charged metallic ions.

LABEL: neutral

SENTENCE 1:
An",0.16,0.16,0.27,0.24
Mitosis actually occurs in four phases.,"The cell cycle is a series of events that occur in a cell as it divides. The cell cycle is divided into four phases: G1, Synthesis, G","The cell cycle is a series of events that occur in a cell as it divides.

LABEL: neutral

SENTENCE 1:
The",0.18,0.07,0.38,0.06
The eighth planet from our sun is neptune.,"Pluto's orbit was so erratic, however, that at times it was closer to the sun than the eighth planet, Neptune.

LAB","Pluto's orbit was so erratic, however, that at times it was closer to the sun than the eighth planet, Neptune.

LAB",0.27,0.27,0.33,0.33
"During the first year after birth, a baby called a(n) infant.","I'd read reams of literature on infant care long before my baby's birth, so I never doubted he'd nurse for his first year.

LAB","I was a member of the midlife mothers' cult.

LABEL: neutral

SENTENCE 1:
I was a member of the",0.1,0.13,0.25,0.21
Diabetes is unpreventable in the type one form but may be prevented by diet if it is of the second type.,"The Italian researchers recommend further study of diet during pregnancy and early infancy to help determine how diet may interact with inherited tendencies in type 1 diabetes, and to look at","The Italian researchers recommend further study of diet during pregnancy and early infancy to help determine how diet may interact with inherited tendencies in type 1 diabetes, and to look at",0.12,0.12,0.15,0.15
"In relation to electrical current, a narrow wire will have more resistance than a wide wire.","It is widely used in Electrical Wires and cables.

LABEL: positive

SENTENCE 3:
It is widely used in Electrical W","The electrical resistance of a conductor is a measure of the degree to which it resists the flow of electric current.

LABEL: positive

S",0.11,0.15,0.34,0.26
"The bird ancestor that lived in trees developed wings, which is commonly associated with birds.","It is drawn by horses, more commonly by birds or winged steeds;

LABEL: neutral

SENTENCE 3:
It is","It is drawn by horses, more commonly by birds or winged steeds;

LABEL: neutral

SENTENCE 1:
It is",0.18,0.18,0.22,0.23
Mushrooms get their energy from decomposing dead organisms.,"Saprotrophs are decomposers and liberate energy for their own use by breaking down complex organic matter from the dead bodies of other organisms.
","SAPROTROPH:
Saprotrophs are decomposers and liberate energy for their own use by breaking down complex organic matter",0.26,0.08,0.45,0.44
All of the petals together are called a corolla.,"Corolla with 5 petals or lobes.

LABEL: neutral

SENTENCE 3:
Corolla with 5 petals or lobes.","Corolla with 5 petals or lobes.

LABEL: neutral

SENTENCE 1:
Corolla with 5 petals or lobes.",0.16,0.16,0.55,0.56
"In relation to electrical current, a narrow wire will have more resistance than a wide wire.","All electrical components and wires have resistance but the larger the wire, the lower its resistance.

LABEL: entails

SENTENCE 1:
","The larger the wire, the lower its resistance.

LABEL: does not entail

SENTENCE 1:
All electrical components and wires have",0.22,0.11,0.2,0.19
All types of cells are enclosed by a membrane.,prokaryotic cell (pro-KAR-ee-OT-ik) A type of cell lacking a membrane-enclosed nucleus and membrane-en,prokaryotic cell (pro-KAR-ee-OT-ik) A type of cell lacking a membrane-enclosed nucleus and membrane-en,0.21,0.21,0.34,0.34
The turning driveshaft causes the wheels of the car to turn.,"It even hurts to turn the steering wheel on my car.

LABEL: negative

SENTENCE 3:
It even hurts to turn the","It even hurts to turn the steering wheel on my car.

LABEL: neutral

SENTENCE 1:
It even hurts to turn the",0.25,0.25,0.32,0.31
Plasma matter makes up most of the universe.,"But plasmas are actually the dominant form of matter in the universe.

LABEL: entails

SENTENCE 1:
But plasmas are","But plasmas are actually the dominant form of matter in the universe.

LABEL: entails

SENTENCE 1:
But plasmas are",0.22,0.22,0.25,0.25
"Bones, cartilage, and ligaments make up the skeletal system.","The skeletal system consists of bones and their associated connective tissues-- tendons, ligaments, and cartilage.

SENTENCE 2 is a logical consequence of","The skeletal system consists of bones and their associated connective tissues-- tendons, ligaments, and cartilage..

LABEL: does not entail

S",0.19,0.21,0.3,0.36
The element hydrogen is the most abundant in the universe.,"Helium is the second most abundant element in the known universe, after hydrogen.

LABEL: entails

SENTENCE 1:
Helium","Helium is the second most abundant element in the known universe, after hydrogen.

LABEL: entails

SENTENCE 1:
Helium",0.5,0.5,0.38,0.38
"A sealed, vacuum-insulated reaction flask approximates the condition of a isolated system, in which neither matter nor heat can be exchanged between system and surroundings.","The second law of thermodynamics states that the entropy of a system never decreases.

LABEL: neutral

SENTENCE 3:
The second","The second law of thermodynamics states that the entropy of a closed system never decreases.

LABEL: neutral

SENTENCE 1:
Whenever",0.17,0.17,0.08,0.1
A bee will sometimes do a dance to tell other bees in the hive where to find food.,"The round dance and the waggle dance are the two main dances that honey bees use to communicate with each other.

The round dance is a dance","The round dance is a dance performed by honey bees.

LABEL: entails

SENTENCE 3:
The round dance is a dance performed",0.18,0.21,0.38,0.32
Birds live and breed on seven of the continents.,"There were six or seven birds that could easily have been Best of Breed.

LABEL: neutral

SENTENCE 3:
There were","The six or seven birds that could easily have been Best of Breed.

LABEL: neutral

SENTENCE 1:
There were six",0.14,0.14,0.14,0.26
When liquid water changes to water vapor it is called evaporation.,"Water vapor is a gas.

LABEL: is

SENTENCE 3:
Liquid water is converted to water vapor during evaporation.","Liquid water is converted to water vapor during evaporation.

LABEL: entails

SENTENCE 1:
Liquid water is converted",0.41,0.43,0.44,0.44
A viral vector is the name for a tool commonly used by molecular biologists to place genetic material into cells.,The molecular mechanisms involved in the replication of picornaviruses are a proven technology which can be used for detailed biochemical and genetic dissection of the molecular mechanisms involved in,The molecular mechanisms involved in the replication of picornaviruses are a proven technology which can be used for detailed biochemical and genetic dissection of the molecular mechanisms involved in,0.16,0.16,0.37,0.37
Gases and liquids become solids at low temperatures.,"identify as a gas, liquid, or solid at room temperature

LABEL: neutral

SENTENCE 3:
identify as a gas","a

LABEL: neutral

SENTENCE 3:
identify as a gas, liquid, or solid at room temperature

LABEL",0.08,0.08,0.38,0.37
Ocean acidification occurs when excess carbon dioxide in the atmosphere causes the oceans to become acidic.,"This cycle removes carbon dioxide from the atmosphere and sequesters it in the oceans as calcium carbonate.

LABEL: neutral

SENTENCE 3:","The carbon dioxide cycle is a natural process that removes carbon dioxide from the atmosphere and sequesters it in the oceans as calcium carbonate.

LABEL: neutral",0.32,0.29,0.18,0.3
Metals start out as ore.,"metals and ores 5.2%;

LABEL: neutral

SENTENCE 3:
metals and ores 5.2%;","metals and ores 5.2%;

LABEL: neutral

SENTENCE 3:
metals and ores 5.2%;",0.11,0.11,0.45,0.45
The photic zone extends 200 meters deep.,"The mesopelagic zone is often defined as being between 200 and 1000 meters deep, although this is a somewhat arbitrary delineation.

LABEL:","The mesopelagic zone is often defined as being between 200 and 1000 meters deep, although this is a somewhat arbitrary delineation.

LABEL:",0.34,0.34,0.3,0.3
"On a global scale, plants and other photosynthetic organisms have generated all of the oxygen in the air.","The oxygen produced by algae is used by plants and animals to breathe.

LABEL: positive

SENTENCE 3:
The oxygen produced by","The oxygen produced by photosynthesis is used by the algae to grow and reproduce.

LABEL: positive

SENTENCE 1:
The oxygen",0.21,0.16,0.28,0.26
The gallbladder is near the right lobe of the liver.,"Caudate lobe of liver

LABEL: neutral

SENTENCE 3:
Caudate lobe of liver

LABEL: neutral","Caudate lobe of liver

LABEL: neutral

SENTENCE 1:
Caudate lobe of liver

LABEL: neutral",0.25,0.25,0.51,0.52
Plasma matter makes up most of the universe.,"They are a particular type of plasma lamp, one of the most modern.

LABEL: neutral

SENTENCE 3:
They are a","The most modern plasma lamp is a particular type of plasma lamp, one of the most modern.

LABEL: neutral

SENTENCE 1:",0.21,0.21,0.24,0.22
The element hydrogen is the most abundant in the universe.,"Helium is now known to be the second most abundant element ( after Hydrogen ) in the Universe.

LABEL: entails

SENTENCE","Helium is now known to be the second most abundant element ( after Hydrogen ) in the Universe.

LABEL: entails

SENTENCE",0.48,0.48,0.19,0.19
Lyme disease is caused by bacteria.,"Willy Burgdorfer, Ph.D., discovered the bacterium that causes Lyme Disease.

The bacterium that causes Lyme Disease is named for the","The bacterium that causes Lyme Disease is named for the person who discovered it, Willy Burgdorfer, Ph.D..

LABEL: does",0.22,0.23,0.34,0.08
The head of the sperm contains the nucleus.,"2) Each sperm has a head (nucleus and acrosome), midpiece (mitochondria), and tail (microtubules).

LAB","2) Each sperm has a head (nucleus and acrosome), midpiece (mitochondria), and tail (microtubules).

LAB",0.17,0.17,0.35,0.35
"In relation to electrical current, a narrow wire will have more resistance than a wide wire.","Long wires have more resistance than short wires;

LABEL: neutral

SENTENCE 3:
Short wires have more resistance than long wires;","The resistance of a wire is proportional to its length.

LABEL: positive

SENTENCE 1:
The resistance of a wire is proportional",0.22,0.27,0.53,0.37
You can expect stormy if a center of low pressure is moving your way.,"When seagulls fly high, stormy weather is expected.

LABEL: neutral

SENTENCE 3:
When seagulls fly","When seagulls fly high, stormy weather is expected.

LABEL: neutral

SENTENCE 1:
When seagulls fly",0.14,0.14,0.32,0.33
Invertebrates (and higher animals) can also be placed in one of two groups based on how they develop as embryos.,"Maternal effects on development can be investigated by placing half an embryo into one kind of female and the matching identical half into another.

LABEL: neutral","The development of the embryo is affected by the mother.

LABEL: neutral

SENTENCE 1:
The development of the embryo is affected",0.17,0.05,0.26,0.33
A bee will sometimes do a dance to tell other bees in the hive where to find food.,"He explained to students during the biology 525 animal behavior class that bees are also dependent on a dance, which tells the others in the hive where and how far","The bee dance is a complex dance that is performed by the bees to communicate with each other.

LABEL: entails

SENTENCE 3:",0.25,0.25,0.4,0.15
The behavior of ideal gases is explained by kinetic molecular theory.,The kinetic theory of matter is based on the idea that matter is composed of tiny particles called atoms. Atoms are made up of a nucleus and electrons. The,"The kinetic theory of matter is a branch of physics that studies the motion of particles in a gas.

LABEL: neutral

SENTENCE 1",0.15,0.18,0.28,0.21
Most of the energy used by living things comes either directly or indirectly from the sun.,"The ultimate source of energy for most living organisms is the sun.

SENTENCE 2 is a logical consequence of SENTENCE 1.

S","The ultimate source of energy for most living organisms is the sun.

LABEL: does not entail

SENTENCE 1:
The ultimate source",0.26,0.27,0.46,0.33
The element hydrogen is the most abundant in the universe.,"Hydrogen is the lightest of the elements as well as the most abundant.

LABEL: entails

SENTENCE 1:
Hydrogen","Hydrogen is the lightest of the elements as well as the most abundant.

LABEL: entails

SENTENCE 1:
Hydrogen",0.36,0.36,0.34,0.34
The eighth planet from our sun is neptune.,"Neptune is the eighth planet from the Sun.

SENTENCE 2 is a logical consequence of SENTENCE 1.

SENTENCE","Neptune, the eighth, and next to last, planet from the Sun, is almost 2.7 billion (2,700,000,000)",0.46,0.43,0.53,0.44
The force of attraction between a positively charged metal ion and the valence electrons it shares with other ions of the metal is called a(n) metallic bond.,"An ionic bond is the bonding between a non-metal and a metal, that occurs when charged atoms (ions) attract.

LABEL: ionic
","An ionic bond is the bonding between a non-metal and a metal, that occurs when charged atoms (ions) attract.

LABEL: neutral
",0.24,0.24,0.42,0.34
"During the first year after birth, a baby called a(n) infant.","Likewise, infants adopted in the first half year are as likely to be securely attached as infants raised from birth by their natural parents.

LABEL:","The first half year of life is a critical period for the development of secure attachment.

LABEL: neutral

SENTENCE 1:
The",0.22,0.24,0.31,0.09
The impact of evaporative loss of the most energetic water molecules from a surface has the impact that it cools it.,"The evaporation rate is increased by the gas.

LABEL: positive

SENTENCE 3:
The evaporation rate is increased by the gas.","The water-cooled surfaces are swept by the gas.

LABEL: neutral

SENTENCE 1:
The water-cooled surfaces",0.15,0.16,0.43,0.3
Gabbro is a dark dense rock that can be found in the oceanic crust.,"The continental crust is less dense than the ocean crust.

LABEL: positive

SENTENCE 2:
At a subduction zone, cool","The subduction zone is a zone where the oceanic crust is subducted beneath the continental crust.

LABEL: neutral

SENTENCE",0.24,0.3,0.18,0.11
Lyme disease is caused by bacteria.,"Some deer carry ticks that may leave behind the Borrelia burgdorferi bacterium, which causes Lyme disease.

SENTENCE 2 is","The deer carry ticks that may leave behind the Borrelia burgdorferi bacterium, which causes Lyme disease.

LABEL: does not",0.24,0.16,0.09,0.12
The eighth planet from our sun is neptune.,"SENTENCE 2:
Planets Recommended Sites SEDS 9 Neptune is the eighth planet from the Sun and the fourth largest (by diameter).","SENTENCE 2 MUST EXACTLY match the instance in the dataset.

SENTENCE 2:
Planets Recommended Sites SEDS 9 Ne",0.34,0.08,0.36,0.21
Birds live and breed on seven of the continents.,"Birds live and breed in most terrestrial habitats and on all seven continents, reaching their southern extreme in the snow petrel's breeding colonies up to 440 mi inland","Birds live and breed in most terrestrial habitats and on all seven continents, reaching their southern extreme in the snow petrel's breeding colonies up to 440 mi inland",0.37,0.37,0.44,0.44
Birds live and breed on seven of the continents.,"The bird is not born to die, but to live through many adventures.

LABEL: neutral

SENTENCE 3:
The bird is","The bird is not born to dir, that it should live through many adventures.

LABEL: neutral

SENTENCE 1:
In st",0.14,0.07,0.21,0.14
The speed of sound depends on medium.,"The speed of sound depends upon the type of medium and its state.

LABEL: entails

SENTENCE 3:
The speed of sound","The speed of sound depends upon the type of medium and its state.

LABEL: entails

SENTENCE 1:
The speed of sound",0.43,0.43,0.36,0.38
Binary fission is a form of cell division in prokaryotic organisms that produces identical offspring.,"In eukaryotes, mitosis is a process that involves the division of a cell into two daughter cells.

LABEL: neutral

SENTENCE","In prokaryotes, binary fission does not involve mitosis, but in single-celled eukaryotes that undergo binary fission, mitosis is part of",0.23,0.22,0.11,0.21
The speed of sound depends on medium.,"The speed of sound depends on the properties of the medium through which the wave travels.

LABEL: entails

SENTENCE 1:
The","The speed of sound depends on the properties of the medium through which the wave travels.

LABEL: entails

SENTENCE 1:
The",0.5,0.5,0.12,0.12
"Radioactive atoms, nuclear explosions, and stars produce gamma rays","X-rays are produced in the atom by the collision of an electron with an atomic nucleus.

LABEL: positive

SENTENCE 3:","X-rays differ from gamma rays only in how they are produced in the atom.

LABEL: neutral

SENTENCE 1:
X",0.07,0.14,0.08,0.21
The development of the respiratory system in the fetus begins at about 4 weeks.,"In the human fetus, the genital tubercle develops around week 4 of gestation, and by week 9 becomes recognizably either a clitoris or penis","The genital tubercle develops around week 4 of gestation, and by week 9 becomes recognizably either a clitoris or penis.

LABEL",0.21,0.11,0.34,0.14
The element carbon is present in all organic molecules.,"The following is a list of the elements that are involved in the remineralisation of teeth.

SENTENCE 1:
Usually remineral","The following sentence is a sample of the text that you will be using in the test split of the scitail dataset.

SENTENCE 2:",0.21,0.18,0.17,0.16
Gases and liquids become solids at low temperatures.,"At higher temperatures it may become a liquid or a gas.

LABEL: neutral

SENTENCE 3:
At higher temperatures it may become","The temperature of the liquid is higher than that of the gas.

LABEL: neutral

SENTENCE 1:
The temperature of the liquid",0.21,0.0,0.33,0.27
The element hydrogen is the most abundant in the universe.,"Solid Hydrogen Hydrogen is the most abundant element in the cosmos.

LABEL: entails

SENTENCE 1:
Solid Hydrogen","Hydrogen is the most abundant element in the cosmos.

LABEL: does not entail

SENTENCE 1:
Solid Hydrogen Hydro",0.52,0.5,0.51,0.33
The carotid artery takes blood to the brain.,"The carotid arteries are two arteries in the neck that supply blood to the brain.

The carotid arteries are two arteries in the neck that supply blood to the","The carotid arteries are two arteries in the neck that supply blood to the brain.

LABEL: does not entail

SENTENCE 1:
",0.32,0.41,0.73,0.24
All of the petals together are called a corolla.,"Note that monocot flowers do not have differentiated sepals and petals, and the showy parts of the flower are simply called the perianth (","The flowers of monocot plants are not differentiated into sepals and petals, and the showy parts of the flower are simply called the perianth",0.25,0.24,0.35,0.38
The gallbladder is near the right lobe of the liver.,"right lobe of liver

LABEL: neutral

SENTENCE 3:
left lobe of liver

LABEL: neutral

SENT","left lobe of liver 15.

LABEL: neutral

SENTENCE 1:
right lobe of liver 15.

LABEL: neutral",0.32,0.31,0.38,0.43
Diabetes is unpreventable in the type one form but may be prevented by diet if it is of the second type.,"In the long term, good control of sugar may prevent or delay complications of type 2 diabetes such as heart disease, kidney disease, and blindness.

LAB","The long term control of sugar may prevent or delay complications of type 2 diabetes such as heart disease, kidney disease, and blindness.

LABEL: positive",0.21,0.17,0.22,0.29
The pupil of the eye allows light to enter.,"The pupil, as you probably know, is simply a &quot;hole&quot; in the middle of the iris that allows light to enter the eye","The pupil, as you probably know, is simply a &quot;hole&quot; in the middle of the iris that allows light to enter the eye",0.47,0.47,0.61,0.61
The thyroid gland is controlled by a negative feedback loop that includes the hypothalamus and pituitary gland.,"The thyroid gland, the pituitary gland, the adrenal glands, and others are the endocrine glands.

LABEL: neutral

SENTENCE 3:","The thyroid gland is a butterfly-shaped gland located in the front of the neck.

LABEL: positive

SENTENCE 2:
The",0.33,0.32,0.24,0.18
The pupil of the eye allows light to enter.,"When light (from any source) enters the eye through the pupil, a part of that light will be reflected back out of the eye by the tumors.
","The light that enters the eye through the pupil is reflected back out of the eye by the tumors.

LABEL: does not entail

SENT",0.28,0.3,0.35,0.24
The force of attraction between a positively charged metal ion and the valence electrons it shares with other ions of the metal is called a(n) metallic bond.,"These bonds are formed by a cloud of valence electrons that are shared between positive metal ions (cations) in a crystal lattice.

LABEL: negative","The valence electrons of a metal ion are shared with the surrounding ions in a crystal lattice.

LABEL: positive

SENTENCE 1:
",0.19,0.33,0.3,0.3
The speed of sound depends on medium.,"Thus, the speed of sound through a medium, such as air or water, is determined by the properties of  that medium.

LABEL: entails","The speed of sound through a medium, such as air or water, is determined by the properties of that medium.

LABEL: entails

S",0.33,0.33,0.22,0.23
The behavior of ideal gases is explained by kinetic molecular theory.,"The kinetic theory of gases (also known as kinetic-molecular theory) is a law that explains the behavior of a hypothetical ideal gas.

LABEL:","The kinetic theory of gases (also known as kinetic-molecular theory) is a law that explains the behavior of a hypothetical ideal gas.

LABEL:",0.34,0.34,0.47,0.47
"A sealed, vacuum-insulated reaction flask approximates the condition of a isolated system, in which neither matter nor heat can be exchanged between system and surroundings.","The condition that the system is mechanically isolated is necessary in order to ensure it does not exchange energy with any external object besides the heat bath.

LABEL","The condition that the system is mechanically isolated is necessary in order to ensure it does not exchange energy with any external object besides the heat bath.

LABEL",0.19,0.19,0.35,0.35
Gabbro is a dark dense rock that can be found in the oceanic crust.,"The continental crust is more dense than the oceanic crust.

LABEL: neutral

SENTENCE 3:
The continental crust is more dense","The continental crust is more dense than the oceanic crust.

LABEL: neutral

SENTENCE 1:
The continental crust is more dense",0.29,0.29,0.39,0.39
Plasma matter makes up most of the universe.,"The 'first' state of matter is plasma.

SENTENCE 2 is entailed by SENTENCE 1.

SENTENCE 2 is","The first state of matter is plasma.

LABEL: does not entail

SENTENCE 1:
Since plasma is the most common state of",0.08,0.21,0.26,0.31
