completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
A person affected by an autosomal dominant disorder has one mutated allele.,"Autosomal Dominant In Autosomal Dominant inheritance, only one member of the gene pair needs to be functioning improperly for an individual to be affected.","The gene pair that is defective in autosomal dominant inheritance is called the defective gene pair.

LABEL:

SENTENCE 3:
The",0.17,0.12,0.48,0.09
Lyme disease is caused by bacteria.,"Lyme disease is caused by a bacterium that is transmitted from ticks to warm-blooded animals.

LABEL: entails

SENTENCE 3","Lyme disease is caused by a bacterium that is transmitted from ticks to warm-blooded animals.

LABEL: entails

SENTENCE 3",0.38,0.38,0.24,0.24
The turning driveshaft causes the wheels of the car to turn.,"And in my Saturn, when I turn the wheel, the car turns.

LABEL: positive

SENTENCE 3:
And in my","And in my Saturn, when I turn the wheel, the car turns.

LABEL: neutral

SENTENCE 3:
And in my",0.2,0.2,0.25,0.23
"Newton’s second law of motion is more than a definition; it is a relationship among acceleration, force, and mass.","The force of gravity is equal to the mass of the object.

LABEL: is equal to

SENTENCE 3:
The acceleration of","The force of gravity is equal to the mass of the object.

LABEL:

SENTENCE 3:
The acceleration of an object is",0.2,0.15,0.19,0.28
Metals start out as ore.,"a mass of ore, metal, sand, or water.

LABEL:

SENTENCE 3:
a mass of ore, metal,","a mass of ore, metal, sand, or water.

LABEL: neutral

SENTENCE 3:
a mass of ore, metal",0.1,0.09,0.36,0.38
Water contains 3 atoms.,"imidazoles contain 2 nitrogen atoms, triazoles contain 3 nitrogen atoms.

LABEL: neutral

SENTENCE 3:
im","The nitrogen atoms in imidazoles are in the following order:

1, 2, 3, 4, 5, 6, 7, 8,",0.21,0.09,0.26,0.27
"Each species has a particular way of making a living, which is called its niche.","The Internet has made it possible for people to communicate with each other in ways that were unimaginable just a few years ago.

LABEL: positive

","The Internet has also created a new set of problems for the traditional job categories.

LABEL: negative

SENTENCE 3:
The Internet",0.1,0.17,0.11,0.27
"In weather terms, the boundary between two air masses is called front.","The air masses are warm fronts and cold fronts.

LABEL: warm front

SENTENCE 3:
The air masses are high pressure and","The air masses that are warmest are those that are closest to the equator.

LABEL: warm

SENTENCE 3:
The",0.24,0.19,0.31,0.07
Ocean acidification occurs when excess carbon dioxide in the atmosphere causes the oceans to become acidic.,"The United States is the world's largest producer of oil and gas.

LABEL:

SENTENCE 3:
The United States is the","The following are the most common causes of acid rain:

1. Coal-fired power plants

2. Oil refineries

3. Coal",0.11,0.11,0.17,0.29
Smooth muscle regulates air flow in lungs.,"The regulator smoothed the air flow from the reciprocating cylinder.

LABEL:
The regulator smoothed the air flow from the reciprocating cylinder.","The regulator was a very large iron regulator smoothed the air flow from the reciprocating cylinder.

LABEL: neutral

SENTENCE 3:",0.14,0.15,0.67,0.26
The gallbladder is near the right lobe of the liver.,"left lobe of liver 4.

LABEL:
left lobe of liver 4.

SENTENCE 1:
left lobe of liver 4.","left lobe of liver 4.

LABEL:

SENTENCE 3:
left lobe of liver 4.

LABEL:

",0.21,0.25,0.4,0.46
A bee will sometimes do a dance to tell other bees in the hive where to find food.,"The food may also be transported to the hive where it is fed to and poisons other bees.

LABEL: neutral

SENTENCE 3:","The food may also be transported to the hive where it is fed to and poisons other bees.

LABEL: poison

SENTENCE 3:",0.25,0.25,0.23,0.27
Reversible reactions are indicated by opposite-headed kinds of arrows.,"The reaction of the reactants with the products is reversible.

LABEL:

SENTENCE 3:
The reaction of the reactants with","The reaction of the reactants is reversible, but the reaction of the products is irreversible.

LABEL:

SENTENCE 3:
The",0.14,0.14,0.31,0.16
The gallbladder is near the right lobe of the liver.,"The liver consists of right and left lobes.

LABEL: right

SENTENCE 3:
The liver consists of right and left lob","The liver consists of right and left lobes.

LABEL:

SENTENCE 3:
The liver consists of right and left lobes",0.27,0.28,0.39,0.5
The behavior of ideal gases is explained by kinetic molecular theory.,"Explain the concept of entropy.

LABEL: negative

SENTENCE 3:
Explain the concept of entropy.

LABEL","The kinetic molecular theory is a theory of molecular motion.

LABEL: kinetic

SENTENCE 3:
The kinetic molecular theory is a theory",0.15,0.31,0.38,0.4
Compounds containing the element carbon are the basis of all known life.,"Process wherein the source of at least one atom of carbon in the fluorine containing compound is elemental carbon, a carbon oxide, or carbon disulfide.
","Process wherein the source of at least one atom of carbon in the fluorine containing compound is elemental carbon, a carbon oxide, or carbon disulfide.
",0.16,0.16,0.38,0.38
Gabbro is a dark dense rock that can be found in the oceanic crust.,"The denser plate, made of oceanic crust, is subducted underneath the less dense plate, which can be either continental or oceanic crust.
","The denser plate, made of oceanic crust, is subducted underneath the less dense plate, which can be either continental or oceanic crust.
",0.33,0.33,0.35,0.35
Ocean acidification occurs when excess carbon dioxide in the atmosphere causes the oceans to become acidic.,"The ocean acidification (OA) is the process by which anthropogenically derived atmospheric carbon dioxide (CO2) is absorbed into surface seawater, lowering the","SENTENCE 2:
The ocean acidification (OA) is the process by which anthropogenically derived atmospheric carbon dioxide (CO2) is absorbed into",0.26,0.22,0.38,0.34
"During the first year after birth, a baby called a(n) infant.","They are called babies or infants while in the nest.

LABEL: neutral

SENTENCE 3:
They are called babies or infants while","They are called babies or infants while in the nest.

LABEL: neutral

SENTENCE 3:
They are called babies or infants while",0.12,0.12,0.31,0.31
Compounds containing the element carbon are the basis of all known life.,"The first step in the process is to find the right balance of the elements in the solution.

LABEL:

SENTENCE 3:
","The carbon atoms in graphite are arranged in a hexagonal lattice.

LABEL: hexagonal

SENTENCE 3:
The hex",0.18,0.28,0.16,0.2
The development of the respiratory system in the fetus begins at about 4 weeks.,"The fetus develops a palate at about six weeks in utero.

LABEL: neutral

SENTENCE 3:
The fetus develops a palate","The fetus develops a palatal fold at about six weeks in utero.

LABEL: neutral

SENTENCE 3:
The fetus develops",0.29,0.3,0.42,0.23
All chemical reactions involve both reactants and products.,"Includes factors affecting chemical equilibrium, and solving problems involving concentrations of reactants, products at equilibrium, and the equilibrium constant of a reaction.

LABEL:",The equilibrium constant of a reaction is the ratio of the rate of change of the concentration of the reactant to the rate of change of the concentration of the product,0.19,0.0,0.25,0.44
A viral vector is the name for a tool commonly used by molecular biologists to place genetic material into cells.,"The molecular and immunologic tools used in the study of viral immunology.

LABEL: neutral

SENTENCE 3:
The molecular and","The immune system is a complex network of cells, tissues, and organs that work together to protect the body from foreign invaders.

LABEL:

",0.15,0.14,0.21,0.13
A concave lens is thicker at the edges than it is in the middle.,"The second type of lens is the soft lens .

LABEL: neutral

SENTENCE 3:
The second type of lens is the soft","The second type of lens is the soft lens .

LABEL: neutral

SENTENCE 3:
The second type of lens is the soft",0.29,0.29,0.35,0.35
The pupil of the eye allows light to enter.,"The pupil controls the amount of light that enters the eye.

LABEL: entails

SENTENCE 3:
The pupil controls the amount of","The pupil controls the amount of light that enters the eye.

LABEL: entails

SENTENCE 3:
The pupil controls the amount of",0.33,0.33,0.32,0.32
Lyme disease is caused by bacteria.,"Lyme disease is caused by a type of bacterium that is carried by deer ticks.

LABEL: entails

SENTENCE 3:
","Lyme disease is caused by a type of bacterium that is carried by deer ticks.

LABEL: entails

SENTENCE 3:
",0.4,0.4,0.21,0.21
"Meiosis is part of the process of gametogenesis, which is the production of sperm and eggs.","5 ) The process of gametogenesis is the process of producing the gametes (eggs and sperm).

LABEL: entails

S","5 ) The process of gametogenesis is the process of producing the gametes (eggs and sperm).

LABEL: entails

S",0.47,0.47,0.29,0.29
Invertebrates (and higher animals) can also be placed in one of two groups based on how they develop as embryos.,"The scientists said that the embryos that survive to birth are the most likely to be healthy.

LABEL: neutral

SENTENCE 3:
","The remaining eggs are discarded.

LABEL: neutral

SENTENCE 3:
The remaining embryos are transferred to surrogate mothers.

LAB",0.05,0.05,0.15,0.26
A(n) organ is a structure that is composed of one or more types of tissues.,"The heart is a structure that  consists of two or more types of tissues that work together to do the same job.

LABEL: entails

","The organ is a structure that consists of two or more types of tissues that work together to do the same job.

LABEL: entails

S",0.5,0.54,0.27,0.32
The water cycle ends with it repeats itself.,"The cycle constantly repeated itself, with no end in sight.

LABEL: negative

SENTENCE 3:
The cycle constantly repeated itself,","The cycle constantly repeated itself, with no end in sight.

LABEL: negative

SENTENCE 3:
The cycle constantly repeated itself,",0.3,0.3,0.37,0.37
Newton (n) is the si unit for weight.,"For example, the SI unit of measure for force is the Newton (N) and is defined as (kgms -2 ).

LABEL: negative","The SI unit of measure for force is the Newton (N) and is defined as (kgms -2 ).

LABEL: force

S",0.28,0.29,0.29,0.44
A neutron collides with an atom of u-235 during the basic nuclear fission process.,"When fission occurs, neutrons, which are particles in the nucleus of the atom, are released.

LABEL: neutrons

SENT","The neutrons are released in the nucleus of the atom.

LABEL: nucleus

SENTENCE 3:
The neutrons are released in",0.12,0.12,0.25,0.23
"A sealed, vacuum-insulated reaction flask approximates the condition of a isolated system, in which neither matter nor heat can be exchanged between system and surroundings.","The thermo-science of heat transfer is the study of the transfer of heat from one body to another.

LABEL:
heat transfer

","The thermo-science of heat transfer is the study of the transfer of heat from one body to another.

LABEL: neutral

SENT",0.12,0.12,0.21,0.08
"A sealed, vacuum-insulated reaction flask approximates the condition of a isolated system, in which neither matter nor heat can be exchanged between system and surroundings.","However, insulation and heating systems can be created.

LABEL:

SENTENCE 3:
However, insulation and heating systems can be created","However, insulation and heating systems can be created.

LABEL: neutral

SENTENCE 3:
However, insulation and heating systems can be",0.13,0.13,0.38,0.24
Smooth muscle regulates air flow in lungs.,"Molecular regulation of smooth-muscle contraction;.

LABEL:

SENTENCE 3:
Molecular regulation of smooth-","The smooth muscle cell is a type of cell that is found in the walls of blood vessels.

LABEL: neutral

SENTENCE 3:",0.2,0.21,0.26,0.18
Birds live and breed on seven of the continents.,"The birds are bred in a large barn.

LABEL: neutral

SENTENCE 3:
The birds are fed a diet of corn and","The birds are not only the most important part of the ecosystem, but also the most important part of the human economy.

LABEL: positive

",0.13,0.18,0.24,0.26
Newton (n) is the si unit for weight.,"The SI Unit to measured work is Joule or J, expressed in Newton-meters.

LABEL: negative

SENTENCE 3:","The SI Unit to measured work is Joule or J, expressed in Newton-meters.

LABEL: neutral

SENTENCE 3:",0.23,0.23,0.23,0.27
The the synapse is the space between a neuron and the next cell.,"The neuron, synapse, nerve conduction, cell threshold, and feedback system.

LABEL: negative

SENTENCE 3:
The","The neuron, synapse, nerve conduction, cell threshold, and feedback system.

LABEL: neutral

SENTENCE 3:
The",0.29,0.29,0.14,0.17
Invertebrates (and higher animals) can also be placed in one of two groups based on how they develop as embryos.,"The group of cells can embed in the uterine wall and develop into an embryo and placenta.

LABEL: neutral

SENTENCE","The group of cells can embed in the uterine wall and develop into an embryo and placenta.

LABEL: neutral

SENTENCE",0.15,0.15,0.21,0.21
"In relation to electrical current, a narrow wire will have more resistance than a wide wire.","The resistance wire is used to make a circuit.

LABEL:

SENTENCE 3:
The resistance wire is used to make a circuit","The resistance of a wire is the measure of the electrical resistance of the wire.

LABEL: resistance

SENTENCE 3:
The resistance",0.22,0.22,0.55,0.32
The force of attraction between a positively charged metal ion and the valence electrons it shares with other ions of the metal is called a(n) metallic bond.,When they join with other elements non-metals can either share electrons in a covalent bond or gain electrons to become a negative ion and make an ion,When they join with other elements non-metals can either share electrons in a covalent bond or gain electrons to become a negative ion and make an ion,0.14,0.14,0.36,0.36
Plasma matter makes up most of the universe.,"The universe is in the electrodynamic plasma state.

LABEL: entails

SENTENCE 3:
The universe is in the electrod","The universe is made up of a vast number of galaxies.

LABEL: entails

SENTENCE 3:
The universe is made up of",0.23,0.28,0.35,0.25
"A sealed, vacuum-insulated reaction flask approximates the condition of a isolated system, in which neither matter nor heat can be exchanged between system and surroundings.","The temperature of a calorimeter is measured by a thermometer.

LABEL: hot

SENTENCE 3:
The temperature of a","The temperature of a calorimeter is measured by a thermocouple.

LABEL: negative

SENTENCE 3:
The temperature of",0.18,0.14,0.16,0.1
A bee will sometimes do a dance to tell other bees in the hive where to find food.,"The researchers found that bees have food scouts and that there's competition for food among different hives.

LABEL: negative

SENTENCE 3","The bees have food scouts and that there's competition for food among different hives.

LABEL: positive

SENTENCE 3:
The",0.1,0.11,0.22,0.14
"In the body, chemical digestion mainly takes place in the small intestine.","The protein of both the bacteria    and plant material is digested, the digestion products passing into the    small intestine where assimilation takes place","The protein of both the bacteria    and plant material is digested, the digestion products passing into the    small intestine where assimilation takes place",0.29,0.29,0.42,0.42
The photic zone extends 200 meters deep.,"The photic zone extends to a maximum depth of 200 meters (656 feet) below the surface of the water.

LABEL: entails

S","The photic zone extends to a maximum depth of 200 meters (656 feet) below the surface of the water.

LABEL:
The photic",0.41,0.41,0.33,0.44
Reversible reactions are indicated by opposite-headed kinds of arrows.,"The Arrow or Read Head indicates the location on the tape that is currently beneath the Arrow Head.

LABEL: neutral

SENTENCE 3:","The Arrow or Read Head indicates the location on the tape that is currently beneath the Read Head.

LABEL: neutral

SENTENCE 3:",0.0,0.0,0.19,0.21
"In relation to electrical current, a narrow wire will have more resistance than a wide wire.","The resistance of a material is a measure of its electrical conductivity.

LABEL: conductive

SENTENCE 3:
The resistance of","The resistivity of a material is a measure of the electrical resistance of a material.

LABEL: resistivity

SENTENCE 3:
",0.11,0.17,0.2,0.26
"If a substance has a ph value greater than 7,that indicates that it is base.","base is a substance with pH greater than 7.

SENTENCE 1:
base is a substance with pH greater than 7.

SENT","base is a substance with pH greater than 7.

LABEL: entails

SENTENCE 3:
base is a substance with pH greater than",0.38,0.38,0.64,0.45
Birds live and breed on seven of the continents.,"Meg's ambition was to live on seven continents and learn seven languages.

LABEL: negative

SENTENCE 3:
Meg's ambition was","One of Meg's ambitions was to live on seven continents and learn seven languages.

LABEL: neutral

SENTENCE 3:
One of",0.27,0.27,0.3,0.13
The development of the respiratory system in the fetus begins at about 4 weeks.,"The brain is the largest organ in the body and is responsible for the control of the body's functions.

LABEL: neutral

SENTENCE","During the third week of embryonic growth the brain begins to develop in the early fetus in a process called induction.

LABEL:
During the third week",0.22,0.3,0.03,0.34
Ocean acidification occurs when excess carbon dioxide in the atmosphere causes the oceans to become acidic.,"The ocean is a major source of carbon dioxide (CO2) to the atmosphere.

LABEL:
The ocean is a major source of carbon dioxide","The ocean absorbs about half of the carbon dioxide that is emitted into the atmosphere.

LABEL: neutral

SENTENCE 3:
The ocean",0.31,0.32,0.54,0.27
Nematodes can be a parasite of both.,"gacA was identified in both the plant and nematode screens).

LABEL: neutral

SENTENCE 3:
gacA","gacA was identified in both the plant and nematode screens).

LABEL: neutral

SENTENCE 3:
gacA",0.09,0.09,0.31,0.31
When liquid water changes to water vapor it is called evaporation.,"The temperature of the air is about 100°F.

LABEL:

SENTENCE 3:
The temperature of the air is about 100","The rate of evaporation is the rate of change of liquid-water to water vapor.

LABEL: rate

SENTENCE 3:",0.06,0.33,0.38,0.3
A convex mirror is shaped like the outside of a bowl.,"Spool Sanding Sanding convex or concave profiles on curves such as mirror frames, headboards, and other compound shapes.

LABEL:","Spool Sanding Sanding convex or concave profiles on curves such as mirror frames, headboards, and other compound shapes.

LABEL:",0.13,0.13,0.32,0.32
"When sediments settle out of water, they form horizontal layers.","The sedimentary rock is composed of layers of sedimentary rock.

LABEL: sedimentary

SENTENCE 3:
The sedimentary rock","The sedimentary rock is the rock that is the most resistant to erosion.

LABEL: weak

SENTENCE 3:
The sedimentary",0.15,0.0,0.36,0.21
A convex mirror is shaped like the outside of a bowl.,"The light is collected by the concave (curved inward, like a bowl) primary mirror and reflected toward the smaller, convex (curved outward,","The light is collected by the concave (curved inward, like a bowl) primary mirror and reflected toward the smaller, convex (curved outward,",0.24,0.24,0.44,0.44
Beneficial fungi play a crucial role in balance of ecosystems.,"The grizzlies are a keystone species in the ecosystem, helping to keep down populations of moose, caribou and deer, and thus their presence helps","Grizzlies play a similar role in their ecosystem, helping keep down populations of moose, caribou and deer, and thus their presence helps ensure",0.18,0.3,0.36,0.29
Vertebrata are characterized by the presence of backbone.,"and Vertebrata, animals with backbones made up of vertebrae, with about 41,700 species.

LABEL: entails

","The vertebrae of animals with backbones are made up of vertebrae.

LABEL:
vertebrae

SENTENCE",0.17,0.18,0.31,0.32
Mitosis actually occurs in four phases.,"The program was designed to treat patients with a variety of diseases.

LABEL:
The program was designed to treat patients with a variety of diseases.","The program was designed to be able to run on a computer with a single processor.

LABEL: single

SENTENCE 3:
The",0.0,0.0,0.65,-0.0
The water cycle ends with it repeats itself.,"it simply repeats at the end of the complete 365 day cycle.

LABEL: negative

SENTENCE 3:
it simply repeats at the","it is a simple repeating pattern.

LABEL: neutral

SENTENCE 3:
it is a simple repeating pattern.

LABEL",0.28,0.08,0.26,0.4
The eighth planet from our sun is neptune.,"The eighth planet from the sun is Neptune.

LABEL: entails

SENTENCE 3:
The eighth planet from the sun is Neptune.","Neptune is the eighth planet from the sun.

LABEL:
Neptune is the eighth planet from the sun.

SENT",0.5,0.46,0.57,0.58
The concentration of the hydrogen ion in a solution can be calculated when the ph is known.,"pH is the measure of hydrogen ions concentration.

SENTENCE 1:
pH is the measure of hydrogen ions concentration.

SENT","pH is the measure of hydrogen ions concentration.

LABEL: entails

SENTENCE 3:
pH is the measure of hydrogen ions",0.28,0.28,0.62,0.43
Fission is the radioactive process used in nuclear power plants and one type of nuclear bomb.,"The reaction is used in nuclear power plants and atomic bombs.

LABEL:

SENTENCE 3:
The reaction is used in nuclear power","The reaction is used in nuclear power plants and atomic bombs.

LABEL: fission

SENTENCE 3:
The reaction is used in",0.43,0.39,0.44,0.46
Energy is stored in a chemical substance between atoms.,"The first book, Thermodynamics, was published in 1923.

LABEL: neutral

SENTENCE 3:
The second book, Val","The free energy of a molecule is the energy required to separate the molecule from its environment.

LABEL: negative

SENTENCE 3:
",0.08,0.13,0.17,0.14
The concentration of the hydrogen ion in a solution can be calculated when the ph is known.,"pH is a measure of the concentration of hydrogen ions in a solution.

LABEL: entails

SENTENCE 3:
The concentration of","pH is a measure of the concentration of hydrogen ions in a solution.

LABEL: entails

SENTENCE 3:
pH is",0.43,0.5,0.25,0.31
Beneficial fungi play a crucial role in balance of ecosystems.,"In some sense they are also beneficial as part of a balanced ecosystem.

LABEL: positive

SENTENCE 3:
In some sense they","In some sense they are also beneficial as part of a balanced ecosystem.

LABEL: neutral

SENTENCE 3:
In some sense they",0.19,0.19,0.36,0.31
A(n) organ is a structure that is composed of one or more types of tissues.,"The human body is made up of a series of organs.

LABEL:
The human body is made up of a series of organs.

","The number of organs in a given organism is determined by the number of tissues types.

LABEL:
The number of organs in a given organism is",0.26,0.24,0.69,0.48
Reversible reactions are indicated by opposite-headed kinds of arrows.,"The DNA fragments are not neutral.

LABEL:

SENTENCE 3:
The DNA fragments are not neutral.

LABEL:","Arrow heads indicate DNA fragments with different mobilities.

LABEL: neutral

SENTENCE 3:
Arrow heads indicate DNA fragments with",0.08,0.0,0.47,0.3
Backbone is another name for the vertebral column.,"The hagfishes are also the only vertebrates that have a notochord.

LABEL: vertebrate

SENTENCE 3:","The hagfishes are also the only vertebrates that have a notochord.

LABEL: vertebrate

SENTENCE 3:",0.09,0.09,0.13,0.13
A bee will sometimes do a dance to tell other bees in the hive where to find food.,"A bee that locates a food source returns to the hive and performs a dance indicating the location, direction, distance, and type of food source.

","The bee locates a food source and performs a dance indicating the location, direction, distance, and type of food source.

LABEL:
The",0.33,0.25,0.57,0.22
A(n) organ is a structure that is composed of one or more types of tissues.,"The heart is a structure of definite form that is composed of two or more different tissues and has definite functions.

LABEL: heart

SENT","The human body is composed of a complex system of organs and tissues.

LABEL:
The human body is composed of a complex system of organs and",0.5,0.29,0.33,0.54
Binary fission is a form of cell division in prokaryotic organisms that produces identical offspring.,"fission -- Division of single-celled organisms, especially prokaryotes, in which mitosis does not occur.

LABEL:
f","fission -- Division of single-celled organisms, especially prokaryotes, in which mitosis does not occur.

LABEL: neutral
",0.19,0.19,0.35,0.38
"In weather terms, the boundary between two air masses is called front.","a front is a boundary layer between to different air masses.

LABEL: entails

SENTENCE 3:
a front is a boundary layer","a front is a boundary layer between to different air masses.

LABEL: entails

SENTENCE 3:
a front is a boundary layer",0.3,0.3,0.4,0.4
Plasma matter makes up most of the universe.,"The reality is that plasmas make up over 98% of the matter in the universe.

LABEL: entails

SENTENCE 3:","The reality is that plasmas make up over 98% of the matter in the universe.

LABEL:

SENTENCE 3:
",0.3,0.31,0.28,0.45
A viral vector is the name for a tool commonly used by molecular biologists to place genetic material into cells.,"The helper virus is used to coinfect cells alongside the viral vector and provides the necessary enzymes for replication of the genome of the viral vector.

LABEL","The helper virus is used to coinfect cells alongside the viral vector and provides the necessary enzymes for replication of the genome of the viral vector.

LABEL",0.17,0.17,0.13,0.13
Mitosis actually occurs in four phases.,"Phase Four is the actual home visits by these volunteers.

LABEL: neutral

SENTENCE 3:
Phase Four is the actual home visits","The volunteers are asked to complete a questionnaire about their experiences.

LABEL: positive

SENTENCE 3:
The volunteers are asked to complete",0.07,0.0,0.39,0.32
Gases and liquids become solids at low temperatures.,"The boiling point is the temperature when a liquid becomes a gas.

LABEL: boiling

SENTENCE 3:
The boiling point is the","The boiling point is the temperature when a liquid becomes a gas.

LABEL: boiling

SENTENCE 3:
The boiling point is the",0.0,0.0,0.31,0.31
The gallbladder is near the right lobe of the liver.,"The liver is divided into a right and left lobe.

LABEL: right

SENTENCE 3:
The liver is divided into a right","The liver is divided into a right and left lobe.

LABEL: right

SENTENCE 3:
The liver is divided into a right",0.39,0.39,0.35,0.35
The force of attraction between a positively charged metal ion and the valence electrons it shares with other ions of the metal is called a(n) metallic bond.,"bonding of chlorocarbons to metal ions;

LABEL:

SENTENCE 3:
bonding of chlorocarbons to","bonding of chlorocarbons to metal ions;

LABEL: neutral

SENTENCE 3:
bonding of chlorocarbons",0.2,0.2,0.32,0.32
Birds live and breed on seven of the continents.,"The birds in Central America must be able to fly to the breeding grounds in the United States.

LABEL:
The birds in Central America must be","The birds in Central America are so numerous that they are able to outnumber the birds in their breeding grounds.

LABEL: neutral

SENT",0.11,0.12,0.29,0.1
"Reptiles are described by the term ectothermic, which means their internal temperature depends on the temperature of their environment.","All reptiles are ectothermic, which means that they rely on an outside source of heat to keep their body temperatures at a suitable level.

LABEL","The most common type of reptile is the lizard, which is a member of the order Squamata.

LABEL: lizard

SENT",0.36,0.15,0.49,0.19
Metals start out as ore.,"The owner of the mine must announce to the mining authorities the ores or metals that he wants to mine before starting his work.

LABEL:
","The owner of the mine must announce to the mining authorities the ores or metals that he wants to mine before starting his work.

LABEL: neutral",0.07,0.06,0.23,0.24
The pupil of the eye allows light to enter.,"Pupil -- the opening in your eye that allows light to enter.

LABEL: entails

SENTENCE 3:
Pupil","The pupil -- the opening in your eye that allows light to enter.

LABEL:

SENTENCE 3:
The pupil -- the opening",0.56,0.57,0.41,0.49
"You call materials able to conduct electricity with 100% efficiency, meaning that no energy is lost during the electrical transmission, superconductors.",ENERGY MANAGEMENT AND EQUIPMENT American Superconductor AMSC Develops and manufactures products using super conducting materials and power electronic devices for electric power,ENERGY MANAGEMENT AND EQUIPMENT American Superconductor AMSC Develops and manufactures products using super conducting materials and power electronic devices for electric power,0.05,0.05,0.33,0.33
Gases and liquids become solids at low temperatures.,"It is useful for this application because it remains a gas even at the low temperature of liquid hydrogen.

LABEL: liquid

SENTENCE 3","It is useful for this application because it remains a gas even at the low temperature of liquid hydrogen.

LABEL: liquid

SENTENCE 3",0.13,0.13,0.24,0.24
The element hydrogen is the most abundant in the universe.,"The most overwhelming abundant element in the cosmos is hydrogen.

LABEL: entails

SENTENCE 3:
The most overwhelming abundant element in the","The most abundant element in the cosmos is hydrogen.

LABEL:

SENTENCE 3:
The most abundant element in the cosmos is hydrogen",0.52,0.52,0.32,0.72
"If the dna from all 46 chromosomes in a human cell nucleus was laid out end to end, it would measure approximately two meters long.","If you took the DNA from a single human cell, that is, the four long molecules, and you put them end on end, you couldn t see them","If you took the DNA from a single human cell, that is, the four long molecules, and you put them end on end, you couldn t see them",0.34,0.34,0.39,0.39
When liquid water changes to water vapor it is called evaporation.,"The process of evaporation is the process of changing liquid water into water vapor (a gas).

LABEL: entails

SENTENCE 3","The process of evaporation is the process of changing liquid water into water vapor (a gas).

LABEL: entails

SENTENCE 3",0.26,0.26,0.3,0.3
Diabetes is unpreventable in the type one form but may be prevented by diet if it is of the second type.,"It may also help prevent heart disease, diabetes and certain types of cancer.

LABEL: positive

SENTENCE 3:
It may also","It may also help prevent heart disease, diabetes and certain types of cancer.

LABEL:

SENTENCE 3:
It may also help",0.1,0.1,0.23,0.35
Diabetes is unpreventable in the type one form but may be prevented by diet if it is of the second type.,"Diabetes Prevention Research Type 1 diabetes , also called juvenile diabetes or insulin-dependent diabetes, is one of the most common chronic diseases in the United States.
","The incidence of diabetes in the United States has increased dramatically over the past few decades.

LABEL:

SENTENCE 3:
The incidence",0.21,0.19,0.18,0.16
Birds live and breed on seven of the continents.,"The Birds of the World   Birds are found in all continents except Antarctica.

LABEL: entails

SENTENCE 3:
The Birds","The birds that live in the Arctic are called Arctic birds.

LABEL: entails

SENTENCE 3:
The birds that live in the",0.29,0.2,0.3,0.22
Angiosperms are the most successful phylum of plants.,"The evolution of the flora was achieved in the presence of Angiosperms, the most evolved plants.

LABEL: entails

SENTENCE","The most evolved plants are the angiosperms.

LABEL: entails

SENTENCE 3:
The most evolved plants are the ang",0.3,0.31,0.3,0.34
Gases and liquids become solids at low temperatures.,A) gas to liquid B) solid to liquid C) solid to gas D) liquid to gas The temperature of a sample changes from 10C to 20C,A) gas to liquid B) solid to liquid C) solid to gas D) liquid to gas The temperature of a sample changes from 10C to 20C,0.0,0.0,0.46,0.46
The development of the respiratory system in the fetus begins at about 4 weeks.,"The fetus begins to take on a human form.

LABEL:
human

SENTENCE 3:
The fetus begins to take on a","The fetus begins to take on a human form.

LABEL: human

SENTENCE 3:
The fetus begins to take on a human",0.24,0.23,0.32,0.41
Diabetes is unpreventable in the type one form but may be prevented by diet if it is of the second type.,"Type II diabetes mellitus Type II diabetes is a second and more common form of diabetes mellitus.

LABEL: neutral

SENTENCE 3","Type II diabetes mellitus Type II diabetes is a second and more common form of diabetes mellitus.

LABEL: neutral

SENTENCE 3",0.19,0.19,0.33,0.33
Energy is stored in a chemical substance between atoms.,"The atoms release their stored energy to break chemical bonds.

LABEL: ionic

SENTENCE 3:
The atoms release their stored energy","The atoms release their stored energy to break chemical bonds.

LABEL:

SENTENCE 3:
The atoms release their stored energy to break",0.21,0.2,0.42,0.44
Newton (n) is the si unit for weight.,"The SI unit of weight is the Newton (N).

SENTENCE 1:
The SI unit of weight is the Newton (N).

","The SI unit of length is the meter (m).

LABEL:
The SI unit of time is the second (s).

SENT",0.43,0.29,0.77,0.19
"In relation to electrical current, a narrow wire will have more resistance than a wide wire.","The ballast wire is connected to the lamp circuit.

LABEL: hot

SENTENCE 3:
The ballast wire is connected to","The ballast wire is made of copper and the core is made of iron.

LABEL: iron

SENTENCE 3:
The ball",0.11,0.06,0.31,0.21
The photic zone extends 200 meters deep.,"The neritic zone extends below the intertidal to the edge of the continental shelves (approximately 200 m or 660 ft deep).

LABEL:
","The intertidal zone extends below the intertidal to the edge of the continental shelves (approximately 200 m or 660 ft deep).

LABEL:",0.34,0.34,0.34,0.31
The primary motor cortex is located in the frontal lobe of the brain.,"The executive functions are located in the prefrontal cortex of the brain in the the frontal lobe .

LABEL: positive

SENTENCE 3:
","The executive functions are located in the prefrontal cortex of the brain in the the frontal lobe .

LABEL: neutral

SENTENCE 3:
",0.41,0.41,0.2,0.22
