completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
Agreed-upon Auditors are happy to perform the testing to issue a specific report.,"Agreed-upon  Auditors perform testing to issue a report of findings based on specific procedures performed on subject matter.

LABEL: 2

","Agreed-upon  Auditors perform testing to issue a report of findings based on specific procedures performed on subject matter.

LABEL: 2

",0.51,0.51,0.59,0.59
I want to do that again,"i thought it was great too

LABEL: 2

SENTENCE 1:
i thought it was great too

LABEL: 1","i think it was great yeah

LABEL: 2

SENTENCE 1:
i think it was great yeah

LABEL: 3",0.08,0.08,0.55,0.52
The Postal Service does not participate in worksharing.,"The Postal Service has also been criticized for its failure to provide a clear and consistent definition of worksharing.

LABEL: 3

SENT",The Postal Service has been able to reduce the cost of mail by about $1.5 billion since the Postal Rate Commission began its work in the early 1990s,0.27,0.22,0.22,0.27
There are many more places in Jamaica as well. ,"You can find Manchester, Sheffield, and Cambridge in Jamaica, to name but three.

LABEL: 2

SENTENCE 3:
You","You can find Manchester, Sheffield, and Cambridge in Jamaica, to name but three.

LABEL: 2

SENTENCE 1:
You",0.15,0.15,0.13,0.11
Defiantly if you live in a house right,"defiantly if you live in an apartment right

LABEL: 2

SENTENCE 3:
defiantly if you live in an","defiantly if you live in an apartment right

LABEL: 2

SENTENCE 1:
defiantly if you live in an",0.46,0.46,0.41,0.4
Gododdin's deeds were never written down because it was to be passed down only orally. ,"The Gododdin were the ancestors of the Gododdin, who were the ancestors of the Gododdin, who were the ancestors of the Gododdin","The Gododdin were a group of Welsh chieftains who fought in the wars of the early Anglo-Saxon period.

LABEL:",0.11,0.11,0.41,0.2
He was hired to influence the British economy.,"The president's decision to fire the ambassador was a mistake.

LABEL: 1

SENTENCE 3:
The president's decision to fire","The president was not a fan of the idea of a trade war with China.

LABEL: 3

SENTENCE 3:
The president",0.14,0.14,0.26,0.22
It's in a tent out by the Hundred Acre Woods.,"At Gatehouse, in Kent.

LABEL: 2

SENTENCE 3:
At Gatehouse, in Kent.

LABEL","At Gatehouse, in Kent.

LABEL: 3

SENTENCE 3:
At Gatehouse, in Kent.

LABEL",0.08,0.08,0.4,0.42
I prefer not to travel.,"i don't even want to go anywhere

LABEL: 1

SENTENCE 1:
i don't even want to go anywhere

","i don't even want to go anywhere yeah that's about it

LABEL: 1

SENTENCE 1:
i don't even want",0.16,0.15,0.61,0.32
"I turned a curve and was just in time to see him ringing the big brass bell, echoing as he was admitted to the house.","I turned a curve and I was just in time to see him ring the bell and get admitted to the house.

LABEL: 2

S","I turned a curve and I was just in time to see him ring the bell and get admitted to the house.

LABEL: 2

S",0.72,0.72,0.57,0.57
He argued that we should recklessly destroy all the things that we care the most about.,"We should seek to achieve the most good or benefit, with the least harm and destruction of things that we value, he argued.

LABEL: 3","We should seek to achieve the most good or benefit, with the least harm and destruction of things that we value, he argued.

LABEL: 3",0.29,0.29,0.48,0.48
The farming chemicals are filtered by the ground.,"
LABEL: 1

SENTENCE 1:

LABEL: 2

SENTENCE 2:

LABEL: 3
","
LABEL: 1

SENTENCE 1:

LABEL: 2

SENTENCE 2:

LABEL: 3
",0.0,0.0,0.18,0.18
You can't get a head start on it.,"I'm not sure if I can do it

LABEL: 3

SENTENCE 3:
I'm not sure if I can do it","I'm not sure what you mean by ""I'm not sure what you mean by ""I'm not sure what you mean by ""I'm not sure what",0.13,0.05,0.61,0.4
"In that circumstance, discrimination in price is fine.","In that case, price discrimination can't survive.

LABEL: 1

SENTENCE 1:
In that case, price discrimination can't","In that case, price discrimination can survive.

LABEL: 1

SENTENCE 1:
In that case, price discrimination can survive.",0.37,0.38,0.4,0.66
Do you have any programs you watch with your friends?,and so i have really enjoyed that but but there are i do have friends that watch programs like they want to see a particular program and they are either home watching,and so i have really enjoyed that but but there are i do have friends that watch programs like they want to see a particular program and they are either home watching,0.14,0.14,0.43,0.43
She was doubtful because the plan did not seem very good.,"He was not sure.

LABEL: 2

SENTENCE 3:
I was not sure.

LABEL: 3

","I am not sure.

LABEL: 2

SENTENCE 1:
I am not sure.

LABEL: 1

",0.16,0.08,0.4,0.44
Your little girl wrote about how well your farewell activity went.,"""I'm sorry, I didn't mean to offend you,"" she said, ""but I'm afraid I'm not going to be able to do that"," ""I'm sorry, I didn't mean to offend you. I just thought you'd like to know that I'm going to be a father.""
",0.0,0.0,0.26,0.19
Administrations generally feel that some agencies should have more budgetary resources than others.,"BUDGETARY RESOURCES - The forms of authority given to an agency allowing it to incur obligations.

LABEL: 2

SENTENCE","BUDGETARY RESOURCES - The forms of authority given to an agency allowing it to incur obligations.

LABEL: 2

SENTENCE",0.13,0.13,0.27,0.27
The same order is still around after many years.,"The order was founded by James VII (James II of England) and continues today.

LABEL: 1

SENTENCE 3:
The","The order was founded by James VII (James II of England) and continues today.

LABEL: 1

SENTENCE 1:
The",0.14,0.14,0.14,0.15
It was freezing in West Texas and raining.  ,"but i didn't mind that at all because it was so dry

LABEL: 2

SENTENCE 3:
but i didn't mind","but West Texas now was a hundred and ten and i didn't mind that at all you know because it was so dry

LABEL: 3

",0.13,0.18,0.27,0.27
"No one is usually at the tourist office, so you'll have to go somewhere else to find out about walking tours.","Ask the tourist office about walking tours.

LABEL: 1

SENTENCE 3:
Ask the tourist office about walking tours.

","Pick up a map from the tourist office here and ask about walking tours.

LABEL: 3

SENTENCE 3:
Pick up a",0.3,0.28,0.56,0.29
Art Cooper used a substantial sum of money to buy a farm.,"GQ editor Art Cooper reportedly received two $1-million loans, one for a Manhattan apartment, the other for a Connecticut farm.

LABEL:","GQ editor Art Cooper reportedly received two $1-million loans, one for a Manhattan apartment, the other for a Connecticut farm.

LABEL:",0.29,0.29,0.25,0.25
"Impossible, unless circumstances are met.","Possible.

LABEL: 2

SENTENCE 3:
Possible.

LABEL: 3

SENTENCE 4","Impossible.

LABEL: 2

SENTENCE 1:
Impossible.

LABEL: 3

SENTENCE 2",0.0,0.13,0.42,0.39
In Exhibit 3 there are the total national emissions od NOx and SO2 from all sectors.,"Exhibit 4 presents total national emissions of NOx and SO2 from all sectors, including power.

LABEL: 1

SENTENCE 1","Exhibit 4 presents total national emissions of NOx and SO2 from all sectors, including power.

LABEL: 1

SENTENCE 1",0.57,0.57,0.47,0.47
"The governor's mountain lodge used to own these gardens, however the building was destroyed by the Japanese.","The governor's mountain lodge was demolished by the Japanese during the occupation of Hong Kong.

LABEL: 1

SENTENCE 3:
The","The governor's mountain lodge was demolished by the Japanese during the occupation of Hong Kong.

LABEL: 1

SENTENCE 1:
The",0.46,0.46,0.2,0.22
You should start going before punching the button.,"you want to punch the button and go

LABEL: 1

SENTENCE 3:
you want to punch the button and go

","you want to punch the button and go

LABEL: 2

SENTENCE 1:
you want to punch the button and go

",0.21,0.21,0.53,0.54
"Washington Square is definitely underripe, no questions asked. ","If Washington Square is underripe, U-Turn and Devil's Advocate are rotting.

LABEL: 2

SENTENCE 1","If Washington Square is underripe, U-Turn and Devil's Advocate are rotting.

SENTENCE 1:
If Washington Square is",0.32,0.3,0.27,0.31
The rich tourist district has only gardens and no shops.  ,"A proserous tourist district, it is full of shopping centers and department stores, along with a number of good restaurants.

LABEL: 3
","A proserous tourist district, it is full of shopping centers and department stores, along with a number of good restaurants.

SENTENCE 1:",0.19,0.19,0.35,0.34
The South African priest did not know of a person named Clinton.,"The South African priest who invited Clinton to do so is quoted in the paper as saying that once Clinton stood up, he was thinking about how much embarrassment it would","The South African priest who invited Clinton to do so is quoted in the paper as saying that once Clinton stood up, he was thinking about how much embarrassment it would",0.23,0.23,0.33,0.33
I thought he would show where he hid.,"I had a watch kept on Mr. Inglethorp, hoping that sooner or later he would lead me to the hiding-place.

LABEL","I had a watch kept on Mr. Inglethorp, hoping that sooner or later he would lead me to the hiding-place.

SENT",0.2,0.2,0.32,0.33
He didn't have the answer to the question I posed.,"He had a real answer.

LABEL: 2

SENTENCE 3:
He had a real answer.

LABEL: 3","He had no real answer.

LABEL: 2

SENTENCE 1:
He had no real answer.

LABEL: 3",0.15,0.15,0.6,0.62
The us has a legal services delivery system ,"U.S. civil legal services delivery system.

LABEL: 1

SENTENCE 1:
U.S. civil legal services delivery","U.S. civil legal services delivery system.

LABEL: 1

SENTENCE 1:
U.S. civil legal services delivery",0.32,0.32,0.52,0.52
I want to fight.,"'And I don't want to risk a fire fight with what appear to be horribly equal numbers.'

LABEL: 1

SENTENCE","'And I don't want to risk a fire fight with what appear to be horribly equal numbers.'

SENTENCE 1:
'And I",0.32,0.31,0.18,0.18
The association hopes people will not steal someone's identity.,"The association's mission is to reduce the incidence of fraud and white-collar crime through prevention and education.

LABEL: 2

SENT","The association's mission is to reduce the incidence of fraud and white-collar crime through prevention and education.

LABEL: 2

SENT",0.19,0.19,0.19,0.19
"Thankful, the magnet schools started segregating people in Charlotte.","The magnet schools began the undoing of desegregation in Charlotte.

LABEL: 3

SENTENCE 3:
The magnet schools began","The magnet schools began the undoing of desegregation in Charlotte.

LABEL: 3

SENTENCE 3:
The magnet schools began",0.37,0.37,0.42,0.42
The Valley of Loire.,"Loire Valley

LABEL: 1

SENTENCE 1:
Loire Valley

LABEL: 2

SENTENCE 2","Loire Valley

LABEL: 1

SENTENCE 1:
Loire Valley

LABEL: 2

SENTENCE 2",0.25,0.25,0.62,0.62
"She swore to him that if he asked her someday, she would. ","I will some day, if you ask me, she promised him, smiling. 

LABEL: 1

SENTENCE 1:
I will","I will some day, if you ask me, she promised him, smiling. 

LABEL: 1

SENTENCE 1:
I will",0.13,0.13,0.44,0.44
The population of Madeira was devastated by illness in 1475.,"The island's burgeoning economic significance propelled population growth, and by the middle of the 15th century Madeira was home to 800 families.

","The island's burgeoning economic significance propelled population growth, and by the middle of the 15th century Madeira was home to 800 families.

",0.3,0.3,0.35,0.35
Windows 95 is no longer sold.,"Windows 95 costs about $90 at my local computer superstore.

LABEL: 3

SENTENCE 3:
Windows 95 costs about $","Windows 95 costs about $90 at my local computer superstore.

LABEL: 3

SENTENCE 3:
Windows 95 costs about $",0.17,0.17,0.3,0.3
I go to Midland every other weekend. ,"oh thank God i've never been to Midland

LABEL: 2

SENTENCE 3:
oh thank God i've never been to","oh thank God i've never been to Midland

LABEL: 2

SENTENCE 1:
oh thank God i've never been to",0.21,0.21,0.42,0.42
It will be the biggest ever.,"It will be COLOSSAL!""

LABEL: 2

SENTENCE 1:
It will be COLOSSAL!""

LABEL","I'm going to be a great teacher.

LABEL: 2

SENTENCE 1:
I'm going to be a great teacher.",0.32,0.08,0.43,0.56
Somebody still needs to stay at home to care for the children.,yeah well that's the other thing you know they talk about women leaving the home and going out to work well still taking care of the children is a very,yeah well that's the other thing you know they talk about women leaving the home and going out to work well still taking care of the children is a very,0.23,0.23,0.37,0.37
I'm going to try because you can see and touch the oil filters right there.,"i'm going to give it a try cause you can see i mean the oil filters i mean you can touch it it's right there

LABEL:","i'm going to give it a try cause you can see i mean the oil filters i mean you can touch it it's right there

LABEL:",0.59,0.59,0.56,0.56
Lewis was a strict and obsessed with details perfectionist.,"Lewis brought to the campaign the same intensity he had trained upon redneck troopers and sheriffs.

LABEL: 2

SENTENCE 3","Lewis brought to the campaign the same intensity he had trained upon redneck troopers and sheriffs.

LABEL: 2

SENTENCE 1",0.14,0.14,0.19,0.19
There are no cultural places in the city.,"The view from the theater is a fine one.

LABEL: 3

SENTENCE 3:
The view from the theater is a fine","The view from the theater is a fine one.

LABEL: 3

SENTENCE 3:
The view from the theater is a fine",0.07,0.07,0.42,0.42
I think I've seen them outside before but it's been a long time so I'm not sure what they look like.,"yeah i think i've seen those before but i don't remember what they look like

LABEL: 2

SENTENCE 1:
","yeah i think i've seen those before but i don't remember what they look like

LABEL: 2

SENTENCE 1:
",0.53,0.53,0.42,0.42
"By accepting key recovery, companies will increase the risks that terrorists will have to deal with.","But if banks, airlines, and communications companies accept key recovery, the terrorists will risk potential exposure every time they do business with those institutions.

LABEL","But if banks, airlines, and communications companies accept key recovery, the terrorists will risk potential exposure every time they do business with those institutions.

LABEL",0.29,0.29,0.45,0.45
Congress determined that Commission should recover over $126 in costs.,"For fiscal year 1996, Congress determined that the Commission should recover $126,400,000 in costs, an amount 8.6 percent higher than required in fiscal","For fiscal year 1996, Congress determined that the Commission should recover $126,400,000 in costs, an amount 8.6 percent higher than required in fiscal",0.5,0.5,0.52,0.52
Dallas has been having elections on zoning; have you heard about this?,"you know some of the really the really emotional ones have you followed the Dallas elections on zoning

LABEL: 1

SENTENCE 1:
","you know some of the really the really emotional ones have you followed the Dallas elections on zoning

LABEL: 1

SENTENCE 1:
",0.24,0.24,0.35,0.35
Number 14 was with him.,"With him was the evil-looking Number 14.

LABEL: 1

SENTENCE 1:
With him was the evil-looking Number","The Number 14 was a very evil-looking Number.

LABEL: 1

SENTENCE 1:
The Number 14 was a very evil",0.33,0.24,0.56,0.39
She didn't respond.,"He did not reply.

LABEL: 1

SENTENCE 3:
She did not reply.

LABEL: 2

","She did not reply.

LABEL: 1

SENTENCE 1:
She did not reply.

LABEL: 2

",0.11,0.11,0.56,0.65
He is too confident.,"He seemed too confident.

LABEL: 1

SENTENCE 3:
He seemed too confident.

LABEL: 2

","He seemed too self-assured.

LABEL: 1

SENTENCE 1:
He seemed too self-assured.

",0.33,0.22,0.64,0.67
The GAO has no protocols regarding the submission of the product's draft.,"Consistent with GAO's Congressional Protocols, GAO will then offer the requester(s) a draft of the product that is with the agency for","Consistent with GAO's Congressional Protocols, GAO will then offer the requester(s) a draft of the product that is with the agency for",0.32,0.32,0.3,0.3
The last provisions were initially examined incorrectly. ,"The provisions may have to be reexamined as well.

SENTENCE 1:
The provisions may have to be reexamined as well.","The provisions in this section are not applicable to the
instance in the validation_matched split of the glue dataset.

LABEL: 2

S",0.15,0.13,0.69,0.23
Losses rather.,"profit rather

LABEL: 3

SENTENCE 3:
profit rather

LABEL: 4

SENTENCE 4:
","I am

LABEL: 3

SENTENCE 3:
I am

LABEL: 4

SENTENCE 4:
",0.14,0.0,0.59,0.27
The Church of the Assumption is located underground through a Crusader arch.,"A fine Crusader arch leads down a dimly-lit broad stairway to the dark subterranean Church of the Assumption, a Greek Orthodox church.","A fine Crusader arch leads down a dimly-lit broad stairway to the dark subterranean Church of the Assumption, a Greek Orthodox church.",0.34,0.34,0.57,0.57
"There are 24 figures on the Rajabai Clocktower that symbolize the castes of the Maharashtra State, which Mumbai is the capital.","The national mood is stressed on the octagonal spire of the University's Rajabai Clocktower, with 24 figures representing the castes of the Mah","The national mood is stressed on the octagonal spire of the University's Rajabai Clocktower, with 24 figures representing the castes of the Mah",0.36,0.36,0.54,0.54
LASNNY is an new legal services organization.,"LASNNY is one of the oldest and most cost-effective legal services organizations in the United States.

LABEL: 3

SENTENCE","LASNNY is one of the oldest and most cost-effective legal services organizations in the United States.

LABEL: 3

SENTENCE",0.3,0.3,0.33,0.33
Only a few foreigners stayed on Dejima Island after the purge.,"After the purge of foreigners, only a few stayed on, strictly confined to Dejima Island in Nagasaki Bay.

LABEL: 1

","The Japanese government has decided to build a new island, Dejima Island, to protect the Japanese people from the foreigners.

LABEL: 1
",0.45,0.24,0.42,0.22
I had only outlined one of the problems.,"But, as the last problem I'll outline suggests, neither of the previous two objections matters.

LABEL: 3

SENTENCE 3:","I'm not sure what you mean by ""the last problem I'll outline"".

SENTENCE 1:
I'm not sure what you mean by",0.21,0.12,0.25,0.46
The dog cheers up my wife's mother. ,um-hum they keep you entertained they sure do we have a uh my wife's uh mother is uh oh about  seventy seven i guess she really,"SENTENCE 2:
um-hum they keep you entertained they sure do we have a uh my wife's uh mother is uh oh about  sevent",0.22,0.24,0.3,0.28
We try not to watch too much TV.,"but uh TV is something that we try to not um deliberately try not to get hung up on it like you say

LABEL: 1

S","I think that's a good point.

LABEL: 1

SENTENCE 1:
I think that's a good point.

",0.24,0.0,0.23,0.54
It looks like the proportion of LC to AO mail is more for inbound mail than for outbound.,"Hence, it appears likely that the proportion of LC to AO mail is less for inbound mail than for outbound.

SENTENCE 3:
","Hence, it appears likely that the proportion of LC to AO mail is less for inbound mail than for outbound.

SENTENCE 1:
",0.75,0.75,0.61,0.62
I don't ever sit on my sofa and do cross-stitch. ,"
exactly and when i'm sitting here on the sofa cross-stitching and all of a sudden somebody a man's got their hand on my door knob"," from happening but i don't think that's gonna happen.

SENTENCE 2:
i don't think that's gonna happen either.

",0.2,0.18,0.29,0.33
Civil libertarians have celebrated the partnership's role in supporting the coalition's core agenda.,"The church-state partnership is a bad idea.

LABEL: 3

SENTENCE 3:
The church-state partnership is a bad","The government has been forced to spend more than $1 billion to keep the program running.

LABEL: 3

SENTENCE 3:
",0.18,0.11,0.37,0.12
Revenue is received from forfeited property.,"Revenue is recognized from forfeited property unless the property is distributed to state or local law enforcement agencies or foreign

LABEL: 1

SENT","Revenue is recognized from forfeited property unless the property is distributed to state or local law enforcement agencies or foreign

LABEL: 1

SENT",0.34,0.34,0.29,0.29
A CIO should guide technology solutions based on a company's internal environment.,"Executives do so by examining their internal environments and asking a series of questions about the problems that need fixing, how information technology and management can help, and","Executives do so by examining their internal environments and asking a series of questions about the problems that need fixing, how information technology and management can help, and",0.1,0.1,0.27,0.27
"Nothing about agencies are familiar, they are all unique.","There are certain categories of control activities that are common to all agencies.

LABEL: 2

SENTENCE 3:
There are certain categories","The agency is responsible for the development of the agency's strategic plan.

LABEL: 3

SENTENCE 2:
The agency is responsible",0.2,0.0,0.32,0.32
"Although the Freedom of Information Act aims to protect information from being disclosed, information should still not be withheld from the GAO. ","The Freedom of Information Act, the Trade Secrets Act, and other statutes may generally protect certain categories of information from disclosure by an agency to the public, but","The Freedom of Information Act, the Trade Secrets Act, and other statutes may generally protect certain categories of information from disclosure by an agency to the public, but",0.36,0.36,0.43,0.43
Practice groups are not permitted to work on these issues.,"We have to be careful about the way we use the word ""lawyer"" in the context of the law firm. 

LABEL: 3

","The problem is that the law firms are not always able to identify the issues that are relevant to their clients. 

LABEL: 3

SENT",0.06,0.24,0.15,0.2
He took his time carefully placing the cards on top of each other.,"By placing ”one card ”on another ”with mathematical ”precision!"" I watched the card house rising under his hands, story by story. 

LABEL","I watched the card house rising under his hands, story by story. 

LABEL: 1

SENTENCE 1:
I watched the card",0.11,0.12,0.27,0.33
'Will the train slow down? The autopilot is damaged'.,"'The autopilot's damaged- will the train still slow down?'

LABEL: 1

SENTENCE 1:
'The aut","'The autopilot's damaged- will the train still slow down?'

LABEL: 1

SENTENCE 1:
'The aut",0.48,0.48,0.4,0.4
Ellison and Hemingway took different ways to compare becoming a man.,"Ellison is saying that the process of becoming an artist is the same as the process of becoming a man.

LABEL: 3

SENT","The process of becoming an artist is a long and arduous one.

LABEL: 3

SENTENCE 3:
The process of",0.24,0.13,0.25,0.24
There is evidence to suggest that Lewis was killed by someone else.,"Did Meriwether Lewis really commit suicide, as historians claim?

LABEL: 2

SENTENCE 3:
Did Meriwether Lewis","Did Meriwether Lewis really commit suicide, as historians claim?

LABEL: 2

SENTENCE 1:
Did Meriwether Lewis",0.07,0.07,0.22,0.22
Mr. Erlenborn earned all of his undergraduate credits at the University of Notre Dame.,"Mr. Erlenborn is a professor at the University of Notre Dame, Indiana University, the University of Illinois, and Loyala University of Chicago.
","Mr. Erlenborn is a professor at the University of Notre Dame, Indiana University, the University of Illinois, and Loyala University of Chicago.
",0.44,0.44,0.55,0.55
He's terrible at football there.,"i think they're a little bit more of a football powerhouse up there i guess

LABEL: 3

SENTENCE 3:
i","i think i'm gonna have to go with the other team

LABEL: 3

SENTENCE 3:
i think i'm gonna have",0.15,0.0,0.2,0.26
Hiking trail maps can be obtained at the Government Publications Center.,"The Government Publications Ceter, Low Block, Government Offices, 66 Queensway in Central, is a good place to start your search for hiking trails.
","The Government Publications Ceter, Low Block, Government Offices, 66 Queensway in Central, is a government building.

LABEL: 1

",0.18,0.21,0.5,0.26
Perspectives can be analytical,"Analytical Perspectives.

LABEL: 1

SENTENCE 1:
Analytical Perspectives.

LABEL: 2

","Analytical Perspectives.

LABEL: 1

SENTENCE 1:
Analytical Perspectives.

LABEL: 2

",0.29,0.29,0.45,0.45
"According to some professionals, cooler times are the best for getting a catch.","Some experts say there's a greater chance of a making a catch in the cooler days of spring and autumn, and in the hours after sunset.

LAB","Some experts say there's a greater chance of a making a catch in the cooler days of spring and autumn, and in the hours after sunset.

LAB",0.15,0.15,0.48,0.48
Lying or spreading bad information is the fastest way to lose trust.,"The recent events illustrate that trust takes years to gain but can be lost in an instant.

LABEL: 2

SENTENCE 3:
","The recent events illustrate that trust takes years to gain but can be lost in an instant.

LABEL: 2

SENTENCE 1:
",0.12,0.12,0.26,0.22
The benefits of the stock market boom mostly went to investors since at least half of American households owned no stocks in 1998.,"The stock market boom of the 1990s was a boon to many households, but it was not a boon to all households.

LABEL:","The stock market boom of the 1990s was a boon to many households, but it was not a boon to all households.

LABEL:",0.26,0.26,0.36,0.36
"Buddy, I just can't answer all those questions.","I don't know all the answers, fella.

LABEL: 1

SENTENCE 1:
I don't know all the answers","I don't know all the answers, fella.

LABEL: 1

SENTENCE 1:
I don't know all the answers",0.21,0.21,0.59,0.59
The has-been skit involved sending out former performers to struggle and fail.,"The man who had once come up with a has-been corner skit, in which, as Zmuda recalls, forgotten performers would be sent out to","The man who had once come up with a has-been corner skit, in which, as Zmuda recalls, forgotten performers would be sent out to",0.32,0.32,0.37,0.37
The deadline to accept my promotion arrived and I got a business card with my new title. ,"The day my deadline came, I got a business card.

LABEL: 2

SENTENCE 1:
The day my deadline came,","The day my deadline came, I got a business card.

LABEL: 2

SENTENCE 1:
The day my deadline came,",0.44,0.44,0.47,0.47
The cathedral has a greater impressiveness during the night.,"The cathedral in particular is impressive after dark.

LABEL: 1

SENTENCE 3:
The cathedral in particular is impressive after dark.","The cathedral in particular is impressive after dark.

LABEL: 1

SENTENCE 1:
The cathedral in particular is impressive after dark.",0.21,0.21,0.65,0.66
"information is collected, analyzed, and then a report is written.","In most methods, we plan for data collection, then we collect the information, then we analyze it, and then we write the report.

LABEL","In most methods, we plan for data collection, then we collect the information, then we analyze it, and then we write the report.

LABEL",0.24,0.24,0.42,0.42
Fry the beef steak and eat it plain with salt and pepper.,yeah you can also do the same thing using um if you have ground beef just stir fry the ground beef drain off the oil use the same hoi sin,yeah you can also do the same thing using um if you have ground beef just stir fry the ground beef drain off the oil use the same hoi sin,0.14,0.14,0.39,0.39
It makes it better.,"It spoils the sport.

LABEL: 2

SENTENCE 3:
It spoils the sport.

LABEL: 3","It spoils the sport.

LABEL: 3

SENTENCE 3:
It spoils the sport.

LABEL: 4",0.22,0.22,0.52,0.5
The AILA joined the ACLU in requesting the information to be released immediately.,"The ACLU has filed a Freedom of Information Act request to find out who is being detained where and why.

LABEL: 2

SENT","The ACLU has filed a Freedom of Information Act request to find out who is being detained where and why.

LABEL: 2

SENT",0.22,0.22,0.26,0.26
Our church also has bake sales each year. ,i know that you know the church has a lot of money and they're always looking for ways to raise money and so they have a garage sale and they always,i know that you know that you know that you know that you know that you know that you know that you know that you know that you know that you know,0.1,0.0,0.34,0.24
The texture of the rock comes from the way that it is formed.,"The  rock  is  a  good  material  for  making  a  rock  wall.

LABEL: 2

SENT","The  rock  is soft and can be bought in a variety of shapes.

LABEL: 2

SENTENCE 1:
The  ",0.22,0.19,0.29,0.22
Overstaying a student visa will make pro bono assistance difficult.,"A student visa overstayer is going to be a high priority for pro bono assistance.

LABEL: 1

SENTENCE 3:","A student visa overstayer is going to be a high priority for pro bono assistance.

LABEL: 1

SENTENCE 1:",0.41,0.41,0.4,0.38
The rules developed in the interim were put together with these comments in mind.,"and these comments were considered in formulating the interim rules.

SENTENCE 1:
and these comments were considered in formulating the interim rules.","and these comments were considered in formulating the interim rules.

LABEL: 1

SENTENCE 1:
and these comments were considered in",0.33,0.35,0.72,0.4
Czarek was turned away by the group.,"The new manager, who was a young man of about twenty years old, was a bit of a surprise. He was a bit of a surprise, because he","
The poultry brotherhood was paying a lot of sudden attention to the newcomers - a strong group of young and talented managers from an egzemo-ex",0.06,0.19,0.24,0.17
Conversing to someone in the area is interesting.,"yeah yeah so it's interesting to talk to somebody from that general vicinity

LABEL: 1

SENTENCE 1:
yeah yeah","yeah yeah so it's interesting to talk to somebody from that general vicinity

LABEL: 1

SENTENCE 1:
yeah yeah",0.07,0.07,0.49,0.49
"Katachi roughly means, it isn't what you do; it's the way you do it.","This provides insight into the important Japanese concept of katachi (form), the rough equivalent of  It isn't what you do; it's the way that you","This provides insight into the important Japanese concept of katachi (form), the rough equivalent of  It isn't what you do; it's the way that you",0.56,0.56,0.47,0.47
Pat Buchanan led the group.,"Pat Buchanan was the first to arrive at the scene of the accident.

LABEL: 3

SENTENCE 3:
Pat Buchanan","Pat Buchanan followed immediately behind, handing out smallpox-infected blankets and bottles of whiskey.

LABEL: 3

SENTENCE 3",0.25,0.17,0.38,0.26
There wasn't any censuses in Malaysia prior to 1940.,"The census of 1931 served as an alarm signal for the Malay national consciousness.

LABEL: 1

SENTENCE 3:
The census of","The Malay national consciousness was aroused by the census of 1931.

LABEL: 3

SENTENCE 3:
The Malay national consciousness was aroused",0.0,0.0,0.14,0.36
"The most ornate tomb (number 66), though not always accessible, is of the renowned Theban queen Nefertari.","The renowned Theban queen Nefertari, wife of Ramses II, has the most ornate tomb (number 66) but it is not always accessible","The renowned Theban queen Nefertari, wife of Ramses II, has the most ornate tomb (number 66) but it is not always accessible",0.46,0.46,0.71,0.71
Chapter 1 introduces Leonard Franklin Slye.,"Chapter 2: He was a very good student.

LABEL: 1

SENTENCE 3:
Chapter 3: He was a very good","Chapter 1: His real name was Leonard Franklin Slye.

LABEL: 1

SENTENCE 1:
Chapter 1: His real",0.16,0.43,0.33,0.33
"Everything is before May 7, 1915.","The first day of the month of May, 1915.

LABEL: 3

SENTENCE 3:
The first day of the month of",The first sentence of the second paragraph of the second page of the second section of the second chapter of the second volume of the second volume of the second volume of,0.15,0.0,0.3,0.12
Lasted two years,"I'm not sure.

LABEL: 3

SENTENCE 3:
I'm not sure.

LABEL: 4

","I am a cat.

LABEL: 2

SENTENCE 3:
I am a dog.

LABEL: 3

",0.0,0.0,0.44,0.37
I hope you haven't been paying any attention to the Dallas elections.,"you know some of the really the really emotional ones have you followed the Dallas elections on zoning

LABEL: 2

SENTENCE 3:
","you know some of the really the really emotional ones have you followed the Dallas elections on zoning

LABEL: 2

SENTENCE 1:
",0.23,0.23,0.23,0.23
Pretty much everyone has that opportunity. ,"I'm not sure that I can afford to buy a new car.

LABEL: 3

SENTENCE 3:
I'm not sure","I'm not sure what I'm going to do.

LABEL: 3

SENTENCE 3:
I'm not sure what I'm",0.07,0.0,0.35,0.36
i told him i don't weigh that much,"yeah i was saying to him i said i'm not that heavy i'm not heavy you know maybe ten to fifteen pounds like any other human being

","yeah i was saying to him i said i'm not that heavy i'm not heavy you know maybe ten to fifteen pounds like any other human being

",0.21,0.21,0.51,0.51
"After what seems like forever, Clinton still doesn't understand how avoid looking unpresidential.","After four years, Clinton has learned how to avoid looking unpresidential.

LABEL: 1

SENTENCE 3:
After four years","After four years, Clinton has learned how to avoid looking unpresidential.

LABEL: 3

SENTENCE 3:
After four years",0.38,0.38,0.49,0.53
Social values play a role in determining the content of the DSM.,"But of course the DSM is informed by social values.

LABEL: 1

SENTENCE 1:
But of course the DSM is informed","But of course the DSM is informed by social values.

LABEL: 1

SENTENCE 1:
But of course the DSM is informed",0.3,0.3,0.44,0.44
family-planning organizations agree with the Clinton administration about certain things.,"The Clinton administration has been trying to get the family-planning organizations to take a more active role in the program.

LABEL: 1

","The Clinton administration has been trying to get the family-planning organizations to take a more active role in the program.

LABEL: 1

",0.24,0.24,0.34,0.34
