completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
"Nelliyadi is a city in Puttur taluk of Dakshina Kannada district , Karnataka . It has the population of 13,640","Nelliyadi is a city in the Puttur Taluk district of Dakshina Kannada, Karnataka, which has a population of 13","Nelliyadi is a city in the Puttur Taluk district of Dakshina Kannada, Karnataka, which has a population of 13",0.79,0.79,0.78,0.78
Husted 's family was listed in the Social Register and were friendly with Jacqueline Bouvier 's father John Vernou Bouvier III and stepfather Hugh D. Auchincloss .,Husted's family was run in the social register and was friendly with Jacqueline Bouvier's father John Vernou Bouvier III and Stepfather,Husted's family was run in the social register and was friendly with Jacqueline Bouvier's father John Vernou Bouvier III and Stepfather,0.86,0.86,0.59,0.59
"Over time , Las Vegas became the new `` American Gretna Green '' , although hundreds of people are still married in Elkton each year .","The town's name was changed to Elkton in 1818, and it became a center for the tobacco industry.

LABEL: 1
","In time, Elkton became the American `` new Gretna Green, '' although hundreds of people are still married in Las Vegas each year.

",0.1,0.76,0.07,0.7
"By contrast , the Allemanists insisted on the autonomy of the trade unions and saw the Socialist Party merely as the political representative of the non-parliamentary workers ' movement .","The Allemanists, however, were not prepared to accept the extra-parliamentary party as the sole representative of the socialist workers'movement.

",The Allemanists insisted on the autonomy of the trade unions and saw the extra-parliamentary party merely as the political representative of the socialist workers'movement,0.45,0.85,0.56,0.74
He was born in Wanganui and died in a private hospital of Dunedin .,"He was born in Wanganui, and died in a Dunedin private hospital.

LABEL: 2

SENTENCE 1:
He","He was born in Wanganui, and died in a Dunedin private hospital.

LABEL: 2

SENTENCE 1:
He",0.73,0.73,0.51,0.51
"The 2013 BBC programme `` Ripper Street '' , Colonel Madoc Faulkner ( Iain Glen ) refers to a variant of Utterance 325","The BBC - Programm `` Ripper Street '' of 2013, Iain Glen ( Colonel Madoc Faulkner ), refers to a variant of Utter","The BBC - Programm `` Ripper Street '' of 2013, Iain Glen ( Colonel Madoc Faulkner ), refers to a variant of Utter",0.67,0.67,0.65,0.65
"On 7 November 1938 , a young Polish Jew , Herschel Grynszpan , attacked and shot two German officials in the German Nazi Embassy in Paris .","The shooting was a response to the deportation of his father to a concentration camp.

LABEL: 1

SENTENCE 1:
On November","On November 7, 1938, a young Polish Jew, Herschel Grynszpan, shot two Nazi German officials in the German embassy in Paris.
",0.09,0.86,0.03,0.76
The Luhei River is a tributary of the River Vişeu in Romania .,"The river Vişeu is a tributary of the River Luhei in Romania.

LABEL: 1

SENTENCE 1:
The","The river Vişeu is a tributary of the River Luhei in Romania.

LABEL: 1

SENTENCE 1:
The",0.65,0.65,0.25,0.25
The Temple is widely perceived as well organized and well maintained to help the devotees have a memorable Dharshan of Sri Bhavani Amman .,"The temple is widely perceived as well preserved and well organized to help the Devotees have a memorable Dharshan of Sri Bhavani Amman.
","The temple is widely perceived as well preserved and well organized to help the Devotees have a memorable Dharshan of Sri Bhavani Amman.
",0.91,0.91,0.86,0.86
"24.1 % were of German , 15.2 % Irish , 11.7 % English , 8.2 % American and 6.8 % Italian ancestry according to Census 2000 .","The 2000 census showed that 24.1 % of the population were German, 15.2 % Irish, 11.7 % English, 8.2 % Italian","24.1 % were German, 15.2 % Irish, 11.7 % English, 8.2 % Italian and 6.8 % of American origin",0.59,0.71,0.69,0.74
"In 2002 , CRLA was awarded the Domestic Human Rights Award by Global Exchange and an international NGO located in San Francisco .","In 2002 Global Exchange was awarded the Domestic Human Rights Award by CRLA, and international NGO based in San Francisco.

LABEL: 1

S","In 2002 Global Exchange was awarded the Domestic Human Rights Award by CRLA, and international NGO based in San Francisco.

LABEL: 1

S",0.73,0.73,0.57,0.57
"The 13th District Agricultural Association in the Yuba , better known as the Sacramento Valley -- Sutter Fair has long history and tradition .","The fair is held annually in the town of Marysville, California.

LABEL: 1

SENTENCE 1:
The fair is","The Yuba -- Sutter Fair is a long-standing tradition in the Sacramento Valley.

LABEL: 1

SENTENCE 1:
",0.26,0.32,0.11,0.28
"Oecomys rutilus , also known as the red Arboreal Oecomys or reddish rice rat , is a type of rodent in the genus '' Oecomys '' of the Cricetidae family .","Oecomys rutilus is a species of rodent in the family Cricetidae.

LABEL: 1

SENTENCE 1","Oecomys rutilus is a species of rodent in the family Cricetidae.

LABEL: 1

SENTENCE 1",0.44,0.44,0.35,0.35
Raubenheimer is considered a car enthusiast and has remained the `` father '' of the Mini Marcos in South Africa .,"Raubenheimer is considered a car enthusiast and has remained in South Africa the `` father of Mini Marcos.

LABEL: 2

S","Raubenheimer is considered a car enthusiast and has remained in South Africa the `` father of Mini Marcos.

LABEL: 1

S",0.74,0.74,0.59,0.59
"The most important use of phosphoric acid ( basic lead acid ) is the production of phosphorous phosphite , which is a stabiliser in PVC and related chlorinated polymers .","The most important use of phosphorous acid ( phosphonic acid ) is the production of basic lead phosphite, which is a stabilizer in PVC and related","The most important use of phosphorous acid ( phosphonic acid ) is the production of basic lead phosphite, which is a stabilizer in PVC and related",0.76,0.76,0.67,0.67
"This system is found in southern Ontario , northern Manitoba and southern Saskatchewan .","It is found in the United States in the states of Minnesota, Wisconsin, Michigan, Illinois, Indiana, Ohio, Pennsylvania, New York, Connecticut, Rhode Island","It is a medium-sized bird, with a length of about 25 cm ( 10 in ) and a weight of about 100 g ( 3.5 oz ).",0.17,0.16,0.37,0.24
Glemsford is surrounded by farmland and is not far from historic Suffolk villages such as Lavenham and Long Melford .,"The village is also home to the National Trust's Lavenham Guildhall.

LABEL: 2

SENTENCE 1:
Glems","The town is also home to the National Trust's Lavenham Guildhall, a Grade I listed building.

LABEL: 2

SENT",0.11,0.1,0.1,0.06
"The included leaves are also written in uncial letters , but in a different style `` with thicker downstrokes and very thin upstrokes '' .","The style of the uncial letters is very similar to that of the minuscule letters.

LABEL: 2

SENTENCE 1:
","The style of the uncial letters is very different from the style of the other leaves.

LABEL: 2

SENTENCE 1:
",0.2,0.24,0.17,0.27
"The Baldwins lived in Washington , D.C. Helen Baldwin died in 1977 , and Robert Baldwin died from the disease of Lou Gehrig on March 14 , 1998 .","Robert Baldwin died March 14, 1998, from Lou Gehrig's disease.

LABEL: 2

SENTENCE 1:
The","The Baldwins lived in Washington, D.C. Helen Baldwin died in 1977 and Robert Baldwin died March 14, 1998, from Lou Gehrig '",0.29,0.79,0.11,0.74
"The 1895 , as well as the early model 1899 and later model 99 , used a lathe magazine to keep the cartridges .","The Model 1895 was the first rifle to use a detachable magazine.

LABEL: 1

SENTENCE 1:
The Model 1899 was","The 1895, as well as the later Model 1899 and early Model 99, used a rotary magazine to hold the cartridges.

LABEL: 1

",0.29,0.77,0.2,0.63
"At the Sony Ericsson Open in 2010 , he defeated Novak Djokovic and the 2007 title and second seed Richard Gasquet .","He defeated the 2008 champion and the 2008 runner-up, Roger Federer, in the quarterfinals and the 2009 champion and the 2009 runner-up,","He defeated Richard Gasquet and the 2007 titlist and second seed Novak Djokovic.

LABEL: 1

SENTENCE 1:",0.23,0.43,0.28,0.38
"It was registered with the MNCC in 1988 , when the Association was renamed to the Companies Act .","The Association was renamed MNCC in 1988, when the Association was registered according to the Companies Act.

LABEL: 1

SENTENCE 1","The Association was renamed MNCC in 1988, when the Association was registered according to the Companies Act.

LABEL: 1

SENTENCE 1",0.63,0.63,0.5,0.5
"The hybrids are , however , always infertile and seem to be male .","The hybrids, however, are always male and seem to be infertile.

LABEL: 1

SENTENCE 1:
The hybrids","The hybrids, however, are always male and seem to be infertile.

LABEL: 0

SENTENCE 1:
The hybrids",0.57,0.57,0.56,0.55
Cafcass is represented on the national Family Justice Board and chairs 10 out of 42 local Family Justice Boards .,"Cafcass is represented in the National Family Justice Board and has 10 out of 42 local Family Justice boards as chairs.

LABEL: 2
","Cafcass is represented in the National Family Justice Board and has 10 out of 42 local Family Justice boards as chairs.

LABEL: 1
",0.81,0.81,0.67,0.67
"Nowadays masking tapes are widely used for decorative purposes . They are printed with different patterns , some Japanese tapes are made of washi paper .","The masking tapes are used to cover the surface of the object.

LABEL: 2

EXAMPLE INPUT 2:
Finish SENTENCE","The masking tapes are used for decoration, and they are made from washi paper.

LABEL: 1

SENTENCE 1:
The",0.24,0.48,0.08,0.23
From 1957 to 1971 the ER2 was built in Port Elizabeth . Birmingham switched to the series three in 1966 .,"The ER2 was built in Birmingham, and in 1966 Port Elizabeth changed to the three series.

LABEL: 1

SENTENCE 1:","The ER2 was built in Birmingham, and in 1966 Port Elizabeth changed to the three series.

LABEL: 1

SENTENCE 1:",0.51,0.51,0.43,0.43
The BHC is a member of the International Economic History Association and is an affiliated organization of the American Historical Association and of H-Net .,"The BHC is a member of the International Economic History Association and is an affiliated organisation of the American Historical Association and H-Net.

LABEL:","The BHC is a member of the International Economic History Association and is an affiliated organisation of the American Historical Association and H-Net.

LABEL:",0.92,0.92,0.72,0.72
"However , in Forino , between Avellino and Salerno , Romuald intercepted and destroyed part of the Roman army .","The army of Romuald was defeated by the army of the emperor.

LABEL: 2

SENTENCE 1:
However, Rom","The army was led by the Roman general Flavius Aetius, who was killed in the battle.

LABEL: 2

SENT",0.18,0.11,0.15,0.06
He returned to South Africa and went to the King Edward VII School .,"He went to South Africa and returned to King Edward VII School.

LABEL: 1

SENTENCE 1:
He went to South Africa","He went to South Africa and returned to King Edward VII School.

LABEL: 1

SENTENCE 1:
He went to South Africa",0.59,0.59,0.58,0.58
"On May 28 , 2011 , a leadership was chosen to replace Darrell Pasloski , and Dennis Fentie was elected after only one election .","On 28 May 2011, a leadership was chosen to replace Dennis Fentie, Darrell Pasloski was elected after only one ballot.

LABEL","On 28 May 2011, a leadership was chosen to replace Dennis Fentie, Darrell Pasloski was elected after only one ballot.

LABEL",0.76,0.76,0.6,0.6
This iteration is smaller and has a greater storage capacity than its previous versions .,"The storage capacity of this iteration is larger than its previous versions.

LABEL: 1

SENTENCE 1:
This iteration is larger and","This iteration is larger and has a smaller storage capacity than its previous versions.

LABEL: 1

SENTENCE 1:
This iteration is",0.4,0.69,0.42,0.43
"As above in the complex case , the normal form is","The normal form is the complex case as in the complex case.

LABEL: 2

SENTENCE 1:
The normal form is the","The normal form is the normal form as above.

LABEL: 2

SENTENCE 1:
As in the complex case is the normal",0.58,0.52,0.39,0.46
The military ranks of Tajikistan are the military insignia used by the military in Tajikistan .,"The Military ranks of Tajikistan are the military insignia used by the Military of Tajikistan.

LABEL: 2

EXAMPLE IN","The Military ranks of Tajikistan are the military insignia used by the Military of Tajikistan.

LABEL: 1

SENTENCE",0.82,0.85,0.37,0.5
"The film music department had a rare combination , Sitar Maestro Pandit Ravi Shankar , with the lyrics Shailendra .","The film music department had a rare combination, Sitar Maestro Shailendra, with the lyricist Pandit Ravi Shankar.
","The film music department had a rare combination, Sitar Maestro Shailendra, with the lyricist Pandit Ravi Shankar.
",0.76,0.76,0.83,0.83
"The 2013 BBC programme `` Ripper Street '' , Iain Glen ( Colonel Madoc Faulkner ) refers to a variant of Utterance 325 .","The BBC - Program `` Ripper Street '' 2013, Colonel Madoc Faulkner ( Iain Glen ), refers to a variant of Utterance 325","The BBC - Program `` Ripper Street '' 2013, Colonel Madoc Faulkner ( Iain Glen ), refers to a variant of Utterance 325",0.78,0.78,0.79,0.79
"INPUT is a voluntary organization supported by conference fees , public television broadcasting , individuals and various institutions , agencies and foundations .","The organization is dedicated to the advancement of the science of psychology and its application to the understanding and improvement of human welfare.

LABEL: 2

","INPUT is a voluntary organization, supported by conference registration fees, public television organizations, individuals, and various institutions, agencies, and foundations.

LABEL:",0.14,0.9,0.18,0.67
The River Frasin is a tributary of the River Bistra Mare in Romania .,"The Bistra Mare River is a tributary of the Frasin River in Romania.

LABEL: 1

SENTENCE 1","The Bistra Mare River is a tributary of the Frasin River in Romania.

LABEL: 1

SENTENCE 1",0.67,0.67,0.43,0.43
"According to the Bureau of Meteorology , the highest temperature ever measured in Toowoomba was on 12 February 2017 , while the lowest was on 12 July 1965 .","The lowest temperature ever recorded in Toowoomba was on 12 February 2017, while the highest was on 12 July 1965.

LABEL: 1","According to the Bureau of Meteorology, the lowest temperature ever recorded in Toowoomba was on 12 February 2017, while the highest was on 12",0.71,0.84,0.5,0.67
"Most exhibitors will plan `` full , `` rolling '' and `` flat '' display for varying weather and airspace conditions .","The `` full '' display is the most common, and is used for most of the time.

LABEL: 2

SENTENCE 1:","Most exhibitors plan `` full '', `` rolling '' and `` flat '' display for varying weather and airspace conditions.

LABEL: 1

",0.18,0.9,0.09,0.68
The river Vişeu is a tributary of the Luhei River in Romania .,"The Luhei River is a tributary of the Danube River in Romania.

LABEL: 2

SENTENCE 1:
The Vi","The Vişeu River is a tributary of the Luhei River in Romania.

LABEL: 2

SENTENCE 1:
The",0.65,0.77,0.29,0.28
Both Mark Browne and his younger brother Ricky debuted for Geelong in the opening round of the VFL season of 1974 against Footscray in the Western Oval .,"Ricky was the first player to be selected in the first round of the National Draft in 1977.

LABEL: 1

SENTENCE 1","Both Ricky and younger brother Mark Browne debuted for Geelong in the opening round of the VFL season in 1974 against Footscray at Western Oval.
",0.29,0.77,0.05,0.82
It is a yellow solid with low solubility in water but good solubility in DMF .,"It is a yellow solid with good solubility in water, but with little solubility in DMF.

LABEL: 1

SENTENCE 1:","It is a yellow solid with good solubility in water, but with little solubility in DMF.

LABEL: 1

SENTENCE 1:",0.74,0.74,0.59,0.59
"Adam Ludwik Czartoryski was married to Prince Maria , married on August 31 , 1901 in Warsaw .","Adam Adam Ludwik Czartoryski was married to Prince Maria, who married in Warsaw on August 31, 1901.

LABEL: 2
","Adam Adam Ludwik Czartoryski was married to Prince Maria, who married in Warsaw on August 31, 1901.

LABEL: 2
",0.76,0.76,0.49,0.49
The Leveleș River is a tributary of the Teuz River in Romania .,"The River Teuz is a tributary of the Levele River in Romania.

LABEL: 1

SENTENCE 1:
The","The River Teuz is a tributary of the Levele River in Romania.

LABEL: 1

SENTENCE 1:
The",0.69,0.69,0.24,0.24
"It is south of Paris , to the east of the English Channel , south of Brussels and north of Amsterdam by car .","It is by car to the north of Paris, east of the Channel, south of Brussels and south of Amsterdam.

LABEL: 1

S","It is by car to the north of Paris, east of the Channel, south of Brussels and south of Amsterdam.

LABEL: 1

S",0.64,0.64,0.52,0.52
"Realizing what Arthur wants , a panicked Adam tries to escape but is forced to touch Arthur 's hand .","Adam is a man who is in a hurry.

LABEL: 1

SENTENCE 1:
A panicked Arthur recognizes what Adam wants","Adam is trying to get Arthur to touch his hand.

LABEL: 1

SENTENCE 1:
Arthur is trying to escape from Adam",0.16,0.26,0.4,0.42
"Sanjay Subrahmanyan is married to Aarthi Sanjay , a musician , since 1993 ; they have two children .","Aarthi Sanjay is the daughter of Sanjay Subrahmanyan, a musician.

LABEL: 1

SENTENCE 1","Aarthi Sanjay has been married to Sanjay Subrahmanyan, a musician since 1993. They have two children.

LABEL:",0.34,0.75,0.29,0.67
"During the Russian war ( 1787-92 ) Repnin was , after Alexander Suvorov , the most successful of the second Turkish commanders .","The Russian War ( 1787-92 ) was the last major war of the Russian Empire.

LABEL: 2

SENTENCE 1:","After the war, Repnin was appointed to the post of commander of the Russian army in the Caucasus.

LABEL: 2

S",0.49,0.35,0.13,0.15
"Instead , Eugene Mordant 's army - commander General Decoux became secretly delegate to the Provisional Government and head of all resistance and underground activities in Indochina .","The Provisional Government's delegate and the head of all resistance and underground activities in Indochina was Eugene Mordant.

LABEL:","The Provisional Government's delegate and the head of all resistance and underground activities in Indochina.

LABEL: 2

SENT",0.58,0.59,0.37,0.25
A new system of CCE is also implemented at school for a continuous and comprehensive evaluation of the students .,"The system is based on the concept of continuous and comprehensive evaluation.

LABEL: 2

SENTENCE 1:
The system is based on","The system is also used to evaluate the students' performance in the school.

LABEL: 2

SENTENCE 1:
The system is",0.35,0.26,0.34,0.33
"Turtle Creek is a neighborhood running along Turtle Creek and the adjacent Turtle Creek Boulevard in the Oak Lawn area of Dallas , Texas ( USA ) .","The neighborhood is bounded by Oak Lawn Avenue to the north, Cedar Springs Road to the east, Routh Street to the south, and the Trinity River","Turtle Creek is a neighborhood running along Turtle Creek Boulevard and adjacent Oak Lawn in the Turtle Creek area of Dallas, Texas ( USA ).
",0.12,0.77,0.26,0.86
The schism was not repaired until the late 6th century for Milan and the late 7th century for Aquileia .,"The schism was not repaired until the late 6th century for Milan and for Aquileia in the late 7th century.

LABEL: 2","The schism was not repaired until the late 6th century for Milan and for Aquileia in the late 7th century.

LABEL: 2",0.83,0.83,0.67,0.67
"Other famous spa towns include Sandanski , Hisarya , Bankya , Devin , Kyustendil , Varshets and Velingard .","The spa town of Velingrad is located in the Rhodope Mountains.

LABEL: 2

SENTENCE 1:
The spa","The spa town of Velingrad is located in the Rhodope Mountains, in the south of Bulgaria.

LABEL: 2

SENT",0.07,0.06,0.17,0.1
"Lex Davison won a victory to his second AGP , which he shared after using Bill Patterson as a relief driver .","Bill Bill Patterson won a victory for his second AGP, which he shared after using Lex Davison as a relief driver.

LABEL: 1
","Bill Bill Patterson won a victory for his second AGP, which he shared after using Lex Davison as a relief driver.

LABEL: 1
",0.7,0.7,0.53,0.53
"The estimated middle income for a household in the city in 2013 was $ 63,121 , while the median income for a household in the city was $ 78,090 .","The estimated mean income for a household in the city in 2013 was $ 63,121, while the median income for a household in the town was $ 78,","The estimated mean income for a household in the city in 2013 was $ 63,121, while the median income for a household in the town was $ 78,",0.91,0.91,0.72,0.72
The entire city is planned with avenues and residential areas as well as commercial areas .,"The city is planned with avenues and residential areas as well as industrial areas.

LABEL: 2

SENTENCE 1:
The entire city","The entire city is planned with avenues and residential areas as well as industrial areas.

LABEL: 1

SENTENCE 1:
The entire",0.72,0.78,0.56,0.47
This species is distributed along Hawaii and the Indian Ocean in the Pacific Ocean along South Africa and Tahiti .,"This species is distributed in the Pacific Ocean along Hawaii and in the Indian Ocean along South Africa and Tahiti.

LABEL: 2

EXAMPLE","This species is distributed in the Pacific Ocean along Hawaii and in the Indian Ocean along South Africa and Tahiti.

LABEL: 2

SENT",0.71,0.71,0.53,0.57
He dated John F. Kennedy ( who later became Jacqueline Bouvier to marry and become a First Lady of the United States ) .,"He was a member of the American Society of Magazine Editors.

LABEL: 1

SENTENCE 1:
He was a member of","He dated Jacqueline Bouvier ( who was later to get married John F. Kennedy and become First Lady of the United States.

LABEL:",0.2,0.6,0.16,0.53
"After the retirement of John Moyer , Brian Tichy and Scott Moughton , Rudy Sarzo and Robert Sarzo became members in 2015 .","In 2015, Rudy Sarzo and Robert Sarzo became members after the departures of John Moyer, Brian Tichy, and Scott Moughton.","In 2015, Rudy Sarzo and Robert Sarzo became members after the departures of John Moyer, Brian Tichy, and Scott Moughton.",0.5,0.5,0.75,0.75
Genevieve keeps his meetings secret with Evan .,"Evan keeps his meetings with Genevieve a secret.

LABEL: 1

SENTENCE 1:
Evan keeps his meetings with","Evan keeps his meetings with Genevieve a secret.

LABEL: 1

SENTENCE 1:
Evan keeps his meetings with",0.42,0.42,0.42,0.42
"Crain mentioned the song `` For the Miner '' on this album , which was written shortly before his death for Jason Molina .","The song was written for Jason Molina shortly before his death.

LABEL: 2

SENTENCE 1:
Crain has mentioned the","Crain has mentioned the song `` For the Miner '' on this album was written for Jason Molina shortly before his death.

LABEL: 1",0.41,0.76,0.36,0.66
"Here , codice _ 14 contains an empty tree , codice _ 15 represents a piece of data , and codice _ 16 organizes the data into branches .","The data is organized in branches.

LABEL: 1

SENTENCE 1:
The data is organized in branches.

LABEL","Here codice 14 represents an empty tree, codice 15 contains a piece of data and codice 16 organizes the data in branches.

LABEL",0.21,0.84,0.45,0.67
Guru Arjan Dev also said that Bhagat Beni has obtained enlightenment only through the Holy Word .,"Guru Arjan Dev attained enlightenment only through the Holy Word.

LABEL: 1

SENTENCE 1:
Bhagat Ben","Guru Arjan Dev attained enlightenment only through the Holy Word.

LABEL: 1

SENTENCE 1:
The Guru Granth",0.56,0.55,0.59,0.51
There are other pilasters on double pillar and simple pilasters on the second and third pillars .,"The columns are fluted and the entablature is decorated with a frieze of acanthus leaves.

LABEL: 1

S","There are simple pilasters on the second and third pillars and double pilasters on the other columns.

LABEL: 1

SENTENCE 1",0.18,0.54,0.17,0.48
"To the south , Kensington borders with Berkeley and Albany , to the west and north to El Cerrito and to the east to Wildcat Canyon Regional Park and Tilden Regional Park .","The city is served by the Kensington station on the Richmond-Emeryville line of the BART system.

LABEL: 2

","Kensington borders Berkeley and Albany to the south, El Cerrito to its west and north, and Wildcat Canyon Regional Park and Tilden Regional Park",0.16,0.7,0.11,0.63
The 9th key is cut out on the opposite side of the pipe ( between first and the second keys ) .,"The second key on the opposite side of the pipe ( between the 9th and the second key ) is cut out.

LABEL: 1

","The first key on the opposite side of the pipe ( between the 9th and the second key ) is cut out.

LABEL: 0

",0.63,0.63,0.55,0.57
"Andrei Pavel and Alexander Waske won against Alexander Peya and Björn Phau in the Final 6 : 4 , 6 : 2 .","Andrei Pavel and Alexander Waske won in the final 6 -- 4, 6 -- 2, against Alexander Peya and Björn Phau.","Andrei Pavel and Alexander Waske won in the final 6 -- 4, 6 -- 2, against Alexander Peya and Björn Phau.",0.65,0.65,0.79,0.79
Oblast is a Russian term that exists in the Slavic language . Russian was official in all republics .,"The term is used in the Russian Federation, and is used in the Russian language.

LABEL: 2

SENTENCE 1:
The","Oblast is a Russian term that occurs in the Slavic language, and Russian was official in all republics.

LABEL: 1

S",0.27,0.84,0.12,0.6
Ruffell was employed as an engineer in Southampton Docks and died on 3 October 1940 in Southampton on his 73rd birthday .,"He was born in Southampton, Hampshire, England, on October 3, 1879.

LABEL: 1

SENTENCE 1:
","Ruffell was employed as an engineer in Southampton and died on October 3, 1940, on his 73rd birthday in the Southampton Docks.
",0.28,0.79,0.12,0.83
"As traditionally defined , several species belong to the family from South America , one from Africa , several from Asia and two from Australia .","The family includes several extant species from Australia, one from Africa, several from Asia, and two from South America.

LABEL: 1

S","The family includes several extant species from Australia, one from Africa, several from Asia, and two from South America.

LABEL: 1

S",0.55,0.55,0.5,0.5
It has been demonstrated that the tolerance of human stereopsis over the cyclodisparity of lines ( orientation disparity ) for vertical lines is greater than for horizontal lines .,"The tolerance of human stereopsis against the cyclodisparity of the lines ( disparity of orientation ) for horizontal lines is greater than for vertical lines.
",It has been shown that the tolerance of human stereopsis against the cyclodisparity of the lines ( disparity of orientation ) for horizontal lines is greater than,0.69,0.75,0.74,0.68
"The , previously a plural district with two seats , was divided into two single-member districts for the 17th Congress , the 21st and .","The district was divided into two single-member districts.

LABEL: 2

The following table shows the results of the evaluation.

|","The district was divided into two single-member districts.

LABEL: 2

SENTENCE 1:
The district was divided into two single",0.52,0.48,0.2,0.23
"This neurological disorder is exacerbated by a lack of thiamine ( vitamin B ) in the brain , and is also often caused by the neurotoxic effects of alcohol .","The symptoms of Wernicke's encephalopathy include confusion, ataxia, and ophthalmoplegia.

LABEL: 1

S","This neurological disorder is caused by a lack of thiamine ( vitamin B ) in the brain and is also often aggravated by the neurotoxic effect of alcohol.
",0.1,0.88,0.09,0.84
"After Hasan Buzurg had fled , Muhammad Khan was captured and executed by the Chupanids .","Hasan Buzurg was captured and executed by the Chupanids.

LABEL: 1

SENTENCE 1:
After Muhammad","After Muhammad Khan had fled, Hasan Buzurg was captured and executed by the Chupanids.

LABEL: 1

SENT",0.62,0.65,0.38,0.64
"Atopic dermatitis is sometimes called eczema , a term that also applies to a larger group of skin conditions .","Atopic dermatitis is a chronic skin condition that causes itchy, red, and inflamed skin.

LABEL: 1

SENTENCE","Atopic dermatitis is also called eczema, a term that sometimes refers to a larger group of skin conditions.

LABEL: 1

",0.34,0.79,0.17,0.72
Jonas Björkman and Brett Steven won the final against Marcos Ondruska and Jack Waite at a Walkover .,"The final was played on the same day as the men's doubles final.

LABEL: 2

SENTENCE 1:
Jonas Bj","Jonas Björkman and Brett Steven won the final on a walkover against Marcos Ondruska and Jack Waite.

LABEL",0.11,0.81,0.11,0.65
"Kim Newman called it a `` smart , subversive but rather cold debut '' for `` Empire '' .","The film was a commercial success, grossing $ 1.5 million in the United States and Canada and $ 2.5 million in other territories.

","Kim Newman called it a `` cold but smart, subversive debut '' for `` Empire ''.

LABEL: 1

SENTENCE 1",0.06,0.69,0.14,0.65
It is pressed on transparent yellow vinyl and was released by Cosmic Records in 1995 .,"It is pressed on transparent yellow vinyl and was published in 1995 by Cosmic Records.

LABEL: 2

SENTENCE 1:
It","It is pressed on transparent yellow vinyl and was published in 1995 by Cosmic Records.

LABEL: 1

SENTENCE 1:
It",0.69,0.69,0.44,0.48
Some points are made to argue the position that NFTs are perhaps protective instead of harmful .,"The NFT market is a bubble that will burst.

LABEL: 1

SENTENCE 1:
Several points are made to argue the","Several points are made to argue the position that NFTs are perhaps harmful instead of protective.

LABEL: 1

SENTENCE 1:",0.33,0.72,0.25,0.63
"His views of the death of Grace Archer in the radio soap , The Archers , are quoted by Greg Dyke in his McTaggart lecture in 2000 .","Dyke said that the death of Grace Archer was "" a tragedy "".

LABEL: 2

SENTENCE 1:
The death","The death of Grace Archer in the radio soap, The Archers, was a major event in the history of the soap.

LABEL: 2
",0.29,0.5,0.15,0.3
"The competition continued under JLT Sport as a sponsor , which started last year .","The competition was won by the team of the JLT Sport.

LABEL: 1

SENTENCE 1:
The competition started under J","The competition started under JLT Sport as a sponsor, which was continued last year.

LABEL: 1

SENTENCE 1:
The",0.3,0.69,0.31,0.38
"Several members of the McMillan Commission were appointed to the CFA , as were many McMillan Plan supporters .","The McMillan Commission was appointed to investigate the causes of the strike.

LABEL: 1

SENTENCE 1:
The McMill","Several members of the CFA were appointed to the McMillan Commission, as were many supporters of the McMillan plan.

LABEL: 1",0.34,0.68,0.2,0.64
Charles Gordon 's son was the soldier and deputy Colonel John Gordon ( c.1776 -- 1858 ) .,"Charles Gordon was the son of John Gordon's son.

LABEL: 1

SENTENCE 1:
John Gordon's son was","John Gordon's son was the soldier and MP Colonel Charles Gordon ( c.1776 -- 1858 ).

LABEL: 1

S",0.35,0.73,0.28,0.62
Windows XP - Mode executes Windows XP on a separate machine and displays applications in virtual windows on the Windows 7 desktop .,"Windows XP - Mode is a virtual machine that runs Windows XP on a virtual machine and displays applications in separate windows on the Windows 7 desktop.

LABEL","Windows XP - Mode executes Windows XP on a virtual machine and displays applications in separate windows on the Windows 7 desktop.

LABEL: 0

S",0.75,0.84,0.63,0.71
"In 1957 , it purchased the Financial Times and acquired a 50 % stake in The Economist . It bought the publisher Longman in 1968 .","In 1957, she bought the Financial Times and acquired a 50 % stake in The Economist, in 1968 the publisher Longman.

LABEL: 2","In 1957, she bought the Financial Times and acquired a 50 % stake in The Economist, in 1968 the publisher Longman.

LABEL: 2",0.73,0.73,0.53,0.53
The six people killed were four Russian citizens and two Burmese .,"The six people killed were four Burmese and two Russian citizens.

LABEL: 1

SENTENCE 1:
The six people killed","The six people killed were four Burmese and two Russian citizens.

LABEL: 1

SENTENCE 1:
The six people killed",0.53,0.53,0.57,0.57
He also represented Turkey at the FIBA World Cup 2010 in New Zealand .,"He was also the captain of the Turkish national basketball team.

LABEL: 2

SENTENCE 1:
He also represented Turkey at the","He also represented Turkey at the 2010 FIBA World Championship in New Zealand.

LABEL: 2

SENTENCE 1:
He also",0.35,0.69,0.23,0.4
"The other two children were Nathaniel Harris Hammond , who died in 1906 , and Richard Pindle Hammond , a composer , born in London , England .","Nathaniel Hammond, composer, was born in London, England, and Richard Pindle Hammond, died 1906, was the other child.

LABEL","Nathaniel Hammond, born in London, England, was the son of Richard Pindle Hammond, composer, and died 1906.

LABEL: 2",0.34,0.34,0.46,0.4
