completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
The gallbladder is near the right lobe of the liver.,"Torsion of liver lobes b.

LABEL: positive

SENTENCE 1:
Torsion of liver lobes c.

","The liver lobes are twisted.

LABEL: positive

SENTENCE 1:
The liver lobes are twisted.

LABEL: negative",0.17,0.23,0.3,0.48
"All of the populations that live in the same area make up a(n) community, which includes populations of different organisms.","All of the populations that live in the same area make up a community.

LABEL: is

SENTENCE 3:
All of the","The population of the area is made up of a variety of different species.

LABEL: entails

SENTENCE 1:
The population of",0.71,0.33,0.33,0.3
The turning driveshaft causes the wheels of the car to turn.,"He turned on the car and drove away.

LABEL: positive

SENTENCE 1:
She slid behind the wheel and turned on the","She slid behind the wheel and turned on the car.

LABEL: positive

SENTENCE 1:
She slid behind the wheel and turned",0.19,0.19,0.26,0.39
Gabbro is a dark dense rock that can be found in the oceanic crust.,"The lichens are a common feature of the rock surfaces.

LABEL: positive

SENTENCE 3:
The lichens are a common","The lichens are a common feature of the rock surfaces.

LABEL: positive

SENTENCE 1:
The lichens are a common",0.18,0.18,0.35,0.35
Microevolution is when a species changes in small ways over time.,"Microevolution involves small changes in gene frequencies within a population over a few or many generations, up to the formation of new species.

LABEL: entails","Microevolution is the process by which small changes in gene frequencies within a population over a few or many generations, up to the formation of new species, are sufficient",0.22,0.25,0.28,0.55
Invertebrates (and higher animals) can also be placed in one of two groups based on how they develop as embryos.,"However, nuclear transfer embryo development within a group is highly variable.

LABEL: positive

SENTENCE 3:
However, nuclear transfer embryo","However, nuclear transfer embryo development within a group is highly variable.

LABEL: positive

SENTENCE 1:
However, nuclear transfer embryo",0.0,0.0,0.24,0.24
"During the first year after birth, a baby called a(n) infant.","Babies who are first births face a higher infant mortality rate than higher order births and this risk is even greater for teenage mothers.

LABEL: positive","The risk of infant mortality is higher for teenage mothers than for first births.

LABEL: positive

SENTENCE 1:
The risk of",0.16,0.12,0.24,0.21
Smooth muscle regulates air flow in lungs.,"Try Magnesium for Relaxed Blood Flow The mineral magnesium is known for relaxing smooth muscle, the kind that lines the insides of blood vessels.

","Try Magnesium for Relaxed Blood Flow The mineral magnesium is known for relaxing smooth muscle, the kind that lines the insides of blood vessels.

",0.13,0.13,0.44,0.44
"In the body, chemical digestion mainly takes place in the small intestine.","The pancreas is a small organ that is attached to the small intestine.

LABEL: positive

SENTENCE 3:
The pancreas is a","The pancreas is a small organ that is attached to the small intestine.

LABEL: positive

SENTENCE 1:
The pancreas is a",0.24,0.24,0.25,0.25
The concentration of the hydrogen ion in a solution can be calculated when the ph is known.,"PH is the measure of hydrogen ions in solutions.

SENTENCE 1:
PH is the measure of hydrogen ions in solutions.

SENT","PH is the measure of hydrogen ions in solutions.

LABEL: entails

SENTENCE 1:
PH is the measure of hydrogen ions in",0.32,0.32,0.64,0.37
Lyme disease is caused by bacteria.,"The spirochete Borrelia burgodrferi is the cause of lyme disease.

LABEL: is

SENTENCE","The spirochete, Borrelia burgodrferi, is the cause of lyme disease.

LABEL: entails

S",0.32,0.21,0.19,0.16
Beneficial fungi play a crucial role in balance of ecosystems.,"The apex predators are the most important species in the ecosystem.

LABEL: positive

SENTENCE 3:
The apex predators are the most","The apex predators are the most important species in the ecosystem.

LABEL: positive

SENTENCE 1:
The apex predators are the most",0.06,0.06,0.34,0.35
A concave lens is thicker at the edges than it is in the middle.,"The lens may be convex or concave.

LABEL: positive

SENTENCE 3:
The lens may be convex or concave.

","The lens may be convex or concave.

LABEL: positive

SENTENCE 1:
The lens may be convex or concave.

",0.12,0.12,0.52,0.53
"If the dna from all 46 chromosomes in a human cell nucleus was laid out end to end, it would measure approximately two meters long.","The two sets of 23 giant DNA molecules, or chromosomes, in the nucleus of every human cell are called the human genome.

LABEL: positive
","The two sets of 23 giant DNA molecules, or chromosomes, in the nucleus of every human cell.

LABEL: positive

SENTENCE 1",0.24,0.26,0.23,0.22
Gabbro is a dark dense rock that can be found in the oceanic crust.,"Oceanic crust consists almost entirely of the mafic rocks basalt (on top) and gabbro (on bottom).

LABEL:","Oceanic crust consists almost entirely of the mafic rocks basalt (on top) and gabbro (on bottom).

LABEL:",0.13,0.13,0.36,0.36
A(n) organ is a structure that is composed of one or more types of tissues.,"Y Y-ORGAN One type of endocrine tissue in crustaceans;

LABEL: positive

SENTENCE 1:
Y Y-","Y Y-ORGAN One type of endocrine tissue in crustaceans;

LABEL: positive

SENTENCE 1:
Y Y-",0.19,0.19,0.29,0.29
The water cycle ends with it repeats itself.,"Repeat cycle.

LABEL: positive

SENTENCE 1:
Repeat cycle.

LABEL: negative

SENT","Repeat cycle.

LABEL: positive

SENTENCE 1:
Repeat cycle.

LABEL: negative

SENT",0.11,0.11,0.34,0.34
The element carbon is present in all organic molecules.,"Carbon is a nonmetallic element that occurs in all organic and many inorganic compounds.

LABEL: entails

SENTENCE 3:
","Carbon is a nonmetallic element that occurs in all organic and many inorganic compounds.

LABEL: entails

SENTENCE 1:
",0.37,0.37,0.25,0.25
"Animal behavior can be said to be controlled by genetics and experiences, also known as nature and nurture.","debate over the extent to which genes (nature) or experiences in a given environment (nurture) control traits such as animal behaviors

LABEL","the extent to which genes (nature) or experiences in a given environment (nurture) control traits such as animal behaviors

LABEL: entails
",0.15,0.15,0.27,0.29
Ocean acidification occurs when excess carbon dioxide in the atmosphere causes the oceans to become acidic.,"and Global ocean measurements of ocean-atmospheric carbon dioxide exchange and atmosphere-ocean-biology interactions.

SENTENCE 1:
and Global","and Global ocean measurements of ocean-atmospheric carbon dioxide exchange and atmosphere-ocean-biology interactions.

LABEL: neutral

SENT",0.23,0.24,0.24,0.1
"In relation to electrical current, a narrow wire will have more resistance than a wide wire.","The resistance of the wiring depends on the resistance of the wiring and the dielectric capacitance of the insulating materials that surround the wiring.

LABEL: positive
","The resistance of the wiring is the resistance of the wiring.

LABEL: neutral

SENTENCE 1:
The dielectric capacitance of the insulating",0.05,0.05,0.22,0.26
The primary motor cortex is located in the frontal lobe of the brain.,"It was found that upon awakening the visual area, frontal cortex, limbic lobe were activated (in the intense activation phase) and the frontal cortex, temporal cortex","It was found that upon awakening the visual area, frontal cortex, limbic lobe, and the frontal cortex, temporal cortex, primary motor area, and insula",0.26,0.22,0.26,0.3
"Reptiles are described by the term ectothermic, which means their internal temperature depends on the temperature of their environment.","All reptiles are ectothermic, or dependent on external heat for regulating body temperature.

LABEL: entails

SENTENCE 1:
","All reptiles are ectothermic, or dependent on external heat for regulating body temperature.

LABEL: entails

SENTENCE 1:
",0.28,0.28,0.26,0.26
A concave lens is thicker at the edges than it is in the middle.,"Meniscus Lens A lens which has one side convex, the other concave.

LABEL: positive

SENTENCE 3:
Meniscus","Meniscus Lens A lens which has one side convex, the other concave.

LABEL: positive

SENTENCE 1:
Meniscus",0.19,0.19,0.36,0.36
The water cycle ends with it repeats itself.,"The cycle is then repeated, providing a never ending supply of fertilizer.

LABEL: positive

SENTENCE 1:
The cycle is then","The cycle is then repeated, providing a never ending supply of fertilizer.

LABEL: positive

SENTENCE 1:
The cycle is then",0.14,0.14,0.25,0.25
"Radioactive atoms, nuclear explosions, and stars produce gamma rays","Like SPECT, PET images are created by detecting gamma rays produced by man-made radioactive atoms injected into the patient.

LABEL: positive

","The gamma rays are detected by a gamma camera.

LABEL: positive

SENTENCE 1:
The gamma rays are detected by a gamma",0.13,0.13,0.21,0.35
"In the body, chemical digestion mainly takes place in the small intestine.","The Small Intestine The small intestine is the primary site of chemical digestion and nutrient absorption.

LABEL: entails

SENTENCE 3:","The Intestines The small intestine is the primary site of chemical digestion and nutrient absorption.

LABEL: entails

SENTENCE 1:
",0.25,0.26,0.26,0.29
The photic zone extends 200 meters deep.,"The lava flows extend along the eastern half of the island.

LABEL: positive

SENTENCE 3:
The lava flows extend along the","The steep-walled crater is 700 metres wide and 200 meters deep, and lava flows extend along the eastern half of the island.

LABEL:",0.07,0.26,0.28,0.32
The life cycle of plants is so complex because of the alternation of generation.,"The life cycle of all plants is complex because it is characterized by alternation of generations.

LABEL: implies

SENTENCE 1:
","The life cycle of all plants is complex because it is characterized by alternation of generations.

LABEL: entails

SENTENCE 1:
",0.59,0.59,0.35,0.36
A convex mirror is shaped like the outside of a bowl.,"others like to add a convex lens mirror to the passenger side mirror;

LABEL: positive

SENTENCE 3:
others like to add","others like to add a convex lens mirror to the driver side mirror;

LABEL: positive

SENTENCE 1:
others like to add",0.25,0.25,0.35,0.33
"A sealed, vacuum-insulated reaction flask approximates the condition of a isolated system, in which neither matter nor heat can be exchanged between system and surroundings.","closed system 36 A system that can exchange heat but not matter with its surroundings.

LABEL: positive

SENTENCE 1:
closed system","closed system 36 A system that can exchange heat but not matter with its surroundings.

LABEL: positive

SENTENCE 1:
closed system",0.17,0.17,0.38,0.38
"During the first year after birth, a baby called a(n) infant.","Adult females give birth to their second infant                     between 16 and 18 years old and maximally they give birth                     to five infants during all their life.
","Adult females give birth to their first infant                     between 13 and 15 years old and maximally they give birth                     to four infants during all their life.
",0.11,0.11,0.38,0.39
"In weather terms, the boundary between two air masses is called front.","front The boundary between two air masses of the same temperature and density.

LABEL: implies

SENTENCE 1:
front The boundary between","front The boundary between two air masses of different temperature and density.

LABEL: entails

SENTENCE 1:
front The boundary between two",0.42,0.42,0.33,0.33
"The bird ancestor that lived in trees developed wings, which is commonly associated with birds.","The structural dissimilarities between bird wings and bat wings suggest that bird wings and bat wings were not inherited from a common ancestor with wings.

SENTENCE","The wing of the bat is longer than the wing of the bird.

LABEL: positive

SENTENCE 1:
The wing of the",0.24,0.11,0.29,0.23
The head of the sperm contains the nucleus.,"The sperm cell is a cell with a head, which contains the nucleus and DNA, and a filamentous tail, which propels the sperm forward.

","The sperm cell is a single cell that is made up of a head, a tail, and a nucleus.

LABEL: entails

SENT",0.31,0.2,0.55,0.21
Jet streams are fast moving rivers of air that are going in opposite directions called.,"The Apple Isle is a small island in the Tasman Sea, located in the south-east of Tasmania.

LABEL: positive

S","The air stream was a southerly air stream, as Tasmania is called for the better part of five days.

LABEL: positive

",0.06,0.11,0.08,0.35
The gallbladder is near the right lobe of the liver.,"The caudate lobe of the liver is also known as Spiegel's lobe.

LABEL: positive

SENTENCE 3:
The caud","The caudate lobe of the liver is also known as Spiegel's lobe.

LABEL: positive

SENTENCE 1:
The caud",0.34,0.34,0.2,0.2
Water contains 3 atoms.,"The ozone molecule contains three atoms (O 3 ).

LABEL: positive

SENTENCE 1:
The ozone molecule contains three atoms (O","The ozone molecule contains three atoms (O 3 ).

LABEL: neutral

SENTENCE 1:
The ozone molecule contains three atoms (O",0.26,0.26,0.47,0.46
When liquid water changes to water vapor it is called evaporation.,"Evaporation is the transformation of water from vapor state to liquid state.

LABEL: entails

SENTENCE 1:
Evaporation is the","Evaporation is the transformation of water from liquid to vapor state.

LABEL: entails

SENTENCE 1:
Evaporation is the transformation",0.2,0.27,0.35,0.46
Beneficial fungi play a crucial role in balance of ecosystems.,"Fungi are also important in the balance of ecosystems.

LABEL: entails

SENTENCE 3:
Fungi are also important","The fungus is a keystone species in the ecosystem.

LABEL: entails

SENTENCE 1:
The fungus is a keystone species",0.37,0.14,0.44,0.39
The eighth planet from our sun is neptune.,"At times, Pluto s orbit takes it closer to the sun than Neptune, the eighth-farthest planet from the sun.

LAB","At times, Pluto s orbit takes it closer to the sun than Neptune, the eighth-farthest planet from the sun.

LAB",0.34,0.34,0.35,0.35
"In relation to electrical current, a narrow wire will have more resistance than a wide wire.","Since metal conducting wires have an almost fixed electrical resistance, some power will be wasted as heat in the wires.

LABEL: negative

SENT","The power loss in the wires is not a problem, since the power loss is a function of the current and the resistance of the wire.

SENT",0.1,0.19,0.19,0.22
Smooth muscle regulates air flow in lungs.,"Molecular regulation of smooth-muscle contraction;

LABEL: positive

SENTENCE 1:
Molecular regulation of smooth-muscle contraction;","Molecular regulation of smooth-muscle contraction;

LABEL: positive

SENTENCE 1:
Molecular regulation of smooth-muscle contraction;",0.17,0.17,0.45,0.45
Mitosis actually occurs in four phases.,"The Four Phases of Mitosis

LABEL: entails

SENTENCE 1:
The Four Phases of Mitosis

LABEL","The Four Phases of Mitosis

LABEL: entails

SENTENCE 1:
The Four Phases of Mitosis

LABEL",0.29,0.29,0.45,0.45
A neutron collides with an atom of u-235 during the basic nuclear fission process.,"Topics to include atomic and nuclear structure, radioactivity, nuclear reactions, interactions of radiation with matter, dosimetry, particle and radiation detection devices,acceler","Topics to include atomic and nuclear structure, radioactivity, nuclear reactions, interactions of radiation with matter, dosimetry, particle and radiation detection devices,acceler",0.05,0.05,0.08,0.08
Beneficial fungi play a crucial role in balance of ecosystems.,"The Arctic and boreal ecosystems play crucial roles in the climate system.

LABEL: positive

SENTENCE 3:
The Arctic and bore","The Arctic and boreal ecosystems play crucial roles in the climate system.

LABEL: positive

SENTENCE 1:
The Arctic and bore",0.2,0.2,0.3,0.3
Reversible reactions are indicated by opposite-headed kinds of arrows.,"The arrow heads indicate the directions of update that are permissible.

LABEL: positive

SENTENCE 1:
The arrow heads indicate the directions","The arrow heads indicate the directions of update that are permissible.

LABEL: neutral

SENTENCE 1:
The arrow heads indicate the directions",0.06,0.06,0.31,0.3
The eighth planet from our sun is neptune.,"Neptune -the 8th planet from the sun, Neptune rules Pisces.

LABEL: is

SENTENCE 3","Neptune -the 8th planet from the sun, Neptune rules Pisces.

LABEL: entails

SENTENCE 1",0.45,0.45,0.38,0.38
Most of the energy used by living things comes either directly or indirectly from the sun.,The teacher will review that all life is dependent upon sunlight and that living things interact with each other in diverse methods to acquire energy either directly from the sun or by,The teacher will review that all life is dependent upon sunlight and that living things interact with each other in diverse methods to acquire energy either directly from the sun or by,0.33,0.33,0.5,0.5
Gabbro is a dark dense rock that can be found in the oceanic crust.,"Continental crust is less dense and typically thicker than oceanic crust.

LABEL: positive

SENTENCE 3:
Continental crust is","The continental crust is less dense and typically thicker than oceanic crust.

LABEL: positive

SENTENCE 1:
The continental crust is",0.25,0.24,0.19,0.22
"Radioactive atoms, nuclear explosions, and stars produce gamma rays","This type of neutron star is known as a black hole.

LABEL: positive

SENTENCE 1:
This type of neutron star is","The neutron star is known as a pulsar.

LABEL: neutral

SENTENCE 1:
The neutron star is known as a puls",0.0,0.0,0.23,0.37
"When sediments settle out of water, they form horizontal layers.","They are evergreen with branches forming horizontal layers.

LABEL: positive

SENTENCE 3:
They are evergreen with branches forming horizontal","They are evergreen with branches forming horizontal layers.

LABEL: positive

SENTENCE 1:
They are evergreen with branches forming horizontal",0.21,0.21,0.44,0.44
A concave lens is thicker at the edges than it is in the middle.,"Concave lens A concave lens is thinner in the middle than at its edges and causes light rays to diverge (spread apart).

LABEL:","Concave lens A concave lens is thinner in the middle than at its edges and causes light rays to diverge (spread apart).

LABEL:",0.38,0.38,0.51,0.51
A person affected by an autosomal dominant disorder has one mutated allele.,"Autosomal Dominant In Autosomal Dominant inheritance, only one member of the gene pair needs to be functioning improperly for an individual to be affected.

","Autosomal Dominant In Autosomal Dominant inheritance, only one member of the gene pair needs to be functioning improperly for an individual to be affected.

",0.17,0.17,0.48,0.48
Lyme disease is caused by bacteria.,"Lyme disease is caused by a bacterium that is transmitted from ticks to warm-blooded animals.

LABEL: is

SENTENCE 3","The disease is transmitted from ticks to warm-blooded animals.

LABEL: entails

SENTENCE 1:
The disease is transmitted from",0.38,0.16,0.29,0.27
The turning driveshaft causes the wheels of the car to turn.,"And in my Saturn, when I turn the wheel, the car turns.

LABEL: positive

SENTENCE 1:
And in my","And in my Saturn, when I turn the wheel, the car turns.

LABEL: positive

SENTENCE 1:
And in my",0.2,0.2,0.25,0.25
"Newton’s second law of motion is more than a definition; it is a relationship among acceleration, force, and mass.","Newton's Third Law of Motion describes the relationship between force, mass and acceleration.

LABEL: entails

SENTENCE 3:
Newton's","Newton's Third Law of Motion describes the relationship between force, mass and acceleration.

LABEL: entails

SENTENCE 1:
Newton's",0.4,0.4,0.3,0.29
Metals start out as ore.,"as, a mass of ore, metal, sand, or water.

LABEL: positive

SENTENCE 1:
as, a mass","as, a mass of ore, metal, sand, or water.

LABEL: positive

SENTENCE 1:
as, a mass",0.19,0.19,0.38,0.38
Water contains 3 atoms.,"imidazoles contain 2 nitrogen atoms, triazoles contain 3 nitrogen atoms.

LABEL: positive

SENTENCE 3:
im","imidazoles contain 2 nitrogen atoms, triazoles contain 3 nitrogen atoms.

LABEL: positive

SENTENCE 1:
im",0.21,0.21,0.26,0.25
"Each species has a particular way of making a living, which is called its niche.","Computers, the Internet and digital commerce have exploded the old job categories into a vast array of new niches, creating a kaleidoscope of ways to","The Internet has changed the way we work, play and communicate.

LABEL: positive

SENTENCE 1:
The Internet has changed the",0.15,0.11,0.17,0.24
"In weather terms, the boundary between two air masses is called front.","Air Masses Warm Fronts and Cold Fronts High Pressure and Low Pressure Cyclones and Anticyclones Air Masses For a discussion of weather, it","Air Masses Warm Fronts and Cold Fronts High Pressure and Low Pressure Cyclones and Anticyclones Air Masses For a discussion of weather, it",0.11,0.11,0.27,0.27
Ocean acidification occurs when excess carbon dioxide in the atmosphere causes the oceans to become acidic.,"Carbon dioxide is implicated in global warming, sulfur dioxide causes acid rain, and oil spills have polluted our oceans, rivers, and lakes.

","Carbon dioxide is implicated in global warming, sulfur dioxide causes acid rain, and oil spills have polluted our oceans, rivers, and lakes.

",0.26,0.26,0.42,0.42
Smooth muscle regulates air flow in lungs.,"A very large iron regulator smoothed the air flow from the reciprocating cylinder.

LABEL: positive

SENTENCE 1:
A very large","A very large iron regulator smoothed the air flow from the reciprocating cylinder.

LABEL: positive

SENTENCE 1:
A very large",0.15,0.15,0.27,0.27
The gallbladder is near the right lobe of the liver.,"right lobe of liver 4.

LABEL: positive

SENTENCE 3:
left lobe of liver 4.

LABEL: positive","left lobe of liver 4.

LABEL: positive

SENTENCE 1:
left lobe of liver 4.

LABEL: negative",0.31,0.23,0.39,0.35
A bee will sometimes do a dance to tell other bees in the hive where to find food.,"The food may also be transported to the hive where it is fed to and poisons other bees.

LABEL: positive

SENTENCE","The food may also be transported to the hive where it is fed to and poisons other bees.

LABEL: positive

SENTENCE",0.26,0.26,0.23,0.23
Reversible reactions are indicated by opposite-headed kinds of arrows.,"The reaction of the reactants is the reverse of the reaction of the products.

LABEL: entails

SENTENCE 3:
The react","The reaction is reversible.

LABEL: entails

SENTENCE 3:
The reaction is irreversible.

LABEL: entails

",0.07,0.08,0.21,0.41
The gallbladder is near the right lobe of the liver.,"The liver consists of right and left lobes.

LABEL: positive

SENTENCE 3:
The liver consists of right and left lobes.","The liver consists of right and left lobes.

LABEL: positive

SENTENCE 1:
The liver consists of right and left lobes.",0.27,0.27,0.47,0.49
The behavior of ideal gases is explained by kinetic molecular theory.,"Explain the difference between the kinetic and potential energy of a system.

LABEL: potential

SENTENCE 3:
Explain the difference","Explain the difference between the kinetic and potential energy of a system.

LABEL: neutral

SENTENCE 3:
Explain the difference",0.13,0.13,0.26,0.23
Compounds containing the element carbon are the basis of all known life.,"Process wherein the source of at least one atom of carbon in the fluorine containing compound is elemental carbon, a carbon oxide, or carbon disulfide.

LAB","Process wherein the source of at least one atom of carbon in the fluorine containing compound is elemental carbon, a carbon oxide, or carbon disulfide.

LAB",0.16,0.16,0.27,0.27
Gabbro is a dark dense rock that can be found in the oceanic crust.,"The denser plate, made of oceanic crust, is subducted underneath the less dense plate, which can be either continental or oceanic crust.
","The denser plate, made of oceanic crust, is subducted underneath the less dense plate, which can be either continental or oceanic crust.
",0.33,0.33,0.35,0.35
Ocean acidification occurs when excess carbon dioxide in the atmosphere causes the oceans to become acidic.,"The ocean is the largest reservoir of carbon dioxide (CO2) in the atmosphere, and the ocean is the largest sink of CO2.

LABEL","ENTENCE 2:
The ocean is the largest reservoir of carbon in the biosphere, and the ocean is the largest sink of carbon dioxide (CO2)",0.36,0.25,0.22,0.32
"During the first year after birth, a baby called a(n) infant.","They are called children while in the nest.

LABEL: positive

SENTENCE 3:
They are called adults while in the nest.","They are called children while in the nest.

LABEL: positive

SENTENCE 1:
They are called adults while in the nest.",0.12,0.12,0.38,0.39
Compounds containing the element carbon are the basis of all known life.,"Like graphite, they are a crystalline form of carbon, the chemical element that provides the basis for all life on Earth.

LABEL: positive

","The carbon atoms in graphite are arranged in a hexagonal lattice.

LABEL: neutral

SENTENCE 1:
The carbon atoms in graphite",0.34,0.25,0.44,0.3
The development of the respiratory system in the fetus begins at about 4 weeks.,"The fetus develops a palate at about the same time as the tongue.

LABEL: positive

SENTENCE 3:
The palate is the","The palatal development of the fetus begins at about six weeks in utero.

LABEL: positive

SENTENCE 1:
The pal",0.23,0.55,0.22,0.23
All chemical reactions involve both reactants and products.,"Includes factors affecting chemical equilibrium, and solving problems involving concentrations of reactants, products at equilibrium, and the equilibrium constant of a reaction.

LABEL","Includes factors affecting chemical equilibrium, and solving problems involving concentrations of reactants, products at equilibrium, and the equilibrium constant of a reaction.

LABEL",0.19,0.19,0.2,0.2
A viral vector is the name for a tool commonly used by molecular biologists to place genetic material into cells.,"Molecular and immunologic tools used in the study of viral immunology.

LABEL: positive

SENTENCE 3:
Molecular and immunologic","Molecular and immunologic tools used in the study of viral immunology.

LABEL: positive

SENTENCE 1:
Molecular and immunologic",0.11,0.11,0.27,0.28
A concave lens is thicker at the edges than it is in the middle.,"The third type of lens is the hard lens.

LABEL: positive

SENTENCE 1:
The fourth type of lens is the soft","The second type of lens is the soft lens.

LABEL: neutral

SENTENCE 1:
The second type of lens is the soft",0.29,0.29,0.35,0.35
The pupil of the eye allows light to enter.,"The pupil controls the amount of light that enters the eye.

LABEL: entails

SENTENCE 3:
The pupil controls the amount of","The pupil controls the amount of light that enters the eye.

LABEL: entails

SENTENCE 1:
The pupil controls the amount of",0.33,0.33,0.32,0.33
Lyme disease is caused by bacteria.,"The disease is spread by the bite of a deer tick.

LABEL: is

SENTENCE 3:
The disease is treated with antibiotics","The disease is spread by the bite of a deer tick.

LABEL: entails

SENTENCE 1:
The disease is spread by the",0.22,0.22,0.23,0.25
"Meiosis is part of the process of gametogenesis, which is the production of sperm and eggs.","5 ) Gametogenesis is the process of producing the gametes (eggs and sperm).

LABEL: is

SENTENCE 3:","5 ) The gametes are produced by the female gametocyte.

LABEL: entails

SENTENCE 1:
6 ) The gam",0.38,0.12,0.25,0.26
Invertebrates (and higher animals) can also be placed in one of two groups based on how they develop as embryos.,"Assume that just five of those eggs can be made into healthy cloned embryos, two embryos are transferred to each surrogate mother, and one out of 100 embryos survives to","The researchers said they were surprised by the results, which they said were consistent with the findings of a previous study that used a different method of cloning.

",0.2,0.04,0.13,0.13
A(n) organ is a structure that is composed of one or more types of tissues.,"An organ is a structure that consists of two or more types of tissues that work together to do the same job.

LABEL: is

S","An organ is a structure that consists of two or more types of tissues that work together to do the same job.

LABEL: entails

S",0.54,0.54,0.33,0.33
The water cycle ends with it repeats itself.,"The cycle was over.

LABEL: positive

SENTENCE 1:
The cycle was over.

LABEL: negative

","The cycle constantly repeated itself, with no end in sight.

LABEL: negative

SENTENCE 1:
The cycle constantly repeated itself,",0.18,0.3,0.4,0.37
Newton (n) is the si unit for weight.,"For example, the SI unit of measure for force is the Newton (N) and is defined as (kgms -2 ).

LABEL: positive","For example, the SI unit of measure for force is the Newton (N) and is defined as (kgms -2 ).

SENTENCE 1",0.28,0.28,0.31,0.42
A neutron collides with an atom of u-235 during the basic nuclear fission process.,"When fission occurs, protons, which are particles in the nucleus of the atom, are released.

LABEL: positive

SENTENCE 1:","When fission occurs, neutrons, which are particles in the nucleus of the atom, are released.

LABEL: neutral

SENTENCE 1",0.12,0.12,0.15,0.25
"A sealed, vacuum-insulated reaction flask approximates the condition of a isolated system, in which neither matter nor heat can be exchanged between system and surroundings.","Mechanical engineers use thermo-science to design engines and power plants, heating, ventilation, and air-conditioning (HVAC) systems, heat exchangers","Mechanical engineers use thermo-science to design engines and power plants, heating, ventilation, and air-conditioning (HVAC) systems, heat exchangers",0.04,0.04,0.22,0.22
"A sealed, vacuum-insulated reaction flask approximates the condition of a isolated system, in which neither matter nor heat can be exchanged between system and surroundings.","However, insulation and heating systems can be created.

SENTENCE 1:
However, insulation and heating systems can be created.

SENT","However, insulation and heating systems can be created.

LABEL: positive

SENTENCE 1:
However, insulation and heating systems can be",0.13,0.13,0.42,0.24
Smooth muscle regulates air flow in lungs.,"Molecular regulation of smooth-muscle contraction;.

SENTENCE 1:
Molecular regulation of smooth-muscle contraction;.

SENT","Molecular regulation of smooth-muscle contraction;.

LABEL: positive

SENTENCE 1:
Molecular regulation of smooth-muscle contraction",0.18,0.17,0.48,0.4
Birds live and breed on seven of the continents.,"Breeding birds of any species is a seven day a week, year round job.

LABEL: positive

SENTENCE 1:
Bre","Breeding birds of any species is a seven day a week, year round job.

LABEL: positive

SENTENCE 1:
Bre",0.14,0.14,0.17,0.17
Newton (n) is the si unit for weight.,"The SI Unit to measured work is Joule or J, expressed in Newton-meters.

LABEL: neutral

SENTENCE 3","The SI Unit to measured work is Joule or J, expressed in Newton-meters.

LABEL: positive

SENTENCE 1",0.23,0.23,0.29,0.29
The the synapse is the space between a neuron and the next cell.,"Neuron, synapse, nerve conduction, cell threshold, and feedback system.

LABEL: positive

SENTENCE 3:
Neuron","Neuron, synapse, nerve conduction, cell threshold, and feedback system.

LABEL: positive

SENTENCE 1:
Neuron",0.15,0.15,0.24,0.25
Invertebrates (and higher animals) can also be placed in one of two groups based on how they develop as embryos.,"The group of cells can embed in the uterine wall and develop into an embryo and placenta.

LABEL: positive

SENTENCE 3:
","The group of cells can embed in the uterine wall and develop into an embryo and placenta.

LABEL: positive

SENTENCE 1:
",0.15,0.15,0.22,0.23
"In relation to electrical current, a narrow wire will have more resistance than a wide wire.","Resistance wire is a type of high resistance electrical wire.

LABEL: positive

SENTENCE 1:
Resistance wire is a type","The resistance wire is a type of high resistance electrical wire.

LABEL: positive

SENTENCE 1:
The resistance wire is a type",0.23,0.22,0.37,0.37
The force of attraction between a positively charged metal ion and the valence electrons it shares with other ions of the metal is called a(n) metallic bond.,When they join with other elements non-metals can either share electrons in a covalent bond or gain electrons to become a negative ion and make an ionic bond,When they join with other elements non-metals can either share electrons in a covalent bond or gain electrons to become a negative ion and make an ionic bond,0.14,0.14,0.4,0.4
Plasma matter makes up most of the universe.,"The universe is in the electrodynamic plasma state.

LABEL: entails

SENTENCE 3:
The universe is in the electrodynamic plasma","The universe is in the electrodynamic plasma state.

LABEL: entails

SENTENCE 1:
The universe is in the electrodynamic plasma",0.22,0.22,0.4,0.41
"A sealed, vacuum-insulated reaction flask approximates the condition of a isolated system, in which neither matter nor heat can be exchanged between system and surroundings.","A calorimeter is a thermally insulated container where a reaction system can be performed and the energy exchange between the system and its surroundings can be measured.

S","A calorimeter is a thermally insulated container where a reaction system can be performed and the energy exchange between the system and its surroundings can be measured.

LAB",0.37,0.37,0.44,0.38
A bee will sometimes do a dance to tell other bees in the hive where to find food.,"The bees are not the only ones that have food scouts.

LABEL: positive

SENTENCE 3:
The bees are not the","The bees are very good at finding food.

LABEL: positive

SENTENCE 1:
The bees are very good at finding food.",0.16,0.16,0.24,0.57
"In the body, chemical digestion mainly takes place in the small intestine.","The protein of both the bacteria    and plant material is digested, the digestion products passing into the    small intestine where assimilation takes place and they enter the    ","The protein of both the bacteria    and plant material is digested, the digestion products passing into the    small intestine where assimilation takes place and they enter the    ",0.26,0.26,0.33,0.33
The photic zone extends 200 meters deep.,"The photic zone extends to a maximum depth of 200 meters (656 feet) below the surface of the water.

SENTENCE 1:
The","The photic zone extends to a maximum depth of 200 meters (656 feet) below the surface of the water.

SENTENCE 1:
The",0.41,0.41,0.28,0.28
