completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
The text has a potential for realism that is unrealized.,"[I]n You're the Top Porter does not capitalize on the text's potential for realism.

LABEL: 1

SENTENCE 3","[I]n You're the Top Porter does not capitalize on the text's potential for realism.

LABEL: 1

SENTENCE 3",0.32,0.32,0.28,0.28
He charged Jon with a bloody knife.,"He charged Jon, knife high.

LABEL: 2

SENTENCE 3:
He charged Jon, knife high.

LABEL","He charged Jon, knife high.

LABEL: 2

SENTENCE 3:
He charged Jon, knife high.

LABEL",0.36,0.36,0.53,0.53
Ancient Egyptians use papyrus leaves for paper.," The leaves of the papyrus were dried and used by Ancient Egyptians as a form of paper.

LABEL: 1

SENTENCE 3:"," The leaves of the papyrus were dried and used by Ancient Egyptians as a form of paper.

LABEL: 1

SENTENCE 3:",0.21,0.21,0.4,0.4
The ANC would be in charge of land reform.,"The ANC has not fulfilled its promises to return land seized during apartheid's forced migrations.

LABEL: 1

SENTENCE 3:
","The ANC has not been able to deliver on its promises to redistribute land and wealth.

LABEL: 1

SENTENCE 3:
",0.21,0.21,0.21,0.28
"If parents who receive tax cuts end up spending more on goods, interest rates could go up.","Strategic parents might spend a large portion of their tax cuts, causing interest rates to rise.

LABEL: 2

SENTENCE 3:","Strategic parents might spend a large portion of their tax cuts, causing interest rates to rise.

LABEL: 2

SENTENCE 3:",0.27,0.27,0.45,0.45
Larger firms often pay lawyers a larger salary.," to the $100,000 per annum that a lawyer with a law degree earned in the 1970s.

SENTENCE 2:
The New"," or her day by reading the New York Times.

SENTENCE 2:
The Times reports that the city's Legal Aid Society has been accused of",0.07,0.0,-0.01,0.04
"The lady lay calmly, with no signs of pain on her face.","The old lady was so distressed that she could not even speak.

LABEL: 3

SENTENCE 3:
The old lady was so","The old lady was a very old lady.

LABEL: 3

SENTENCE 3:
The old lady was a very old lady.",0.12,0.12,0.34,0.56
He should keep it with him.,"He is not a man of the world; he is a man of the world.

LABEL: 3

SENTENCE 3:
He","He is a man of the world, and he has no means of destroying it.

LABEL: 3

SENTENCE 3:
He",0.08,0.15,0.23,0.27
I'm completely sure.,"i'm not exactly sure

LABEL: 3

SENTENCE 3:
i'm not exactly sure

LABEL: 4

","i'm not exactly sure

LABEL: 3

SENTENCE 3:
i'm not exactly sure

LABEL: 4

",0.3,0.3,0.56,0.56
EPA couldn't ensure it was directing its efforts toward the environmental problem.,"As a result, EPA could not ensure that it was directing its efforts toward the environmental problems that were of greatest concern to citizens or posed the greatest risk to the","As a result, EPA could not ensure that it was directing its efforts toward the environmental problems that were of greatest concern to citizens or posed the greatest risk to the",0.45,0.45,0.58,0.58
This system of rewards and incentives will hopefully improve company performance.,"In addition, the senior executives at these organizations demonstrated their sustained commitment to financerelated improvement initiatives by using key business/line managers to drive improvement efforts, attending key","SENTENCE 2:
In addition, the senior executives at these organizations demonstrated their sustained commitment to financerelated improvement initiatives by using key business/line managers to",0.0,0.0,0.17,0.08
The layman's suggestion was not unreasonable. ,"The man was quite a natural suggestion for a layman to make.""

LABEL: 1

SENTENCE 3:
The man was quite","""The first thing that I noticed was that the sentence was not in the dataset.""

LABEL: 1

SENTENCE 3:
""",0.22,0.23,0.31,0.16
The younger kids don't understand the more complex assignments they're given. ,"they don't understand it

LABEL: 2

SENTENCE 3:
they don't understand it

LABEL: 3

","those little kids don't understand it

LABEL: 2

SENTENCE 3:
those little kids don't understand it

LABEL",0.28,0.25,0.52,0.53
Whatever you say,"oh sure sure right um-hum right

LABEL: 2

SENTENCE 3:
oh sure sure right um-hum right

","
oh sure sure right um-hum right

LABEL: 2

SENTENCE 3:

oh sure sure right um-hum right",0.0,0.0,0.57,0.57
I was watching a program about NASA.,and they said that they were going to put a man on the moon by the end of the decade and they did and they did and they did and they did,and they were like this is the first time that we've ever seen this kind of thing and it was like this is the first time that we've ever seen,0.05,0.05,0.2,0.46
"I don't think insecticides are bad at all, I use them all the time",yeah i try to no i uh uh try not to use any insecticides at all i try not to even use insecticides on my lawn but i sometimes i,"i try to not use any insecticides at all i try not to even use insecticides on my lawn but i sometimes i can't manage

LABEL",0.27,0.29,0.33,0.32
"To create his portraits, De Wit used the likenesses of real monarchs.","De Wit worked from likenesses of actual monarchs to produce his portraits.

LABEL: 1

SENTENCE 3:
De Wit worked","De Wit worked from likenesses of actual monarchs to produce his portraits.

LABEL: 1

SENTENCE 3:
De Wit worked",0.32,0.32,0.51,0.51
People have to be on time for the work to be well made.,"When people are late, it makes it hard to keep things working in a rational fashion.

LABEL: 1

SENTENCE 3:
","When people are late, it makes it hard to keep things working in a rational fashion.

LABEL: 1

SENTENCE 3:
",0.12,0.12,0.31,0.31
Cromwell sent nobody to the Caribbean.,"In 1654 Oliver Cromwell, Lord Protector of England, dispatched a British fleet to the Caribbean to break the stranglehold of the Spanish.

LAB","The British fleet was defeated by the Spanish fleet.

LABEL: 3

SENTENCE 3:
The Spanish fleet was defeated by the British",0.28,0.07,0.31,0.37
He was crying like his mother hit him with a spoon.,"He was crying like his mother had just walloped him.

LABEL: 2

SENTENCE 3:
He was crying like his mother","He was crying like his mother had just walloped him.

LABEL: 2

SENTENCE 3:
He was crying like his mother",0.45,0.45,0.47,0.47
Indeed we got away from the original subject.,"yeah well we veered from the subject

LABEL: 1

SENTENCE 3:
yeah well we veered from the subject

","and we veered from the subject

LABEL: 1

SENTENCE 3:
and we veered from the subject

LABEL",0.31,0.32,0.63,0.67
The fund collects interest much like a large commercial account.,"The other bank pays the fund interest based upon tiered account levels, more typical of a large commercial account.

LABEL: 1

SENT","The other bank pays the fund interest based upon tiered account levels, more typical of a large commercial account.

LABEL: 1

SENT",0.44,0.44,0.36,0.36
Uploading your consciousness feels like a mental dry-heave in the final stages.,"The last stages of uploading are like a mental dry-heave.

LABEL: 2

SENTENCE 3:
The last stages of","The last stages of uploading are like a mental dry-heave.

LABEL: 2

SENTENCE 3:
The last stages of",0.5,0.5,0.39,0.39
"The White House, off the record, knows it to be true.","The White House denies this.

LABEL: 2

SENTENCE 3:
The White House denies this.

LABEL: 3","The White House denies this.

LABEL: 2

SENTENCE 3:
The White House denies this.

LABEL: 3",0.3,0.3,0.55,0.55
His knees were giving him problems.,"well his knees were bothering him yeah

LABEL: 1

SENTENCE 3:
well his knees were bothering him yeah

LABEL","he was a little bit worried about his knees yeah

LABEL: 1

SENTENCE 3:
he was a little bit worried about his",0.32,0.14,0.69,0.39
Several checks for twelve dollars.  ,"for one twelve dollar check

LABEL: 3

SENTENCE 3:
for one twelve dollar check

LABEL: 4

","for one twelve dollar check

LABEL: 3

SENTENCE 3:
for one twelve dollar check

LABEL: 4

",0.19,0.19,0.52,0.52
Congress told LSC how to run their business affairs.,The Congress also told LSC that it could not continue to fund its grantees presumptively and that it must begin to distribute its funds on a competitive basis,The Congress also told LSC that it could not continue to fund its grantees presumptively and that it must begin to distribute its funds on a competitive basis,0.22,0.22,0.4,0.4
Do you get arrested from personal parties?,"from from personal parties or from these uh phone answering phone uh commercial things

LABEL: 2

SENTENCE 3:
from from personal parties","from from personal parties or from these uh phone answering phone uh commercial things

LABEL: 2

SENTENCE 3:
from from personal parties",0.21,0.21,0.29,0.29
The reviewing has been taken place without the request of the Republican member previously.,"The President's Task Force on Health Care Reform was established in 1993 to develop a comprehensive plan to reform the nation's health care system.

LABEL:","The President's Task Force on Health Care Reform was established in 1993 to develop a comprehensive plan to reform the nation's health care system.

LABEL:",0.1,0.1,0.15,0.15
Your support is unwavering.,"Christ on a crutch, what does he have to do to lose your support, stab David Geffen with a kitchen knife?

LABEL: 1","Christ on a crutch, what does he have to do to lose your support, stab David Geffen with a kitchen knife?

LABEL: 1",0.15,0.15,0.18,0.18
"If it's college, they are adults.",and see if Kansas if Kansas yeah but then you know it could be what if they're not hitting that night or they're low or anything and see i i,and see if Kansas if Kansas yeah but then you know it could be what if they're not hitting that night or they're low or anything and see i i,0.15,0.15,0.23,0.23
The treaty bait was not for Tommy.,"The draft treaty was Tommy's bait.

LABEL: 3

SENTENCE 3:
The draft treaty was Tommy's bait.

","The draft treaty was Tommy's bait.

LABEL: 3

SENTENCE 3:
The draft treaty was Tommy's bait.

",0.4,0.4,0.59,0.59
So that must be what you chose to do?,"is that what you ended up going into

LABEL: 1

SENTENCE 3:
is that what you ended up going into

","
is that what you ended up going into

LABEL: 1

SENTENCE 3:

is that what you ended up going into",0.21,0.21,0.47,0.47
The net saving does not include federal saving,"Net nonfederal saving

LABEL: 1

SENTENCE 3:
Net nonfederal saving

LABEL: 2

","Net nonfederal saving

LABEL: 1

SENTENCE 3:
Net nonfederal saving

LABEL: 2

",0.3,0.3,0.54,0.54
One church always has one denomination.,"Sometimes more than one denomination shares one church.

LABEL: 3

SENTENCE 3:
Sometimes more than one denomination shares one church.","Sometimes more than one denomination shares one church.

LABEL: 3

SENTENCE 3:
Sometimes more than one denomination shares one church.",0.31,0.31,0.62,0.62
In the year 150 b.c is when the city was founded.,"The city was founded in the third millennium b.c. on the north shore of the bay, and reached a peak during the tenth century b.c.","

SENTENCE 2:
The city was founded in the third millennium b.c. on the north shore of the bay, and reached a peak",0.26,0.29,0.5,0.4
"According to the research I've seen, the average person hundreds of years ago heard many more words over the course of the day compared to a modern human being.",I am not aware of any studies comparing the number of words an average person could expect to hear spoken in a typical day 500 years ago vs. the number that,I am not aware of any studies comparing the number of words an average person could expect to hear spoken in a typical day 500 years ago vs. the number that,0.23,0.23,0.35,0.35
Managers often gather their information anecdotally or informally.,"The most important thing is to be aware of the forces that are at work in the world.

LABEL: 1

SENTENCE 3:","The most important thing is to be able to recognize the signs of a problem.

LABEL: 1

SENTENCE 3:
The most",0.0,0.0,0.15,0.11
Jon decided to try a new hobby.,"We're going to try something different this morning, said Jon.

LABEL: 2

SENTENCE 3:
We're going to try","We're going to try something different this morning, said Jon.

LABEL: 2

SENTENCE 3:
We're going to try",0.22,0.22,0.33,0.33
The production of entertainment films is elaborate and large scaled.,"The large scale production of entertainment films is a phenomenon well worth seeing several times.

LABEL: 1

SENTENCE 3:
The large","The large scale production of entertainment films is a phenomenon well worth seeing several times.

LABEL: 1

SENTENCE 3:
The large",0.45,0.45,0.25,0.25
"Instead of sampling humans for this data, researchers sampled pet rocks.",The uncertainty associated with all of the numbers presented in this paper due to sampling error and estimation error in econometric estimation procedure used to recover household-level demand,The uncertainty associated with all of the numbers presented in this paper due to sampling error and estimation error in econometric estimation procedure used to recover household-level demand,0.1,0.1,0.22,0.22
The renowned Theban queen Nefertari has a tomb which is always open to the public (number 66).,"The renowned Theban queen Nefertari, wife of Ramses II, has the most ornate tomb (number 66) but it is not always accessible","The renowned Theban queen Nefertari, wife of Ramses II, has the most ornate tomb (number 66) but it is not always accessible",0.46,0.46,0.64,0.64
She is shocked to know that it was him.,"""I don't know,"" he said.

LABEL: 2

SENTENCE 3:
""I don't know,"" he said.","""I'm not sure,"" he said.

LABEL: 2

SENTENCE 3:
""I'm not sure,"" he said.",0.08,0.0,0.52,0.54
Higher GDP growth in recent years has been contributed to increased investment.,"The increased investment has contributed to higher GDP growth in recent years, and the stronger economy should help in servicing the debt owed to foreigners.

LABEL:","The increased investment has contributed to higher GDP growth in recent years, and the stronger economy should help in servicing the debt owed to foreigners.

LABEL:",0.37,0.37,0.45,0.45
"Detailed implementation plans are necessary to address business system, processes and resources ","The following LABEL shows the logical relationship between SENTENCE 1 and SENTENCE 2.

SENTENCE 1:
The following LAB","The following is a list of the business system, processes, and resource issues that will need to be addressed.

LABEL: 1

SENT",0.07,0.24,0.28,0.43
Air conditioning is the primary reason for the demise of outdoor gathering.,"The air conditioning units were installed in the porches and stoops, and the people who used them were called ""coolers.""

LABEL: 1","The first thing that people do when they get a new house is to put in a central air conditioning unit.

LABEL: 1

SENT",0.24,0.11,0.18,0.19
The legs are bandaged and are feeling better.,"I'm sure he'll be back to work soon enough- it's only a leg wound, barely broken flesh.

LABEL: 2

S","I'm sure he'll be back to work soon enough- it's only a leg wound, barely broken flesh.

LABEL: 2

S",0.0,0.0,0.24,0.24
"Banks, airlines, and communications companies support terrorists.","The terrorists are not the only ones who are willing to risk exposure.

LABEL: 2

SENTENCE 3:
The terrorists are not","The terrorists will risk potential exposure every time they do business with those institutions.

LABEL: 2

SENTENCE 3:
The terrorists will",0.07,0.07,0.21,0.25
The research that went into this report is potentially faulty.,The uncertainty associated with all of the numbers presented in this paper due to sampling error and estimation error in econometric estimation procedure used to recover household-level demand,The uncertainty associated with all of the numbers presented in this paper due to sampling error and estimation error in econometric estimation procedure used to recover household-level demand,0.1,0.1,0.35,0.35
Math is used to analyze economic data,"ECONOMETRIC MODEL -An equation or a set of related equations used to analyze economic data through mathematical and statistical techniques.

LABEL:","ECONOMIC MODEL -An equation or a set of related equations used to analyze economic data through mathematical and statistical techniques.

LABEL: 1",0.36,0.34,0.35,0.34
The relationship between alcohol-dependent ED patients should be explored.,"The prevalence of alcohol problems among ED patients makes it worthy of careful consideration.

LABEL: 2

SENTENCE 3:
The prevalence of","The prevalence of alcohol problems among ED patients makes it worthy of careful consideration.

LABEL: 2

SENTENCE 3:
The prevalence of",0.26,0.26,0.3,0.3
Ataturk was the father of the Turkish nation.,"For himself he chose Atat??rk, or Father of the Turks.

LABEL: 1

SENTENCE 3:
For himself","For himself he chose Atat??rk, or Father of the Turks.

LABEL: 1

SENTENCE 3:
For himself",0.24,0.24,0.3,0.3
It was proven that Mrs. Vandemeyer and the girl had an affair,"I didn't get it at the time."" The thought saddened him a little, for it seemed to prove that Mrs. Vandemeyer and the girl were","I didn't get it at the time."" The thought saddened him a little, for it seemed to prove that Mrs. Vandemeyer and the girl were",0.37,0.37,0.32,0.32
The FDA has conducted many workshops over its operating years. ,"The FDA will conduct workshops, issue guidance manuals and videotapes, and hold teleconferences to aid small entities in complying with the rule.

LABEL","The FDA will conduct workshops, issue guidance manuals and videotapes, and hold teleconferences to aid small entities in complying with the rule.

LABEL",0.18,0.18,0.26,0.26
This instance stinks. ,"3) This particular instance of it stinks.

LABEL: 1

SENTENCE 3:
4) This particular instance of it st","3) This particular instance of it stinks.

LABEL: 1

SENTENCE 3:
4) This particular instance of it st",0.29,0.29,0.58,0.58
A man of my character can only fail.,"A man like me cannot fail… .

LABEL: 3

SENTENCE 3:
A man like me cannot fail… .

","A man like me cannot fail… .

LABEL: 3

SENTENCE 3:
A man like me cannot fail… .

",0.25,0.25,0.64,0.64
Agencies in financial trouble are usually audited.,"The audit committee of the board of directors of the agency is required to approve the agency's operating trust, enterprise and internal service funds.

LABEL:","The audit trail of the financial statements must be auditable.

LABEL: 2

SENTENCE 3:
The audit trail of the financial",0.0,0.07,0.21,0.33
The US market was not ready for the cane plantations.,"The cane plantations, increasingly in the hands of American tycoons, found a ready market in the US.

LABEL: 3

SENT","The cane plantations, increasingly in the hands of American tycoons, found a ready market in the US.

LABEL: 3

SENT",0.2,0.2,0.31,0.31
Desegregation was becoming disbanded in Charlotte thanks to the magnet schools.,"The magnet schools began the undoing of desegregation in Charlotte.

LABEL: 1

SENTENCE 3:
The magnet schools began","The magnet schools began the undoing of desegregation in Charlotte.

LABEL: 1

SENTENCE 3:
The magnet schools began",0.41,0.41,0.43,0.43
Do you really love him?,"do you really romance

LABEL: 2

SENTENCE 3:
do you really romance

LABEL: 3

SENT","do you really romance

LABEL: 2

SENTENCE 3:
do you really romance

LABEL: 3

SENT",0.3,0.3,0.49,0.49
We have some money on there,"
you know we keep a couple hundred dollars um if that much charged on those which isn't too bad it's just your normal

LABEL: 1","you know we keep a couple hundred dollars um if that much charged on those which isn't too bad it's just your normal

LABEL: 1
",0.12,0.12,0.26,0.26
The woman was trying to be desecrate. ,"The woman was a little older than the man.

LABEL: 2

SENTENCE 3:
The man was a little older than the","The woman was a young woman.

LABEL: 2

SENTENCE 3:
The woman was a young woman.

LABEL",0.21,0.25,0.32,0.39
San'doro said nothing. ," said San'doro.

LABEL: 3

SENTENCE 3:
 said San'doro.

LABEL: 4

"," said San'doro.

LABEL: 3

SENTENCE 3:
 said San'doro.

LABEL: 4

",0.38,0.38,0.41,0.41
Some people are sexually abused by nurses.,"i've even heard of some people being sexually abused

LABEL: 2

SENTENCE 3:
i've even heard of some people being","i've even heard of some people being sexually abused

LABEL: 2

SENTENCE 3:
i've even heard of some people being",0.28,0.28,0.38,0.38
The NYT also reported that the plane was shot down on order of the President. ,"The NYT says the plane was flying far lower than the rules for training missions allow.

LABEL: 2

SENTENCE 3:
The","The NYT , in its front-page coverage, says the plane was flying far lower than the rules for training missions allow.

LABEL: 2
",0.33,0.32,0.09,0.26
They expelled him from Rand because he commited a crime,"The next year, he was expelled from Rand as a security risk after local police caught him engaging in a lewd act in a public men's room near Muscle Beach","The next year, he was expelled from Rand as a security risk after local police caught him engaging in a lewd act in a public men's room near Muscle Beach",0.2,0.2,0.39,0.39
I guess it is ninety two.,"i think it's ninety two

LABEL: 1

SENTENCE 3:
i think it's ninety two

LABEL: 2","i think it's ninety two

LABEL: 1

SENTENCE 3:
i think it's ninety two

LABEL: 2",0.33,0.33,0.73,0.73
AC Green's a horrible player.,"AC Green's pretty good

LABEL: 3

SENTENCE 3:
AC Green's pretty good

LABEL: 4

","AC Green's pretty good

LABEL: 3

SENTENCE 3:
AC Green's pretty good

LABEL: 4

",0.27,0.27,0.49,0.49
A man tried to enter the house so that he could rob it. ," 2:
and so i don't like that and i guess the only way to prevent it would be just to pass a city ordinance to prevent that or
", it and i don't know if that's a good idea or not but i guess it's something that we should look into and i guess it's something that,0.14,0.13,0.18,0.21
A traveler said the settlement was prospering. ,"The Bujang Valley settlement was the seat of all felicities.

LABEL: 1

SENTENCE 3:
The Buj","The traveler described the prosperous Bujang Valley settlement as the seat of all felicities.  

LABEL: 1

SENTENCE",0.26,0.25,0.26,0.29
Japan fought a civil war.,"The Chinese government has been accused of suppressing the freedom of expression.

LABEL: 3

SENTENCE 3:
The Chinese government has been","The Chinese government's crackdown on the pro-democracy movement in Hong Kong sent distressing echoes to China's own democracy movement.

LABEL: 3
",0.0,0.0,0.22,0.11
Turin was possible due to new centralized control and collection of taxes.,"They copied Louis XIV's centralized administration and tax-collection, and by the 18th century Turin was a sparkling royal capital built, quite unlike any other Italian","They copied Louis XIV's centralized administration and tax-collection, and by the 18th century Turin was a sparkling royal capital built, quite unlike any other Italian",0.15,0.15,0.41,0.41
Sphinxes were supposed to be to keep people company.,"The sphinx was a symbol of powerandstrengthandwas the mostpowerful of all the Egyptian gods.

LABEL: 3

SENT","The sphinx was a guardian deity in Egyptian mythology.

LABEL: 3

SENTENCE 3:
The sphinx was a",0.0,0.0,0.22,0.35
Accuracy and speed were included measurements on the scorecard.,"The company's new product is a new type of computer that is designed to be used by people with disabilities.

LABEL: 1

SENT","The company's scorecard included measures for accuracy, speed and timeliness, unit cost, customer satisfaction, and employee development and satisfaction.

LABEL",0.06,0.13,0.15,0.45
In both Britain and America the term covers almost everyone except for Israelites.,"In both Britain and America, the term covers nearly everybody.

LABEL: 2

SENTENCE 3:
In both Britain and America,","In Britain, the term covers nearly everybody.

LABEL: 2

SENTENCE 3:
In America, the term covers nearly everybody.",0.5,0.39,0.42,0.45
There new employees are a risk.,"By coordinating policy development and awareness activities in this manner, she helps ensure that new risks and policies are communicated promptly and that employees are periodically reminded of existing policies through","She also helps ensure that the company’s risk management policies are communicated to employees through means such as monthly bulletins, an intranet web site,",0.16,0.06,0.23,0.15
Most competitors get a blanket that commemorates their experience.,"The Lakeland countryside is a place of rugged beauty, and the clothing and blankets made from the local Herdwick wool are a great way to preserve your memories","The Lakeland countryside is a rugged, mountainous region of the British Isles.

LABEL: 2

SENTENCE 3:
The Lakeland",0.05,0.07,0.35,0.19
The capital has never moved locations in its history. ,"He celebrated the fact by announcing that the capital would be moved from Calcutta to a whole new city to be built in Delhi.

LABEL:","He celebrated the fact by announcing that the capital would be moved from Calcutta to a whole new city to be built in Delhi.

LABEL:",0.24,0.24,0.22,0.22
Economic models are not related to data,"ECONOMIC MODEL -An equation or a set of related equations used to analyze economic data through mathematical and statistical techniques.

LABEL: 3","ECONOMIC MODEL -An equation or a set of related equations used to analyze economic data through mathematical and statistical techniques.

LABEL: 3",0.28,0.28,0.3,0.3
I dislike it when they give you information in a novel.,and i like it when they actually are giving you information in a novel format i guess would be the best way to put it yeah i like it when they actually,"and i like it when they actually are giving you information in a novel format i guess would be the

LABEL: 3

SENTENCE 3",0.42,0.51,0.48,0.31
Bugs are always easy to catch.,"Some bugs are hell to track down.

LABEL: 3

SENTENCE 3:
Some bugs are hell to track down.

","Some bugs are hell to track down.

LABEL: 3

SENTENCE 3:
Some bugs are hell to track down.

",0.25,0.25,0.66,0.66
They don't do that and it's not permitted.,"they don't allow they don't do that

LABEL: 1

SENTENCE 3:
they don't allow they don't do that","they don't allow they don't do that

LABEL: 1

SENTENCE 3:
they don't allow they don't do that",0.31,0.31,0.51,0.51
Court officials don't get involved in figuring out how people will get legal help.,"The court system is designed to provide equal access to justice for all.

LABEL: 3

SENTENCE 3:
The court system is","Court officials include the phone numbers of the local Legal Services office and county lawyer referral system on every summons.

LABEL: 3

SENTENCE",0.06,0.16,0.26,0.22
My office won't accept any personal mail.,"for me now the address is the same you know my my office address

LABEL: 2

SENTENCE 3:
for me now the","I have a new address

LABEL: 2

SENTENCE 3:
I have a new address

LABEL: 3

",0.13,0.0,0.29,0.53
Writing that alternates directions on each line is called boustrophedon.,"That word boustrophedon describes writing that goes from left to right on the first line, then right to left on the second, then left to right on","ENTENCE 2:
That word boustrophedon describes writing that goes from left to right on the first line, then right to left on the second,",0.22,0.24,0.59,0.62
"The man yelled that he would sit down, and sit down he did.","I leap!"" And, in very truth, run and leap he did, gambolling wildly down the stretch of lawn outside the long window. 

","I leap!"" And, in very truth, run and leap he did, gambolling wildly down the stretch of lawn outside the long window. 

",0.17,0.17,0.31,0.31
A great journey is about to begin!,"It's just the beginning!""

LABEL: 2

SENTENCE 3:
It's just the beginning!""

LABEL: 3","It's just the beginning!""

LABEL: 2

SENTENCE 3:
It's just the beginning!""

LABEL: 3",0.0,0.0,0.57,0.57
Petwer and Silverwork are not comparable.,"Silverwork and Pewter

LABEL: 2

SENTENCE 3:
Silverwork and Pewter

LABEL: 3

","Silverwork and Pewter

LABEL: 2

SENTENCE 3:
Silverwork and Pewter

LABEL: 3

",0.22,0.22,0.46,0.46
The setup rewards political lobbying.,"The entire setup has an anti-competitive, anti-entrepreneurial flavor that rewards political lobbying rather than good business practices.

LABEL: 1","The entire setup has an anti-competitive, anti-entrepreneurial flavor that rewards political lobbying rather than good business practices.

LABEL: 1",0.38,0.38,0.39,0.39
It was nice meeting you on this sunny day,"i think it's real good anyway it's it's been it was nice meeting you

LABEL: 2

SENTENCE 3:
i","i think it's real good anyway it's it's been it was nice meeting you

LABEL: 2

SENTENCE 3:
i",0.32,0.32,0.24,0.24
I am interested in what you'd say.,"I'd like to go to the beach

LABEL: 1

SENTENCE 3:
I'd like to go to the beach

","I'm not sure what you mean by that

LABEL: 1

SENTENCE 3:
I'm not sure what you mean by that",0.14,0.2,0.56,0.61
More than a million people gathered to celebrate mass when Pope John Paul II visited in 1979.,"The Papal Crose commemorating Pope John Paul II's visit in 1979, when more than one million people gathered to celebrate mass.

LABEL:","The Papal Crose commemorating Pope John Paul II's visit in 1979, when more than one million people gathered to celebrate mass.

LABEL:",0.4,0.4,0.54,0.54
They used multiple clay pots to cook their food.,"The cave was very dark, and the only light came from the fire in the clay pot.

LABEL: 3

SENTENCE 3:","The cave was a large, dark, and damp place.

LABEL: 3

SENTENCE 3:
The cave was a large,",0.07,0.0,0.13,0.31
They don't allow any weapon.,"I don't know, I'm not a gun expert.

LABEL: 3

SENTENCE 3:
I don't know, I","The only thing that is certain is that it will be used.

LABEL: 3

SENTENCE 3:
The only thing that is",0.16,0.0,0.3,0.24
There needs to be some serious fiscal housecleaning by European nations.,"The European nations need to do some serious fiscal housecleaning.

LABEL: 1

SENTENCE 3:
The European nations need to","The European Union is a political union of 28 member states.

LABEL: 1

SENTENCE 3:
The European Union is a political",0.47,0.06,0.48,0.29
It is claimed that half of Os Lusadas was written by him in the Camees Garden.,"The legend says that he was born in the Camees Garden, and that he was the son of a slave girl and a Portuguese nobleman.

LAB","The legend says that he was born in the Camees Garden, and that he was the son of a slave girl and a Portuguese sailor.

LABEL",0.29,0.29,0.35,0.27
Participation in specialized groups leads to more in depth understanding. ,"True devotees talk shop at even more specialized groups, such as one on Northeastern weather (ne.weather), whose recent conversation topics included the great blizzard","True devotees talk shop at even more specialized groups, such as one on Northeastern weather (ne.weather), whose recent conversation topics included the great blizzard",0.11,0.11,0.38,0.38
Executives should not consider how information technology is currently used when crafting a CIO.,"Executives do so by examining their internal environments and asking a series of questions about the problems that need fixing, how information technology and management can help, and","Executives do so by examining their internal environments and asking a series of questions about the problems that need fixing, how information technology and management can help, and",0.19,0.19,0.29,0.29
The converstaion made him curious.,"He had been surprised to learn that the man had been a friend of his father's.

LABEL: 1

SENTENCE 3:
","He had overheard a conversation between two men.

LABEL: 1

SENTENCE 3:
He had overheard a conversation between two men.",0.08,0.0,0.19,0.61
Fish is not an upbeat pragmatist. ,"But Fish is not an upbeat pragmatist.

LABEL: 1

SENTENCE 3:
But Fish is not an upbeat pragmat","He is a pragmatist.

LABEL: 1

SENTENCE 3:
He is a pragmatist.

LABEL",0.5,0.21,0.63,0.3
The knife was still in the sheath.,"He felt the off-hand dagger's weight in the small of his back.

LABEL: 3

SENTENCE 3:
He felt","He felt the off-hand dagger's weight in the small of his back.

LABEL: 3

SENTENCE 3:
He felt",0.22,0.22,0.25,0.25
Someone likes to get comments from readers of a paper.,"We look forward to receiving comments from the readers of this paper.

LABEL: 1

SENTENCE 3:
We look forward to receiving","We look forward to receiving comments from the readers of this paper.

LABEL: 1

SENTENCE 3:
We look forward to receiving",0.39,0.39,0.34,0.34
The private delivery firm would struggle to provide the same services as the postal service.,"Now suppose there is a private delivery firm in Cleveland that is competing with the postal service.

LABEL: 2

SENTENCE 3:
","The postal service has a monopoly on the delivery of letters and packages.

LABEL: 2

SENTENCE 3:
The postal service has",0.33,0.28,0.3,0.24
Clarisse and Onardo don't care how San Barenakedino is doing.,"He's a good guy. He's a good guy. He's a good guy.

LABEL: 3

SENTENCE 3:
",He's a good guy. He's a good guy. He's a good guy. He's a good guy. He's a good guy. He's,0.0,0.0,0.19,0.19
Both football and baseball.,"football and baseball and

LABEL: 1

SENTENCE 3:
football and baseball and

LABEL: 2

SENT","football and baseball and

LABEL: 1

SENTENCE 3:
football and baseball and

LABEL: 2

SENT",0.32,0.32,0.51,0.51
"I think Lawrence is telling the truth, so what you say is a surprise.","I am very surprised that you are surprised, I said.

LABEL: 2

SENTENCE 3:
I am very surprised that you","I am not sure what you mean by that, I said.

LABEL: 2

SENTENCE 3:
I am not sure what",0.12,0.18,0.33,0.3
The promise of our government is met regardless if everyone can afford that access,"Until all members of our society are afforded that access, this promise of our government will continue to be unfulfilled.

LABEL: 3

","Until all members of our society are afforded that access, this promise of our government will continue to be unfulfilled.

LABEL: 3

",0.22,0.22,0.56,0.56
Agra still exists to this day as a capital.,"The city was founded by the Mughal emperor Akbar in 1526.

LABEL: 2

SENTENCE 3:
The city","The city of Agra is located in the state of Uttar Pradesh, India.

LABEL: 2

SENTENCE 3:
The city",0.0,0.07,0.24,0.27
Strychnine is a very fast moving water current. ,"Possibly, but strychnine is a fairly rapid drug in its action. 

LABEL: 3

SENTENCE 3:
","The drug is a fairly rapid drug in its action.

LABEL: 3

SENTENCE 3:
The drug is a fairly rapid drug",0.26,0.14,0.3,0.38
