completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
A man is in front of a camera.,"A young man in a blue T-shirt and sweatpants stands over a stove and looks at the camera while another young man stands behind him.

","A young man in a blue T-shirt and sweatpants stands over a stove and looks at the camera while another young man stands behind him.

",0.29,0.29,0.41,0.41
two men are at the pool.,"A young man in a blue T-shirt and sweatpants stands over a stove and looks at the camera while another young man stands behind him.

","The young man in the blue T-shirt and sweatpants is cooking something in a pan on the stove.

LABEL: 2

S",0.12,0.07,0.3,0.22
SOME ANIMALS ARE ASLEEP,"couples enjoying a meal, while a bunch of dogs take a nap.

LABEL: 1

SENTENCE 1:
couples enjoying","couples enjoying a meal, while a bunch of dogs take a nap.

LABEL: 0

SENTENCE 1:
couples enjoying",0.0,0.0,0.22,0.22
THERE IS A COUPLE WALKING THEIR DOGS,"a bunch of dogs take a nap, while couples enjoying a meal.

The following figure shows the result of the above instruction.

![alt text","couples enjoying a meal, while a bunch of dogs take a nap.

LABEL: 2

SENTENCE 1:
couples enjoying",0.13,0.16,0.24,0.23
"The duck is a rare breed, most thought to have been driven into extinction years ago.","A white duck swimming in the water.

LABEL: 3

SENTENCE 1:
A white duck expanding its wings in the water.","A white duck is swimming in the water.

LABEL: 2

SENTENCE 1:
A white duck is swimming in the water.",0.11,0.17,0.41,0.52
There is one animal in this picture.,"A white duck swimming in the water.

LABEL: 1

SENTENCE 1:
A white duck expanding its wings in the water.","A white duck swimming in the water.

LABEL: 1

SENTENCE 1:
A white duck swimming in the water.

",0.07,0.08,0.49,0.6
"The duck sleeps soundly, floating on top of the water","A white duck swimming in the water.

LABEL: 3

SENTENCE 1:
A white duck expanding its wings in the water.","A white duck is swimming in the water.

LABEL: 2

SENTENCE 1:
A white duck is swimming in the water.",0.27,0.27,0.45,0.57
An elderly woman with a cane is sitting on a chair.,"A woman wearing jeans is walking down the street.

LABEL: 3

SENTENCE 1:
A woman wearing jeans is walking down the","A woman wearing jeans is walking down the street.

SENTENCE 1:
A man wearing a hat is sitting on a bench.

LAB",0.19,0.36,0.35,0.24
A person is outside.,"A woman wearing jeans is walking down the street.

LABEL: 1

SENTENCE 1:
A woman wearing jeans is walking down the","A woman wearing jeans is walking down the street.

LABEL: 0

SENTENCE 1:
A woman wearing jeans is walking down the",0.16,0.16,0.4,0.39
a person lies on the couch,"A group of people stand near and on a large black square on the ground with some yellow writing on it.

LABEL: 3

SENT","A group of people stand near and on a large black square on the ground with some yellow writing on it.

LABEL: 2

SENT",0.2,0.2,0.26,0.26
A group of well dressed people walk down a block with one of them holding a sign.,"A group of men in suits with briefcases walk in formation down the street led by a woman holding a sign.

LABEL: 1

S","A group of men in suits with briefcases walk in formation down the street led by a woman holding a sign.

LABEL: 1

S",0.44,0.44,0.43,0.43
A group of people dressed as clowns stroll into the Bigtop Circus holding signs.,"A group of men in suits with briefcases walk in formation down the street led by a woman holding a sign.

LABEL: 1

The","A group of men in suits with briefcases walk in formation down the street led by a woman holding a sign.

LABEL: 1

S",0.26,0.26,0.12,0.21
the boy gets ready,"The little boy kicks the soccer ball.

LABEL: 1

SENTENCE 1:
The little boy gets ready to kick the soccer ball","The little boy kicks the soccer ball.

LABEL: 1

SENTENCE 1:
The little boy gets ready to kick the soccer ball",0.32,0.32,0.63,0.63
the boy is sleeping at home,"The little boy kicks the soccer ball.

LABEL: 3

SENTENCE 1:
The little boy gets ready to kick the soccer ball","The little boy kicks the soccer ball.

LABEL: 2

SENTENCE 1:
The little boy gets ready to kick the soccer ball",0.15,0.15,0.49,0.49
The man and woman are sitting.,"A man and woman sitting on the sidewalk.

LABEL: 1

SENTENCE 1:
A man and woman sitting on the sidewalk.","A man and woman sitting on the sidewalk.

LABEL: 0

SENTENCE 1:
A man and woman sitting on the sidewalk.",0.38,0.38,0.68,0.66
The man and woman are standing.,"A man and woman sitting on the sidewalk.

LABEL: 3

SENTENCE 1:
A man and woman sitting on the sidewalk.","A man and woman sitting on the sidewalk.

LABEL: 2

SENTENCE 1:
A man and woman sitting on the sidewalk.",0.31,0.31,0.64,0.64
A dog is running up the steps of a building.,A female within the foreground is heading towards a large white colored pillar that is apart of a large building with people are loitering or waiting on the steps of,A female within the foreground is heading towards a large white colored pillar that is apart of a large building with people are loitering or waiting on the steps of,0.25,0.25,0.36,0.36
There are several people outside of a building.,A female within the foreground is heading towards a large white colored pillar that is apart of a large building with people are loitering or waiting on the steps of,A female within the foreground is heading towards a large white colored pillar that is apart of a large building with people are loitering or waiting on the steps of,0.16,0.16,0.39,0.39
A father looks at his wife and son.,"A woman in a black jacket and a black and white striped skirt is watching a woman talking to a little boy sitting on concrete steps.

LABEL","A woman in a black jacket and a black and white striped skirt is watching a woman talking to a little boy sitting on concrete steps.

LABEL",0.11,0.11,0.17,0.17
A person is talking to a child while another person watches.,"A woman in a black jacket and a black and white striped skirt is watching a woman talking to a little boy sitting on concrete steps.

LABEL","A woman in a black jacket and a black and white striped skirt is watching a woman talking to a little boy sitting on concrete steps.

LABEL",0.26,0.26,0.29,0.29
A man and his family are eating pizza.,"Man and woman eating a hotdog.

LABEL: 3

SENTENCE 1:
Man and woman eating a hotdog.

","Man and woman eating a hotdog.

LABEL: 2

SENTENCE 1:
Man and woman eating a hotdog.

",0.33,0.33,0.55,0.55
A man and woman are sharing a hotdog.,"Man and woman eating a hotdog.

LABEL: 1

SENTENCE 1:
Man and woman eating a hotdog.

","Man and woman eating a hotdog.

LABEL: 0

SENTENCE 1:
Man and woman eating a hotdog.

",0.5,0.5,0.62,0.58
The employee is indoors.,"A man in a blue shirt and a woman in a red shirt are standing in front of a computer.

LABEL: 1

SENTENCE","An aisle at Best Buy with an employee standing at the computer and a Geek Squad sign in the background.

LABEL: 0

SENT",0.0,0.07,0.15,0.16
The employee is swimming in the ocean.,"A man in a white shirt and black pants is standing in front of a computer.

LABEL: 3

SENTENCE 3:
A","An aisle at Best Buy with an employee standing at the computer and a Geek Squad sign in the background.

LABEL: 2

SENT",0.14,0.2,0.18,0.11
A workman is helping put a roof on a house.,"The carpenter is using a hammer to drive a nail into the roof.

LABEL: 1

SENTENCE 1:
A carpenter","A carpenter is working on a roof at a house being built.

LABEL: 0

SENTENCE 1:
A carpenter is",0.28,0.41,0.22,0.41
A boy is jumping up and down.,"The carpenter is using a hammer to drive a nail into the roof.

LABEL: 3

SENTENCE 3:
The carpenter","A carpenter is working on a roof at a house being built.

LABEL: 2

SENTENCE 1:
A carpenter is",0.08,0.15,0.23,0.22
There are people in an inflatable boat.,"A group of seven individuals wearing rafting gear, white water raft down a river.

LABEL: 1

SENTENCE 1:
A","A group of seven individuals wearing rafting gear, white water raft down a river.

LABEL: 1

SENTENCE 1:
A",0.0,0.0,0.27,0.27
The man has fallen out of the boat.,"A group of seven individuals wearing rafting gear, white water raft down a river.

The following figure shows the logical relationship between SENTENCE 1 and","A group of seven individuals wearing rafting gear, white water raft down a river.

SENTENCE 1:
A group of seven individuals wearing raft",0.12,0.06,0.17,0.42
The boys had unclean hands.,"Two little boys wearing athletic jerseys are washing their hands in a public restroom.

LABEL: 1

SENTENCE 1:
Two","Two little boys wearing athletic jerseys are washing their hands in a public restroom.

LABEL: 0

SENTENCE 1:
Two",0.17,0.17,0.24,0.23
The boys are bare-chested.,"Two little boys wearing athletic jerseys are washing their hands in a public restroom.

LABEL: 3

SENTENCE 1:
Two","Two little boys wearing athletic jerseys are washing their hands in a public restroom.

SENTENCE 1:
Two little boys wearing athletic jerseys",0.17,0.15,0.22,0.4
Two boys washing their hands,"A man in a blue shirt and blue shorts is standing in front of a wooden set of steps.

LABEL: 1

SENTENCE 1","Two small boys in blue soccer uniforms use a wooden set of steps to wash their hands in an adult-sized bathroom.

LABEL: 0

",0.0,0.28,0.07,0.2
The boys are in band uniforms,"A man in a blue shirt and blue shorts is standing in front of a wooden set of steps.

LABEL: 3

SENTENCE 3","Two small boys in blue soccer uniforms use a wooden set of steps to wash their hands in an adult-sized bathroom.

LABEL: 2

",0.07,0.2,0.12,0.19
A person biking.,"A naked man rides a bike.

LABEL: 1

SENTENCE 1:
A naked man rides a bike.

LABEL","A naked man rides a bike.

LABEL: 0

SENTENCE 1:
A naked man rides a bike.

LABEL",0.1,0.1,0.57,0.51
A man in a suit walking on a sidewalk.,"A naked man rides a bike.

LABEL: 3

SENTENCE 1:
A naked man rides a bike.

LABEL","A naked man rides a bike.

LABEL: 2

SENTENCE 1:
A naked man rides a bike.

LABEL",0.31,0.31,0.46,0.47
Two men sit outdoors in an urban area.,"Two men wearing dirty clothing are sitting on a sidewalk with their dog and begging for money using a cardboard sign.

LABEL: 1

SENT","Two men wearing dirty clothing are sitting on a sidewalk with their dog and begging for money using a cardboard sign.

LABEL: 0

SENT",0.12,0.12,0.22,0.24
These two illiterate men convinced their dog to write a panhandling sign for them.,"Two men wearing dirty clothing are sitting on a sidewalk with their dog and begging for money using a cardboard sign.

LABEL: 3

SENT","Two men wearing dirty clothing are sitting on a sidewalk with their dog and begging for money using a cardboard sign.

LABEL: 2

SENT",0.32,0.32,0.29,0.29
people with a dog,"A man in a suit and tie is sitting on a bench.

LABEL: 1

SENTENCE 1:
A man in a suit","Two street people and a dog sitting on the ground and one is holding an ""out of luck"" sign.

LABEL: 0

SENT",0.08,0.23,0.23,0.23
Two homeless men lean against a wall with a dog.,"A man in a gray shirt and a woman in a black shirt are standing in front of a building.

LABEL: 1

SENTENCE","Two homeless men dressed in gray sit against a wall with a sleeping dog on a purple leash.

LABEL: 0

SENTENCE 1",0.12,0.56,0.15,0.46
Two men own homes.,"A man in a gray shirt and a woman in a black shirt are standing in front of a building.

LABEL: 3

SENTENCE","Two homeless men dressed in gray sit against a wall with a sleeping dog on a purple leash.

LABEL: 2

SENTENCE 1",0.0,0.15,0.15,0.24
A woman is napping in the gym.,"A woman doing gymnastics, she is using the balance beam

LABEL: 3

SENTENCE 1:
A woman doing gymnastics,","A woman doing gymnastics, she is using the balance beam, and she is doing a backflip

```

## Training

```
python",0.32,0.32,0.33,0.25
A woman is using gymnastics equipment.,"A woman doing gymnastics, she is using the balance beam

LABEL: 1

SENTENCE 1:
A woman doing gymnastics,","A woman doing gymnastics, she is using the balance beam, and she is doing a backflip

LABEL: 1

SENTENCE 1",0.42,0.31,0.4,0.31
"six people act together to get another, injured man on a transport in snowy terrain","The injured man is placed on a transport device.

LABEL: 1

SENTENCE 1:
Six rescuers cooperate to place an","Six rescuers cooperate to place an injured man on a transport device in snowy, mountainous terrain.

LABEL: 0

SENT",0.29,0.59,0.34,0.56
six people act to save a seventh who is injured,"The injured man is placed on a transport device.

LABEL: 1

SENTENCE 1:
Six rescuers cooperate to place an","Six rescuers cooperate to place an injured man on a transport device in snowy, mountainous terrain.

LABEL: 0

SENT",0.14,0.21,0.34,0.39
six people get ready to eat a seventh who is injured,"The injured man is transported to a hospital.

LABEL: 3

SENTENCE 3:
The injured man is treated by a doctor.","Six rescuers cooperate to place an injured man on a transport device in snowy, mountainous terrain.

SENTENCE 1:
Six resc",0.19,0.19,0.36,0.25
The three women are looking into the forest.,"A woman is sitting on a green bench looking out at the coast.

LABEL: 3

SENTENCE 3:
A woman is sitting","Three women are sitting on a green bench looking out at the coast.

SENTENCE 1:
A man is sitting on a green bench looking out",0.14,0.3,0.35,0.42
The women are outdoors.,"A woman is sitting on a green bench looking out at the coast.

LABEL: 1

SENTENCE 1:
Three women are sitting","Three women are sitting on a green bench looking out at the coast.

LABEL: 1

SENTENCE 1:
A man is sitting",0.24,0.16,0.31,0.23
A man wearing football pads.,"A man in a black tank top wearing a red plaid hat

LABEL: 3

SENTENCE 3:
A man in a black","A man in a black tank top wearing a red plaid hat is standing in front of a red and white striped tent.

SENTENCE 1",0.23,0.2,0.27,0.16
A man in a hat.,"A man in a black tank top wearing a red plaid hat

LABEL: 1

SENTENCE 1:
A man in a black","A man in a black tank top wearing a red plaid hat is standing in front of a red and white striped tent.

LABEL: 1",0.38,0.33,0.32,0.21
The woman is standing.,"A blond woman in a black shirt is standing behind a counter.

LABEL: 1

SENTENCE 1:
A blond woman in a","A blond woman in a black shirt is standing behind a counter.

LABEL: 0

SENTENCE 1:
A blond woman in a",0.24,0.24,0.29,0.29
The woman is seated on a beach towel.,"A blond woman in a black shirt is standing behind a counter.

LABEL: 3

SENTENCE 1:
A blond woman in a","A blond woman in a black shirt is standing behind a counter.

SENTENCE 1:
A blond woman in a black shirt is standing behind a",0.21,0.18,0.26,0.45
Boys are playing.,"The boys are playing with Legos.

LABEL: 1

SENTENCE 1:
The boys are playing with Legos.

","The boys are playing with Legos.

LABEL: 0

SENTENCE 1:
The boys are playing with Legos.

",0.32,0.32,0.65,0.61
Boys are playing chess.,"The boys are playing with Legos.

LABEL: 3

SENTENCE 1:
The boys are playing with Legos.

","The boys are playing with Legos.

LABEL: 2

SENTENCE 1:
The boys are playing with Legos.

",0.3,0.3,0.59,0.59
A couple is eating in a restaurant.,"The man and the child are buying ice cream from a man with a hand pushed ice cream cart.

LABEL: 3

SENTENCE 3","A man and a child are purchasing ice cream from a man with a hand pushed ice cream cart.

LABEL: 2

SENTENCE 1",0.13,0.13,0.18,0.15
People are buying food from a street vendor.,"A man and a child are purchasing ice cream from a man with a hand pushed ice cream cart.

LABEL: 1

SENTENCE 1","A man and a child are purchasing ice cream from a man with a hand pushed ice cream cart.

LABEL: 0

SENTENCE 1",0.19,0.19,0.2,0.19
Some people put something in a boat in a place with more than one boat.,"A man is carrying a red bag into a boat with another person and boat in the background.

LABEL: 1

SENTENCE 1:","Three men are carrying a red bag into a boat with another person and boat in the background.

LABEL: 0

SENTENCE 1:",0.22,0.22,0.3,0.29
A person drives away in a winnebago.,"A man is carrying a red bag into a boat with another person and boat in the background.

LABEL: 3

SENTENCE 3:","Three men are carrying a red bag into a boat with another person and boat in the background.

LABEL: 2

SENTENCE 1:",0.21,0.21,0.22,0.18
The man is holding a bag.,"Man holding torch of fire.

LABEL: 3

SENTENCE 1:
Man holding torch of fire.

LABEL: 4","Man holding torch of fire.

LABEL: 2

SENTENCE 1:
Man holding torch of fire.

LABEL: 2",0.18,0.18,0.48,0.57
There is a man.,"Man holding torch of fire.

LABEL: 1

SENTENCE 1:
Man holding torch of fire.

LABEL: 2","Man holding torch of fire.

LABEL: 0

SENTENCE 1:
Man holding torch of fire.

LABEL: 0",0.1,0.1,0.51,0.67
The villagers are sitting around the camp fire.,"The villagers are pulling in the fish boat.

LABEL: 3

SENTENCE 3:
The villagers are pulling in the fish boat.","Villagers pulling in the fish boat.

SENTENCE 1:
Villagers pulling in the fish boat.

LABEL: 2

",0.29,0.25,0.57,0.45
There are people pulling a boat.,"The villagers are pulling in the fish boat.

LABEL: 1

SENTENCE 1:
The villagers are pulling in the fish boat.","Villagers pulling in the fish boat.

LABEL: 0

SENTENCE 1:
Villagers pulling in the fish boat.

",0.23,0.18,0.66,0.58
The crowd of people are inside a mall.,"A man in a suit and tie is standing in front of a building.

LABEL: 3

SENTENCE 3:
A man in","A group of people shopping at a street market in an urban area with buildings and a statue in background.

LABEL: 2

SENTENCE",0.14,0.19,0.23,0.25
the crowd of people are shopping.,"A man in a suit and tie standing in front of a building.

LABEL: 1

SENTENCE 1:
A man in a","A group of people shopping at a street market in an urban area with buildings and a statue in background.

LABEL: 1

SENTENCE",0.07,0.21,0.22,0.21
A child is inside a car.,"The child is screaming.

LABEL: 1

SENTENCE 1:
A child is sticking her head out of the 0095 taxi cab","A child is sticking her head out of the taxi cab and screaming.

LABEL: 1

SENTENCE 1:
A child is sticking",0.23,0.3,0.34,0.28
"A child is at home, resting.","The child is screaming.

LABEL: 3

SENTENCE 3:
The child is screaming in the taxi cab.

LABEL","A child is sticking her head out of the taxi cab and screaming.

LABEL: 2

SENTENCE 1:
A child is sticking",0.17,0.22,0.38,0.25
They are playing football.,"The children are running after the ball.

LABEL: 3

SENTENCE 3:
The children are chasing the ball.

LAB","Five children playing soccer chase after a ball.

LABEL: 2

SENTENCE 1:
Five children playing soccer chase after a ball.",0.09,0.08,0.44,0.62
Five children are playing.,"The children are playing soccer.

LABEL: 1

SENTENCE 1:
Five children playing soccer chase after a ball.

LAB","Five children playing soccer chase after a ball.

LABEL: 0

SENTENCE 1:
A man is standing in front of a building",0.27,0.24,0.37,0.24
There are ten total children playing.,"The children are running after the ball.

LABEL: 3

SENTENCE 3:
The children are chasing the ball.

LAB","Five children playing soccer chase after a ball.

LABEL: 2

SENTENCE 1:
Five children playing soccer chase after a ball.",0.17,0.15,0.42,0.61
a dog barks loud,"A woman in red blouse is standing with small blond child in front of a small folding chalkboard.

LABEL: 3

SENTENCE","A woman in red blouse is standing with small blond child in front of a small folding chalkboard.

LABEL: 2

SENTENCE",0.08,0.08,0.11,0.11
a woman stands with a child,"A woman in red blouse is standing with small blond child in front of a small folding chalkboard.

LABEL: 1

SENTENCE","A woman in red blouse is standing with small blond child in front of a small folding chalkboard.

LABEL: 0

SENTENCE",0.3,0.3,0.26,0.25
A boy swims.,"A boy swims shirtless with a black and red bathing suit while a seagull sits on the sand.

LABEL: 1

S","A boy swims shirtless with a black and red bathing suit while a seagull sits on the sand.

LABEL: 0

S",0.25,0.25,0.26,0.26
A boy swims nude while a seagull eats his peanut butter sandwich.,"A boy swims shirtless with a black and red bathing suit while a seagull sits on the sand.

LABEL: 3

S","A boy swims shirtless with a black and red bathing suit while a seagull sits on the sand.

LABEL: 2

S",0.36,0.36,0.38,0.38
The street is alive with activity.,"A busy street with numerous people interacting and going about their lives.

LABEL: 1

SENTENCE 1:
A busy street with numerous","A busy street with numerous people interacting and going about their lives.

LABEL: 0

SENTENCE 1:
A busy street with numerous",0.15,0.15,0.35,0.32
The street is quiet and calm.,"A busy street with numerous people interacting and going about their lives.

LABEL: 3

SENTENCE 1:
A busy street with numerous","A busy street with numerous people interacting and going about their lives.

LABEL: 2

SENTENCE 1:
A busy street with numerous",0.15,0.15,0.28,0.29
the player is flying planes,"A female softball player wearing blue and red crouches in the infield, waiting for the next play.

LABEL: 3

S","A female softball player wearing blue and red crouches in the infield, waiting for the next play.

LABEL: 2

S",0.08,0.08,0.14,0.13
a player is waiting,"A female softball player wearing blue and red crouches in the infield, waiting for the next play.

LABEL: 1

S","A female softball player wearing blue and red crouches in the infield, waiting for the next play.

LABEL: 0

S",0.25,0.25,0.19,0.19
The people are outdoors.,"Two people crossing by each other while kite surfing.

LABEL: 1

SENTENCE 1:
Two people crossing by each other while","Two people crossing by each other while kite surfing.

LABEL: 0

SENTENCE 1:
Two people crossing by each other while",0.08,0.08,0.36,0.35
There is one person outdoors.,"Two people crossing by each other while kite surfing.

LABEL: 3

SENTENCE 1:
Two people crossing by each other while","Two people crossing by each other while kite surfing.

LABEL: 2

SENTENCE 1:
Two people crossing by each other while",0.0,0.0,0.36,0.36
The people are bickering about politics.,"A variety of people are sitting around a tale doing craft projects.

LABEL: 3

SENTENCE 1:
A variety of people are","A variety of people are sitting around a tale doing craft projects.

LABEL: 2

SENTENCE 1:
A variety of people are",0.15,0.15,0.3,0.29
The woman in black has a job.,"A woman in black reviews a message as she walks to work.

LABEL: 1

SENTENCE 1:
A woman in black reviews","A woman in black reviews a message as she walks to work.

LABEL: 0

SENTENCE 1:
A woman in black reviews",0.29,0.29,0.36,0.37
The woman in black is not walking to work.,"A woman in black reviews a message as she walks to work.

LABEL: 3

SENTENCE 1:
A woman in black reviews","A woman in black reviews a message as she walks to work.

LABEL: 2

SENTENCE 1:
A woman in black reviews",0.33,0.33,0.36,0.36
A pitcher is playing baseball at a stadium,"A pro-baseball pitcher sends a curve ball to his opponent while many fans relax and enjoy the game.

LABEL: 1

SENT","A pro-baseball pitcher sends a curve ball to his opponent while many fans relax and enjoy the game.

LABEL: 0

SENT",0.2,0.2,0.28,0.25
A pitcher is playing baseball,"A pro-baseball pitcher sends a curve ball to his opponent while many fans relax and enjoy the game.

LABEL: 1

SENT","A pro-baseball pitcher sends a curve ball to his opponent while many fans relax and enjoy the game.

LABEL: 0

SENT",0.15,0.15,0.26,0.25
A man is juggling baseballs while fans look on upset,"A pro-baseball pitcher sends a curve ball to his opponent while many fans relax and enjoy the game.

LABEL: 3

SENT","A pro-baseball pitcher sends a curve ball to his opponent while many fans relax and enjoy the game.

LABEL: 2

SENT",0.19,0.19,0.36,0.35
The barber cuts a man's hair.,"A soldier walking with a family.

LABEL: 3

SENTENCE 1:
A family walking with a soldier.

LABEL","A family walking with a soldier.

LABEL: 2

SENTENCE 1:
A family walking with a soldier.

LABEL",0.08,0.08,0.38,0.42
A group of people strolling.,"A soldier walking with a family.

LABEL: 1

SENTENCE 1:
A family walking with a soldier.

LABEL","A family walking with a soldier.

LABEL: 0

SENTENCE 1:
A family walking with a soldier.

LABEL",0.09,0.09,0.49,0.49
People are playing violin on stage.,"The orchestra's opening show is a violin soloist's first performance.

LABEL: 1

SENTENCE 1:
The orchestra's opening","Violin soloists take the stage during the orchestra's opening show at the theater.

LABEL: 0

SENTENCE 1:
",0.08,0.17,0.32,0.23
People are playing the harmonica while standing on a roof.,"The orchestra's opening show is a violin soloist's first performance.

LABEL: 3

SENTENCE 1:
The orchestra's opening","The orchestra's opening show at the theater was a success.

SENTENCE 1:
The orchestra's opening show at the theater was a success.",0.13,0.12,0.26,0.63
A mother and daughter are eating spaghetti in a kitchen.,"The mother and daughter are walking along the side of a bridge.

LABEL: 3

SENTENCE 3:
The mother and daughter are","A mother and daughter walk along the side of a bridge.

LABEL: 2

SENTENCE 1:
A man and a woman walk",0.32,0.32,0.25,0.28
A mother and daughter are walking.,"The mother and daughter are walking along the side of a bridge.

LABEL: 1

SENTENCE 1:
A mother and daughter walk","A mother and daughter walk along the side of a bridge.

LABEL: 1

SENTENCE 1:
A man and a woman walk",0.37,0.3,0.49,0.39
The boy is afraid to ride his bicycle so he lets it sit in the garage and collect rust.,"Boy in midair on bicycle

LABEL: 3

SENTENCE 3:
Boy in midair on bicycle

LABEL: 4","Boy in midair on bicycle, wearing a helmet

LABEL: 2

SENTENCE 1:
Boy in midair on bicycle

",0.17,0.17,0.35,0.31
A boy is airborne on a bicycle.,"Boy in midair on bicycle

LABEL: 1

SENTENCE 1:
Boy in midair on bicycle

LABEL: 2","Boy in midair on bicycle, wearing a helmet

LABEL: 1

SENTENCE 1:
Boy in midair on bicycle

",0.26,0.33,0.52,0.46
Three dogs are running,"A man walking his dog.

LABEL: 1

SENTENCE 1:
A man walking his dog.

LABEL: 2","Three dogs running through a field.

LABEL: 0

SENTENCE 1:
A man is standing in front of a building.
",0.0,0.26,0.45,0.26
The dogs are eating,"A man is walking his dog.

LABEL: 3

SENTENCE 3:
A man is walking his dog.

LABEL","Three dogs running through a field.

LABEL: 2

SENTENCE 1:
A man is standing in front of a building.
",0.0,0.09,0.51,0.2
Three people are on a boat.,"Three workers, with life vests and hard hats, on a boat hanging from cables over water.

LABEL: 1

SENTENCE 1","Three workers, with life vests and hard hats, on a boat hanging from cables over water.

LABEL: 0

SENTENCE 1",0.31,0.31,0.28,0.28
"4 fisherman are hanging over the boat, trying to pet the shark","Three workers, with life vests and hard hats, on a boat hanging from cables over water.

LABEL: 3

SENTENCE 1","Three workers, with life vests and hard hats, on a boat hanging from cables over water.

LABEL: 2

SENTENCE 1",0.12,0.12,0.21,0.19
a guy with a blue top carries a pack and makes his way through snow,A man wearing a short-sleeved blue shirt and carrying a blue backpack while using snow walking sticks treks through the snow with a woman wearing a,A man wearing a short-sleeved blue shirt and carrying a blue backpack while using snow walking sticks treks through the snow with a woman wearing a,0.29,0.29,0.41,0.41
two men play with a snowman,A man wearing a short-sleeved blue shirt and carrying a blue backpack while using snow walking sticks treks through the snow with a woman wearing a,A man wearing a short-sleeved blue shirt and carrying a blue backpack while using snow walking sticks treks through the snow with a woman wearing a,0.12,0.12,0.27,0.27
the man is wearing a black shirt,"A man in a plaid shirt looking through a telescope lens.

LABEL: 3

SENTENCE 1:
A man in a pl","A man in a plaid shirt looking through a telescope lens.

LABEL: 2

SENTENCE 1:
A man in a pl",0.22,0.22,0.27,0.26
a man is looking through a telescope,"A man in a plaid shirt looking through a telescope lens.

LABEL: 1

SENTENCE 1:
A man in a pl","A man in a plaid shirt looking through a telescope lens.

LABEL: 0

SENTENCE 1:
A man in a pl",0.44,0.44,0.41,0.39
There are children in the streets.,"A female runner dressed in blue athletic wear is running in a competition, while spectators line the street.

LABEL: 3

SENTENCE 1","A female runner dressed in blue athletic wear is running in a competition, while spectators line the street.

LABEL: 2

SENTENCE 1",0.14,0.14,0.14,0.13
There are people on the street.,"A female runner dressed in blue athletic wear is running in a competition, while spectators line the street.

LABEL: 1

SENTENCE 1","A female runner dressed in blue athletic wear is running in a competition, while spectators line the street.

LABEL: 0

SENTENCE 1",0.14,0.14,0.22,0.21
The streets are empty.,"A female runner dressed in blue athletic wear is running in a competition, while spectators line the street.

LABEL: 3

SENTENCE 1","A female runner dressed in blue athletic wear is running in a competition, while spectators line the street.

LABEL: 2

SENTENCE 1",0.08,0.08,0.12,0.12
A painter is creating a picture.,"A man is painting a picture outside behind a crowd.

LABEL: 1

SENTENCE 1:
A man is painting a picture outside","A man is painting a picture outside behind a crowd.

LABEL: 0

SENTENCE 1:
A man is painting a picture outside",0.3,0.3,0.5,0.48
A man does a flip off a wall.,"A young man in a blue hoodie doing a flip off of a half-wall that is covered in graffiti.

LABEL: 1

","A young man in a blue hoodie doing a flip off of a half-wall that is covered in graffiti.

LABEL: 0

",0.47,0.47,0.34,0.34
A young man in a blue hoodie falls off a half-wall that is painted nicely.,"A young man in a blue hoodie doing a flip off of a half-wall that is covered in graffiti.

LABEL: 3

","A young man in a blue hoodie doing a flip off of a half-wall that is covered in graffiti.

LABEL: 2

",0.68,0.68,0.5,0.51
Two dogs are running.,"A dog runs near the leaves.

LABEL: 1

SENTENCE 1:
Two dogs run together near the leaves.

LAB","Two dogs run together near the leaves.

LABEL: 0

SENTENCE 1:
Two dogs run together near the leaves.

",0.18,0.18,0.54,0.68
The two dogs are sleeping on the pile of leaves.,"A dog runs near the leaves.

LABEL: 3

SENTENCE 3:
A dog runs near the leaves.

LABEL","Two dogs run together near the leaves.

LABEL: 2

SENTENCE 1:
Two dogs run together near the leaves.

",0.22,0.36,0.55,0.58
A man is doing things with a baton.,"A man with no shirt on is performing with a baton.

LABEL: 1

SENTENCE 1:
A man with no shirt","A man with no shirt on is performing with a baton.

LABEL: 0

SENTENCE 1:
A man with no shirt",0.43,0.43,0.45,0.45
A man throws a banana in the air.,"A man with no shirt on is performing with a baton.

LABEL: 3

SENTENCE 1:
A man with no shirt","A man with no shirt on is performing with a baton.

LABEL: 2

SENTENCE 1:
A man with no shirt",0.21,0.21,0.34,0.34
People wearing orange.,"A crowd wearing orange cheering for their team in a stadium.

LABEL: 1

SENTENCE 1:
A crowd wearing orange cheering for","A crowd wearing orange cheering for their team in a stadium.

LABEL: 0

SENTENCE 1:
A man wearing a blue shirt",0.17,0.17,0.36,0.23
A group of drag queens walking down the street.,"A crowd wearing orange cheering for their team in a stadium.

LABEL: 3

SENTENCE 1:
A crowd wearing orange cheering for","A crowd wearing orange cheering for their team in a stadium.

LABEL: 2

SENTENCE 1:
A man wearing a blue shirt",0.07,0.07,0.25,0.16
Fans cheering on their team at the big game.,"A crowd wearing orange cheering for their team in a stadium.

LABEL: 1

SENTENCE 1:
A crowd wearing orange cheering for","A crowd wearing orange cheering for their team in a stadium.

LABEL: 0

SENTENCE 1:
A man wearing a blue shirt",0.2,0.2,0.4,0.32
