completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
A woman is sleeping.,"A woman is in the middle of hitting a tennis ball.

LABEL: 3

SENTENCE 3:
A woman is in the middle","A woman is in the middle of hitting a tennis ball.

LABEL: 3

SENTENCE 3:
A woman is in the middle",0.24,0.24,0.26,0.26
A woman rises from a chair,"The woman with short blond-hair rises from a chair as another woman in a burgundy shirt laughs.

LABEL: 1

SENTENCE","A woman with short blond-hair rises from a chair as another woman in a burgundy shirt laughs.

LABEL: 1

SENTENCE",0.37,0.44,0.24,0.24
The beach has an announcement.,"The beach is a place where people go to relax.

LABEL: 1

SENTENCE 3:
The beach is a place where people","The beach is a place where people go to relax and have fun.

LABEL: 1

SENTENCE 3:
The beach is a",0.15,0.15,0.37,0.3
There are hundreds of sharks on the beach.,"The beach is a place where people go to relax.

LABEL: 3

SENTENCE 3:
The beach is a place where people","The beach is a place where people go to relax and have fun.

LABEL: 3

SENTENCE 3:
The beach is a",0.14,0.14,0.33,0.25
A person has a yellow helmet.,"A person in a yellow helmet rock climbing while another person waits on the ground with the tether.

LABEL: 1

SENTENCE 3:","A person in a yellow helmet rock climbing while another person waits on the ground with the tether.

LABEL: 1

SENTENCE 3:",0.36,0.36,0.21,0.21
The helmet is black.,"A person in a yellow helmet rock climbing while another person waits on the ground with the tether.

LABEL: 3

SENTENCE 3:","A person in a yellow helmet rock climbing while another person waits on the ground with the tether.

LABEL: 3

SENTENCE 3:",0.08,0.08,0.16,0.16
The couple are cooking in there home kitchen.,"Two Asian people cooking on a grill in a park.

LABEL: 3

SENTENCE 3:
Two Asian people cooking on a grill","Two Asian people cooking on a grill in a park.

LABEL: 3

SENTENCE 3:
Two Asian people cooking on a grill",0.14,0.14,0.47,0.47
The children are looking through a microscope.,"A group of children looking at the contents of a slide through a microscope displayed on a computer screen.

LABEL: 1

SENTENCE 3","A group of children looking at the contents of a slide through a microscope displayed on a computer screen.

LABEL: 1

SENTENCE 3",0.33,0.33,0.36,0.36
The kids are looking through a telescope.,"A group of children looking at the contents of a slide through a microscope displayed on a computer screen.

LABEL: 3

SENTENCE 3","A group of children looking at the contents of a slide through a microscope displayed on a computer screen.

LABEL: 3

SENTENCE 3",0.2,0.2,0.38,0.38
A group of people looking up.,"A group of men and boys look upwards at something.

LABEL: 1

SENTENCE 3:
A group of men and boys look","A group of men and boys look upwards at something.

LABEL: 1

SENTENCE 3:
A group of men and boys look",0.22,0.22,0.51,0.51
A snake eating a mouse.,"A group of men and boys look upwards at something.

LABEL: 3

SENTENCE 3:
A group of men and boys look","A group of men and boys look upwards at something.

LABEL: 3

SENTENCE 3:
A group of men and boys look",0.15,0.15,0.39,0.39
A man shoots a rabbit.,"A brown dog runs through a grassy field

LABEL: 3

SENTENCE 3:
A brown dog runs through a grassy field","A brown dog runs through a grassy field

LABEL: 3

SENTENCE 3:
A brown dog runs through a grassy field",0.16,0.16,0.59,0.59
A brown dog runs outside.,"A brown dog runs through a grassy field

LABEL: 1

SENTENCE 3:
A brown dog runs through a grassy field","A brown dog runs through a grassy field

LABEL: 1

SENTENCE 3:
A brown dog runs through a grassy field",0.32,0.32,0.65,0.65
A dark colored dog digging through the snow,"A black dog is digging in the snow.

LABEL: 1

SENTENCE 3:
A black dog is digging in the snow.","A black dog is digging in the snow.

LABEL: 1

SENTENCE 3:
A black dog is digging in the snow.",0.36,0.36,0.66,0.66
A dog outside digging.,"A black dog is digging in the snow.

LABEL: 1

SENTENCE 3:
A black dog is digging in the snow.","A black dog is digging in the snow.

LABEL: 1

SENTENCE 3:
A black dog is digging in the snow.",0.25,0.25,0.63,0.63
A cat running down a beach,"A black dog is digging in the snow.

LABEL: 3

SENTENCE 3:
A black dog is digging in the snow.","A black dog is digging in the snow.

LABEL: 3

SENTENCE 3:
A black dog is digging in the snow.",0.15,0.15,0.56,0.56
A girl jumping rope on Mars.,"The girl jumps in the air.

LABEL: 1

SENTENCE 3:
The girl jumps in the air.

LABEL","A girl jumps in the air.

LABEL: 3

SENTENCE 3:
A girl jumps in the air.

LABEL",0.09,0.17,0.44,0.47
Man in red jacket is opening the door while holding his car keys,"Man in red jacket is opening the door while holding his car keys.

LABEL: 1

SENTENCE 3:
Man in red jacket","Man in red jacket is opening the door while holding his car keys.

LABEL: 1

SENTENCE 3:
Man in red jacket",0.76,0.76,0.68,0.68
The man dropped his car keys in the sewer,"Man in red jacket is opening the door while holding his car keys.

LABEL: 3

SENTENCE 3:
Man in red jacket","Man in red jacket is opening the door while holding his car keys.

LABEL: 3

SENTENCE 3:
Man in red jacket",0.33,0.33,0.37,0.37
Some kids are burning the table down.,"the kids are looking at something on a table.

LABEL: 3

SENTENCE 3:
the kids are looking at something on a","kids are looking at something on a table.

LABEL: 3

SENTENCE 3:
kids are looking at something on a table.",0.21,0.22,0.44,0.49
Some kids are staring at something on the table.,"kids are looking at something on a table.

LABEL: 1

SENTENCE 3:
kids are looking at something on a table.","kids are looking at something on a table.

LABEL: 1

SENTENCE 3:
kids are looking at something on a table.",0.41,0.41,0.64,0.64
A skateboarder is doing a trick.,"skateboarder sliding down a ramp

LABEL: 1

SENTENCE 3:
skateboarder sliding down a ramp

","skateboarder sliding down a ramp

LABEL: 1

SENTENCE 3:
skateboarder sliding down a ramp

",0.3,0.3,0.48,0.48
A snowman is taking photos of his friends.,"A person dressed in winter clothes poses with a snowman surrounded by snow covered landscape.

LABEL: 3

SENTENCE 3:
A","A person dressed in winter clothes poses with a snowman surrounded by snow covered landscape.

LABEL: 3

SENTENCE 3:
A",0.14,0.14,0.24,0.24
Next to a snowman a person poses for a picture with it.,"A person dressed in winter clothes poses with a snowman surrounded by snow covered landscape.

LABEL: 1

SENTENCE 3:
A","A person dressed in winter clothes poses with a snowman surrounded by snow covered landscape.

LABEL: 1

SENTENCE 3:
A",0.25,0.25,0.37,0.37
A young boy is playing with a basketball.,"Baby in running in over-sized flip-flops.

LABEL: 3

SENTENCE 3:
Baby in running in over-","Baby in running in over-sized flip-flops.

LABEL: 3

SENTENCE 3:
Baby in running in over-",0.0,0.0,0.28,0.28
A baby is running.,"Baby in running in over-sized flip-flops.

LABEL: 1

SENTENCE 3:
Baby in running in over-","Baby in running in over-sized flip-flops.

LABEL: 1

SENTENCE 3:
Baby in running in over-",0.19,0.19,0.33,0.33
The kid is asleep.,"kid holding handles on two wheeled object

LABEL: 3

SENTENCE 3:
kid holding handles on two wheeled object

","kid holding handles on two wheeled object

LABEL: 3

SENTENCE 3:
kid holding handles on two wheeled object

",0.09,0.09,0.59,0.59
The kid has hands.,"kid holding handles on two wheeled object

LABEL: 1

SENTENCE 3:
kid holding handles on two wheeled object

","kid holding handles on two wheeled object

LABEL: 1

SENTENCE 3:
kid holding handles on two wheeled object

",0.09,0.09,0.54,0.54
Two men carry a Christmas tree.,"There is a group of children getting their picture taken with presents.

LABEL: 3

SENTENCE 3:
There is a group of","There is a group of children getting their picture taken with presents.

LABEL: 3

SENTENCE 3:
There is a group of",0.07,0.07,0.22,0.22
Children opening presents.,"There is a group of children getting their picture taken with presents.

LABEL: 1

SENTENCE 3:
There is a group of","There is a group of children getting their picture taken with presents.

LABEL: 1

SENTENCE 3:
There is a group of",0.17,0.17,0.27,0.27
A man is walking outside.,"A man is walking in the street.

LABEL: 1

SENTENCE 3:
A man is walking in the street.

","A man is walking in the street.

LABEL: 1

SENTENCE 3:
A man is walking in the street.

",0.35,0.35,0.58,0.58
A man is playing golf.,"A man is walking in the street.

LABEL: 3

SENTENCE 3:
A man is walking in the street.

","A man is walking in the street.

LABEL: 3

SENTENCE 3:
A man is walking in the street.

",0.26,0.26,0.5,0.5
"Two cats standing together, one is big and the other is small.","The big dog is checking out the smaller dog.

LABEL: 3

SENTENCE 3:
The big dog is checking out the smaller","The big dog is checking out the smaller dog.

LABEL: 3

SENTENCE 3:
The big dog is checking out the smaller",0.18,0.18,0.45,0.45
A big dog watching over a smaller dog.,"The big dog is checking out the smaller dog.

LABEL: 1

SENTENCE 3:
The big dog is checking out the smaller","The big dog is checking out the smaller dog.

LABEL: 1

SENTENCE 3:
The big dog is checking out the smaller",0.28,0.28,0.52,0.52
A man is addressing a group of people.,"A man stands speaking to a crowd of sitting people, all wearing business attire.

LABEL: 1

SENTENCE 3:
A man","A man stands speaking to a crowd of sitting people, all wearing business attire.

LABEL: 1

SENTENCE 3:
A man",0.36,0.36,0.35,0.35
A boy is riding a wave on his surfboard.,"A man stands speaking to a crowd of sitting people, all wearing business attire.

LABEL: 3

SENTENCE 3:
A man","A man stands speaking to a crowd of sitting people, all wearing business attire.

LABEL: 3

SENTENCE 3:
A man",0.14,0.14,0.17,0.17
"A woman standing on a street corner outside beside three different stores, two of which contain beautiful artwork and one with a Largo sign.","A man is standing near three stores, two have beautiful artwork and the other store has Largo written on it.

LABEL: 1

S","A woman is standing near three stores, two have beautiful artwork and the other store has Largo written on it.

LABEL: 1

S",0.38,0.43,0.48,0.55
A woman sitting next to a stop sign near a rest stop bathroom outside.,"A man is standing near three stores, two have beautiful artwork and the other store has Largo written on it.

LABEL: 3

S","A woman is standing near three stores, two have beautiful artwork and the other store has Largo written on it.

LABEL: 3

S",0.11,0.16,0.18,0.22
The person is riding a four wheeler.,"A person is on a four wheeler kicking up a lot of dirt in a dune.

LABEL: 1

SENTENCE 3:","A person is on a four wheeler kicking up a lot of dirt in a dune.

LABEL: 1

SENTENCE 3:",0.37,0.37,0.32,0.32
The man is inside the car.,"A man is standing at the open passenger door side of a car-wash.

LABEL: 1

SENTENCE 3:
A man","An expensive car is parked in what looks like a car-wash with a man standing at the open passenger door side.

LABEL: 3

",0.31,0.13,0.3,0.33
An expensive car is parked.,"A man is standing at the open passenger door side of a car-wash.

LABEL: 1

SENTENCE 3:
A man","A man is standing at the open passenger door side of a car-wash.

LABEL: 1

SENTENCE 3:
A man",0.08,0.08,0.21,0.21
The two woman stood under the black umbrella.,"Man and woman standing under a red umbrella.

LABEL: 3

SENTENCE 3:
Man and woman standing under a red umbrella.","Man and woman standing under a red umbrella.

LABEL: 3

SENTENCE 3:
Man and woman standing under a red umbrella.",0.21,0.21,0.62,0.62
They stood under the umbrella.,"Man and woman standing under a red umbrella.

LABEL: 1

SENTENCE 3:
Man and woman standing under a red umbrella.","Man and woman standing under a red umbrella.

LABEL: 1

SENTENCE 3:
Man and woman standing under a red umbrella.",0.16,0.16,0.67,0.67
A man writes his sports story,"Man in white sweater looks from his press box onto the pitch.

LABEL: 3

SENTENCE 3:
Man in white sweater looks","Man in white sweater looks from his press box onto the pitch.

LABEL: 3

SENTENCE 3:
Man in white sweater looks",0.15,0.15,0.36,0.36
A man watches the field,"Man in white sweater looks from his press box onto the pitch.

LABEL: 1

SENTENCE 3:
Man in white sweater looks","Man in white sweater looks from his press box onto the pitch.

LABEL: 1

SENTENCE 3:
Man in white sweater looks",0.15,0.15,0.36,0.36
A man sits in a casino,"Man in white sweater looks from his press box onto the pitch.

LABEL: 3

SENTENCE 3:
Man in white sweater looks","Man in white sweater looks from his press box onto the pitch.

LABEL: 3

SENTENCE 3:
Man in white sweater looks",0.15,0.15,0.33,0.33
A man holding grapes poses for a painting.,"A man holding some sort of vegetables while his wife in a red sweater stares to the side, and his daughter in a red sweater looks at the camera.
","A man holding some sort of vegetables while his wife in a red sweater stares to the side, and his daughter in a red sweater looks at the camera.
",0.22,0.22,0.42,0.42
A man holds a vegetable.,"A man holding some sort of vegetables while his wife in a red sweater stares to the side, and his daughter in a red sweater looks at the camera.
","A man holding some sort of vegetables while his wife in a red sweater stares to the side, and his daughter in a red sweater looks at the camera.
",0.18,0.18,0.51,0.51
A man is holding onions.,"A man in a market holding some very large green onions while smoking a cigarette.

LABEL: 1

SENTENCE 3:
A man","A man in a market holding some very large green onions while smoking a cigarette.

LABEL: 1

SENTENCE 3:
A man",0.31,0.31,0.26,0.26
A man is holding apples.,"A man in a market holding some very large green onions while smoking a cigarette.

LABEL: 3

SENTENCE 3:
A man","A man in a market holding some very large green onions while smoking a cigarette.

LABEL: 3

SENTENCE 3:
A man",0.23,0.23,0.23,0.23
A woman is alone at a bowling alley,"A female bowler dressed in blue, with another bowler in the background, prepares to throw a ball down the lane.

LABEL: 3
","A female bowler dressed in blue, with another bowler in the background, prepares to throw a ball down the lane.

LABEL: 3
",0.13,0.13,0.19,0.19
A woman is playing a game,"A female bowler dressed in blue, with another bowler in the background, prepares to throw a ball down the lane.

LABEL: 1
","A female bowler dressed in blue, with another bowler in the background, prepares to throw a ball down the lane.

LABEL: 1
",0.14,0.14,0.16,0.16
A woman is at a bowling alley,"A female bowler dressed in blue, with another bowler in the background, prepares to throw a ball down the lane.

LABEL: 1
","A female bowler dressed in blue, with another bowler in the background, prepares to throw a ball down the lane.

LABEL: 1
",0.14,0.14,0.19,0.19
A monkey is passing out orange juice in the middle of the forest.,"Someone in a white and black polka dot outfit handing out small cartons of orange juice behind caution tape on a street.

LABEL: 3
","Someone in a white and black polka dot outfit handing out small cartons of orange juice behind caution tape on a street.

LABEL: 3
",0.22,0.22,0.27,0.27
A person in a polka dot outfit is handing out orange juice behind a caution area.,"Someone in a white and black polka dot outfit handing out small cartons of orange juice behind caution tape on a street.

LABEL: 1
","Someone in a white and black polka dot outfit handing out small cartons of orange juice behind caution tape on a street.

LABEL: 1
",0.55,0.55,0.51,0.51
A dog is sleeping on the table.,"A light colored dog leaps over a hurdle.

LABEL: 3

SENTENCE 3:
A light colored dog leaps over a hurdle.","A light colored dog leaps over a hurdle.

LABEL: 3

SENTENCE 3:
A light colored dog leaps over a hurdle.",0.15,0.15,0.61,0.61
A dog jumps over a obstacel.,"A light colored dog leaps over a hurdle.

LABEL: 1

SENTENCE 3:
A light colored dog leaps over a hurdle.","A light colored dog leaps over a hurdle.

LABEL: 1

SENTENCE 3:
A light colored dog leaps over a hurdle.",0.31,0.31,0.69,0.69
A clean shaven man skateboards.,"Man with beard doing skateboarding stunt

LABEL: 1

SENTENCE 3:
Man with beard doing skateboarding stunt

LABEL","Man with beard doing skateboarding stunt

LABEL: 3

SENTENCE 3:
Man with beard doing skateboarding stunt

LABEL",0.09,0.09,0.54,0.58
A man skateboards.,"Man with beard doing skateboarding stunt

LABEL: 1

SENTENCE 3:
Man with beard doing skateboarding stunt

LABEL","Man with beard doing skateboarding stunt

LABEL: 1

SENTENCE 3:
Man with beard doing skateboarding stunt

LABEL",0.1,0.1,0.57,0.57
The woman is silent.,"The woman is chatting as she drinks her coffee.

LABEL: 3

SENTENCE 3:
The woman is chatting as she drinks her","A woman is chatting as she drinks her coffee.

LABEL: 3

SENTENCE 3:
A woman is chatting as she drinks her",0.24,0.16,0.44,0.44
A woman is having a chat.,"A woman is chatting as she drinks her coffee.

LABEL: 1

SENTENCE 3:
A woman is chatting as she drinks her","A woman is chatting as she drinks her coffee.

LABEL: 1

SENTENCE 3:
A woman is chatting as she drinks her",0.3,0.3,0.48,0.48
Two men dance together in the middle,"A man in a white shirt is dancing with a woman in a yellow skirt.

LABEL: 3

SENTENCE 3:
A man","A woman in a yellow skirt is dancing with a man in a white shirt, with another couple dancing in the background.

LABEL: 3

",0.07,0.13,0.26,0.22
A woman dances with a man next to another couple dancing,"A man in a white shirt is dancing with a woman in a yellow skirt.

LABEL: 1

SENTENCE 3:
A man","A woman in a yellow skirt is dancing with a man in a white shirt, with another couple dancing in the background.

LABEL: 1

",0.25,0.46,0.25,0.44
The football game got cancelled and the field is empty.,"The San Fransisco 49ers football field with cheerleaders and a packed stadium.

LABEL: 3

SENTENCE 3:
The","San Fransisco 49ers football field with cheerleaders and a packed stadium.

LABEL: 3

SENTENCE 3:
San Fr",0.3,0.15,0.16,0.22
A man in an army uniform is meeting someone.,"A man in an army uniform meeting someone foreign.

LABEL: 1

SENTENCE 3:
A man in an army uniform meeting someone","A man in an army uniform meeting someone foreign.

LABEL: 1

SENTENCE 3:
A man in an army uniform meeting someone",0.53,0.53,0.53,0.53
A man in a navy uniform is meeting his wife.,"A man in an army uniform meeting someone foreign.

LABEL: 3

SENTENCE 3:
A man in an army uniform meeting someone","A man in an army uniform meeting someone foreign.

LABEL: 3

SENTENCE 3:
A man in an army uniform meeting someone",0.39,0.39,0.42,0.42
A person is holding a tool.,"A young man holds a hammer shaped object in the air with one hand and a similar shaped object in the other while making a funny expression.

LABEL","A young man holds a hammer shaped object in the air with one hand and a similar shaped object in the other while making a funny expression.

LABEL",0.12,0.12,0.26,0.26
The person is eating a sandwich.,"A young man holds a hammer shaped object in the air with one hand and a similar shaped object in the other while making a funny expression.

LABEL","A young man holds a hammer shaped object in the air with one hand and a similar shaped object in the other while making a funny expression.

LABEL",0.12,0.12,0.2,0.2
The firefighters are setting a fire.,"The firemen and women wearing blue gloves have finished working on a person who is lying on ground bandaged and draped in a blue blanket.

LABEL","The firemen and women wearing blue gloves have finished working on a person who is lying on ground bandaged and draped in a blue blanket.

LABEL",0.12,0.12,0.26,0.26
The firefighters have finished a job.,"The firemen and women wearing blue gloves have finished working on a person who is lying on ground bandaged and draped in a blue blanket.

LABEL","The firemen and women wearing blue gloves have finished working on a person who is lying on ground bandaged and draped in a blue blanket.

LABEL",0.25,0.25,0.35,0.35
The man was sitting indoors watching TV.,"A bearded man with a backpack on his back holding a tripod in front of a rocky creek and bridge.

LABEL: 3

SENTENCE","A bearded man with a backpack on his back holding a tripod in front of a rocky creek and bridge.

LABEL: 3

SENTENCE",0.07,0.07,0.14,0.14
A guy is wearing sunglasses.,"a young man wearing dark sunglasses smiling

LABEL: 1

SENTENCE 3:
a young man wearing dark sunglasses smiling

LABEL","a young man wearing dark sunglasses smiling

LABEL: 1

SENTENCE 3:
a young man wearing dark sunglasses smiling

LABEL",0.25,0.25,0.66,0.66
A boy is taking an exam.,"a young man wearing dark sunglasses smiling

LABEL: 3

SENTENCE 3:
a young man wearing dark sunglasses smiling

LABEL","a young man wearing dark sunglasses smiling

LABEL: 3

SENTENCE 3:
a young man wearing dark sunglasses smiling

LABEL",0.08,0.08,0.61,0.61
Men are selling food on the sidewalk.,"Indian men selling food items on the sidewalk

LABEL: 1

SENTENCE 3:
Indian men selling food items on the sidewalk

","Indian men selling food items on the sidewalk

LABEL: 1

SENTENCE 3:
Indian men selling food items on the sidewalk

",0.44,0.44,0.66,0.66
Men are buying food on the sidewalk.,"Indian men selling food items on the sidewalk

LABEL: 3

SENTENCE 3:
Indian men selling food items on the sidewalk

","Indian men selling food items on the sidewalk

LABEL: 3

SENTENCE 3:
Indian men selling food items on the sidewalk

",0.37,0.37,0.68,0.68
People are standing on the pavement,"People sitting in chairs along a tree-lined sidewalk.

LABEL: 3

SENTENCE 3:
People sitting in chairs along a tree","People sitting in chairs along a tree-lined sidewalk.

LABEL: 3

SENTENCE 3:
People sitting in chairs along a tree",0.08,0.08,0.47,0.47
People are sitting in chairs,"People sitting in chairs along a tree-lined sidewalk.

LABEL: 1

SENTENCE 3:
People sitting in chairs along a tree","People sitting in chairs along a tree-lined sidewalk.

LABEL: 1

SENTENCE 3:
People sitting in chairs along a tree",0.32,0.32,0.5,0.5
Three men are doing a musical set wit wires and equipment all over the stage and they are holding unique guitar like instruments,"The three men are doing a musical set with wires and equipment all over the stage, and they are holding unique guitar like instruments.

LABEL: 1","The three men are playing the guitar like instruments.

LABEL: 1

SENTENCE 3:
The three men are playing the guitar like",0.9,0.32,0.71,0.39
The three men were telling jokes on stage to entertain the crowd,"The three men are doing a musical set with wires and equipment all over the stage, and they are holding unique guitar like instruments.

LABEL: 3","The three men are doing a musical set with wires and equipment all over the stage, and they are holding unique guitar like instruments.

LABEL: 3",0.21,0.21,0.32,0.32
A man walks with his cow.,"A man walks with a cow down a dirt sidewalk.

LABEL: 1

SENTENCE 3:
A man walks with a cow down","A man walks with a cow down a dirt sidewalk.

LABEL: 1

SENTENCE 3:
A man walks with a cow down",0.37,0.37,0.46,0.46
A man chases his dog.,"A man walks with a cow down a dirt sidewalk.

LABEL: 3

SENTENCE 3:
A man walks with a cow down","A man walks with a cow down a dirt sidewalk.

LABEL: 3

SENTENCE 3:
A man walks with a cow down",0.15,0.15,0.39,0.39
the man is skiing,"A man in aerodynamic gear riding a bicycle down a road around a sharp curve.

LABEL: 3

SENTENCE 3:
A","A man in aerodynamic gear riding a bicycle down a road around a sharp curve.

LABEL: 3

SENTENCE 3:
A",0.08,0.08,0.16,0.16
the man is riding outside,"A man in aerodynamic gear riding a bicycle down a road around a sharp curve.

LABEL: 1

SENTENCE 3:
A","A man in aerodynamic gear riding a bicycle down a road around a sharp curve.

LABEL: 1

SENTENCE 3:
A",0.16,0.16,0.21,0.21
the man is going to the store,"A man in aerodynamic gear riding a bicycle down a road around a sharp curve.

LABEL: 3

SENTENCE 3:
A","A man in aerodynamic gear riding a bicycle down a road around a sharp curve.

LABEL: 3

SENTENCE 3:
A",0.07,0.07,0.16,0.16
Soldiers are packing heat near a building.,"Soldiers are holding guns and peeking around a building.

LABEL: 1

SENTENCE 3:
Soldiers are holding guns and","Soldiers are holding guns and peeking around a building.

LABEL: 1

SENTENCE 3:
Soldiers are holding guns and",0.32,0.32,0.4,0.4
Soldiers are holding guns in a large featureless desert.,"Soldiers are holding guns and peeking around a building.

LABEL: 3

SENTENCE 3:
Soldiers are holding guns and","Soldiers are holding guns and peeking around a building.

LABEL: 3

SENTENCE 3:
Soldiers are holding guns and",0.37,0.37,0.36,0.36
There are people avoiding traffic on a busy New York street.,"The men in Soldier dress and helmets stand with guns outside of a building.

LABEL: 3

SENTENCE 3:
The men in","Three men in Soldier dress and helmets stand with guns outside of a building.

LABEL: 3

SENTENCE 3:
Three men in",0.06,0.06,0.16,0.16
There are people standing outside.,"The men in Soldier dress and helmets stand with guns outside of a building.

LABEL: 1

SENTENCE 3:
The men in","Three men in Soldier dress and helmets stand with guns outside of a building.

LABEL: 1

SENTENCE 3:
Three men in",0.08,0.08,0.26,0.28
A person watches someone.,"A man is watching as a woman is reading a piece of paper.

LABEL: 1

SENTENCE 3:
A man is watching","A man is watching as a woman is reading a piece of paper.

LABEL: 1

SENTENCE 3:
A man is watching",0.08,0.08,0.38,0.38
A woman watches as a man reads a paper.,"A man is watching as a woman is reading a piece of paper.

LABEL: 3

SENTENCE 3:
A man is watching","A man is watching as a woman is reading a piece of paper.

LABEL: 3

SENTENCE 3:
A man is watching",0.33,0.33,0.59,0.59
a woman sleeping in front of a fire,"The woman raises her arms as she looks out over the water at the setting sun.

LABEL: 3

SENTENCE 3:
The","A woman raises her arms as she looks out over the water at the setting sun.

LABEL: 3

SENTENCE 3:
A",0.07,0.21,0.1,0.16
A man is standing in the doorway.,"A man takes a drink in the doorway of a home.

LABEL: 1

SENTENCE 3:
A man takes a drink in","A man takes a drink in the doorway of a home.

LABEL: 1

SENTENCE 3:
A man takes a drink in",0.36,0.36,0.39,0.39
The man is sitting at the table.,"A man takes a drink in the doorway of a home.

LABEL: 3

SENTENCE 3:
A man takes a drink in","A man takes a drink in the doorway of a home.

LABEL: 3

SENTENCE 3:
A man takes a drink in",0.14,0.14,0.34,0.34
The man watches the other clean a fish.,"A man in a white and gray shirt looks on as a shirtless man with a mustache cleans fish on a pale green table.

LABEL: 1","A man in a white and gray shirt looks on as a shirtless man with a mustache cleans fish on a pale green table.

LABEL: 1",0.18,0.18,0.35,0.35
The man in an orange shirt watches another man wash dishes.,"A man in a white and gray shirt looks on as a shirtless man with a mustache cleans fish on a pale green table.

LABEL: 3","A man in a white and gray shirt looks on as a shirtless man with a mustache cleans fish on a pale green table.

LABEL: 3",0.22,0.22,0.32,0.32
A couple looks at porn.,"A tattooed man posing with a woman carrying a yellow handbag.

LABEL: 3

SENTENCE 3:
A tattooed man","A tattooed man posing with a woman carrying a yellow handbag.

LABEL: 3

SENTENCE 3:
A tattooed man",0.09,0.09,0.23,0.23
A man poses with a woman.,"A tattooed man posing with a woman carrying a yellow handbag.

LABEL: 1

SENTENCE 3:
A tattooed man","A tattooed man posing with a woman carrying a yellow handbag.

LABEL: 1

SENTENCE 3:
A tattooed man",0.42,0.42,0.36,0.36
Women are outside riding horses.,"Two women, one wearing a blue striped shirt and the other wearing a flowered shirt, are riding horses.

LABEL: 1

SENT","Two women, one wearing a blue striped shirt and the other wearing a flowered shirt, are riding horses.

LABEL: 1

SENT",0.31,0.31,0.26,0.26
Women are outside at a riding competition where they watch men compete.,"Two men, one wearing a blue striped shirt and the other wearing a flowered shirt, are riding horses.

LABEL: 3

SENT","Two women, one wearing a blue striped shirt and the other wearing a flowered shirt, are riding horses.

LABEL: 3

SENT",0.12,0.18,0.14,0.16
A group of people looking at a statue.,"People are all standing together in front of a statue of an animal, and they are all wearing cool-weather clothing.

LABEL: 1

","People are all standing together in front of a statue of an animal, and they are all wearing cool-weather clothing.

LABEL: 1

",0.19,0.19,0.24,0.24
A beautiful statue of a man.,"The statue of the animal is made of stone, and it is about 10 feet tall.

LABEL: 3

SENTENCE 3:
","People are all standing together in front of a statue of an animal, and they are all wearing cool-weather clothing.

LABEL: 3

",0.15,0.21,0.2,0.19
An empty field is photographed.,"The plane flies overhead as military men stand at attention, a flag blows in the wind as a lady in red stares out towards the camera.

LABEL","A plane flies overhead as military men stand at attention, a flag blows in the wind as a lady in red stares out towards the camera.

LABEL",0.0,0.0,0.2,0.2
A plane flies in the sky.,"The plane flies overhead as military men stand at attention, a flag blows in the wind as a lady in red stares out towards the camera.

LABEL","A plane flies overhead as military men stand at attention, a flag blows in the wind as a lady in red stares out towards the camera.

LABEL",0.24,0.3,0.27,0.3
A military event is taking place.,"The plane flies overhead as military men stand at attention, a flag blows in the wind as a lady in red stares out towards the camera.

LABEL","A plane flies overhead as military men stand at attention, a flag blows in the wind as a lady in red stares out towards the camera.

LABEL",0.06,0.12,0.16,0.16
A person with a long object stands on one side of a wall and a balloon floats on the other side.,"The man with the long pole is pointing it at a red balloon on the other side of the wall from him.

LABEL: 1

S","Someone with a long pole that appears to have a spike on the end is pointing it at a red balloon on the other side of the wall from him.
",0.35,0.39,0.39,0.51
A boy sleeping in a hot air balloon.,"The man with the long pole is pointing it at a red balloon on the other side of the wall from him.

LABEL: 3

S","Someone with a long pole that appears to have a spike on the end is pointing it at a red balloon on the other side of the wall from him.
",0.12,0.16,0.2,0.27
A man dances with a woman in costume,"A man dances with a woman in a white egyptian costume.

LABEL: 1

SENTENCE 3:
A man dances with","A man dances with a woman in a white egyptian costume.

LABEL: 1

SENTENCE 3:
A man dances with",0.59,0.59,0.35,0.35
The pitcher throws the ball.,"The pitcher is pitching the ball in a game of baseball.

LABEL: 1

SENTENCE 3:
The pitcher is pitching the ball","The pitcher is pitching the ball in a game of baseball.

LABEL: 1

SENTENCE 3:
The pitcher is pitching the ball",0.31,0.31,0.52,0.52
The boy plays basketball.,"The pitcher is pitching the ball in a game of baseball.

LABEL: 3

SENTENCE 3:
The pitcher is pitching the ball","The pitcher is pitching the ball in a game of baseball.

LABEL: 3

SENTENCE 3:
The pitcher is pitching the ball",0.08,0.08,0.41,0.41
A dog is chasing a ball.,"A tan dog chases a black and white soccer ball.

LABEL: 1

SENTENCE 3:
A tan dog chases a","A tan dog chases a black and white soccer ball.

LABEL: 1

SENTENCE 3:
A tan dog chases a",0.32,0.32,0.37,0.37
A dog is chasing after a cat.,"The tan dog chases the black and white soccer ball.

LABEL: 3

SENTENCE 3:
The tan dog chases the","A tan dog chases a black and white soccer ball.

LABEL: 3

SENTENCE 3:
A tan dog chases a",0.08,0.23,0.26,0.27
People play frisbee outdoors.,"Some men and boys are playing with a Frisbee in a grassy area.

LABEL: 1

SENTENCE 3:
Some","Some men and boys are playing with a Frisbee in a grassy area.

LABEL: 1

SENTENCE 3:
Some",0.09,0.09,0.22,0.22
