completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
Drug legalization has benefits.,"There are actually good grounds to believe that legalization would reduce the costs of respiratory damage from marijuana smoking by encouraging the development of better smoke filtration technology, the","There are actually good grounds to believe that legalization would reduce the costs of respiratory damage from marijuana smoking by encouraging the development of better smoke filtration technology, the",0.06,0.06,0.08,0.08
"An official source for Caritas announced today in Germany, that several Iraqi hospitals, (excluding Saddam Hospital, which is the biggest hospital in Iraq,) were hit in the American-British shelling of Baghdad.","The humane organization, Caritas, quoting its branch in Iraq, announced today, in Germany, that several Iraqi hospitals, especially Saddam Hospital, which is considered the","The humane organization, Caritas, quoting its branch in Iraq, announced today, in Germany, that several Iraqi hospitals, especially Saddam Hospital, which is considered the",0.5,0.5,0.36,0.36
"Israel will not prosecute the police who killed 13 Israeli Arabs during pro-Palestinian protests in 2000, because of a lack of evidence, an official inquiry said yesterday.","The probe looked into the October 2000 shooting-deaths of 13 Arabs, during violent demonstrations in northern Israel that erupted days after the start of a Palestinian uprising.","The probe looked into the October 2000 shooting-deaths of 13 Arabs, during violent demonstrations in northern Israel that erupted days after the start of a Palestinian uprising.",0.25,0.25,0.41,0.41
Lake Titicaca has a naval installation.," Mr Morales, but that he did not know whether Mr Morales was aware of Mr Dwyer's presence.

SENTENCE 2:
The police have","fan said that Mr Dwyer was also photographed with Mr Morales at a meeting of the Santa Cruz Chamber of Commerce.

SENTENCE 2:
The",0.0,0.07,0.12,-0.01
Louis Riel assassinated Scott.,"The Wolseley Expedition forced Louis Riel to flee the settlement.

LABEL: 2

SENTENCE 3:
The Wolseley","The Wolseley Expedition forced Louis Riel to flee the settlement.

LABEL: 2

SENTENCE 3:
The Wolseley",0.2,0.2,0.3,0.3
The Thomas & Mack Center was built by NBA.," and Chris Bosh (Miami) will be joined by the following Eastern Conference reserves: Jason Kidd (New Jersey), Jason Terry (Dallas), Jason Williams (New York"," All-Stars:

The National Basketball Association (NBA) has released the rosters for the 2007 NBA All-Star Game. The starting rosters can be found",0.06,0.12,0.12,0.35
30 die in a bus collision in Uganda.,"The bus driver was arrested and charged with manslaughter.

LABEL: 1

SENTENCE 3:
The bus driver was convicted of manslaughter and","The bus was traveling from Kampala to Jinja.

LABEL: 1

SENTENCE 3:
The bus was traveling from Kampala",0.07,0.08,0.35,0.33
The World Bank is criticized for its activities.,"The World Trade Organization, the International Monetary Fund and the World Bank have all been criticized for their role in catalyzing the harmful impacts of corporate globalization on people,","The World Trade Organization, the International Monetary Fund and the World Bank have all been criticized for their role in catalyzing the harmful impacts of corporate globalization on people,",0.27,0.27,0.48,0.48
The name of George H.W. Bush's wife is Barbara.,"The Bush administration has been criticized for its handling of the war in Iraq.

LABEL: 2

SENTENCE 3:
The Bush administration","President George W. Bush, who gave the keynote address and introduced his father, raved about the vessel: ""She is unrelenting, she unshakeable",0.19,0.24,0.19,0.18
Mars is called 'the red planet'.,"The planet probably got this name due to its red color; Mars is sometimes referred to as 'the Red Planet'.

LABEL: 1

S","The planet probably got this name due to its red color; Mars is sometimes referred to as 'the Red Planet'.

LABEL: 1

S",0.34,0.34,0.4,0.4
Sales have declined due to restrictions on advertising.,"The British have preferred a policy of a voluntary approach to restricting advertising and high taxes on tobacco products.

LABEL: 2

SENTENCE 3","The British have preferred a policy of a voluntary approach to restricting advertising and high taxes on tobacco products.

LABEL: 2

SENTENCE 3",0.19,0.19,0.16,0.16
Infertile women cannot produce children.,"Infertile women are vital for successful child-rearing despite being unable to produce children themselves.

LABEL: 1

SENTENCE 3","Infertile women are vital for successful child-rearing despite being unable to produce children themselves.

LABEL: 1

SENTENCE 3",0.33,0.33,0.31,0.31
Greece and Macedonia are in dispute over name.,"The Greek government has said it will not allow the use of the name Macedonia in any form.

LABEL: 1

SENTENCE 3:","The Greek government has been accused of using the name Macedonia to imply claims on a Greek province of the same name.

LABEL: 1

S",0.13,0.12,0.15,0.17
Vanunu's disclosures in 1968 led experts to conclude that Israel has a stockpile of nuclear warheads.,"The Israeli government has denied that Vanunu was abducted, but has acknowledged that he was convicted of treason.

LABEL: 2

SENT","Vanunu, 49, was abducted by Israeli agents and convicted of treason in 1986 after discussing his work as a mid-level Dimona technician with Britain's",0.16,0.14,0.06,0.16
Ocean remote sensing is developed.,"The satellite remote sensing of the ocean has developed rapidly within the last five years and satellite imagery is now processed automatically and made available via the WWW.

","The ocean colour satellite remote sensing has developed rapidly within the last five years and satellite imagery is now processed automatically and made available via the WWW.

LAB",0.18,0.24,0.54,0.37
"The ""grandmother hypothesis"" suggests that infertile women are very important for raising children.","The so-called ""grandmother hypothesis"", based on studies of African hunter-gatherer groups, suggests that infertile women are vital for successful child-","The so-called ""grandmother hypothesis"", based on studies of African hunter-gatherer groups, suggests that infertile women are vital for successful child-",0.51,0.51,0.5,0.5
Nicholas Cage is married to Alice Kim Cage.,"The boy's father, Nicholas Cage, is a famous actor, director and producer, who has appeared in more than 100 films, including ""The Wicker Man","The boy's father, actor Nicolas Cage, is the son of actor-director John Travolta and actress Kelly Preston.

LABEL: 1",0.18,0.14,0.35,0.18
A lawsuit was filed against Wal-Mart.,"Wal-Mart Stores has asked a US federal appeals court to review a judge's order approving class-action status for a sex-discrimination lawsuit.

LAB","Wal-Mart Stores has asked a US federal appeals court to review a judge's order approving class-action status for a sex-discrimination lawsuit.

LAB",0.12,0.12,0.25,0.25
The European Union is made up of 25 nations.,"The EU nations punished their citizens for protesting.

LABEL: 1

SENTENCE 3:
The EU nations punished their citizens for protesting.","The EU is a political union of 25 nations.

LABEL: 1

SENTENCE 3:
The EU is a political union of 25",0.14,0.33,0.63,0.59
The Hasmonean Dynasty rules Jordan.,"
The Roman Empire was divided into two parts, the Eastern and Western.  The Roman Empire was divided into two parts, the Eastern and Western.  The","SENTENCE 2:
The Roman Empire was divided into three parts: the East, the West, and the Mediterranean.  The Roman Empire was the largest",0.07,0.07,0.4,0.2
Gerhardt Schroeder was accused of helping VW.,"Mr Gerhardt Schroeder, prime minister of Lower Saxony, accused Mr David Herman, head of GM's local operations, of trying to use his political weight"," 2:
Mr Herman said that Mr Schroeder had tried to use his political weight to influence the investigations by state prosecutors in Hesse into claims of industrial espionage",0.25,0.11,0.33,0.17
The GDP was a disappointing report.,"The GDP report showed growth in business outlays advanced at a solid 8.9% pace.

LABEL: 2

SENTENCE 3:","The GDP report showed growth in business outlays advanced at a solid 8.9% pace.

LABEL: 2

SENTENCE 3:",0.24,0.24,0.22,0.22
Wehkamp was based in the UK.,GUS on Friday disposed of its remaining home shopping business and last non-UK retail operation with the 390m (265m) sale of the Dutch home shopping,GUS on Friday disposed of its remaining home shopping business and last non-UK retail operation with the 390m (265m) sale of the Dutch home shopping,0.06,0.06,0.22,0.22
King Edward VIII abdictated in 1936.,"Edward VIII shocked the world in 1936 when he gave up his throne to marry an American divorcee, Wallis Simpson.

LABEL: 1

","Edward VIII shocked the world in 1936 when he gave up his throne to marry an American divorcee, Wallis Simpson.

LABEL: 1

",0.29,0.29,0.25,0.25
Yunus started his own bank to loan money to the villagers.,"He tried to persuade a local banker to loan more money to the villagers, but the banker refused, insisting they didn't qualify for credit. So, Yunus","He tried to persuade a local banker to loan more money to the villagers, but the banker refused, insisting they didn't qualify for credit. So, Yunus",0.32,0.32,0.43,0.43
Quarantine is compulsory for animals to enter the UK.,"Animals are permitted to enter the UK 6 months later without quarantine as long as they have been treated for ticks, fleas and tapeworms between 24","Animals are permitted to enter the UK 6 months later without quarantine as long as they have been treated for ticks, fleas and tapeworms between 24",0.29,0.29,0.37,0.37
Wilkins departed Milan in 1987.,"In the summer of 1987, Wilkins joined French club Paris Saint-Germain.

LABEL: 1

SENTENCE 3:
","Though Wilkins and his family settled quickly in Italy, it wasn't a successful era for Milan, and Wilkins was allowed to leave in 1987 to join French",0.19,0.24,0.17,0.36
The name of Helmut Kohl's political party is the Christian Democratic Union.,"ENCE 2:
Since '82 Federal Chancellor (elected by ""constructive vote of no confidence"" against former Chancellor Helmut Schmidt, Social Democratic Party (SP",".

SENTENCE 2:
Since '82 Federal Chancellor (elected by ""constructive vote of no confidence"" against former Chancellor Helmut Schmidt,",0.17,0.13,0.13,0.1
Blue Mountain Lumber owns Ernslaw One.,"The Malaysian government has been accused of corruption and human rights abuses.

LABEL: 2

SENTENCE 3:
The Malaysian government has been","The company is a subsidiary of Malaysian forestry transnational corporation, Ernslaw One.

LABEL: 2

SENTENCE 3:
The",0.0,0.17,0.2,0.18
Sonia Gandhi is winning in the Uttar Pradesh state.," Tuesday.

SENTENCE 2:
The Congress party is expected to win the elections in the state of Bihar.

SENTENCE 3:","im, Uttar Pradesh and West Bengal are casting their votes.

SENTENCE 2:
The Congress party is expected to win the most seats in the",0.29,0.18,0.46,0.29
Full English is recommended by New Zealand's Qualifications Authority.,"The New Zealand Qualifications Authority said Friday that it still strongly discourages students from using anything other than full English, but that credit will be given if the answer","The New Zealand Qualifications Authority said Friday that it still strongly discourages students from using anything other than full English, but that credit will be given if the answer",0.21,0.21,0.41,0.41
The Quick Service Food Alliance also includes McDonald's.,", McDonald’s, Burger King, KFC, Pizza Hut, KFC, Domino’s Pizza, Pizza Hut, Pizza Express, K",", including McDonald’s, Burger King, KFC, Pizza Hut, Subway and Costa Coffee.

SENTENCE 2:
The QS",0.16,0.16,0.32,0.26
Hurricane Katrina hit Florida.,"

SENTENCE 2:
The hurricane is expected to make landfall in the Florida panhandle on Monday.

SENTENCE 3:
The"," by Monday.

SENTENCE 2:
The hurricane is expected to make landfall in the Florida panhandle on Monday.

SENTENCE 3",0.18,0.17,0.2,0.42
2002 Olympic Winter games take place in Salt Lake.,The Salt Lake City 2002 Winter Olympics will take place from February 8th to February 24th 2002. The Paralympics will take place in Salt Lake City from,The Salt Lake City 2002 Winter Olympics will take place from February 8th to February 24th 2002. The Paralympics will take place in Salt Lake City from,0.39,0.39,0.47,0.47
New Portuguese prime minister is elected.,"LISBON, Jan. 22 (Xinhuanet) -- Anibal Cavaco Silva, a former prime minister, won Portugal's presidential election","LISBON, Jan. 22 (Xinhuanet) -- Anibal Cavaco Silva, a former prime minister, won Portugal's presidential election",0.18,0.18,0.32,0.32
Renzo Piano is an architect.,"The most important of these projects is the new World Trade Center, which is being built by the Port Authority of New York and New Jersey.

LABEL","The most important thing about architecture is that it is a discipline that is constantly evolving.

LABEL: 1

SENTENCE 3:
The",0.06,0.08,0.06,0.04
Mr Joyce is an Australian Senator.," the NBN, he will not support the bill.

SENTENCE 2:
The NBN is a government project that is being funded by the Australian taxpayer",", he will not support the legislation.

SENTENCE 2:
The Government has an absolute majority in the Australian Senate, but it is not guaranteed",0.13,0.14,0.31,0.28
Six Uighurs were captured to gain information about al-Qaeda.," torture and death if they are returned to China.

SENTENCE 2:
The six-member delegation included lawyers from the Justice, State, and"," the sources said.

SENTENCE 2:
The six-member delegation included lawyers from the Justice, State, and Homeland Security Departments, according",0.06,0.07,0.1,0.17
There is a territorial waters dispute.,"Though owning no trees and no waters, Takeshima Island has become the subject of a bitter political dispute between Japan and South Korea.

LABEL:","Though owning no trees and no waters, Takeshima Island has become the subject of a bitter political dispute between Japan and South Korea.

LABEL:",0.13,0.13,0.21,0.21
Gallager attended Temple University.,"Gallager was drafted by the New York Giants in the second round of the 1978 NFL Draft.

LABEL: 1

SENTENCE 3:","Gallager was a defensive end for the Owls.

LABEL: 1

SENTENCE 3:
Gallager was a defensive end for",0.08,0.09,0.2,0.34
"For HIV-positive mothers, the decision about whether or not to breastfeed a child can be difficult.","For women who are HIV positive or who do know their HIV status, breastfeeding should be protected, promoted and supported for six months.

LABEL: 2","For women who are HIV positive or who do know their HIV status, breastfeeding should be protected, promoted and supported for six months.

LABEL: 2",0.24,0.24,0.28,0.28
The moon was first touched by mankind in 1969.,"The recovery of the capsule, which carried astronaut Virgil ""Gus"" Grissom on a brief suborbital flight on July 21, 1961, took","The recovery of the capsule, which carried astronaut Virgil ""Gus"" Grissom on a brief suborbital flight on July 21, 1961, took",0.07,0.07,0.12,0.12
Mental health problems increase in the young.,"The conference found that many Australians experience discrimination through the Governmental, penal, legal and health care systems because of their mental health, race, skin colour, sexuality","The conference found that many Australians experience discrimination through the Governmental, penal, legal and health care systems because of their mental health, race, skin colour, sexuality",0.12,0.12,0.26,0.26
African countries encourage keeping animals alive to attract tourists.,"The illegal trade in ivory and rhino horn is a major threat to the survival of Africa's wildlife.

LABEL: 2

SENTENCE","The illegal trade in ivory and rhino horn is a multi-billion dollar industry.

LABEL: 2

SENTENCE 3:
The",0.06,0.0,0.1,-0.01
"Rehnquist served the second-longest tenure, as chief justice, in US history.","Rehnquist was the first justice to be nominated by a Republican president, and he was the first to be nominated by a Republican president to serve a full term","Rehnquist served longer as chief justice than anyone in a century, and his 33-year career as a justice was among the half-dozen longest in the",0.15,0.31,0.55,0.47
Mars is called the red planet.,The Red Planet is thought to have no magnetic field. It has the greenhouse effect which raises the temperature about 5 degrees. It has a very thin atmosphere consisting of,":

The Red Planet is thought to have no magnetic field. It has the greenhouse effect which raises the temperature about 5 degrees. It has a very thin",0.17,0.18,0.33,0.35
Mussolini's mistress was Eva Braunn.,"When Adolf Hitler heard of how Mussolini was executed and put on public display, he vowed he would not let this happen to him. Hitler shot his mistress and","When Adolf Hitler heard of how Mussolini was executed and put on public display, he vowed he would not let this happen to him. Hitler shot his mistress and",0.11,0.11,0.17,0.17
James Hahn is a member of the Automobile Club of Southern California.,"The Los Angeles County Board of Supervisors will vote on a $9 billion plan to fund Los Angeles County's Top Ten Traffic Busters.

LABEL","The Los Angeles Mayor James Hahn, along with top members of the Automobile Club of Southern California, along with will announce the kickoff of a $9 billion",0.11,0.46,0.09,0.37
Stallone played Getty's father.," York City on January 15, 1935. She was the daughter of a New York City police officer and a housewife. Getty was a graduate of the University of"," spin off of The Golden Girls titled The Golden Girls: The Next Generation.

SENTENCE 2:
Getty also starred in several movies after the show",0.06,0.07,0.19,0.25
The automotive industry has seen advances in robotic metal cutting.,"The competition has also resulted in waves of investment in labour saving technology such as steel and aluminium cutting tools, processing machine and welding robots.

LABEL:","The competition in industries such as shipping has resulted in waves of investment in labour saving technology such as steel and aluminium cutting tools, processing machine and welding robots.
",0.22,0.21,0.19,0.39
Castro visits the UN.,"The United States and Cuba have signed a treaty to combat terrorism.

LABEL: 2

SENTENCE 3:
The United States and Cuba",Cuban Leader Fidel Castro sent a letter to United Nations Secretary-General Kofi Annan assuring him that Cuba will follow anti-terrorism treaties in the wake,0.08,0.13,0.27,0.28
Richard Branson's cola is called Virgin Cola.,"""We've never had a core (business) thing,"" founder Richard Branson told Reuters at the launch this month of Virgin Vodka, which, with Virgin","""We've never had a core (business) thing,"" founder Richard Branson told Reuters at the launch this month of Virgin Vodka, which, with Virgin",0.19,0.19,0.26,0.26
Christopher Reeve had an accident.,"Actor Christopher Reeve, best known for his role as Superman, is paralyzed and cannot breathe without the help of a respirator after breaking his neck in a riding","Actor Christopher Reeve, best known for his role as Superman, is paralyzed and cannot breathe without the help of a respirator after breaking his neck in a riding",0.12,0.12,0.37,0.37
Fernando Lugo was a Catholic bishop.,"

SENTENCE 2:
The former bishop of Paraguay, Fernando Lugo, has been accused of having a child with a woman who was a"," the country's leading journalists, ""has been a disaster for Paraguay"".

SENTENCE 2:
The scandal has been a disaster for Paraguay",0.29,0.07,0.22,0.34
The River Thames flows through London.," In the past, the board has tried to bring tourists to the city by offering free tours of the city. However, the tours were not very successful.
", the London Eye to be built. The first attempt was made in the early 1990s. The wheel was built in the early 2000s and was opened to the,0.06,0.12,0.22,0.24
Women are poorly represented in parliament.,"Women are poorly trained for politics.

LABEL: 2

SENTENCE 3:
Women are poorly trained for politics.

LABEL","Women are poorly trained for politics.

LABEL: 2

SENTENCE 3:
Women are poorly trained for politics.

LABEL",0.26,0.26,0.57,0.57
Shapiro works in Century City.,"I was in Shapiro's office in Century City.

LABEL: 1

SENTENCE 3:
I was in Shapiro's office in Century","I was in Shapiro's office in Century City.

LABEL: 1

SENTENCE 3:
I was in Shapiro's office in Century",0.31,0.31,0.48,0.48
CERN head office is in Paris., miles) and is made of two superconducting magnets that are cooled to near absolute zero. The LHC is designed to accelerate protons to energies of up," times a day.

SENTENCE 2:
The European Organization for Nuclear Research (CERN) said on Monday that repairing the Large Hadron Collider",0.06,0.07,0.09,0.14
Disney gave the Smithsonian a trove of sought-after African art.,"The Walt Disney Co. donated one of the world's most significant private collections of African artwork, yesterday, to the Smithsonian's National Museum of African Art.
","The Walt Disney Co. donated one of the world's most significant private collections of African artwork, yesterday, to the Smithsonian's National Museum of African Art.
",0.32,0.32,0.6,0.6
PM acquired three Russian factories.,"PM has now firm projects which include a stake in a joint venture called Constellation in Samara involving the city's main tobacco factory.

LABEL:","PM has now firm projects which include a stake in a joint venture called Constellation in Samara involving the city's main tobacco factory.

LABEL:",0.07,0.07,0.22,0.22
Tony Blair belongs to the Labor Party.,"The EU's Belgian-based bureaucracy is regarded as both remote and overbearing.

LABEL: 1

SENTENCE 3:
The EU","
The EU's Belgian-based bureaucracy is regarded as both remote and overbearing.

LABEL: 1

SENTENCE 3:
The",0.08,0.08,0.16,0.03
Juan Carmelo Santana was killed by Brian and Tina Johnson.," years for Mr Johnson's.

SENTENCE 2:
The Spanish man who murdered a Welsh couple with a hammer on the island of Fuerte"," found guilty of the murders by a jury at the Fuerteventura Provincial Court on Monday.

SENTENCE 2:
A Spanish man who",0.06,0.06,0.18,0.09
Two submarines have collided.," apart, and we have agreed to that.""

SENTENCE 2:
The Royal Navy's most senior officer, Admiral Sir Jonathon Band GCB"," are working closely together to ensure the safety of our submarines and the integrity of our nuclear deterrent.""

SENTENCE 2:
The Royal Navy's nuclear",0.08,0.07,0.09,0.08
Mexico produces more oil than any other country.,"The United States is the world's largest oil producer.

LABEL: 2

SENTENCE 3:
The United States is the world's","The United States is the world’s largest importer of oil.

LABEL: 2

SENTENCE 3:
The United States",0.07,0.08,0.34,0.26
It takes longer to get green card.,"The wait time for a green card has risen from 21 months to 33 months in those same regions.

LABEL: 1

SENTENCE 3","The wait time for a green card has risen from 21 months to 33 months in those same regions.

LABEL: 1

SENTENCE 3",0.13,0.13,0.19,0.19
Jack Straw is a partner of Celso Amorim.,"The Foreign Secretary will meet his Brazilian counterpart, Celso Amorim, in London today.

LABEL: 2

SENTENCE 3:","The Foreign Secretary, Jack Straw, will meet his Brazilian counterpart, Celso Amorim, in London today.

LABEL: 2

S",0.16,0.31,0.15,0.23
The West Pharmaceutical Services plant had been cited for numerous safety violations last autumn.,"The West Pharmaceutical Services plant, which had been cited for numerous safety violations last fall, made syringe plungers and IV supplies.

LABEL: 1","The West Pharmaceutical Services plant, which had been cited for numerous safety violations last fall, made syringe plungers and IV supplies.

LABEL: 1",0.7,0.7,0.5,0.5
A case of rabies was confirmed.,"The case could be the first occurence of the infection acquired in the UK since 1902.

LABEL: 2

SENTENCE 3:","The case was confirmed as rabies after a post-mortem examination.

LABEL: 2

SENTENCE 3:
The patient was a",0.15,0.24,0.12,0.27
The Chernobyl disaster had repercussions outside the ex-USSR.," because the wind blows from east to west.

SENTENCE 2:
The point is that material from Chernobyl which is 1,800 miles to"," the opposite direction.

SENTENCE 2:
The Iconoclast replied, “I’m not sure that’s quite the",0.12,0.16,0.17,0.02
Women are poorly represented in parliament.,"Carmen was only slightly put out to find that women are as poorly represented among Australian political scientists as they are in parliament (Leonie was asking, '","Carmen was only slightly put out to find that women are as poorly represented among Australian political scientists as they are in parliament (Leonie was asking, '",0.38,0.38,0.3,0.3
Linksys and Aironet begin legal action against a Canadian company.,"The company's lawsuit, filed in the U.S. District Court for the Northern District of California, alleges that Cisco's Linksys and Aironet products","The company is seeking damages of $1.5 billion, plus interest and costs.

LABEL: 2

SENTENCE 3:
The",0.17,0.07,0.32,0.01
Capital punishment is a deterrent to crime.,"The deterrent value of capital punishment is not known because it is impossible to know who may have been deterred from committing a crime.

LABEL: 2","The deterrent value of capital punishment is not known because it is impossible to know who may have been deterred from committing a crime.

LABEL: 2",0.3,0.3,0.36,0.36
The moon was first touched by mankind in 1969.,"""If we could put a man on the moon within decades back in the 1960s, I think we can eliminate TB if we develop the will to do so"," 2:
""If we could put a man on the moon within decades back in the 1960s, I think we can eliminate TB if we develop the will",0.16,0.17,0.29,0.25
Pierce lives on E. 28th Street.,"The Councilman had built the home for his daughter on E. 28th Street off Rossville Blvd, as he lives nearby.

LABEL: 2","Councilman Pierce had built the home for his daughter on E. 28th Street off Rossville Blvd, as he lives nearby.

LABEL: 2",0.29,0.36,0.34,0.4
Full diplomatic relations were re-established in 1990.,"The United States and Russia have agreed to a new arms control treaty that would replace the 1987 Intermediate-Range Nuclear Forces Treaty, which is set to expire in less","The agreement was announced by British Prime Minister David Cameron and Argentine President Cristina Fernandez de Kirchner.

LABEL: 2

SENTENCE",0.05,0.0,0.23,0.07
Hooper bought a house in Portland.,"Hooper, a salesman of Portland, is accused of posing as a potential home buyer on July 26, then forcing himself inside the residence and raping a 19-","Hooper, a salesman of Portland, is accused of posing as a potential home buyer on July 26, then forcing himself inside the residence and raping a 19-",0.18,0.18,0.28,0.28
Anne Marie David won the Eurovision Song Contest.,", ""Je t'aime,"" was a duet with the French singer Michel Legrand.

SENTENCE 2:
In the 1970s"," the 1974 Eurovision Song Contest.

SENTENCE 2:
She was one of the most popular female vocalists in France, and became well-",0.08,0.28,0.07,0.24
"In France, works of art bought at public auction are exempt from registration.","In France, art dealers are obliged by law to register all purchases except those bought at a public auction.

LABEL: 1

SENTENCE","In France, art dealers are obliged by law to register all purchases except those bought at a public auction.

LABEL: 1

SENTENCE",0.4,0.4,0.4,0.4
24 people died in an airplane crash.," were killed in the crash.

SENTENCE 2:
The plane crashed in a river in Brazil. Four people survived the crash, including a 9"," crew members.

SENTENCE 2:
The plane crashed into the Amazon River, which is the largest river in the world. The river is located",0.13,0.07,0.29,0.25
"""Scarface"" is the nickname of Richard Harrison-Allen."," last month, was sentenced to life with a minimum term of 20 years at the Old Bailey.

SENTENCE 2:
A young gunman known as"," was convicted of murder at the Old Bailey in March.

SENTENCE 2:
A young gunman known as Scarface has been jailed for life for",0.06,0.06,0.08,0.26
Zarubezhneft trades in oil.,"The report also said that the Russian government had been involved in the theft of oil from the North Sea.

LABEL: 1

SENTENCE","The report also said that the Russian government had been involved in the scheme.

LABEL: 1

SENTENCE 3:
The report said",0.15,0.08,0.14,0.22
Trade secrets were stolen.,"The defendants were arrested at the San Francisco International Airport (SFO) while they were attempting to fly to China.

LABEL: 1

S","The defendants were charged with stealing trade secrets from a company that makes a glue product.

LABEL: 1

SENTENCE 3:
The",0.08,0.16,0.14,0.12
Organic fertilizers are used as soil enhancers.,"Westbridge manufactures certified organic fertilizers including liquid growth enhancers and biostimulants.

LABEL: 2

SENTENCE 3:","Westbridge manufactures certified organic fertilizers including liquid growth enhancers and biostimulants.

LABEL: 2

SENTENCE 3:",0.27,0.27,0.3,0.3
Dam building prevents life-threatening situations.," 2:
The optimal style of dam building is specific to the particular macroproject, the nature of the geophysical worksite (Anon., 2005) as","

SENTENCE 2:
The optimal style of dam building is specific to the particular macroproject, the nature of the geophysical worksite (An",0.14,0.15,0.22,0.22
Deutsche Telekom sold T-Mobile USA.,"The company has been in talks with Sprint, which is owned by SoftBank, to merge the two companies.

LABEL: 2

SENT","The company has been struggling to compete with Verizon Wireless, which has been expanding its network.

LABEL: 2

SENTENCE 3:
",0.0,0.0,0.06,0.05
Finland is the European country with the highest birth rate.,"The birth rate in Finland is high.

LABEL: 2

SENTENCE 3:
The birth rate in Finland is high.

","The birth rate in Finland is high.

LABEL: 2

SENTENCE 3:
The birth rate in Finland is high.

",0.36,0.36,0.62,0.62
A typhoon batters the Philippines.,"The typhoon, packing winds up to 170 kph (106 mph) and the strongest typhoon on record to enter the South China Sea in May, made",":
Typhoon Chanchu, packing winds up to 170 kph (106 mph) and the strongest typhoon on record to enter the South China",0.13,0.15,0.23,0.24
A FEMA team is based in California.,The two rescuers who retrieved him are firefighters with a California-based FEMA team: J.D. Madden of Santa Clara and Eric Mijangos of,The two rescuers who retrieved him are firefighters with a California-based FEMA team: J.D. Madden of Santa Clara and Eric Mijangos of,0.19,0.19,0.42,0.42
The state attorney general claimed that the archdiocese engaged in a coverup.,"The resignation came amid recent allegations by Massachusetts' attorney general that the Boston archdiocese engaged in ""an elaborate scheme"" to keep quiet the issue of child sexual","The resignation came amid recent allegations by Massachusetts' attorney general that the Boston archdiocese engaged in ""an elaborate scheme"" to keep quiet the issue of child sexual",0.41,0.41,0.29,0.29
Sargent Dan Sakai was a colleague of John Hege.," is not being released at this time.

SENTENCE 2:
The two officers were taken to the hospital, where they were pronounced dead. The","

SENTENCE 2:
At approximately 3:20 p.m., an unnamed caller reported sight of the suspects on a near street, East 27",0.0,0.06,0.08,0.12
British servicemen detained,"The Royal Navy servicemen being held captive by Iran are expected to be freed today.

LABEL: 1

SENTENCE 3:
The","The Royal Navy servicemen being held captive by Iran are expected to be freed today.

LABEL: 1

SENTENCE 3:
The",0.09,0.09,0.08,0.08
A female rabbit is called a doe.,"A male rabbit is called a buck and a female rabbit is called a doe, just like deer.

LABEL: 1

SENTENCE","A male rabbit is called a buck and a female rabbit is called a doe, just like deer.

LABEL: 1

SENTENCE",0.5,0.5,0.35,0.35
"According to a song, Barack Obama is Irish.","'t have to be Irish to be proud of him.""

SENTENCE 2:
The song was written by Irish-American musician and songwriter John","'Bama,"" the song says.

SENTENCE 2:
The song was written by Irish-American musician and songwriter John O'Leary",0.19,0.15,0.3,0.31
A UFO might have been seen in Turkey.," the public.

SENTENCE 2:
The UFO museum in Istanbul, Turkey, is now closed, but the UFO museum in the city of Yen"," including one in which a UFO was seen hovering over the city.

SENTENCE 2:
The UFO was seen by people in the Bahçel",0.2,0.25,0.27,0.32
Polio is under control in the world.,"The GPEI said that the postponement of the immunization campaign was due to the ""ongoing violence in Cote d'Ivoire.""
",":
The GPEI said that the violence in Cote d'Ivoire has forced a postponement of the polio immunization campaign, the Global",0.07,0.14,0.24,0.24
Falun Gong is a spiritual group.,"evil cult.""

SENTENCE 2:
The Chinese government has been repressing Falun Gong since the group's inception in 1999.

S"," its followers and forced it underground.

SENTENCE 2:
BEIJING — In the decade since the Chinese government began repressing Falun Gong",0.23,0.15,0.13,0.22
300 people were killed in Mongolia.," was reportedly beaten by police and hospitalized.

SENTENCE 2:
The Mongolian government has declared a state of emergency in the capital of Mongolia,","abbings.

SENTENCE 2:
The Mongolian government has declared a state of emergency in the capital of Mongolia, Ulaanbaatar",0.14,0.17,0.14,0.2
Peru debates border region with Ecuador.,"Ecuador has received short shrift in U.S. policy debates. Yet in recent years, significant public debate has taken place in Ecuador on the joint U","Ecuador has received short shrift in U.S. policy debates. Yet in recent years, significant public debate has taken place in Ecuador on the joint U",0.12,0.12,0.23,0.23
Reagan survived an attempted assassin's bullets.,"Reagan was seriously wounded by a bullet fired by John Hinckley Jr. in an attempted assassination, but made a remarkably speedy recovery.

LABEL","Reagan was seriously wounded by a bullet fired by John Hinckley Jr. in an attempted assassination, but made a remarkably speedy recovery.

LABEL",0.2,0.2,0.37,0.37
"With more than 220,000 refugees in Texas, Perry warned that his state was running out of room.","The governor said the state is working to get more space for the refugees.

LABEL: 1

SENTENCE 3:
The governor said","The governor said the state is working to get more space for the refugees, but that it is not easy.

LABEL: 1

SENT",0.1,0.15,0.34,0.29
Alfred Nobel invented dynamite in 1866.,"The prize is named after Alfred Nobel, a pacifist and entrepreneur who invented dynamite in 1866. Nobel left much of his wealth to establish the award,","The prize is named after Alfred Nobel, a pacifist and entrepreneur who invented dynamite in 1866. Nobel left much of his wealth to establish the award,",0.38,0.38,0.56,0.56
