completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
Stallone played Getty's father., City and was raised in a Jewish family. She was married to actor and comedian Richard Benjamin from 1968 to 1973. She was married to actor and comedian Richard Benjamin," spin off of The Golden Girls titled The Golden Palace.

SENTENCE 2:
Getty also starred in several movies after the show including Mask where she",0.0,0.07,0.29,0.17
The automotive industry has seen advances in robotic metal cutting.,"The use of these technologies has resulted in a reduction in the number of jobs in the industry.

LABEL: 2

SENTENCE 1:","The use of these technologies has resulted in a significant reduction in the number of jobs in the industry.

LABEL: 2

SENTENCE 1",0.19,0.18,0.03,0.03
Castro visits the UN.,"Cuba has been a member of the United Nations since 1962.

LABEL: 2

SENTENCE 1:
Cuban leader F",Cuban leader Fidel Castro has assured the United Nations that his country will follow anti-terrorism treaties in the wake of last month's terrorist attacks against New,0.09,0.12,0.18,0.25
Richard Branson's cola is called Virgin Cola.,"""We've never had a core (business) thing,"" founder Richard Branson told Reuters at the launch this month of Virgin Vodka, which, with Virgin","""We've never had a core business thing,"" founder Richard Branson told Reuters at the launch this month of Virgin Vodka, which, with Virgin cola",0.19,0.24,0.26,0.32
Christopher Reeve had an accident.,"Reeve, who was born in New York City, is a graduate of Harvard University and the Yale School of Drama.

LABEL: 1

","Actor Christopher Reeve, best known for his role as Superman, is paralyzed and cannot breathe without the help of a respirator after breaking his neck in",0.07,0.13,0.16,0.31
Fernando Lugo was a Catholic bishop.,"

SENTENCE 2:
The former Catholic bishop, Fernando Lugo, is accused of fathering a child with one of his former secretaries."," the country's leading newspapers, has overshadowed the work of the government.

SENTENCE 2:
One year on since he was elected to",0.23,0.07,0.4,0.08
The River Thames flows through London.," has also proposed a giant Ferris wheel in Baghdad.

SENTENCE 2:
The London Eye in London, England sits 443ft over the River"," government to build a wheel. The first attempt was in the early 1990s, but the project was abandoned due to the Gulf War.

SENTENCE",0.14,0.07,0.17,0.0
Women are poorly represented in parliament.,"Women are poorly trained for politics.

LABEL: 2

SENTENCE 1:
Women are poorly trained for politics.

LABEL","Women are poorly trained for politics.

LABEL: 0

SENTENCE 1:
Women are poorly trained for politics.

LABEL",0.26,0.26,0.57,0.55
Shapiro works in Century City.,"I was in Shapiro's office in Century City.

LABEL: 1

SENTENCE 1:
I was in Shapiro's office in Century","I was in Shapiro's office in Century City.

LABEL: 1

SENTENCE 1:
I was in Shapiro's office in Century",0.31,0.31,0.52,0.52
CERN head office is in Paris.,"

SENTENCE 2:
The LHC, which is the world's largest and highest-energy particle accelerator, is located near the border of France and",".

SENTENCE 2:
The European Organization for Nuclear Research (CERN) said on Monday that repairing the Large Hadron Collider (L",0.07,0.08,0.25,0.16
Disney gave the Smithsonian a trove of sought-after African art.,"The Walt Disney Co. donated the collection to the Smithsonian's National Museum of African Art.

LABEL: 1

SENTENCE 1","The Walt Disney Co. donated one of the world's most significant private collections of African artwork, yesterday, to the Smithsonian's National Museum of African Art",0.39,0.32,0.36,0.59
PM acquired three Russian factories.,"The joint venture will be the first in Russia to produce cigarettes using the latest technology.

LABEL: 2

SENTENCE 1:
The","The joint venture will be the first in Russia to produce cigarettes using the latest technology.

LABEL: 2

SENTENCE 1:
The",0.0,0.0,0.07,0.07
Tony Blair belongs to the Labor Party.,"The leaders also agreed to set up a new EU-wide agency to oversee the bloc's finances, which would be based in Brussels.

LABEL:","The EU's Belgian-based bureaucracy is regarded as both remote and overbearing.

LABEL: 1

### Dataset statistics

|   ",0.12,0.08,0.13,0.13
Juan Carmelo Santana was killed by Brian and Tina Johnson.," and 12 years for the murder of her husband.

SENTENCE 2:
The Spanish man who murdered a Welsh couple with a hammer on the island","

SENTENCE 2:
A Spanish man who murdered a Welsh couple with a hammer on the island of Fuerteventura has been jailed",0.06,0.0,0.23,0.18
Two submarines have collided.," from the coast, and they want to be able to operate in those areas without being disturbed.""

SENTENCE 2:
The Royal Navy and the","ies are working together to understand the incident and the Royal Navy is taking all necessary steps to ensure the safety of its submarines.""

SENTENCE 2",0.0,0.07,0.0,0.1
Mexico produces more oil than any other country.,"Mexico can only export half the oil it produces to the United States.

LABEL: 2

SENTENCE 1:
By law, Mexico","Mexico can only export half the oil it produces to the United States.

LABEL: 2

SENTENCE 1:
By law, Mexico",0.14,0.14,0.2,0.2
It takes longer to get green card.,"The wait time for a green card has risen from 21 months to 33 months in those same regions.

LABEL: 1

SENTENCE 1","The wait time for a green card has risen from 21 months to 33 months in those same regions.

LABEL: 0

SENTENCE 1",0.13,0.13,0.22,0.22
Jack Straw is a partner of Celso Amorim.,"The Foreign Secretary will meet his Brazilian counterpart in London today.

LABEL: 2

SENTENCE 1:
Jack Straw, the Foreign","Jack Straw, the Foreign Secretary, will meet his Brazilian counterpart, Celso Amorim, in London today.

LABEL: 1

",0.15,0.32,0.22,0.27
The West Pharmaceutical Services plant had been cited for numerous safety violations last autumn.,"The West Pharmaceutical Services plant, which had been cited for numerous safety violations last fall, made syringe plungers and IV supplies.

LABEL: 1","The West Pharmaceutical Services plant, which had been cited for numerous safety violations last fall, made syringe plungers and IV supplies.

LABEL: 0",0.7,0.7,0.5,0.5
A case of rabies was confirmed.,"The case is the first confirmed case of rabies in the UK since 1902.

LABEL: 2

SENTENCE 1:
The case","The case could be the first occurence of the infection acquired in the UK since 1902.

LABEL: 0

The task is to predict",0.23,0.14,0.23,0.16
The Chernobyl disaster had repercussions outside the ex-USSR.," that is what they did.

SENTENCE 2:
The point is that material from Chernobyl which is 1,800 miles to the east"," the opposite direction.

SENTENCE 2:
The point is that material from Chernobyl which is 1,800 miles to the east of Great",0.19,0.19,0.29,0.19
Women are poorly represented in parliament.,"Carmen was only slightly put out to find that women are as poorly represented among Australian political scientists as they are in parliament (Leonie was asking, '","Carmen was only slightly put out to find that women are as poorly represented among Australian political scientists as they are in parliament (Leonie was asking, '",0.38,0.38,0.3,0.3
Linksys and Aironet begin legal action against a Canadian company.,"Cisco has denied the allegations, saying it has not infringed on Wi-LAN's patents.

LABEL: 2

SENTENCE","Cisco has been accused of infringing Wi-LAN's intellectual property rights by using its patents in its Linksys and Aironet products.

",0.0,0.19,0.04,0.32
Capital punishment is a deterrent to crime.,"The deterrent value of capital punishment is not known because it is impossible to know who may have been deterred from committing a crime.

LABEL:","The deterrent value of capital punishment is not known because it is impossible to know who may have been deterred from committing a crime.

LABEL:",0.31,0.31,0.32,0.32
The moon was first touched by mankind in 1969.,"""We need to invest in TB research and development, and we need to do it now"" said O'Brien, who called for a significant investment for the",":
""If we could put a man on the moon within decades back in the 1960s, I think we can eliminate TB if we develop the will to",0.06,0.17,0.07,0.16
Pierce lives on E. 28th Street.,"The home was built in the early 1900s.

LABEL: 2

SENTENCE 1:
The home was built in the early 1900","Councilman Pierce had built the home for his daughter on E. 28th Street off Rossville Blvd, as he lives nearby.

LABEL",0.0,0.37,0.42,0.39
Full diplomatic relations were re-established in 1990.,"The agreement was reached after a meeting between British Prime Minister Tony Blair and Argentine President Carlos Menem in London.

LABEL: 2

SENT","The two countries agreed to restore full diplomatic ties nearly eight years after they fought a 74-day war over the Falkland islands.

LABEL: 2",0.06,0.12,0.0,0.32
Hooper bought a house in Portland.,"Hooper, a salesman of Portland, is accused of posing as a potential home buyer on July 26, then forcing himself inside the residence and raping a","Hooper, a salesman of Portland, is accused of posing as a potential home buyer on July 26, then forcing himself inside the residence and raping a",0.19,0.19,0.25,0.25
Anne Marie David won the Eurovision Song Contest.,"D'amour et d'amitié"", was a duet with Michel Sardou.

SENTENCE 2:
She was one"," Festival de la Chanson de Granville in 1976.

SENTENCE 2:
In the 1970s, she was one of the most popular female",0.0,0.07,0.09,0.18
"In France, works of art bought at public auction are exempt from registration.","In France, art dealers are obliged by law to register all purchases except those bought at a public auction.

LABEL: 1

SENTENCE","In France, art dealers are obliged by law to register all purchases except those bought at a public auction.

LABEL: 0

SENTENCE",0.4,0.4,0.4,0.44
24 people died in an airplane crash.," taken off from the city of Manaus, were among the dead. The plane was carrying a group of tourists from the United States, Canada, and Brazil.",". The plane was flying from the city of Manaus to the city of Santarem, in the northern state of Pará, when it crashed into the",0.0,0.06,0.3,0.11
"""Scarface"" is the nickname of Richard Harrison-Allen."," murder, was also jailed for life for the attempted murder of a second man, who was shot in the leg.

SENTENCE 2:
","ney, was jailed for life with a minimum term of 20 years at the Old Bailey on Friday.

SENTENCE 2:
A young gun",0.13,0.06,0.11,0.09
Zarubezhneft trades in oil.,"The report said that the companies had been involved in a scheme to sell oil to the United States at artificially low prices.

LABEL: 1

","The report also said that the companies had been involved in a scheme to manipulate the price of oil in the United States.

LABEL: 1

",0.14,0.14,0.15,0.17
Trade secrets were stolen.,"The defendants were arrested at the San Francisco International Airport (SFO) while they were attempting to fly to China.

LABEL: 1

S","The defendants were arrested at the San Francisco International Airport (SFO) while they were attempting to fly to China.

LABEL: 1

S",0.08,0.08,0.14,0.14
Organic fertilizers are used as soil enhancers.,"Westbridge manufactures certified organic fertilizers including liquid growth enhancers and biostimulants.

LABEL: 2

SENTENCE 1","Westbridge manufactures certified organic fertilizers including liquid growth enhancers and biostimulants.

LABEL: 1

SENTENCE 1",0.27,0.27,0.27,0.36
Dam building prevents life-threatening situations.,":
The optimal style of dam building is specific to the particular macroproject, the nature of the geophysical worksite (Anon., 2005) as well","

SENTENCE 2:
The optimal style of dam building is specific to the particular macroproject, the nature of the geophysical worksite (An",0.14,0.15,0.26,0.22
Deutsche Telekom sold T-Mobile USA.,"The German company has been looking for a buyer for its U.S. unit for some time.

LABEL: 2

SENTENCE 1","The German company has been looking for a buyer for its U.S. subsidiary for some time.

LABEL: 2

The dataset is available",0.0,0.0,0.09,0.19
Finland is the European country with the highest birth rate.,"The birth rate in Finland is high.

LABEL: 2

SENTENCE 1:
For a western European country, the birth rate in","The birth rate in Finland is high.

LABEL: 0

The task is to predict the label of SENTENCE 2.

The",0.47,0.27,0.32,0.22
A typhoon batters the Philippines.,"The typhoon was expected to weaken as it moved over land, the Hong Kong Observatory said.

LABEL: 2

SENTENCE 1:"," 2:
The typhoon was expected to weaken as it moved over land, but it was still forecast to bring heavy rain to the region.

LAB",0.16,0.13,0.09,0.22
A FEMA team is based in California.,The two rescuers who retrieved him are firefighters with a California-based FEMA team: J.D. Madden of Santa Clara and Eric Mij,The two rescuers who retrieved him are firefighters with a California-based FEMA team: J.D. Madden of Santa Clara and Eric Mij,0.2,0.2,0.44,0.44
The state attorney general claimed that the archdiocese engaged in a coverup.,"The resignation came amid recent allegations by Massachusetts' attorney general that the Boston archdiocese engaged in ""an elaborate scheme"" to keep quiet the issue of child sexual","The resignation came amid recent allegations by Massachusetts' attorney general that the Boston archdiocese engaged in ""an elaborate scheme"" to keep quiet the issue of child sexual",0.41,0.41,0.29,0.29
Sargent Dan Sakai was a colleague of John Hege.," is not known at this time.

SENTENCE 2:
The two officers were shot and killed by the suspect, who was later killed by police","

SENTENCE 2:
The two officers were shot in an exchange of gunfire while attempting to take the alleged shooter of the two officers into custody",0.06,0.06,0.23,0.19
British servicemen detained,"The Royal Navy servicemen being held captive by Iran are expected to be freed today.

LABEL: 1

SENTENCE 1:
The","The Royal Navy servicemen being held captive by Iran are expected to be freed today.

LABEL: 1

SENTENCE 1:
The",0.09,0.09,0.09,0.09
A female rabbit is called a doe.,"A male rabbit is called a buck and a female rabbit is called a doe, just like deer.

LABEL: 1

SENTENCE","A male rabbit is called a buck and a female rabbit is called a doe, just like deer.

LABEL: 0

SENTENCE",0.5,0.5,0.35,0.36
"According to a song, Barack Obama is Irish.","'re the man who will lead us to the promised land.""

SENTENCE 2:
The song was written by a man named John O'Le"," Barack Obama,"" the song goes.

SENTENCE 2:
A song proclaiming that United States president-elect Barack Obama is Irish has got more",0.12,0.4,0.25,0.4
A UFO might have been seen in Turkey.," public.

SENTENCE 2:
The UFO was seen by many people in the Bahçelievler district of Yenibosna in"," but this is the first time that a UFO has been seen in the Bahçelievler district.

SENTENCE 2:
On Wednesday night",0.23,0.33,0.3,0.22
Polio is under control in the world.,"The campaign was postponed because of violence in the country, the GPEI said.

LABEL: 2

SENTENCE 1:
The",":
The campaign was postponed in Cote d'Ivoire because of violence in the country, the GPEI said.

LABEL:",0.16,0.16,0.04,0.11
Falun Gong is a spiritual group.,"evil cult.""

SENTENCE 2:
The Chinese government's campaign against Falun Gong has been a failure.

The Chinese government's"," of its followers and all but destroyed its public presence.

SENTENCE 2:
The Chinese government has been accused of using a combination of torture,",0.23,0.07,0.25,0.07
300 people were killed in Mongolia.," was hit by a rubber bullet.

SENTENCE 2:
The Mongolian government has declared a state of emergency in the capital of Mongolia"," tear gas.

SENTENCE 2:
The Mongolian government has declared a state of emergency in the capital of Mongolia, Ulaan",0.14,0.16,0.19,0.18
Peru debates border region with Ecuador.,"The U.S. government has been criticized for its role in the Colombian drug war.

LABEL: 2

SENTENCE 1:","Ecuador has received short shrift in U.S. policy debates. Yet in recent years, significant public debate has taken place in Ecuador on the joint U",0.0,0.12,0.06,0.23
Reagan survived an attempted assassin's bullets.,"Reagan was seriously wounded by a bullet fired by John Hinckley Jr. in an attempted assassination.

LABEL: 1

SENT","Reagan was seriously wounded by a bullet fired by John Hinckley Jr. in an attempted assassination, but made a remarkably speedy recovery.

LAB",0.23,0.2,0.31,0.39
"With more than 220,000 refugees in Texas, Perry warned that his state was running out of room.","The governor said the state is working to find more space for the refugees.

LABEL: 1

SENTENCE 1:
The governor said","The governor said the state is working to build more shelters and to find more space for refugees.

LABEL: 1

SENTENCE 1:",0.1,0.1,0.38,0.18
Alfred Nobel invented dynamite in 1866.,"The Nobel Prize is awarded annually by the Royal Swedish Academy of Sciences, the Swedish Academy, the Norwegian Nobel Committee, the Karolinska Institute, the Swedish","The Nobel Prize in Physics is awarded annually by the Royal Swedish Academy of Sciences to scientists who have made outstanding contributions to the field of physics.

LABEL",0.06,0.12,0.15,0.05
Ostriches bury their heads in the sand.,"Ostriches put their heads into the sand to avoid the wind.

LABEL: 1

SENTENCE 1:
Ostric","Ostriches put their heads into the sand to avoid the wind.

LABEL: 0

SENTENCE 1:
Ostric",0.43,0.43,0.5,0.5
Hugh Jackman will play the magician Harry Houdini.," his performance.

SENTENCE 2:
Jackman plays Wolverine, a mutant who can regenerate his body and has a super-sharp"," X-Men team to back him up.

SENTENCE 2:
Hugh Jackman has done it all - almost. He's hosted the",0.07,0.21,0.17,0.22
Bosco Ntaganda is a general.," Court for war crimes and crimes against humanity.

SENTENCE 2:
""The rapidly mixed brigades of former enemies have been sent to the front",", and Bosco's former deputy, Mathieu Ngudjolo Chui, who was also promoted to the rank of general.

SENTENCE",0.0,0.17,0.17,0.15
The pope made the sign of the cross.,"The pope, who has been in poor health for years, was wheeled to a hospital window, where he blessed the crowd by making the sign of the cross","The 84-year-old pope was wheeled to a hospital window, and blessed the crowd by making the sign of the cross in clear gestures, as a",0.39,0.4,0.47,0.35
An Alzheimer patient was in Michigan for an assisted suicide.,"The machine, called the ""suicide machine,"" is a device that uses a combination of drugs and oxygen to induce a coma and then death.

LAB","Janet Elaine Adkins, 54, used a controversial machine to commit suicide in Michigan.

LABEL: 2

SENTENCE 1:
",0.06,0.15,0.16,0.23
The Top Quark is the last of six flavors of quarks predicted by the standard model theory of particle physics.,"The existence and mass of the top quark are not known.

LABEL: 2

SENTENCE 1:
The bet, which won him","The bet, which won him dinner for four, was regarding the existence and mass of the top quark, an elementary particle discovered in 1995.

LABEL",0.2,0.22,0.11,0.15
100 or more people lost their lives in a ferry sinking.," held responsible.

SENTENCE 2:
The new law was driven in part from a string of transport-related disasters in the late 1980s,"," in these disasters.

SENTENCE 2:
The drive towards this new law was driven in part from a string of transport-related disasters in the",0.12,0.11,0.07,0.25
Brent Frei quits ceo position.,"Onyx Software Corp. has named a new chief executive and chairman.

LABEL: 1

SENTENCE 1:
The company said Fre","Brent Frei, the co-founder of midmarket CRM vendor Onyx Software Corp., plans to step down as chief executive and chairman.

LAB",0.0,0.15,0.22,0.37
Hugo Chávez acts as Venezuela's president.,"The Venezuelan leader has been a vocal critic of the United States and its allies, and has used his country's oil wealth to fund his political agenda.
","As leaders gather in Argentina ahead of this weekends regional talks, Hugo Chávez, Venezuela's populist president is using an energy windfall to win friends and",0.06,0.34,0.38,0.25
Since 2002 Al-Qaida militants have tried to hit Western interests in Indonesia.,"The attacks have killed more than 200 people and wounded hundreds more.

LABEL: 1

SENTENCE 1:
The attacks have killed more","The militants have carried out a series of suicide bombings targeting Western interests in Indonesia since 2002.

LABEL: 1

SENTENCE 1:",0.06,0.35,0.27,0.37
France carried out more than 200 nuclear tests during 30 years.," the Pacific, between 1960 and 1996.  The tests were carried out by the French military and the French Atomic Energy Commission.  The tests were carried out in"," nuclear tests in the Pacific from 1960 to 1996.  The tests were carried out in the South Pacific, in the Indian Ocean and in the South Atlantic.  ",0.16,0.11,0.22,0.35
Fernando Henrique Cardoso is a Brazilian former Senate leader and Cabinet minister.," expected to win the presidency.

SENTENCE 2:
Although he won with the lowest majority ever tallied by the ruling party, 48.7"," Cardoso, the leftist candidate, is expected to win the presidency.

SENTENCE 2:
Although he won with the lowest majority ever tall",0.0,0.12,0.1,0.19
Cyanide is used in gold mining.,"The use of cyanide in mining operations is controversial.

LABEL: 1

SENTENCE 1:
The use of cyanide in mining","Gold mining operations in California and Nevada use cyanide to extract the precious metal.

LABEL: 0

SENTENCE 1:
Gold mining",0.32,0.23,0.44,0.38
Mawlavi Waqifi lived in the southeastern province of Khost.,"The rebels also killed Mawlavi Waqifi, a religious leader in the southeastern province of Khost.

LABEL: 1

","The rebels also killed Mawlavi Waqifi, a religious leader in the southeastern province of Khost, Hakimi said.

LAB",0.62,0.59,0.39,0.42
Smriti Kana Saha is a resident of Ranjat village.,"""The aftershocks were less in the past two months, but they seem to be starting again. We are really worried about the fate of these islands,""","
""The aftershocks were less in the past two months, but they seem to be starting again. We are really worried about the fate of these islands",0.06,0.06,0.27,0.27
Budapest consists of two principal parts that were merged in 1873.,"The Danube River flows through the city.

LABEL: 2

SENTENCE 1:
Budapest consists of two parts, Buda","Budapest is the capital of Hungary.

LABEL: 0

The task is to predict the label of SENTENCE 2.

The",0.36,0.13,0.41,0.2
Mitsui O.S.K is the owner of the Cayman Islands.," route from Mombasa, Kenya, to the port of Mogadishu, Somalia, when it was attacked.

SENTENCE 2:"," hull.

SENTENCE 2:
The ship, owned by Mitsui O.S.K. Lines and flagged in the Cayman",0.15,0.43,0.09,0.47
Starbucks is a US coffee giant.," months of the year.

SENTENCE 2:
Starbucks Corp. - hurt in recent quarters by the perception that its drinks are too pricey"," in the quarter ended June 30.

SENTENCE 2:
Consumers continued buying fewer lattes and coffees at Starbucks in its second",0.07,0.08,0.2,0.15
"Syria has 30,000 soldiers in 60% of Lebanon, and Israel controls an area in the south of 850 square kms.","Israel controls an area of about 850 square kilometres in the south of the Lebanese Republic, while Syria has about 30 thousand soldiers over two thirds of the Lebanese territory","Israel controls an area of about 850 square kilometres in the south of the Lebanese Republic, while Syria has about 30 thousand soldiers over two thirds of the Lebanese territory",0.31,0.31,0.7,0.7
Ashley Olsen plans a trip to Australia with Mary-Kate.,"Ashley Olsen has decided to remain with her twin sister, Mary-Kate, instead of going on a planned trip to Australia to promote the opening of the","Ashley Olsen has decided to remain with her twin sister, Mary-Kate, instead of going on a planned trip to Australia to promote the opening of the",0.32,0.32,0.33,0.33
private spaceship launches,"The privately owned spacecraft only got about 400 feet into space, according to radar measurements, but it was enough to confirm that it no longer takes a well-he","The privately owned spacecraft only got about 400 feet into space, according to radar measurements, but it was enough to confirm that it no longer takes a well-he",0.0,0.0,0.16,0.16
The Italian Prime Minister is Silvio Berlusconi.,"The government's reform program is expected to include a reduction in the corporate tax rate, a cut in the value-added tax and a reduction in the number of","Prime Minister Silvio Berlusconi was elected March 28 with a mandate to reform Italy's business regulations and pull the economy out of recession.
",0.11,0.26,0.08,0.48
Ebola Epidemic breaks out in Zaire.,"The World Health Organization (WHO) has said that the Ebola outbreak in the Democratic Republic of Congo (DRC) is now ""burning out"".

","The number of confirmed Ebola cases in Gabon has risen slightly to 26, while the number of cases in Congo Brazzaville has risen to 16.
",0.14,0.13,0.38,0.33
The United States produces spam.,"ammers.

SENTENCE 2:
The United States is the point of origin of over 42% of all spam.

SENTENCE 1","pot is a computer system that is set up to attract and trap spammers.

SENTENCE 2:
According to research done by an anti-",0.33,0.0,0.4,0.15
Glue-sniffing is common among youngsters.,"
SENTENCE 2:
""Glue sniffing"" is most common among teenagers. They generally grow out of it once other drugs such as alcohol and"," of age.

SENTENCE 2:
""Glue sniffing"" is most common among teenagers. They generally grow out of it once other drugs",0.36,0.38,0.37,0.45
Musharraf met Brown in London.,"os, Switzerland, and in Washington, D.C.

SENTENCE 2:
Pakistan's President Pervez Musharraf held talks with"," with the leaders of several countries in recent weeks, including the United States, China, and India, in an effort to improve relations with the West and to win",0.09,0.06,0.17,0.06
Dortmund is twinned with Glasgow.,"The city is twinned with Glasgow, Dortmund, Pleven, and Le Mans.

LABEL: 2

SENTENCE 1:","The city is twinned with Glasgow, Dortmund, Pleven, and Le Mans.

LABEL: 1

SENTENCE 1:",0.4,0.4,0.3,0.32
Pyongyang is the capital of North Korea.,"The North Korean government has been accused of trying to build a nuclear arsenal.

LABEL: 2

The North Korean government has been accused of trying","The North Korean government has been accused of trying to build a nuclear arsenal.

LABEL: 2

The dataset is provided in the form of a",0.19,0.19,0.38,0.12
Sondhi Limthongkul has been hit by more than 100 bullets.," for Democracy (PAD), and then opened fire on the vehicle.

SENTENCE 2:
The PAD leader was shot in the head and chest"," Mr Sondhi, who was not in the vehicle at the time, and then opened fire on the car.

SENTENCE 2:
S",0.0,0.06,0.28,0.27
Dodgers lose first game ever at Fenway,"The Yankees split Hollywood with something to feel OK about after last night's 5-4 loss to the Dodgers.

LABEL: 2

SENT","The Yankees split Hollywood with something to feel OK about after last night's 5-4 loss to the Dodgers.

LABEL: 2

SENT",0.07,0.07,0.09,0.09
Yemen's Islamic Jihad group was set up by old Afgan warriors in 1992.,"The Yemeni Islamic Jihad group emerged in 1992, and it is comprised of old warriors from Afghanistan.

LABEL: 1

SENTENCE","The Yemeni Islamic Jihad group emerged in 1992, and it is comprised of old warriors from Afghanistan.

LABEL: 0

SENTENCE",0.29,0.29,0.52,0.55
Ms. Miers was a leader of an evangelical church.,"She was a member of the church for more than 20 years, and her faith was a central part of her life.

LABEL: 2

","Ms. Miers' whole life was based in Dallas and revolved around her legal work, her family and an attachment to an evangelical church that led her to",0.24,0.33,0.14,0.29
RJR built factories in Turkey.,"The factory will be built in Turkey, and will produce cigarettes.

LABEL: 2

SENTENCE 1:
RJ Reynolds Tobacco announced","RJ Reynolds Tobacco announced yesterday that it plans to build a factory in Turkey to produce cigarettes by late 1993.

LABEL: 1

SENT",0.25,0.14,0.31,0.13
There is a territorial waters dispute.,"The Arab-Israeli conflict is a critical area of dispute in the Middle East.

LABEL: 2

SENTENCE 1:
Yes","Water is a critical area of dispute in the Arab-Israeli conflict; but given the current climate of peacemaking, and given the general war-",0.24,0.2,0.19,0.22
HIV-positive visitors take part in the 15th International AIDS Conference.,"The organizers of the 15th International AIDS Conference, scheduled for next month in Bangkok, Thailand, on Saturday responded to press reports that a prominent hotel in Bangkok discriminated","The organizers of the 15th International AIDS Conference, scheduled for next month in Bangkok, Thailand, on Saturday responded to press reports that a prominent hotel in Bangkok discriminated",0.26,0.26,0.2,0.2
Klaus Pohl is a German dramatist.,"ENCE 2:
The German people have been through a lot in the past few years.

LABEL: 1

SENTENCE 1:
"," East.

SENTENCE 2:
A collection of real-life testimonies by Klaus Pohl, one of Germany's most performed dramatists",0.08,0.16,0.27,0.34
The Dow Jones has gained points.,"IA has broken 14,000.

SENTENCE 2:
The Dow Jones Industrial Average (DJIA), one of the main stock indices in the"," closed at 13,975.10 points.

SENTENCE 2:
The Dow Jones Industrial Average (DJIA), one of the main stock",0.22,0.24,0.3,0.32
Metsamor nuclear reactor was shut down after the 1988 Armenian earthquake.," active region.

SENTENCE 2:
The plant is located in a seismically active region, which is why the Armenian government has been trying"," Armenia's electricity, is the only nuclear power plant in the region.

SENTENCE 2:
The country's aging nuclear facility that currently concerns",0.12,0.12,0.28,0.31
Chile has a female President.," Shekhawat.

SENTENCE 2:
Pratibha Patil is the first woman president of the Republic of India.

"," the number of votes received by her nearest rival, the Communist Party of India (Marxist) candidate, B.S. Yeddyurappa.",0.1,0.0,0.38,0.13
Three people committed suicide in jail.,"SENTENCE 2:
The government lawyers also argued that the inmates' suicide notes were not privileged because they were not written by the inmates' attorneys.
"," a list of items to be purchased at a hardware store.

SENTENCE 2:
In documents they filed with the U.S. District Court",0.07,0.07,0.23,0.2
The Ebro Delta is used for farming.,"The world's fast-growing thirst for water can only be met by purifying sea water as rivers and reservoirs become unable to meet demand, Spain said last week","The world's fast-growing thirst for water can only be met by purifying sea water as rivers and reservoirs become unable to meet demand, Spain said last week",0.11,0.11,0.19,0.19
There is a Marriott Hotel in London.,"ENTENCE 2:
The hotel is a popular place for foreigners to stay and a prominent enterprise in the city, despite a wave of violence the country suffers."," he stood.

SENTENCE 2:
The Marriott is a popular place for foreigners to stay and a prominent enterprise in the city, despite",0.18,0.21,0.32,0.26
There is a new U. S. law that bans e-mail.,"The case is the first to be prosecuted under a new U.S. law regulating unwanted e-mail.

LABEL: 2

SENT","The case is the first to be prosecuted under a new U.S. law regulating unwanted e-mail.

LABEL: 0

The model",0.5,0.48,0.42,0.23
Cage played Superman.,"Cage was to play the role in a film planned for the 1990s that never came to be.

LABEL: 2

SENTENCE","Cage was to play the role in a film planned for the 1990s that never came to be.

LABEL: 2

SENTENCE",0.08,0.08,0.17,0.17
The team studies hibernating mammals in Germany.,"The team say the hibernation was caused by a lack of food and water.

LABEL: 2

SENTENCE 3:
","The team say their study is the only report of prolonged hibernation in a tropical mammal.

LABEL: 2

The dataset is",0.16,0.21,0.13,0.22
"Six policemen and two soldiers were killed in a gunbattle, officials said.","The gunmen were believed to be members of the al-Shabab militant group, which has been fighting to overthrow the Somali government and impose its own","The gun battle erupted after police officers tried to arrest a man who was suspected of being involved in a shooting that killed a police officer and wounded another, the officials",0.05,0.14,0.18,0.51
"Hashemi Rafsanjani will face Tehran's hard-line mayor in Iran's first runoff presidential election ever, officials said Saturday.","The election will be held on June 17.

LABEL: 1

SENTENCE 1:
Iran will hold the first runoff presidential election","Iran will hold the first runoff presidential election in its history, between President Akbar Hashemi Rafsanjani and Tehran's hard-line mayor,",0.3,0.33,0.29,0.62
Edwin Hubble was an astronomer.,"Hubble was born in Marshfield, Missouri, in 1889.

LABEL: 1

SENTENCE 1:
Hubble was born in","Edwin Hubble was a famous astronomer who discovered the expansion of the universe.

LABEL: 1

SENTENCE 1:
The",0.19,0.35,0.25,0.21
All are deeply concerned about the damage of the Iraq war and are looking for ways to resolve it.," it.""

SENTENCE 2:
""The Herald is now pleased that Kennedy can vigorously pursue a re-examination of the Iraq war and how to"," Iraq war on our nation and our world.""

SENTENCE 2:
""The Herald is now pleased that Kennedy can vigorously pursue a re-examination",0.33,0.14,0.24,0.2
"To the south is Gellert Hill, which features the 19th-century Citadel.","The hill is crowned by a church, the Gellert Thermal Baths, and a statue of the Virgin Mary.

LABEL: 2
","The hill is crowned by the Gellert Baths, a complex of Roman and Turkish baths, and the Citadel, a medieval fortress.

LAB",0.25,0.29,0.18,0.39
"Playwright Miller, the Pulitzer Prize-winning author of 'Death of a Salesman', has died.","Miller, who won the Pulitzer Prize for 'Death of a Salesman' and the Nobel Prize for Literature, died in New York on March 2.
","Miller, the Pulitzer Prize-winning playwright whose most famous fictional creation,  Loman in 'Death of a Salesman' came to symbolize the American",0.47,0.5,0.61,0.37
