completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
The carrot left a hole.,"I stuck a pin through a carrot. When I pulled the pin out, it left a hole.

LABEL: 1

SENTENCE 3","I stuck a pin through a carrot. When I pulled the pin out, it left a hole.

LABEL: 1

SENTENCE 3",0.31,0.31,0.38,0.38
The sheep ended up looking more like dogs.,"Sam tried to paint a picture of shepherds with sheep, but they ended up looking more like dogs.

LABEL: 2

SENT","Sam tried to paint a picture of shepherds with sheep, but they ended up looking more like dogs.

LABEL: 2

SENT",0.48,0.48,0.36,0.36
The concert continued until 10.,"The rain started falling, and it continued until 10.

LABEL: 1

SENTENCE 3:
The rain stopped falling, and the","The rain started falling, and it continued until 10.

LABEL: 1

SENTENCE 1:
In the middle of the outdoor concert",0.33,0.32,0.34,0.32
The firemen were coming from so far away.,"The firemen arrived before the police because they were coming from so far away.

LABEL: 1

SENTENCE 3:
The fire","The firemen arrived before the police because they were coming from so far away.

LABEL: 1

SENTENCE 1:
The fire",0.57,0.57,0.39,0.39
I couldn't get the key in.,"I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn't get it in.

","I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn't get it in.

",0.3,0.3,0.43,0.43
Harry knew much less than Mark did.,"Mark was sure that Harry knew much less than he did.

LABEL: 2

SENTENCE 1:
Of one thing Mark was sure","Harry knew much less than he did.

LABEL: 2

SENTENCE 1:
Of one thing Mark was sure. Harry knew much",0.43,0.44,0.46,0.39
It did not seem possible that the prairie had ever been swept by the winds and snows of that hard winter.,The Dakota prairie lay so warm and bright under the shining sun that it did not seem possible that it had ever been swept by the winds and snows of,The Dakota prairie lay so warm and bright under the shining sun that it did not seem possible that it had ever been swept by the winds and snows of,0.63,0.63,0.57,0.57
The dog was hot.,"The dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because it was hot.","The dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because it was hot.",0.25,0.25,0.48,0.48
Frank was the winner of the competition.,"Frank felt vindicated when his longtime rival Bill revealed that he was the winner of the competition.

LABEL: 2

SENTENCE 3:","Bill is the winner of the competition.

LABEL: 2

SENTENCE 1:
Frank felt vindicated when his longtime rival Bill revealed",0.5,0.37,0.32,0.42
Joan made sure to thank Susan for all the help Susan had given.,"Joan made sure to thank Susan for all the help she had given.

LABEL: 2

SENTENCE 3:
Joan made","Susan had been a great help to Joan.

LABEL: 2

SENTENCE 1:
Joan made sure to thank Susan for",0.75,0.44,0.47,0.47
I couldn't hear the announcement.,"I was listening to the radio and I heard a train coming into the station.

LABEL: 1

SENTENCE 3:
I was","I was in the subway and I heard an announcement.

LABEL: 1

SENTENCE 1:
I was in the subway and I",0.15,0.22,0.14,0.42
John was very annoyed.,"John was doing research in the library when he heard a man humming and whistling. He was very annoyed.

LABEL: 2

S","John was doing research in the library when he heard a man humming and whistling. He was very annoyed.

LABEL: 2

S",0.31,0.31,0.34,0.34
She has loved the piece since she was a child.,"Mary took out her flute and played one of her favorite pieces. She has loved it since she was a child.

LABEL: 2

","Mary took out her flute and played one of her favorite pieces. She has loved it since she was a child.

LABEL: 2

",0.48,0.48,0.5,0.5
The map is very good.,"I'm sure that my map will show this building; it is very good.

LABEL: 2

SENTENCE 3:
I'm","I'm sure that my map will show this building; it is very good.

LABEL: 2

SENTENCE 1:
I'm",0.32,0.32,0.23,0.23
Carol believed that Rebecca regretted that Rebecca had stolen the watch.,"Rebecca regretted that she had stolen the watch.

LABEL: 2

SENTENCE 3:
Carol believed that Rebecca regretted that","Rebecca regretted that she had stolen the watch.

LABEL: 2

SENTENCE 1:
Carol believed that Rebecca regretted that",0.48,0.48,0.46,0.46
The doorway is too narrow.,"The table is too narrow to fit through the doorway.

LABEL: 2

SENTENCE 3:
The table is too narrow to fit","The table won't fit through the doorway because it is too narrow.

LABEL: 2

SENTENCE 1:
The table won't",0.38,0.38,0.52,0.35
The con artist would have lost a lot of money.,"If the con artist has succeeded in fooling Sam, he would have lost a lot of money.

LABEL: 1

SENTENCE 3","Sam is a con artist.

LABEL: 1

SENTENCE 1:
If the con artist has succeeded in fooling Sam, he",0.65,0.21,0.47,0.3
"The piano was broken, so he had to sing instead.","Sam pulled up a chair to the piano, but it was broken, so he had to sing instead.

LABEL: 2

SENTENCE","Sam pulled up a chair to the piano, but it was broken, so he had to sing instead.

LABEL: 2

SENTENCE",0.65,0.65,0.48,0.48
"When Fred first saw my father, Fred was twelve months old.","Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, he was twelve months old.

LABEL","Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, he was twelve months old.

LABEL",0.54,0.54,0.59,0.59
Lucy had studied so hard.,"Lucy did a lot better than her good friend Anna on the test because she had studied so hard.

LABEL: 1

SENTENCE","Lucy did a lot better than her good friend Anna on the test because she had studied so hard.

LABEL: 1

SENTENCE",0.37,0.37,0.39,0.39
Susan invited her to come out.,"Jane knocked on the door, and Susan answered it. She invited her to come out.

LABEL: 1

SENTENCE 3:
","Jane knocked on the door, and Susan answered it. She invited her to come out.

LABEL: 1

SENTENCE 1:
",0.48,0.48,0.35,0.36
We couldn't reach the lake.,"We couldn't reach the lake because the path was blocked.

LABEL: 2

SENTENCE 3:
We couldn't reach the lake","The path to the lake was blocked, so we couldn't reach it.

LABEL: 2

SENTENCE 1:
The path to",0.44,0.38,0.56,0.29
The jacket looks dowdy on her.,"I think it looks dowdy on her.

LABEL: 1

SENTENCE 3:
I think it looks dowdy on her.","I'm not sure what to do with this one.

LABEL: 1

SENTENCE 1:
I'm not sure what to do",0.33,0.0,0.68,0.35
Kirilov was more popular.,"SENTENCE 1:
Kirilov ceded the presidency to Shatov because he was more popular.

LABEL: 1

","SENTENCE 2 MUST EXACTLY match the instance in the dataset.

SENTENCE 2:
Kirilov ceded the presidency to",0.42,0.1,0.4,0.25
The lemon trees came out looking more like telephone poles.,"I tried to paint a picture of an orchard, with lemons in the lemon trees, but they came out looking more like telephone poles.

LAB","I tried to paint a picture of an orchard, with lemons in the lemon trees, but they came out looking more like telephone poles.

LAB",0.57,0.57,0.5,0.5
Martin is very successful.,"Martin envies Pete because he is very successful.

LABEL: 2

SENTENCE 3:
Pete envies Martin because he is","Martin is very successful.

LABEL: 2

SENTENCE 1:
Pete envies Martin because he is very successful.

",0.36,0.4,0.41,0.48
I carried the newspaper in my backpack to keep the newspaper dry.,"I carried the newspaper in my backpack to keep it dry.

LABEL: 2

SENTENCE 3:
I carried the newspaper in my","I was carrying the newspaper in my backpack to keep it dry.

LABEL: 2

SENTENCE 1:
I was carrying the newspaper",0.67,0.61,0.49,0.57
Pam and Paul were furious about it.,"Pam's parents came home and found her having sex with her boyfriend, Paul. They were furious about it.

LABEL: 1

S","Pam's parents came home and found her having sex with her boyfriend, Paul. They were furious about it.

LABEL: 1

S",0.48,0.48,0.41,0.41
"He had to be the life and soul of a dinner party, with the dinner party there all the time.","I sat there feeling rather like a chappie I'd once read about in a book, who murdered another cove and hid the body under the dining-","I sat there feeling rather like a chappie I'd once read about in a book, who murdered another cove and hid the body under the dining-",0.13,0.13,0.23,0.23
Now I have to get The tree removed.,"I have to get it removed.

LABEL: 2

SENTENCE 3:
I have to get it removed.

LABEL","I have to get it removed.

LABEL: 2

SENTENCE 1:
In the storm, the tree fell down and crashed through",0.4,0.43,0.48,0.41
He changed his mind and turned the TV off.,"Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring,","Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring,",0.11,0.11,0.49,0.49
The rain continued until 10.,"The rain started falling, and it continued until 10.

LABEL: 2

SENTENCE 3:
The rain stopped falling, and the","The rain started falling, and it continued until 10.

LABEL: 2

SENTENCE 1:
In the middle of the outdoor concert",0.42,0.4,0.42,0.29
Even one thread uncut will leave one thread too small.,"It is not easy to space buttonholes exactly the same distance apart, and it is very difficult to cut them precisely the right size. The tiniest slip","It is not easy to space buttonholes exactly the same distance apart, and it is very difficult to cut them precisely the right size. The tiniest slip",0.0,0.0,0.24,0.24
Adam was known to speak it fluently.,"Sam took French classes from Adam, because he was known to speak it fluently.

LABEL: 2

SENTENCE 3:
Sam","Sam took French classes from Adam, because he was known to speak it fluently.

LABEL: 2

SENTENCE 1:
Sam",0.54,0.54,0.43,0.43
Sid couldn't convince him.,"Mark:
I don't think you can convince me.

LABEL: 2

SENTENCE 1:
Sid explained his theory to","Mark:

SENTENCE 1:
Sid explained his theory to Mark but he couldn't convince him.

LABEL: 1

",0.17,0.45,0.29,0.46
We should make more of the oatmeal cookies.,"The oatmeal cookies were really good.

LABEL: 2

SENTENCE 3:
The chocolate chip cookies were really good.
","The oatmeal cookies were really good. The chocolate chip cookies were not so good.

LABEL: 2

SENTENCE 1:
",0.24,0.23,0.46,0.28
The bag of flour had to be moved first.,"The sack of potatoes had been placed below the bag of flour, so it had to be moved first.

LABEL: 2

SENTENCE","The sack of potatoes had been placed below the bag of flour, so it had to be moved first.

LABEL: 2

SENTENCE",0.58,0.58,0.32,0.32
Tommy's legs dangled.,"As Ollie carried Tommy up the long winding steps, his legs dangled.

LABEL: 2

SENTENCE 1:
As","Tommy was a very small boy.

LABEL: 2

SENTENCE 1:
As Ollie carried Tommy up the long winding",0.29,0.09,0.29,0.21
Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties Goodman faced in his research.,"Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his research.

LABEL: 2","The Spartan general Xenophanes was a man of great courage and determination.

LABEL: 2

SENTENCE 1:
Sam Goodman",0.91,0.36,0.76,0.37
Blaze took upon himself the feeding and care of the animal.,"Mark became absorbed in Blaze, the white horse. He was afraid the stable boys at the Burlington Stables struck at him and bullied him because he","Mark became absorbed in Blaze, the white horse. He was afraid the stable boys at the Burlington Stables struck at him and bullied him because he",0.16,0.16,0.23,0.23
Joe's uncle is 30 years older.,"Joe's uncle can still beat him at tennis, even though he is 30 years older.

SENTENCE 3:
Joe's uncle can still beat","Joe's uncle can still beat him at tennis, even though he is 30 years older.

LABEL: 2

SENTENCE 1:
",0.45,0.52,0.46,0.33
Mama had to hunt for a button.,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album,0.17,0.17,0.39,0.39
The cup was full.,"I poured water from the bottle into the cup until it was full.

LABEL: 2

SENTENCE 3:
I poured water from","I poured water from the bottle into the cup until it was full.

LABEL: 1

SENTENCE 1:
I poured water from",0.32,0.32,0.36,0.37
"Ethan was ""it"".","Ethan chased Luke because he was ""it"".

LABEL: 2

SENTENCE 3:
During a game of tag, Luke chased","Luke was ""it"" because he was the last one tagged.

LABEL: 2

SENTENCE 1:
During a game of tag",0.29,0.18,0.33,0.31
Joan was hungry.,"Jane gave Joan candy because she was hungry.

LABEL: 2

SENTENCE 3:
Jane gave Joan candy because she was hungry.","Jane gave Joan candy because she was hungry.

LABEL: 1

SENTENCE 1:
Jane gave Joan candy because she was hungry.",0.26,0.26,0.68,0.7
Edward no longer requires his financial support.,"Mr. Moncrieff visited Chester's luxurious New York apartment, thinking that it belonged to his son Edward. The result was that Mr. Moncrie","Mr. Moncrieff visited Chester's luxurious New York apartment, thinking that it belonged to his son Edward. The result was that Mr. Moncrie",0.07,0.07,0.25,0.25
Father gave Tommy a sympathetic look.,"When Tommy dropped his ice cream, Timmy giggled, so father gave him a sympathetic look.

LABEL: 2

SENTENCE 1","When Tommy dropped his ice cream, Timmy giggled, so father gave him a sympathetic look.

LABEL: 2

SENTENCE 1",0.4,0.4,0.32,0.32
The man was very annoyed.,"John was doing research in the library when he heard a man humming and whistling. He was very annoyed.

LABEL: 1

S","John was doing research in the library when he heard a man humming and whistling. He was very annoyed.

LABEL: 1

S",0.37,0.37,0.34,0.34
Even one thread uncut will leave the slip too small.,"It is not easy to space buttonholes exactly the same distance apart, and it is very difficult to cut them precisely the right size. The tiniest slip","It is not easy to space buttonholes exactly the same distance apart, and it is very difficult to cut them precisely the right size. The tiniest slip",0.11,0.11,0.32,0.32
Ann is nosy.,"Ann is a nosy person.

LABEL: 1

SENTENCE 3:
Susan is a nosy person.

LAB","Susan knows all about Ann's personal problems because she is nosy.

LABEL: 1

SENTENCE 3:
Susan knows",0.33,0.29,0.5,0.33
Even one thread uncut will leave the scissors too small.,"It is not easy to space buttonholes exactly the same distance apart, and it is very difficult to cut them precisely the right size. The tiniest slip","It is not easy to space buttonholes exactly the same distance apart, and it is very difficult to cut them precisely the right size. The tiniest slip",0.05,0.05,0.24,0.24
The cloud was out.,"The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, it was out.

LABEL: 1","The picnic was held in the park.

LABEL: 1

SENTENCE 1:
The sun was covered by a thick cloud all morning",0.3,0.16,0.26,0.33
"The stars were very cooperative, so the interview lasted for a long time.","The journalists interviewed the stars of the new movie. They were very cooperative, so the interview lasted for a long time.

LABEL: 2

","The journalists interviewed the stars of the new movie. They were very cooperative, so the interview lasted for a long time.

LABEL: 2

",0.72,0.72,0.57,0.57
The city councilmen feared violence.,"The city councilmen refused the demonstrators a permit because they feared violence.

LABEL: 2

SENTENCE 3:
The city council","The city councilmen refused the demonstrators a permit because they feared violence.

LABEL: 2

SENTENCE 1:
The city council",0.42,0.42,0.36,0.36
Anne's daughter is a very charming woman.,"Anne gave birth to a daughter last month. She is a very charming woman.

LABEL: 1

SENTENCE 3:
Anne gave","Anne gave birth to a daughter last month. She is a very charming woman.

LABEL: 1

SENTENCE 3:
Anne gave",0.5,0.5,0.27,0.27
Jackson lived two centuries later.,"Arnold was a great composer, but he was not greatly influenced by Jackson.

LABEL: 2

SENTENCE 3:
Jackson was","Arnold was a great composer, but he was not a great musician.

LABEL: 0

SENTENCE 1:
The first time",0.08,0.0,0.16,0.15
It was a fine selection of Shakespeare's writing.,"This book introduced Shakespeare to Ovid; it was a fine selection of his writing.

LABEL: 1

SENTENCE 3:
This","This book introduced Shakespeare to Ovid; it was a fine selection of his writing.

LABEL: 1

SENTENCE 1:
This",0.5,0.5,0.35,0.37
The father carried the sleeping boy in the father's bassinet.,"The boy was carried in his father's bassinet.

LABEL: 1

SENTENCE 3:
The boy was carried in his father","The father carried the sleeping boy in his bassinet.

LABEL: 1

SENTENCE 1:
The father carried the sleeping boy in",0.39,0.58,0.44,0.5
"Dan took the rear seat while Bill claimed the front because Dan's ""Dibs!"" was quicker.","Dan took the rear seat while Bill claimed the front because his ""Dibs!"" was quicker.

LABEL: 1

SENTENCE 3","Bill took the rear seat while Dan claimed the front because his ""Dibs!"" was quicker.

LABEL: 1

SENTENCE 3",0.8,0.69,0.61,0.6
Martin is very successful.,"Martin envies Pete although he is very successful.

LABEL: 1

SENTENCE 3:
Pete envies Martin although he is","Martin is a very successful man.

LABEL: 1

SENTENCE 3:
Martin is a very successful man.

LABEL",0.36,0.38,0.44,0.6
Harry knew much less than Harry did.,"Mark was sure that Harry knew much less than he did.

LABEL: 1

SENTENCE 1:
Of one thing Mark was sure","Harry knew much less than he did.

SENTENCE 1:
Of one thing Mark was sure. Harry knew much less than he did.
",0.43,0.48,0.47,0.64
Uncle Vernon couldn't very well marry without his approval,"Chester was dependent on Uncle Vernon, so he couldn't very well marry without his approval

LABEL: 1

SENTENCE 3:
","He was dependent on Uncle Vernon, so he couldn't very well marry without his approval

LABEL: 1

SENTENCE 1:
Since",0.67,0.65,0.42,0.29
Thomson had been dead for five years.,"Thomson visited Cooper's grave in 1765. At that date he had been dead for five years.

LABEL: 1

SENTENCE","Thomson visited Cooper's grave in 1765. At that date he had been dead for five years.

LABEL: 1

SENTENCE",0.52,0.52,0.27,0.27
Mark should have been more skeptical.,"Mark told Pete many lies about himself, which Pete included in his book. He should have been more skeptical.

LABEL: 1

SENT","Mark told Pete many lies about himself, which Pete included in his book. He should have been more skeptical.

LABEL: 1

SENT",0.43,0.43,0.39,0.39
"The meeting was delayed, so it worked out.","I was late for my meeting, so I had to catch the train at 4:30.

LABEL: 1

SENTENCE 3:","I was late for my meeting, so I had to catch the train at 4:30.

LABEL: 1

SENTENCE 1:",0.14,0.14,0.28,0.27
The foxes have gotten very nervous.,"The foxes are getting in at night and attacking the chickens. They have gotten very nervous.

LABEL: 1

SENTENCE 3:","The foxes are getting in at night and attacking the chickens. They have gotten very nervous.

LABEL: 1

SENTENCE 3:",0.46,0.46,0.44,0.44
The butterfly wing broke.,"I put the butterfly wing on the table and it broke.

LABEL: 2

SENTENCE 3:
I put the butterfly wing on","I put the butterfly wing on the table and it broke.

LABEL: 2

SENTENCE 1:
I put the butterfly wing on",0.32,0.32,0.41,0.42
Fred and Alice were not prepared for the cold in Alaska.,"Fred and Alice had very warm down coats, but they were not prepared for the cold in Alaska.

LABEL: 2

SENTENCE 3","They were not prepared for the cold in Alaska.

LABEL: 2

SENTENCE 1:
Fred and Alice had very warm down coats",0.67,0.5,0.47,0.51
Tom wouldn't have to walk.,"Ralph was a good friend of Tom's.

LABEL: 1

SENTENCE 3:
Tom and Ralph were good friends.
","Ralph

Ralph

Ralph

Ralph

Ralph

Ralph

Ralph

Ralph

",0.08,0.0,0.44,0.06
The refrigerator has a lot of leftovers in it.,"I put the cake away in the refrigerator. It has a lot of leftovers in it.

LABEL: 2

SENTENCE 3:","I put the cake away in the refrigerator. It has a lot of leftovers in it.

LABEL: 2

SENTENCE 1:",0.62,0.62,0.44,0.44
Mark couldn't convince him.,"Mark:
I don't think you can convince me.

LABEL: 1

SENTENCE 3:
Sid's theory is wrong","Mark:
I don't think so.

SENTENCE 1:
Sid explained his theory to Mark but he couldn't convince him.
",0.26,0.4,0.41,0.55
I took the water bottle out of the backpack so that the water bottle would be handy.,"I took the water bottle out of the backpack so that it would be handy.

LABEL: 2

SENTENCE 3:
I took","I took the water bottle out of the backpack so that it would be handy.

LABEL: 1

SENTENCE 1:
I took",0.74,0.74,0.43,0.44
The worm was tasty.,"The fish ate the worm. It was tasty.

LABEL: 2

SENTENCE 3:
The fish ate the worm. It was","The fish ate the worm. It was tasty.

LABEL: 1

SENTENCE 1:
The fish ate the worm. It was",0.35,0.35,0.48,0.5
Andrea could see the landing strip.,"As Andrea in the crop duster passed over Susan, she could see the landing strip.

LABEL: 2

SENTENCE 1:
","The train split of the glue dataset is provided in the following directory:

/home/peng/glue/glue/train/

",0.48,0.08,0.3,0.21
Susan could see the landing strip.,"As Andrea in the crop duster passed over Susan, she could see the landing strip.

LABEL: 1

SENTENCE 3:
","The train split of the glue dataset is provided in the following format:

SENTENCE 1:
As Andrea in the crop duster passed over Susan",0.48,0.07,0.25,0.19
Lionel plans to use it on Geoffrey and send Geoffrey to steal nuclear material from an army vault.,"Lionel is holding captive a scientist, Dr. Vardi, who has invented a device that turns animals invisible; Lionel plans to use it on Geoffrey","Lionel is holding captive a scientist, Dr. Vardi, who has invented a device that turns animals invisible; Lionel plans to use it on Geoffrey",0.33,0.33,0.43,0.43
Shatov was more popular.,"SENTENCE 1:
Kirilov ceded the presidency to Shatov because he was more popular.

LABEL: 2

","SENTENCE 2 MUST EXACTLY match the instance in the dataset.

SENTENCE 2:
Kirilov ceded the presidency to",0.42,0.0,0.37,0.22
The government official was less than 21 when he filed for a homestead claim.,"Bernard, who had not told the government official that he was less than 21 when he filed for a homestead claim, did not consider that he had done anything","The government official who had not told Bernard that he was less than 21 when he filed for a homestead claim could take his claim away from him.

LAB",0.65,0.65,0.51,0.48
Alice stroked her hair and let the child weep.,"Mama came over and sat down beside Alice. Gently she stroked her hair and let the child weep.

LABEL: 1

","""

SENTENCE 1:
Mama came over and sat down beside Alice. Gently she stroked her hair and let the child weep",0.62,0.62,0.47,0.57
"Since Jade always has good luck, Alice spotted her quickly.","Alice looked for her friend Jade in the crowd. Since she always has good luck, Alice spotted her quickly.

LABEL: 1

","Alice looked for her friend Jade in the crowd. Since she always has good luck, Alice spotted her quickly.

LABEL: 1

",0.58,0.58,0.57,0.57
"He had to be the life and soul of a dinner party, with the body there all the time.","I sat there feeling rather like a chappie I'd once read about in a book, who murdered another cove and hid the body under the dining-","I sat there feeling rather like a chappie I'd once read about in a book, who murdered another cove and hid the body under the dining-",0.17,0.17,0.28,0.28
The mouse was too impatient.,"The cat was lying by the mouse hole waiting for the mouse, but it was too impatient.

LABEL: 1

SENTENCE 3:","The cat was lying by the mouse hole waiting for the mouse, but it was too impatient.

LABEL: 1

SENTENCE 3:",0.38,0.38,0.33,0.33
We should make more of the chocolate chip cookies.,"The oatmeal cookies were really good.

LABEL: 1

SENTENCE 2:
The chocolate chip cookies were really good.
","The oatmeal cookies were really good. The chocolate chip cookies were not so good.

LABEL: 1

SENTENCE 1:
",0.31,0.3,0.46,0.31
Jim signaled the barman and gestured toward Jim's bathroom key.,"The barman took the key and opened the door.

LABEL: 1

SENTENCE 3:
Jim entered the bathroom and closed the","The barman took the key and opened the door.

LABEL: 1

SENTENCE 3:
The barman took the key and",0.32,0.27,0.3,0.3
He heard Mr. Singer calling for the captain.,"The captain and all his crew had best stay in the cabin until the work was over.

LABEL: 2

SENTENCE 3:
","

SENTENCE 2:
The captain and all his crew had best stay in the cabin until the work was over.

SENTENCE 1",0.14,0.14,0.14,0.35
The shelf was too tall.,"I couldn't put the pot on the shelf because it was too tall.

LABEL: 1

SENTENCE 3:
I couldn't","I couldn't put the pot on the shelf because it was too tall.

LABEL: 1

SENTENCE 3:
I couldn't",0.38,0.38,0.31,0.31
The juggler was very impressive.,"John was jogginging through the park when he saw a man juggling watermelons. He was very impressive.

LABEL: 2

","John was jogginging through the park when he saw a man juggling watermelons. He was very impressive.

LABEL: 2

",0.33,0.33,0.32,0.32
The witness was reluctant to answer it.,"The lawyer asked the witness a question, but he was reluctant to answer it.

LABEL: 2

SENTENCE 3:
The lawyer","The lawyer asked the witness a question, but he was reluctant to answer it.

LABEL: 2

SENTENCE 1:
The lawyer",0.52,0.52,0.39,0.39
Susan told her about it.,"Susan knew that Ann's son had been in a car accident, because she told her about it.

LABEL: 1

SENTENCE","Susan knew that Ann's son had been in a car accident, because she told her about it.

LABEL: 1

SENTENCE",0.38,0.38,0.32,0.32
Chester couldn't very well marry without his approval,"Chester was dependent on Uncle Vernon, so he couldn't very well marry without his approval

LABEL: 2

SENTENCE 3:
","He was dependent on Uncle Vernon, so he couldn't very well marry without his approval

LABEL: 2

SENTENCE 1:
He",0.62,0.53,0.42,0.24
The opponents were very much in the majority.,"The sponsors of the bill were surprised to find that the room was full of opponents. They were very much in the majority.

LABEL: 2
","The sponsors of the bill were surprised to find that the room was full of opponents. They were very much in the majority.

LABEL: 2
",0.48,0.48,0.47,0.47
Billy cried because Toby wouldn't share Toby's toy.,"Toby didn't want to share his toy.

LABEL: 2

SENTENCE 3:
Billy cried because Toby wouldn't","Toby didn't want to share his toy.

LABEL: 0

SENTENCE 1:
Billy cried because Toby wouldn't",0.43,0.43,0.45,0.44
The judges were so stupid.,"The judges couldn't figure out which respondents were the chatbots because they were so stupid.

LABEL: 2

SENTENCE 3:","The judges couldn't figure out which respondents were the chatbots because they were so stupid.

LABEL: 2

SENTENCE 1:",0.4,0.4,0.27,0.26
The table was made of steel.,"The large ball crashed right through the table because it was made of steel.

LABEL: 1

SENTENCE 3:
The large ball","The large ball crashed right through the table because it was made of steel.

LABEL: 1

SENTENCE 1:
The large ball",0.44,0.44,0.33,0.34
His friend Henry let him stack the beans in his barn where they would dry.,"Grant worked hard to harvest his beans so he and his family would have enough to eat that winter, His friend Henry let him stack them in his barn where they","Grant worked hard to harvest his beans so he and his family would have enough to eat that winter, His friend Henry let him stack them in his barn where they",0.48,0.48,0.49,0.49
Jane was out.,"Jane knocked on Susan's door, but there was no answer. She was out.

LABEL: 1

SENTENCE 3:
Jane","Susan was out.

SENTENCE 3:
Jane knocked on Susan's door, but there was no answer. She was out.

",0.27,0.27,0.35,0.52
Jane invited her to come in.,"Jane knocked on the door, and Susan answered it. She invited her to come in.

LABEL: 1

SENTENCE 3:
","Jane knocked on the door, and Susan answered it. She invited her to come in.

LABEL: 1

SENTENCE 1:
",0.48,0.48,0.36,0.37
The doorway is too wide.,"The table is too wide to fit through the doorway.

LABEL: 1

SENTENCE 3:
The table is too wide to fit","The table won't fit through the doorway because it is too wide.

LABEL: 1

SENTENCE 1:
The table won't",0.38,0.38,0.53,0.37
Those occasions stood out as red-letter days for father.,"The following is a list of the red-letter days in Henry's life.

1.

2.

3.

4.","The detective was a man of medium height, with a thin, sharp face, and a pair of keen, penetrating eyes. He was dressed in a dark suit",0.21,0.0,0.48,0.24
Sam would have lost a lot of money.,"If the con artist has succeeded in fooling Sam, he would have lost a lot of money.

LABEL: 2

SENTENCE 3","Sam is a con artist.

LABEL: 2

SENTENCE 1:
If the con artist has succeeded in fooling Sam, he",0.55,0.15,0.37,0.28
"His father's disciple, Antonio, takes Larry under his wing, and quickly molds Larry's father into a drug runner.",Antonio's gang is a criminal organization that operates in the New York City area. Antonio's gang is a criminal organization that operates in the New York City area," 2

SENTENCE 2:
Larry, a timid teen-ager, lives with his widowed mother in a Brooklyn housing project. Larry",0.16,0.15,0.62,0.23
Frank was the winner of the competition.,"Frank felt crushed when his longtime rival Bill revealed that he was the winner of the competition.

LABEL: 1

SENTENCE 3:
","Bill is the winner of the competition.

LABEL: 1

SENTENCE 3:
Frank was crushed when he heard that Bill was the",0.5,0.36,0.3,0.27
He lowered his hands when the wind stopped.,"The wind was blowing sand around.

SENTENCE 1:
Fred covered his eyes with his hands, because the wind was blowing sand around. He","The wind was blowing sand around.

LABEL: 2

SENTENCE 1:
The wind was blowing sand around.

LABEL",0.26,0.16,0.49,0.52
Folks said he died just to be ride of the folks' everlasting nagging.,The Wainwrights treated Mr. Crowley like a prince until he made his will in their favor; then they treated him like dirt. Folks said,The Wainwrights treated Mr. Crowley like a prince until he made his will in their favor; then they treated him like dirt. Folks said,0.11,0.11,0.32,0.32
The father carried the sleeping boy in the boy's arms.,"The boy was asleep.

LABEL: 1

SENTENCE 3:
The boy was asleep.

LABEL: 0

","The father carried the sleeping boy in his arms.

LABEL: 1

SENTENCE 3:
The father carried the sleeping boy in his",0.32,0.56,0.44,0.48
You can see the garden through the wall.,"The garden is a beautiful place.

LABEL: 1

SENTENCE 3:
The garden is a beautiful place.

LABEL","The garden is a beautiful place.

LABEL: 1

SENTENCE 1:
There is a gap in the wall. You can see",0.24,0.29,0.5,0.38
Archaeologists hunted for deer on the river banks.,"The river banks were covered with trees.

LABEL: 1

SENTENCE 3:
The river banks were covered with trees.

","The river banks were covered with deer.

LABEL: 1

SENTENCE 3:
The river banks were covered with deer.

",0.23,0.31,0.45,0.52
Susan told her about it.,"Susan knew that Ann's son had been in a car accident, so she told her about it.

LABEL: 2

SENTENCE","Susan knew that Ann's son had been in a car accident, so she told her about it.

LABEL: 2

SENTENCE",0.38,0.38,0.4,0.4
The man subtracted that amount from the man's wages.,Then Dad figured out how much the man owed the store; to that he added the man's board-bill at the cook-shanty. He subtracted,"The man's board-bill at the cook-shanty was $2.00.

SENTENCE 1:
Then Dad figured out how",0.33,0.21,0.34,0.27
The teller was immediately taken to the hospital.,"The customer was arrested and charged with attempted murder.

LABEL: 2

SENTENCE 3:
The customer was released on bail.
","The customer walked into the bank and stabbed one of the tellers. He was immediately taken to the hospital.

LABEL: 2

SENT",0.22,0.47,0.3,0.35
