completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
I hope that no key parties take steps to address problems.,"I hope that all key parties will take the necessary steps to address any real and perceived problems that serve to undercut public trust and confidence.

SENT","I hope that all key parties will take the necessary steps to address any real and perceived problems that serve to undercut public trust and confidence.

LABEL",0.53,0.53,0.5,0.45
I think it would be a lot more work and it wouldn't turn out as good,"it would probably be a lot more work and probably not turn out as good

LABEL: 1

SENTENCE 3:
it would probably","it would probably be a lot more work and probably not turn out as good

LABEL: 1

SENTENCE 1:
it would probably",0.62,0.62,0.48,0.5
People sacrifice their lives for farmers and slaves.,"Because we are the only ones who can save them.

LABEL: 2

SENTENCE 3:
We are the only ones who can","I am a slave.

LABEL: 2

SENTENCE 1:
I am a slave.

LABEL: 1

",0.0,0.0,0.3,0.38
The analysis can't be done by humans ,"This step of the analysis employs complex computer models that simulate the transport and transformation of emitted pollutants in the atmosphere.

LABEL: 2

SENT","The computer models are used to simulate the transport and transformation of emitted pollutants in the atmosphere.

LABEL: 2

SENTENCE 1:
",0.12,0.07,0.12,0.03
Plus I love to get my groove on.,"plus i like to dance you know

LABEL: 2

SENTENCE 3:
plus i like to dance you know

LABEL","i like to dance you know

LABEL: 2

SENTENCE 1:
i like to dance you know

LABEL: 1",0.22,0.15,0.62,0.5
Denominations can make use of one church for the good of the community.,"The church is a place where people can worship God.

LABEL: 2

SENTENCE 3:
Sometimes more than one denomination shares","The church of the Holy Spirit is the church of the Lord Jesus Christ.

LABEL: 2

SENTENCE 1:
The church of",0.12,0.24,0.32,0.21
Jon grabbed the man and yelled at him.,"The man twisted Jon's wrist.

LABEL: 2

SENTENCE 3:
The man twisted Jon's wrist.

LABEL","The man twisted Jon's wrist.

LABEL: 2

SENTENCE 1:
The man twisted Jon's wrist.

LABEL",0.24,0.24,0.49,0.47
This helps workers understand the restoration of the program's long term goals.,"The following is a list of the most common reasons for the program's long-term solvency problems.

LABEL: 1

SENT","The program's long-term solvency will be restored by a combination of revenue increases and benefit reductions.

LABEL: 1

SENT",0.41,0.29,0.3,0.31
We're concerned about emissions reducing too quickly. ,"We are concerned that the significant emissions reductions are required too quickly.

SENTENCE 2 is a response to SENTENCE 1.

SENT","The United States is the world's largest producer of oil and natural gas.

LABEL: 1

SENTENCE 1:
The United States",0.34,0.0,0.55,0.26
I really love to. ,"um well i hate to yes i do

SENTENCE 3:
um well i hate to yes i do

LABEL: 3

","i hate to yes i do

SENTENCE 1:
um well i hate to yes i do

LABEL: 2

SENT",0.17,0.17,0.49,0.41
"""Okay,"" I agreed breezily. ","I exclaimed, astonished.

A:

I exclaimed, astonished.

I exclaimed, astonished.

I exclaimed, astonished.

","I exclaimed, astonished.

LABEL: 1

SENTENCE 1:
No, I exclaimed, astonished. 

LABEL: 2",0.12,0.12,0.63,0.51
Some tobacco executives told Congress nicotine is not addictive.,"The tobacco executives who told Congress they didn't consider nicotine addictive might now be prosecuted for fraud and perjury.

LABEL: 1

SENT","The tobacco executives who told Congress they didn't consider nicotine addictive might now be prosecuted for fraud and perjury.

LABEL: 1

SENT",0.38,0.38,0.35,0.35
Liberal journalists also wrote about this case.,"the Supreme Court, the Court has

LABEL: 2

A.

B.

C.

D.

E","the Supreme Court, the Court ruled that the

LABEL: 2

SENTENCE 1:
The Court ruled that the

LABEL",0.0,0.0,0.06,0.47
I am denying I am a member of the club of Old Geezers.,"I am a member of the club of Old Geezers.

SENTENCE 3:
I am not a member of the club of Old","I am asserting my membership in the club of Old Geezers.

SENTENCE 1:
I am asserting my membership in the club of",0.63,0.4,0.42,0.49
Critics lauded their work.,"The collaboration between two of the '90s' most acclaimed jazz saxophonists.

LABEL: 1

SENTENCE 3:
","The two saxophonists are:

1.

2.

3.

4.

5.

6.",0.0,0.0,0.19,0.17
"No matter how windy it is, you won't notice as you ski adjacent to the forty foot cliffs around Possum Kingdom.",yeah its too open yeah and there's uh they have got some forty to fifty foot high cliffs around Possum Kingdom and you just get up and ski uh,yeah its too open yeah and there's uh they have got some forty to fifty foot high cliffs around Possum Kingdom and you just get up and ski uh,0.23,0.23,0.44,0.44
They were consistently whipped on their backs.,"The whip was used to punish slaves.

LABEL: 2

SENTENCE 3:
The whip was used to punish slaves.

","The whip cracked down on the backs of the slaves.

LABEL: 2

SENTENCE 1:
The whip cracked down on the backs",0.0,0.14,0.58,0.54
There are no paper butterflies and birds in the kampung workshops.,"In kampung workshops you can watch fantastic birds and butterflies being made of paper (and increasingly, nowadays, of plastic, too) drawn over strong,","In kampung workshops you can watch fantastic birds and butterflies being made of paper (and increasingly, nowadays, of plastic, too) drawn over strong,",0.18,0.18,0.42,0.42
It was 37 degrees last night.,"i'm not sure what the overnight low was

SENTENCE 1:
i'm not sure what the overnight low was

SENTENCE 2","i'm not sure what the overnight low was

LABEL: 2

SENTENCE 1:
i'm not sure what the overnight low was",0.07,0.07,0.65,0.59
Coupon collecting helps consumers feel more in control.,"The typical member of the co-op

LABEL: 2

SENTENCE 1:
Think of it this  When consumer confidence declines,","The co-op is a consumer cooperative, a type of business organization that is owned by its members.

LABEL: 2

SENTENCE",0.0,0.0,0.16,0.1
Dave was paying the speaker lots of attention.,"I was your age, I already had....""  Dave wasn't listening any longer.

A:

I think you're looking for a ""double","""

SENTENCE 2:
Why, when I was your age, I already had....""  Dave wasn't listening any longer.

LAB",0.07,0.08,0.23,0.26
Everyone would believe whatever Jim Lehrer said.,"Jim Lehrer is a very credible person.

LABEL: 2

SENTENCE 3:
Jim Lehrer is a very credible","The credibility of Jim Lehrer is a vital factor.

LABEL: 2

SENTENCE 1:
The credibility of Jim Leh",0.17,0.16,0.45,0.38
Currently you can only book activities with Black Sea Boating.,"All the Eilat activities can be booked through Red Sea Sports (see Scuba Diving, below).

LABEL: 1

SENT","All the Eilat activities can be booked through Red Sea Sports (see Scuba Diving, below).

LABEL: 2

SENT",0.14,0.14,0.18,0.19
 I will be assuming that the 6.0a cost of the Postal Service to take the mail from basic to workshared condition is constant.,The cost of the Postal Service to take the mail from basic to workshared condition is constant as limited quantities of mail move back and forth between basic and works,"

SENTENCE 2:

SENTENCE 2:

SENTENCE 2:

SENTENCE 2:

SENT",0.63,0.0,0.6,0.13
"The cycle never really started on purpose, it just happened and now it needs to keep going.","The cycle of activity is:

1.

2.

3.

4.

5.

6.

","The following is a list of the most common internal controls.

LABEL: 2

SENTENCE 1:
The following is a list of",0.14,0.05,0.38,0.18
A member can receive promotional items for traveling.,(k) Promotional items a member receives as a consequence of using travel or transportation services procured by the United States or accepted pursuant to 31 U.S,(j) Promotional items a member receives as a consequence of using travel or transportation services procured by the United States or accepted pursuant to 31 U.S,0.11,0.11,0.4,0.42
The work deals with large companies.,"GAO secures all information obtained during the course of its work.

SENTENCE 2 is a logical consequence of SENTENCE 1.

","The information obtained during the course of its work is secured by GAO.

LABEL: 2

SENTENCE 1:
The information obtained",0.15,0.15,0.3,0.26
But how do you know when a choice is good or bad?,"but how do you know  the good from the bad

LABEL: 1

SENTENCE 3:
but how do you know  the","the good from the bad

LABEL: 1

SENTENCE 3:
the good from the bad

LABEL: 0

",0.44,0.14,0.32,0.4
Steep GDP decline in recent years has been contributed to increased investment.,"The increased investment has contributed to higher GDP growth in recent years, and the stronger economy should help in servicing the debt owed to foreigners.

SENT","The increased investment has contributed to higher GDP growth in recent years, and the stronger economy should help in servicing the debt owed to foreigners.

LABEL",0.26,0.26,0.39,0.36
Difficulty of reporting standards can be a huge obstacle for this business model.,"Regulators may not be totally supportive of a more comprehensive business model because they are concerned that the information would be based on a lot of judgment and, therefore,","The regulators are concerned that the information would be based on a lot of judgment and, therefore, lack of precision, which could make enforcement of reporting standards difficult.",0.19,0.15,0.37,0.49
It can entail prospective and retrospective designs.,"It can entail prospective and retrospective designs and it permits synthesis of many individual case studies undertaken at different times and in different sites.

LABEL: 1
","The study was conducted in a single site and the design was prospective.

LABEL: 1

SENTENCE 1:
The study was conducted",0.42,0.07,0.51,0.39
The departures help them take advantage of the high cost of living in other areas.,"12 The cost of living in the United States is lower than in other countries.

LABEL: 3

SENTENCE 3:
13 The","12

SENTENCE 2 MUST EXACTLY match the instance in the dataset.

SENTENCE 2 MUST NOT contain any of the following:",0.33,0.17,0.25,0.21
Most of the people who requested a live testimony ended up being dissapointed. ,"The public hearings were held on the following dates:

SENTENCE 1:
All requests to provide live testimony at one of the two public hearings were","The hearing was held on the following dates:

SENTENCE 1:
All requests to provide live testimony at one of the two public hearings were granted",0.16,0.16,0.36,0.39
The party sought to establish ties with the United States.,"The party's broad aims were to support capitalist policies and to continue close ties with Britain and the rest of the Commonwealth.

LABEL: 2

","The party's broad aims were to support capitalist policies and to continue close ties with Britain and the rest of the Commonwealth.

LABEL: 2

",0.34,0.34,0.43,0.43
The administration is under constant investigation.,"The political culture changes drastically.

LABEL: 1

SENTENCE 3:
The independent prosecutors will be able to investigate the administration of the","The political culture of the United States has changed dramatically since the election of Donald Trump.

LABEL: 1

SENTENCE 1:
Unless",0.15,0.07,0.29,0.07
"I am aware, madam, of how you feel.","I understand, mademoiselle, I understand all you feel.

LABEL: 1

SENTENCE 3:
I understand, m","I understand, mademoiselle, I understand all you feel.

LABEL: 1

SENTENCE 1:
I understand, m",0.26,0.26,0.35,0.37
There are federal audit entities that use GAO' system.,"The Federal Information System Controls Audit Manual (FISCAM) is a guide for federal agencies to use in evaluating their computer-related controls.

LAB","The Federal Information System Controls Audit Manual (FISCA) is a guide for federal agencies to use in evaluating their computer-related controls.

LAB",0.19,0.19,0.35,0.36
Slate's publishing schedule will be altered next week.,"The third and last of our traditional summer weeks off.

LABEL: 1

SENTENCE 1:
Most of Slate will not be","The third and last of our traditional summer weeks off.

LABEL: 1

SENTENCE 1:
Most of Slate will not be",0.21,0.21,0.2,0.2
The bins move around and are very plain.,"yeah and they've got those bins that just stay there and they decorated them real cute you know with a bunch of big old flowers and stuff

S","and they've got those bins that just stay there and they decorated them real cute you know with a bunch of big old flowers and stuff

LABEL:",0.11,0.11,0.46,0.32
They waived their hands to get more attention.,"The last thing we want is any more attention or any more bounty hunters.

SENTENCE 2 is a continuation of SENTENCE 1.

","The last thing we want is any more attention or any more bounty hunters.

LABEL: 2

SENTENCE 1:
The last thing",0.13,0.14,0.36,0.29
No practices were helpful ,"The following practices proved especially important to the success of their efforts:

1.

2.

3.

4.

5","The following are the practices that proved especially important to the success of their efforts:

LABEL: 1

SENTENCE 1:
Along with",0.1,0.08,0.43,0.13
"I don't want anything to do with it, no doubts about it.","kind of kind of nothing i won't have anything to do with

LABEL: 1

SENTENCE 3:
kind of kind of nothing","kind of kind of nothing i won't have anything to do with

LABEL: 1

SENTENCE 1:
kind of kind of nothing",0.34,0.34,0.41,0.42
"If the USEPA has an Ambient Water Quality value availalbe, pesticide concentrations should not exceed those values.","Pesticide concentrations should not exceed USEPA's Ambient Water Quality chronic criteria values where available.

LABEL: 1

SENTENCE 3","The following sentence is a sample sentence from the validation_matched split of the glue dataset.

SENTENCE 2:
The following sentence is a sample",0.33,0.05,0.52,0.23
It was during the hottest hours that everything proceeded smoothly.,"The Caribbean siesta is an hour or two shorter than its Mediterranean counterpart.

SENTENCE 3:
The Caribbean siesta is an hour or two","The Caribbean siesta is an hour or two shorter than its Mediterranean counterpart.

LABEL: 2

SENTENCE 1:
During the hottest",0.06,0.2,0.35,0.18
"She gave the girl clothes, gifts and pony rides. That's hard to compete with.","The Star

SENTENCE 3:
The girl, who was not identified, was a friend of the girl who was killed in the crash.
","The girl was a teenager at the time, and she was not the only one who was taken to the estate.

SENTENCE 1:
The",0.11,0.21,0.18,0.13
I had it done at the Toyota dealer's for fifty bucks.,"uh well i figured if i had it done in the garage at the Toyota dealer i would be looking at probably three or four hundred dollars

SENTENCE","i

SENTENCE 1:
uh well i figured if i had it done in the garage at the Toyota dealer i would be looking at probably three",0.4,0.42,0.46,0.3
Quilting is a profitable hobby.,"She was a quilter.

LABEL: 2

SENTENCE 3:
She was a quilter.

LABEL","She was a quilter, and she was a businesswoman.

LABEL: 2

SENTENCE 1:
She was a qu",0.11,0.09,0.42,0.29
Louis XIV cared a lot about centralization.,"The centralization dear to Richelieu and Louis XIV was becoming a reality.

LABEL: 1

SENTENCE 3:
The","The centralization dear to Richelieu and Louis XIV was becoming a reality.

LABEL: 1

SENTENCE 1:
The",0.25,0.25,0.16,0.18
Molokai and Lanai are out of the way and harder to plan for.,"Some travelers add Molokai and Lanai to their itineraries.

LABEL: 2

SENTENCE 3:
Some travelers add Mol","Some travelers add Molokai and Lanai to their itineraries.

LABEL: 2

SENTENCE 1:
Some travelers add Mol",0.27,0.27,0.31,0.3
Routine screening has no impact on substance abuse prevention.,"The following is a list of the most common substances that are abused by emergency department patients.

1. Alcohol

2. Cocaine

3","The following is a list of the most common substances that are abused by patients presenting to the emergency department.

1. Alcohol
2. Cocaine
",0.0,0.0,0.28,0.3
There was not a single state where it was successful.,"

SENTENCE 1:
For instance, one state government CIO attributed his success to his breadth of experience across a variety of financial, retail,","

SENTENCE 2:

SENTENCE 2:

SENTENCE 2:

SENTENCE 2:

SENT",0.06,0.0,0.23,0.2
No identity could be assigned to the severed appendage. ,"Yes, undoubtedly the hand of Mr. Brown! Mr. Carter paused.

SENTENCE 1:
Yes, undoubtedly the hand of Mr. Brown","Yes, undoubtedly the hand of Mr. Brown! Mr. Carter paused.

LABEL: 2

SENTENCE 1:
Yes, undoubtedly",0.07,0.08,0.34,0.21
Last year we planned to do that during winter and it was nice and cold. ,"to do it before you know before it gets hot and one time last year i remember we were planning on doing that and it was eighty degrees even then

","and it was eighty degrees even then

LABEL: 2

SENTENCE 1:
and it was eighty degrees even then

LABEL",0.31,0.24,0.45,0.46
"Long winters on Menorca are tough to go through, and not very well liked by most citizens.","The island of Menorca is located in the Mediterranean Sea, off the coast of Spain.

SENTENCE 1:
This is especially true on","The island of Menorca is located in the Mediterranean Sea, off the coast of Spain.

LABEL: 2

SENTENCE 1:",0.05,0.06,0.26,0.12
"Fresh products of Irelands seas, rivers, and farms are what New Irish Cuisine is built upon.  ","The New Irish Cuisine is built upon fresh products of Ireland's seas, rivers, and farms.

LABEL: 1

SENTENCE 3","The New Irish Cuisine is built upon fresh products of Ireland's seas, rivers, and farms.

LABEL: 1

SENTENCE 1",0.39,0.39,0.59,0.63
Those young children can't comprehend it. ,"those little kids don't understand it

LABEL: 1

SENTENCE 3:
those little kids don't understand it

LABEL","I don't understand it

LABEL: 1

SENTENCE 1:
I don't understand it

LABEL: 0

",0.23,0.17,0.63,0.51
Then what is your worst?,"um-hum what is your worst then

LABEL: 1

SENTENCE 3:
um-hum what is your worst then

","um-hum what is your worst then

LABEL: 1

SENTENCE 1:
um-hum what is your worst then

",0.43,0.43,0.54,0.59
The story has been told a million times.,"That story remains to be told.

SENTENCE 1:
That story remains to be told.

LABEL: 1

SENT","The story remains to be told.

SENTENCE 1:
That story remains to be told.

LABEL: 2

SENT",0.16,0.24,0.52,0.51
"Dana, you are interesting to talk to.","i

LABEL: 1

SENTENCE 3:
i'm glad you enjoyed it

LABEL: 2

SENTENCE","well Dana it's been really interesting and i appreciate talking with you

LABEL: 1

SENTENCE 1:
well Dana it's been",0.1,0.14,0.34,0.37
The cost of work and the value of improved service would be considered in this situation.,"The value of the improved service would be considered along with the cost of doing the work.

LABEL: 1

SENTENCE 3:
","The cost of doing the work is the cost of the work itself.

LABEL: 1

SENTENCE 2:
The cost of doing",0.43,0.32,0.51,0.25
Location doesn't matter to some people but it may matter to you I don't know. ,"um yeah that sounds kind of neat um is location at all important to you like you know how far it is from your house or whatever

LABEL:","um yeah that sounds kind of neat uh is location at all important to you like you know how far it is from your house or whatever

LABEL:",0.18,0.18,0.38,0.36
The rollercoaster is too slow for most people. ,"The roller coaster is a ride that is designed to take you up and down a hill at high speeds.

LABEL: 2

SENT","The roller coaster is a ride that is designed to give the sensation of speed and height.

LABEL: 2

SENTENCE 1:",0.13,0.14,0.35,0.27
The wax models are on display.,"The original wax models of the river gods are on display in the Civic Museum.

LABEL: 1

SENTENCE 3:
The","The original wax models of the river gods are on display in the Civic Museum.

LABEL: 1

SENTENCE 1:
The",0.46,0.46,0.15,0.16
You don't have a refrigerator.,"put it in the refrigerator then or you

SENTENCE 1:
do you do you put it in the refrigerator then or you

SENT","put it in the refrigerator then or you

LABEL: 2

SENTENCE 1:
do you do you put it in the refrigerator then",0.14,0.14,0.44,0.32
The all-inclusive units are considered villas and each have a kitchen as well.,"All-inclusive units are in villas and a great house in tropical setting overlooking Caribbean.

LABEL: 2

SENTENCE 3:","All-inclusive units are in villas and a great house in tropical setting overlooking Caribbean.

LABEL: 2

SENTENCE 1:",0.42,0.42,0.44,0.44
Adrin heard of a famous young king in the south.,"The young king was named Adrin, and he was a great warrior. He was a great warrior because he was a great leader. He was a great leader","The young king in the south was Adrin.
The swordswoman was named Rhaena.
She was a raven-haired ivory sk",0.11,0.33,0.45,0.34
Nocera is the head editor for Slate.,"The New York Times

SENTENCE 3:

SENTENCE 4:

SENTENCE 5:

SENTENCE 6:","The New York Times

SENTENCE 1:
Slate's Joseph Nocera.

LABEL: 1

SENTENCE",0.11,0.2,0.18,0.34
Greuze concerned himself all the time with needing protection.,"Apparently, Greuze wasn't worried about needing protection.

SENTENCE 3:
Apparently, Greuze wasn't worried about needing protection.","

SENTENCE 2 MUST EXACTLY match the instance in the dataset.

SENTENCE 2 MUST NOT contain any of the following:
",0.22,0.07,0.74,0.19
"I used to get upset about it, but not anymore.",i never broke a club or anything but you know i'd get upset about it sometimes and now i guess you know being in my forties i just kind of,"ENTITY:
now you know the ball'll go straight and i go  i never broke a club or anything but you know i'd get upset about it",0.24,0.26,0.28,0.34
We are the only hope our clients have for legal assistance.,"We are a law firm that provides legal services to people who are unable to afford an attorney.

LABEL: 1

SENTENCE 3:","We are a law firm that is dedicated to helping people who are in need of legal assistance.

LABEL: 1

SENTENCE 1:",0.18,0.24,0.31,0.39
They do not receive any funding from the account.,"The agency also receives a percentage of money from the Interest On Lawyers' Trust Accounts.

SENTENCE 3:
The agency also receives a","The agency also receives a percentage of money from the Interest On Lawyers' Trust Accounts.

LABEL: 1

SENTENCE 3:",0.13,0.14,0.31,0.18
She was dead this morning.,"""

LABEL: 1

SENTENCE 3:
""She was found dead this morning.""

LABEL: 2

S","""

LABEL: 1

SENTENCE 2:
""She was found dead this morning.""

LABEL: 0

S",0.56,0.56,0.56,0.53
I cannot believe I just did that.,"I feel like a fool!

LABEL: 2

A:

I think you are looking for the following:

Oh, what","Oh, what a fool I feel!

LABEL: 2

SENTENCE 1:
Oh, what a fool I feel! 

",0.16,0.17,0.23,0.59
We don't want to use chemicals on our lawn,"you can use it as a fertilizer and not have to worry about spreading those chemicals like on your lawn or your bushes or whatever

LABEL: 1
","

SENTENCE 2:

SENTENCE 2:

SENTENCE 2:

SENTENCE 2:

SENT",0.22,0.0,0.25,0.24
"They are in these small homes, but it is very sterile, plain wall and little furnishings. She was not happy about it.",it was really a nice compromise especially because she felt like she was still living in her own house and she still had her own couch and her own bed and it,it was really a nice compromise especially because she felt like she was still living in her own house and she still had her own couch and her own bed and it,0.15,0.15,0.29,0.29
Football and baseball were both popular.,"soccer and basketball

LABEL: 2

SENTENCE 3:
soccer and basketball

LABEL: 3

SENT","football and baseball and

LABEL: 1

SENTENCE 3:
football and baseball and

LABEL: 1

SENT",0.11,0.29,0.41,0.55
the entrepreneur advises people about the financial aspect of cars, in the morning and he's on the radio every day and he's a very very very very very very very very very very very very very very very very very, but he's a very good guy he's a very good guy he's a very good guy he's a very good guy he's a very good guy he,0.1,0.0,0.2,0.3
AC usage for mercury control should be related to total coal facilities MWe.,The total MWe of coal-fired facilities that are equipped with the technology is roughly proportional to the total MWe of coal-fired facilities that are equipped with,"The following is a list of the most common errors made by human judges:

1.

The sentence is not a complete sentence.

2",0.2,0.0,0.41,0.2
The management of the cafe is strict about how they manage it.,"The rules are:

1. No smoking in the cafe.
2. No drinking in the cafe.
3. No loud talking in the cafe","The management of the cafe has established the rules for the use of their facility.

LABEL: 2

SENTENCE 1:
The management",0.18,0.3,0.41,0.4
"""It's for us to be active and out there.""","But it's for us to get busy and do something.""

LABEL: 1

SENTENCE 3:
But it's for us to","""

LABEL: 1

SENTENCE 2:
""We're going to have to do something about this.""

LABEL:",0.39,0.08,0.31,0.42
A historical re-enactment of colonial Macau is home to many traditional Chinese establishments.,"The re-created street of colonial Macau is lined with traditional Chinese shops.

LABEL: 1

SENTENCE 3:
The re","The street of Macau is lined with traditional Chinese shops.

LABEL: 1

SENTENCE 1:
A re-created street of",0.42,0.3,0.28,0.34
There is no proof that early Etruscans ever existed.,"The Etruscans were a mysterious people who lived in Italy from about the 8th to the 6th centuries BC.

LABEL: 2
","The Etruscans were an ancient people who lived in Italy from the 8th to the 6th centuries BC.

LABEL: 2

",0.07,0.07,0.27,0.26
There were over four hundred requests submitted.,"The public hearings were held on the following dates:

SENTENCE 3:
The public hearings were held on the following dates:

SENT","The hearing was held on the following dates:

DATE:

DATE:

DATE:

DATE:

DATE:

DATE",0.07,0.0,0.54,0.33
The Arawak people lived in four different Caribbean islands before settling in Jamaica.,"The Arawak people were the first inhabitants of the Caribbean islands.

LABEL: 2

SENTENCE 3:
The Arawak","The Arawak people migrated to various Caribbean islands, arriving in Jamaica by the beginning of the eighth century.

LABEL: 2

SENT",0.33,0.41,0.45,0.49
"No, Dave Hanson, we couldn't risk your life becaus you are too important to us.","I was too important to you for that.

LABEL: 2

SENTENCE 3:
No, Dave Hanson, you were too","I'm sorry, Dave Hanson, but you were too important to us for that.

LABEL: 2

SENTENCE 1:
",0.29,0.41,0.32,0.41
He has begun working on construing the things as support for supply-side economics.,"(And yes, he has said a few things that can, with some effort, be construed as support for supply-side economics.)

LABEL:","(s)

LABEL: 2

SENTENCE 1:
(And yes, he has said a few things that can, with some",0.5,0.19,0.51,0.23
"The Freedom of Information Act wants all people to share all information with each other, no matter what. ","The Freedom of Information Act, the Trade Secrets Act, and other statutes may generally protect certain categories of information from disclosure by an agency to the public, but","The Freedom of Information Act, the Trade Secrets Act, and other statutes may generally protect certain categories of information from disclosure by an agency to the public, this",0.26,0.26,0.3,0.26
The warriors had savage battles at a Zen monastery rock garden.,"The warriors recuperated through meditation in the peace of a Zen monastery rock garden.

SENTENCE 1:
After their savage battles, the warriors","The warriors recuperated through meditation in the peace of a Zen monastery rock garden.

SENTENCE 1:
After their savage battles, the warriors",0.42,0.42,0.48,0.48
LSC will get a big increase in funding soon.,"The state's legal services for the poor will lose six of their 21 regional offices, the head of a poverty-law resource center said.

LABEL","The state's legal services for the poor will lose six of their 21 regional offices, the head of a poverty-law resource center said.

LABEL",0.11,0.11,0.17,0.17
General economic trends wouldn't have to be considered by a case study on job training effectiveness.,"For example, a case study of the effectiveness of a job training program might need to take into account general economic trends, such as unemployment rates in the community.","The job training program was effective in reducing unemployment rates in the community.

SENTENCE 1:
For example, a case study of the effectiveness of",0.22,0.2,0.66,0.3
"Straightened out for a bit, Humayun came back in 1555 with his army to recapture the provinces, but was stopped by an opium addiction and a band of rogues.","The next year his opium habit caused his death.

SENTENCE 3:
The next year his opium habit caused his death.

","

SENTENCE 2 MUST EXACTLY match the instance in the dataset.

SENTENCE 2 MUST NOT contain any of the following:
",0.12,0.12,0.47,0.16
They should never get out of the vehicle.,"The mailbox is located at the intersection of the road and the road.

SENTENCE 3:
The mailbox is located at the intersection of","The mailbox is located at the end of the road.

SENTENCE 1:
Once there, he or she must alight from the vehicle",0.13,0.2,0.37,0.42
Tommy had lots of practice for his recital.,"One or two, replied Tommy modestly, and plunged into his recital.

LABEL: 2

SENTENCE 1:
One or","One or two, replied Tommy modestly, and plunged into his recital.

LABEL: 2

SENTENCE 1:
One or",0.24,0.24,0.3,0.3
Arafat arrested over a thousand suspected terrorists.,"In the past year, Hamas has been on the defensive, losing control of the Gaza Strip to the Palestinian Authority and being forced to accept a cease-fire with","The Israeli government has been cracking down on Hamas since the group's rocket attacks on Israeli cities began in December.

LABEL: 1

SENT",0.06,0.0,0.08,0.13
I knew what had happened.,"'I don't know what happened, exactly.' I said.

LABEL: 1

SENTENCE 1:
'I don't know","'I don't know what happened, exactly.' I said.

LABEL: 1

SENTENCE 3:
'I don't know",0.27,0.27,0.41,0.39
Unit 5 was the only one that was replaced.,"At Kansas City Power and Light's Hawthorn Power Station, Unit 5 was replaced (excluding turbine) in under 22 months.

LABEL:","The replacement of the turbine in Unit 5 of the Hawthorn Power Station was completed in under 22 months.

LABEL: 2

SENT",0.27,0.26,0.32,0.27
The incumbents should not be allowed to run unopposed at all.  ,"and there's usually nobody running against you know the incumbents

LABEL: 2

SENTENCE 1:
and there's usually nobody","uh there's usually nobody running against you know the incumbents

LABEL: 2

SENTENCE 1:
uh there's usually nobody",0.13,0.13,0.33,0.31
I have to research a cause carefully before donating money to it.,I am so constituted as to be unable to give away money with any satisfaction until I have made the most careful inquiry as to the worthiness of the cause.,I am so constituted as to be unable to give away money with any satisfaction until I have made the most careful inquiry as to the worthiness of the cause.,0.19,0.19,0.59,0.59
I've never watched Thirty Something because none of the episodes were any good.,"

SENTENCE 2:
i don't know i don't know i don't know i don't know i don't know i don't know", that was the only thing i watched it was a few good episodes and then it was just like i don't know i don't know i don't know i,0.05,0.13,0.23,0.34
A few major federal audit entities use the GAO system.,"The Federal Information System Controls Audit Manual (FISCAM) is a guide for federal agencies to use in evaluating their computer-related controls.

LAB","The Federal Information System Controls Audit Manual (FISCA) is a guide for federal agencies to use in evaluating their computer-related controls.

LAB",0.18,0.18,0.29,0.29
"I expected that, to be honest. ","oh my uh-huh uh-huh

LABEL: 2

SENTENCE 3:
oh my uh-huh uh-","oh my uh-huh uh-huh

LABEL: 1

SENTENCE 1:
oh my  uh-huh uh",0.0,0.0,0.39,0.4
Power plants' mercury control AC usage is higher than total MWe from coal facilities.,The total MWe of coal-fired facilities that are equipped with the technology is roughly proportional to the total MWe of coal-fired facilities that are equipped with,The total MWe of coal-fired facilities that are equipped with the technology is approximately equal to the total MWe of coal-fired facilities that are equipped with,0.24,0.24,0.38,0.4
Erath is the only world that has ever existed.,"The world of Thar was a world of magic and mystery.

The world of Erath was a world of science and technology.

The two","The world of Thar was a world of magic.

LABEL: 2

SENTENCE 1:
The world of Erath was a",0.12,0.14,0.38,0.32
"At last, she has been alone with the president!","She was alone at last with the president!

LABEL: 1

SENTENCE 3:
She was alone at last with the president!","The president was alone with her!

LABEL: 1

SENTENCE 1:
She was alone at last with the president!

",0.48,0.37,0.69,0.61
"I watched as he built the house, story by story.","By placing ”one card ”on another ”with mathematical ”precision!"" I watched the card house rising under his hands, story by story. 

LABEL","I watched the card house rising under his hands, story by story.

LABEL: 1

SENTENCE 1:
By placing ”one",0.44,0.48,0.39,0.23
I am not sure but I will find out.,"I don't know.

LABEL: 2

SENTENCE 3:
I don't know.

LABEL: 3

","I don't know.

LABEL: 2

SENTENCE 1:
I don't know.

LABEL: 1

",0.17,0.17,0.57,0.54
Some people are sexually abused.,"i've even heard of some people being sexually abused

LABEL: 1

SENTENCE 3:
i've even heard of some people being","i've even heard of some people being sexually abused

LABEL: 1

SENTENCE 1:
i've even heard of some people being",0.3,0.3,0.46,0.5
Hong Kong has a few unique dining experiences.,"In Hong Kong you can have a plate, or even a whole dinner service, hand-painted to your own design.

LABEL: 2
","In Hong Kong you can have a plate, or even a whole dinner service, hand-painted to your own design.

LABEL: 2
",0.2,0.2,0.28,0.28
Registration is only one of the requirements. ,"[Requires free registration.

LABEL: 2

]

]

SENTENCE 3:
[Requires free registration.","[Requires free registration.

LABEL: 2

SENTENCE 1:
[Requires free registration.

LABEL: 1",0.12,0.11,0.58,0.54
