completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
"Nesby Phips was released in the documentary `` Mystery Lights '' , produced by Nowhere Studios , presented by Converse and published in the UK on December 4 , 2015 .","Nesby Phips appeared in the documentary `` Mystery Lights '' , presented by Nowhere Studios , produced by Converse and released in the UK December 4 ,","Nesby Phips appeared in the documentary `` Mystery Lights '' , presented by Nowhere Studios , produced by Converse and released in the UK December 4 ,",0.77,0.77,0.72,0.72
"Austrolestes leda is a large to medium-sized Damselfly , the dog is light blue and black .","`` Austrolestes leda '' is a large to medium-sized damselfly , the male is light blue and black .

LABEL:","`` Austrolestes leda '' is a large to medium-sized damselfly , the male is light blue and black .

LABEL:",0.91,0.91,0.64,0.64
"It was held in Wisconsin in 2015 and 2016 , and it will return to Des Moines in 2017 .","It was held in Wisconsin in 2015 and 2016 and will return to Des Moines in 2017 .

LABEL: 2

SENTENCE 3:
","It was held in Wisconsin in 2015 and 2016 and will return to Des Moines in 2017 .

LABEL: 2

SENTENCE 3:
",0.87,0.87,0.49,0.49
Lillian `` Lilly '' Truscott ( Oliver Oken ) is the best friend of Emily Osment and girlfriend of Miley Stewart in the seasons 3 and 4 .,"Lilly is the best friend of Emily Osment and girlfriend to Miley Stewart in seasons 3 and 4 .

LABEL: 2

SENT","Lilly is a very good friend of Emily and Miley.

LABEL: 2

SENTENCE 3:
Lilly is a very",0.77,0.39,0.46,0.27
"Bjorn Fratangelo won his first ATP - Challenger title at the Città di Caltanissetta in 2015 , beating the American Ymer in straight sentences .","Ymer won his first ATP Challenger title at the 2015 Città di Caltanissetta , beating American Bjorn Fratangelo in straight sets .
","Ymer won his first ATP Challenger title at the 2015 Città di Caltanissetta , beating American Bjorn Fratangelo in straight sets .
",0.71,0.71,0.68,0.68
"Lycoming County was formed from Sullivan County in 1847 , and two years later Cherry Township was formed from Colley Township .","In 1847 , Lycoming County was formed from the Sullivan County , and two years later the Cherry Township was formed from the Colley Township .

LAB","In 1847 , Lycoming County was formed from the Sullivan County , and two years later the Cherry Township was formed from the Colley Township .

LAB",0.82,0.82,0.68,0.68
The Rondônia ( River Juruá ) is a river in the state of Rondônia in western Brazil .,"The Rondônia ( Juruá River ) is a river of Rondônia state in western Brazil .

LABEL: 2

","The Rondônia ( Juruá River ) is a river of Rondônia state in western Brazil .

LABEL: 2

",0.76,0.76,0.64,0.64
"To promote the album , Thicke toured with India.Arie and then opened John Legend in late 2006 .","The album was released on November 29, 2006 .

LABEL: 1

SENTENCE 3:
The album was released on November 29,","The album was released on November 30, 2006 .

LABEL: 1

SENTENCE 3:
The album was released on November 30,",0.17,0.17,0.27,0.26
"In 1990 , Elba sold KQTV along with WRBL in Columbus , Georgia and WTWO in Terre Haute , Indiana to TCS for $ 58 million","In 1990 , Elba sold WRBL to TCS for $ 58 million together with KQTV in Columbus , Georgia and WTWO in Terre Ha","In 1990 , Elba sold WRBL to TCS for $ 58 million together with KQTV in Columbus , Georgia and WTWO in Terre Ha",0.56,0.56,0.73,0.73
"As a freshman senator , Bayh was assigned to the Public Works Committee and the Judiciary Committee .","Bayh was assigned to the Public Works Committee and the Judiciary Committee as a newcomer .

LABEL: 2

SENTENCE 3:
Bay","Bayh was assigned to the Public Works Committee and the Judiciary Committee as a newcomer .

LABEL: 2

SENTENCE 3:
Bay",0.67,0.67,0.35,0.35
"The builders of Waimate North were also William William Cook and the son of St. James , who in 1871 built the Church of St. John the Baptist .","The church of St. John the Baptist was built in 1871 .

LABEL: 2

SENTENCE 3:
The church of St","The church of St. John the Baptist was built in 1871 .

LABEL: 2

SENTENCE 3:
The church of St",0.39,0.39,0.22,0.22
Peter Witt defeated his opponent David in the 1915 Cleveland mayoral election .,"In 1915 , Peter Witt defeated his opponent David in the mayoral election in Cleveland .

LABEL: 2

SENTENCE 3:
In 1915","In 1915 , Peter Witt defeated his opponent David in the mayoral election in Cleveland .

LABEL: 2

SENTENCE 3:
In 1915",0.62,0.62,0.55,0.55
"Lielbērze is a village in Latvia and the Dobele municipality in the historic region of Zemgale , and the Zemgale Planning Region in Auri Parish .","Lielbērze is a village in Auri Parish and Dobele Municipality in the historical region of Zemgale , and the Z","Lielbērze is a village in Auri Parish and Dobele Municipality in the historical region of Zemgale , and the Z",0.71,0.71,0.6,0.6
"In April 2016 , it was announced that Reid will also present `` Top Gear 's '' new sister show `` Extra Gear '' along with Harris .","In April 2016 it was announced that Reid will also present the new sister broadcast `` Top Gear '' Extra Gear `` along with Harris .

LABEL: 2","The new sister broadcast of the show will be broadcasted on the BBC channel in the UK.

LABEL: 2

SENTENCE 3:",0.78,0.14,0.62,-0.03
"Brenda Schultz won in the final 7 -- 6 , 7 -- 6 against Helena Suková .","Helena Suková won against Brenda Schultz in the final 7 -- 6 , 7 -- 6 .

LABEL: 1

SENTENCE 3","Helena Suková won against Brenda Schultz in the final 7 -- 6 , 7 -- 6 .

LABEL: 1

SENTENCE 3",0.6,0.6,0.45,0.45
It is situated south of Bolu and north of the Köroğlu mountains .,"It is situated south of Köroğlu Mountains and to the north of Bolu .

LABEL: 1

SENTENCE 3:","It is situated south of Köroğlu Mountains and to the north of Bolu .

LABEL: 1

SENTENCE 3:",0.55,0.55,0.45,0.45
This iteration is larger and has a smaller memory capacity than its previous versions .,"This iteration is smaller and has a greater storage capacity than its previous versions .

LABEL: 1

SENTENCE 3:
This iteration is","The data is stored in a database.

LABEL: 1

SENTENCE 3:
The data is stored in a database.

",0.63,0.12,0.41,0.56
"On April 28 , 2012 , Leicester City 's official website announced that the new kit - supplier for the 2012 -- 13 Puma season would be .","On 28 April 2012 , it was announced on the official Leicester City website that the new kit supplier for the 2012 -- 13 season would be Puma .

","The new kit supplier for the 2012 -- 13 season will be Puma .

LABEL: 1

SENTENCE 3:
The new kit",0.73,0.48,0.73,0.24
"Its southern shore was marshy , but the northern end of the island ( towards Richfield Springs ) had trees and vegetation .","The island was a small island , but it was surrounded by a large lake .

LABEL: 2

SENTENCE 3:
The lake","The island was a small island , but it was surrounded by a large lake .

LABEL: 2

SENTENCE 3:
The island",0.15,0.21,0.17,0.16
Lydia Yeamans was born off the coast of South Australia during a voyage from Melbourne to Sydney .,"Lydia Yeamans was born during a trip from Sydney to Melbourne off the coast of South Australia .

LABEL: 1

SENTENCE","Lydia Yeamans was born during a trip from Sydney to Melbourne off the coast of South Australia .

LABEL: 1

SENTENCE",0.54,0.54,0.52,0.52
The man tells Natasha how he had been given custody of the little Matt Murdock by a woman shortly before her death during the Battle of Stalingrad in the autumn of 1942 .,The man tells Matt Murdock how he had been given custody of little Natasha by a woman just before her death during the Battle of Stalingrad in autumn 1942,The man tells Matt Murdock how he had been given custody of little Natasha by a woman just before her death during the Battle of Stalingrad in autumn 1942,0.82,0.82,0.79,0.79
The former is tied by Hamazaki and the latter was broken by Ayumi Hamasaki .,"The former is tied by Hamazaki , the latter was broken by Ayumi Hamasaki .

LABEL: 2

SENTENCE 3:
","The former is tied by Hamazaki , the latter was broken by Ayumi Hamasaki .

LABEL: 2

SENTENCE 3:
",0.84,0.84,0.57,0.57
"Aaron Levie was born to a small family from Mercer Island , a Jewish suburb of Seattle , Washington .","Aaron Levie was born to a small family from Mercer Island , a Jewish suburb of Seattle , Washington , DC .

LABEL: 2

S","Aaron Levie was born to a small family from Mercer Island , a Jewish suburb of Seattle , Washington , DC .

LABEL: 2

S",0.89,0.89,0.61,0.61
"He became joint secretary in 1753 and was secretary in 1758 , remaining until May 1776 .","He was joint secretary in 1753 and became Secretary in 1758 , until May 1776 .

LABEL: 1

SENTENCE 3:","He was joint secretary in 1753 and became Secretary in 1758 , until May 1776 .

LABEL: 1

SENTENCE 3:",0.73,0.73,0.42,0.42
"Born in Hagerstown , Maryland , he died at the age of 69 in Baltimore , Maryland .","He was born in Hagerstown , Maryland and died in Baltimore , Maryland at the age of 69 .

LABEL: 2

SENTENCE","He was born in Hagerstown , Maryland and died in Baltimore , Maryland at the age of 69 .

LABEL: 2

SENTENCE",0.61,0.61,0.43,0.43
Kyle and his brother Brandon Miller both played junior lacrosse for the Orangeville Northmen Jr. A in the 1990s .,"In the 1990s , both Kyle Junior and his brother Brandon Miller played Junior Lacrosse for Orangeville Northmen Jr. A .

LABEL: 2","Brandon Miller was a Junior Lacrosse player for Orangeville Northmen Jr. A .

LABEL: 2

SENTENCE 3:
Kyle",0.7,0.5,0.6,0.29
"Tiley lives in Owen Sound , Ontario with his wife Alex and his children Shea , Nikki and Ella .","Tiley lives in Owen Sound with his wife Nikki and the children Shea , Alex and Ella in Ontario .

LABEL: 1

SENT","Tiley lives in Owen Sound with his wife Nikki and the children Shea , Alex and Ella in Ontario .

LABEL: 1

SENT",0.68,0.68,0.55,0.55
Vikram discovers how Sugni had fallen : she was rescued by some local fishermen from the river into which she was bailed out .,"Vikram discovers how Sugni was saved : she was rescued from the river she had fallen into by some local fishermen .

LABEL: 1
","Vikram discovers how Sugni was saved : she was rescued from the river she had fallen into by some local fishermen .

LABEL: 1
",0.5,0.5,0.61,0.61
The brothels gradually moved to Possession Street and relocated to Shek Tong Tsui in 1903 .,"The brothels gradually transferred to Possession Street and were moved to Shek Tong Tsui in 1903 .

LABEL: 2

SENT","The brothels gradually transferred to Possession Street and were moved to Shek Tong Tsui in 1903 .

LABEL: 2

SENT",0.76,0.76,0.61,0.61
Aker Yards was acquired in 2008 by STX Europe .,"In 2008 , STX Europe was acquired by Aker Yards .

LABEL: 1

SENTENCE 3:
In 2008 , STX","In 2008 , STX Europe was acquired by Aker Yards .

LABEL: 1

SENTENCE 3:
In 2008 , STX",0.4,0.4,0.42,0.42
This is a list of international sporting events in the Greater Manila Area in the Philippines :,"This is a list of international sporting events in the Philippines in the Greater Manila Area :

LABEL: 2

SENTENCE 3:
This","This is a list of international sporting events in the Philippines in the Greater Manila Area :

LABEL: 2

SENTENCE 3:
This",0.7,0.7,0.39,0.39
Fernando Miyares y Gonzales ( sometimes Fernando Miyares Pérez y Bernal ) was a Cuban general captain who was born in 1749 in Santiago de Cuba .,"Fernando Miyares Pérez y Bernal ( sometimes Fernando Miyares and Gonzales ) was a Cuban general captain , born in 1749 in Santiago","He was a general captain , born in 1749 in Santiago de Cuba .

LABEL: 1

SENTENCE 3:
He was a",0.7,0.5,0.68,0.29
The next Lucio Dalla - single was released in February 1979 and introduced a new stadio member : guitarist Ricky Portera .,"The next Lucio Dalla single was released in February 1979 and a new Stadio member was introduced : guitarist Ricky Portera .

LABEL:","The next Lucio Dalla single was released in February 1979 and a new Stadio member was introduced : guitarist Ricky Portera .

LABEL:",0.9,0.9,0.73,0.73
"It was originally renamed Riversfield , but named after Don Hill , a former club chair .","The club was originally called Riversfield , but named after Don Hill , a former club chairman .

LABEL: 1

SENTENCE 3:","The club was founded in 1892 .

LABEL: 1

SENTENCE 3:
The club was founded in 1892 .

",0.67,0.13,0.49,0.33
"Between 1885 and 1978 , the following vessels were used as ferries from Malta to Gozo :","Between 1885 and 1978 , the following vessels were used as ferries from Malta to Gozo :

LABEL: 1

SENTENCE 3","Between 1885 and 1978 , the following vessels were used as ferries from Gozo to Malta :

LABEL: 1

SENTENCE 3",0.88,0.76,0.65,0.57
"Both electromagnetic and eddy current brakes use electromagnetic force , but electromagnetic brakes ultimately depend on friction , and eddy current brakes directly use magnetic force .","The magnetic brakes are used to slow down the train , but the eddy current brakes are used to slow down the train .

LABEL: 1
","The magnetic brakes are used to slow down the train.

LABEL: 1

SENTENCE 3:
The eddy current brakes are used",0.21,0.18,0.38,0.31
Sukumar Prasad is a south Indian musical guitarist who was the first Carnatic musician to play the South Indian art form of Carnatic music on the electric guitar .,Sukumar Prasad is a southern Indian guitarist who was the first Carnatic musician to play the South Indian musical art form of Carnatic music on the,Sukumar Prasad is a southern Indian guitarist who was the first Carnatic musician to play the South Indian musical art form of Carnatic music on the,0.89,0.89,0.72,0.72
"Until the Ghana School of Law was founded in 1958 , all lawyers were trained abroad in England , almost always at the Inns of Court in Ghana .","The Ghana School of Law was founded in 1958 , and the first batch of students graduated in 1962 .

LABEL: 1

SENTENCE 3","The Ghana School of Law was founded in 1958 .

LABEL: 1

SENTENCE 3:
The Ghana School of Law was founded in",0.5,0.51,0.14,0.25
"Lucky Wahyu ( born April 1 , 1990 ) is an Indonesian footballer who plays for the Indonesian Super League in Barito Putera .","Lucky Wahyu ( born April 1 , 1990 ) is an Indonesian footballer , who plays for Indonesia Super League in the Barito Putera .

LAB","Lucky Wahyu ( born April 1 , 1990 ) is an Indonesian footballer , who plays for Indonesia Super League in the Barito Putera .

LAB",0.88,0.88,0.73,0.73
"His views of the death of Grace Archer in the radio soap , The Archers , are quoted by Greg Dyke in his McTaggart lecture in 2000 .","The Archers is a radio soap opera that is broadcast on BBC Radio 4 .

LABEL: 1

SENTENCE 3:
The Ar","The Archers is a radio soap opera that is broadcast on BBC Radio 4 .

LABEL: 1

SENTENCE 3:
The Ar",0.18,0.18,0.12,0.12
"The winning entry was `` Halayla '' , performed by Hakol Over Habibi and written by Shuki Levy , with lyrics composed by Shlomit Aharon , Yuval Dor .","The winning entry was '' Halayla `` , performed by Hakol Over Habibi and written by Shuki Levy , composed with texts by Shlomit","The winning entry was '' Halayla `` , performed by Hakol Over Habibi and written by Shuki Levy , composed with texts by Shlomit",0.84,0.84,0.63,0.63
John Gordon 's son was the soldier and deputy Colonel Charles Gordon ( c.1776 -- 1858 ) .,"The son of Charles Gordon was the soldier and MP Colonel John Gordon ( c.1776 -- 1858 ) .

LABEL: 1

S","The son of Charles Gordon was the soldier and MP Colonel John Gordon ( c.1776 -- 1858 ) .

LABEL: 1

S",0.59,0.59,0.61,0.61
Most of his songs were sung by the Muhammad Sadiq and Ranjit Kaur duo .,"The duo Muhammad Sadiq & Ranjit Kaur were the first to sing the song “Aaj kal kya hai”.

","The duo Muhammad Sadiq & Ranjit Kaur were the most popular singers in the 1970s.

LABEL: 2

SENTENCE 3",0.32,0.31,0.53,0.35
"Laura Solari ( 5 January , 1913 -- 13 September , 1984 ) , known by the stage name Laura Camaur , was an Italian film actress .","Laura Camaur ( January 5 , 1913 - September 13 , 1984 ) , known by the artist name Laura Solari , was an Italian actress .

","Laura Camaur ( January 5 , 1913 - September 13 , 1984 ) , known by the artist name Laura Solari , was an Italian actress .

",0.72,0.72,0.69,0.69
"Torre is a New York Times , USA today , Wall Street Journal and Amazon International Bestseller - Novelist .","Torre is a New York Times , USA Today , Wall Street Journal and Amazon International bestselling novelist .

LABEL: 2

SENTENCE 3","Torre is a New York Times , USA Today , Wall Street Journal and Amazon International bestselling novelist .

LABEL: 2

SENTENCE 3",0.83,0.83,0.48,0.48
"The 1981-1982 World Cup started on 9 January 1982 in Reit im Winkl , Kiruna , Sweden , and ended in Germany on 13 April 1982 .","The 1982/83 World Cup started in Reit im Winkl , Kiruna , Sweden on 9 January 1983 and finished in Germany on 13 April 1983 .
","The 1982/83 World Cup started in Reit im Winkl , Kiruna , Sweden on 9 January 1983 and finished in Germany on 13 April 1983 .
",0.71,0.71,0.78,0.78
A typical feature of German spelling is the nominalized capitalization of nouns and most general words .,"The German language is a Germanic language, which means that it is a language that originated in Germany.

LABEL: 1

SENTENCE","The German word for “dog” is “Das Dach”.

LABEL: 1

SENTENCE 3:",0.11,0.14,0.08,0.01
"Katleman died on September 28 , 1988 in Culver City , California . He was buried at the Hillside Memorial Park Cemetery in Los Angeles , California .","He died on 28 September 1988 in Culver City , California and was buried at the Hillside Memorial Park Cemetery in Los Angeles , California .

LABEL","He died on 28 September 1988 in Culver City , California and was buried at the Hillside Memorial Park Cemetery in Los Angeles , California .

LABEL",0.85,0.85,0.63,0.63
"In order to help Wilson , he first tries to get the hidden money from Carters Moll , Peerless Pauline ( Eve Arden ) , but fails .","Carter then tries to get the money from Peerless Pauline , but fails .

LABEL: 1

SENTENCE 3:
Carter then","Carter then tries to get the hidden money from Wilson 's moll , Peerless Pauline ( Eve Arden ) , but fails .

LABEL",0.5,0.68,0.28,0.57
The schism was not repaired until the late 7th century for Milan and for Aquileia in the late 6th century .,"The schism was not repaired until the late 6th century for Milan and the late 7th century for Aquileia .

LABEL: 1
","The schism was not repaired until the late 6th century for Milan and the late 7th century for Aquileia .

LABEL: 1
",0.73,0.73,0.7,0.7
"The miniseries was nominated for and won various awards , including multiple Primetime Emmy Awards and Golden Globe Awards .","The miniseries was nominated for various awards and won , including several Primetime Emmy Awards and the Golden Globe Awards .

LABEL: 2

","The miniseries was nominated for various awards and won , including several Primetime Emmy Awards and the Golden Globe Awards .

LABEL: 2

",0.77,0.77,0.58,0.58
"The operation began on 15 June 1993 . It was suspended on 19 June 1996 , and was terminated on 2 October 1996 .","The operation began on 15 June 1993 and was completed on 19 June 1996 and was suspended on 2 October 1996 .

LABEL: 1

SENT","The operation began on 15 June 1993 and was completed on 19 June 1996 and was suspended on 2 October 1996 .

LABEL: 1

SENT",0.8,0.8,0.43,0.43
"The second fortress was built in 1280 by Alexander , son of Dmitry Alexandrovich , in stone .","The second fortress was built in stone by Alexander 's son Dmitry Alexandrovich in 1280 .

LABEL: 1

SENTENCE 3:","The second fortress was built in stone by Alexander 's son Dmitry Alexandrovich in 1280 .

LABEL: 1

SENTENCE 3:",0.71,0.71,0.56,0.56
"For the following game , Hunter retained his place , but the captain moved to Norman Bailey .","Norman Bailey retained his place for the following game , but the captain moved to Hunter .

LABEL: 1

SENTENCE 3:
","The captain moved to Hunter .

LABEL: 1

SENTENCE 3:
The captain moved to Hunter .

LABEL: 2",0.53,0.39,0.5,0.41
"Moyano , however , secured his re-election as CGT - boss and retained the support of 134 unions , including most of the larger ones .","Moyano , however , retained his re-election as CGT - head and secured the support of 134 unions , including most of the bigger ones .
","Moyano , however , retained his re-election as CGT - head and secured the support of 134 unions , including most of the bigger ones .
",0.82,0.82,0.87,0.87
"This was the 10th attempt to supply the oasis by land , after the defeat of the last Italian Army in Operation Compass and the withdrawal from Cyrenaica .","The Italian army had been defeated in Cyrenaica and the oasis was now supplied by sea.

LABEL: 2

SENTENCE","The Italian army had been defeated in Cyrenaica by the British and the French.

LABEL: 2

SENTENCE 3:
",0.26,0.27,0.21,0.1
Shrewsbury Township is located in the 4th Congressional District and is part of New Jersey 's 11th state legislative district .,"Shrewsbury Township is located in the 4th Congressional District and is part of the 11th State Legislative District of New Jersey .

LABEL:","The Shrewsbury Township is located in the 4th Congressional District and is part of the 11th State Legislative District of New Jersey .

LABEL",0.81,0.79,0.69,0.66
"On September 8 , 2014 , Harris announced on his Twitter site that David Burtka and he were married in Italy at the weekend .","On September 8 , 2014 , David Burtka announced on his Twitter page that Harris and he were married over the weekend in Italy .

LABEL:","On September 8 , 2014 , David Burtka announced on his Twitter page that Harris and he were married over the weekend in Italy .

LABEL:",0.67,0.67,0.61,0.61
"In 1842 , his family migrated from Scotland to Indiana when he was nine years old .","His family immigrated from Scotland to Indiana in 1842 when he was nine years old .

LABEL: 2

SENTENCE 3:
","His family immigrated from Scotland to Indiana in 1842 when he was nine years old .

LABEL: 2

SENTENCE 3:
",0.71,0.71,0.53,0.53
"In retirement , Peck continued to reside in Montpelier . He died at the Woodridge Nursing Home in Berlin , Vermont on May 8 , 2008 .","In retirement , Peck continued to live in Montpelier , he died on 8 May 2008 at the Old Nursing Home in Woodridge , Berlin , Vermont .
","Peck was born in Montpelier , Vermont , on 8 May 1892 .

LABEL: 2

SENTENCE 3:
He",0.71,0.32,0.69,0.05
"Leverett is located at the southern border of Franklin County , north of Hampshire County .","Leverett is located along the southern border of the Hampshire County , north of Franklin County .

LABEL: 1

SENTENCE 3:
","Leverett is located along the southern border of the Hampshire County , north of Franklin County .

LABEL: 1

SENTENCE 3:
",0.67,0.67,0.55,0.55
The Ducinoiu River is a tributary of the River Ducin in Romania .,"The Ducin River is a tributary of the River Ducinoiu in Romania .

LABEL: 1

SENTENCE 3:
","The Ducin River is a tributary of the River Ducinoiu in Romania .

LABEL: 1

SENTENCE 3:
",0.71,0.71,0.49,0.49
Sadar Bazar railway station is a small railway station in Sadar Bazar which is a residential and commercial neighbourhood of the North Delhi district of Delhi .,"The railway station is located in the heart of the city and is easily accessible by road and public transport.

LABEL: 2

SENTENCE","The station is located on the Delhi-Meerut line.

LABEL: 2

SENTENCE 3:
The station is located on",0.24,0.18,0.12,0.28
"The most common partnerships were : Great Britain : Beasley and Sir Guy Domville , George Morris and Percy Tabbush , Lady Doris Rhodes and Graham Mathieson .",The most common partnerships were : Britain : Beasley & Sir Guy Domville ; George Morris & Percy Tabbush ; Lady Doris Rhodes & Graham Mathies,The most common partnerships were : Britain : Beasley & Sir Guy Domville ; George Morris & Percy Tabbush ; Lady Doris Rhodes & Graham Mathies,0.86,0.86,0.76,0.76
"According to the United States Census Bureau , Milton Township has a total area of which is land and , or 1.00 % , water is .","According to the United States Census Bureau , Milton Township is a total area of , which has land and , or 1.00 % , is water .

","According to the United States Census Bureau , Milton Township is a total area of , which has land and , or 1.00 % , is water .

",0.87,0.87,0.78,0.78
Multhauf retired in 1987 and died in 2004 .,"In 1987 , Multhauf died and was retired in 2004 .

LABEL: 1

SENTENCE 3:
In 1987 , Mul","In 1987 , Multhauf died and was retired in 2004 .

LABEL: 1

SENTENCE 3:
In 1987 , Mul",0.42,0.42,0.46,0.46
"She taught at Johns Hopkins University , Goucher College , the University of Maryland , and George Mason University .","She taught at George Mason University , Goucher College , the University of Maryland and the Johns Hopkins University .

LABEL: 1

SENTENCE","She taught at George Mason University , Goucher College , the University of Maryland and the Johns Hopkins University .

LABEL: 1

SENTENCE",0.67,0.67,0.57,0.57
"In the early 1970s , Alan White Karate of Sensei James Sinclair studied in Basildon , near Pitsea in Essex , before moving to Wing Chun .","In the early 1970s , James Sinclair Karate of Sensei Alan White studied in Pitsea near Basildon in Essex before moving to Wing Chun .
","In the early 1970s , James Sinclair Karate of Sensei Alan White studied in Pitsea near Basildon in Essex before moving to Wing Chun .
",0.74,0.74,0.88,0.88
"His grandfather , Mihail Tatarchev , was brother of Hristo Tatarchev , one of the founders of the IMRO .","His grandfather , Hristo Tatarchev , was the brother of Mihail Tatarchev , one of the founders of IMRO .

LAB","His grandfather , Hristo Tatarchev , was the brother of Mihail Tatarchev , one of the founders of IMRO .

LAB",0.79,0.79,0.69,0.69
John Lounsbery would animate the `` Scumps '' sequence between Kings Hubert and Stefan .,"The Skumps sequence is animated by John Lounsbery.

LABEL: 2

SENTENCE 3:
The Skumps sequence is","John Lounsbery would animate the `` Skumps '' sequence between Kings Hubert and Stefan .

LABEL: 2

SENTENCE 3",0.29,0.79,0.33,0.57
"The son of Wu Xiang , Wu Sangui , was the commander of Shanhai Pass , the last major obstacle between Manchu and Beijing .","Wu Sangui was the commander of Shanhai Pass , the last major obstacle between the Manchus and Beijing .

LABEL: 2
","Wu Sangui 's son Wu Sangui was the commander of Shanhai Pass , the last major obstacle between the Manchus and Beijing .",0.75,0.76,0.58,0.74
"Holcomb 's three sons played College Football : Chip at Northwestern University , Doug at the Purdue University , and Bryan at Arizona State University and Florida State University .","Doug 's three sons played college football : Chip at Northwestern University , Holcomb at Purdue University , and Bryan at Arizona State University and Florida State University .
","Doug 's three sons played college football : Chip at Northwestern University , Holcomb at Purdue University , and Bryan at Arizona State University and Florida State University .
",0.9,0.9,0.79,0.79
The compass and straightedge construction in the first case is the same construction as the LPP construction for the Special cases of Apollonius ' problem .,"The compass and ruler construction in special case is the same structure as the LPP construction for the first cases of the Apollonius problem .

LAB","The compass and ruler construction in special case is the same structure as the LPP construction for the first cases of the Apollonius problem .

LAB",0.78,0.78,0.6,0.6
Plattsburgh International Airport serves international customers and Burlington International Airport serves regional and national airlines .,"Plattsburgh International Airport serves international customers , and Burlington International Airport serves regional and national carriers .

LABEL: 2

SENTENCE 3:","The airport is located in the city of Plattsburgh , New York .

LABEL: 2

SENTENCE 3:
The airport is",0.82,0.12,0.45,0.18
Surry County closed only its white schools during the initial phase of massive resistance .,"The white schools were closed only because of the resistance of the black people.

LABEL: 2

SENTENCE 3:
The white schools","The county closed only its white schools during the initial phase of massive resistance .

LABEL: 2

SENTENCE 3:
The county closed",0.23,0.74,0.34,0.56
Joshua Gruss is the son of financier Martin D. Gruss and grandson of the financier and philanthropist Joseph S. Gruss .,"Joshua Gruss is the son of financier Martin D. Gruss and grandson of financier and philanthropist Joseph S. Gruss

LAB","Joshua Gruss is the son of financier Martin D. Gruss and grandson of financier and philanthropist Joseph S. Gruss

LAB",0.95,0.95,0.77,0.77
They beat the Seattle Seahawks in the Wild Card round before losing to the Tampa Bay Buccaneers in the Divisional round .,"The Seahawks defeated the San Francisco 49ers in the Wild Card Round before losing to the New Orleans Saints in the Divisional Round .

LABEL: 2","The Seahawks defeated the San Francisco 49ers in the Wild Card Round before losing to the Atlanta Falcons in the Divisional Round .

LABEL: 2
",0.65,0.67,0.55,0.57
"The hybrids are , however , always infertile and appear male .","The hybrids are , however , always male and appear infertile .

LABEL: 1

SENTENCE 3:
The hybrids are ,","The hybrids are , however , always male and appear infertile .

LABEL: 1

SENTENCE 3:
The hybrids are ,",0.56,0.56,0.52,0.52
From Bahawalnagar to Karachi and vice versa Delhi used to run trains .,"The trains used to run from Karachi via Bahawalnagar to Delhi and vice versa .

LABEL: 1

SENTENCE 3:","The trains used to run from Karachi via Bahawalnagar to Delhi and vice versa .

LABEL: 1

SENTENCE 3:",0.4,0.4,0.48,0.48
GAA is the national member federation for Grenada in the following international organisations :,"is the national member federation for Grenada in the following international organisations :

LABEL: 2

SENTENCE 3:
is the national member","is the national member federation for Grenada in the following international organisations :

LABEL: 2

SENTENCE 3:
is the national member",0.73,0.73,0.44,0.44
Kironde 's daughter Katiti Kironde was the first African-American covergirl of a women 's magazine .,"Kironde 's daughter , Katiti Kironde , was the first African-American covergirl in a women 's magazine .

LABEL:","Kironde 's daughter , Katiti Kironde , was the first African-American covergirl in a women 's magazine .

LABEL:",0.91,0.91,0.69,0.69
"In Denmark , prostitution itself is legal , but pimping brothels and other forms of operating are illegal activities .","In Denmark , prostitution is itself legal , but brothels and other forms of enterprise are illegal activities .

LABEL: 1

SENTENCE","In Denmark , prostitution is itself legal , but brothels and other forms of enterprise are illegal activities .

LABEL: 1

SENTENCE",0.78,0.78,0.55,0.55
"Babacar Gaye studied at the military academy École spéciale militaire de Saint-Cyr , where he enrolled in 1970 and closed in 1972 .","Babacar Gaye studied at the military academy École spéciale militaire de Saint-Cyr , where he enrolled in 1970 and","Babacar Gaye studied at the military academy École spéciale militaire de Saint-Cyr , where he enrolled in 1970 and",0.93,0.93,0.69,0.69
"In May 1999 , Patriarch Teoctist received the visit of Pope John Paul II to Romania .","In May 1999 , Pope John Paul II received a visit from the Patriarch teoctist to Romania .

LABEL: 1

SENTENCE 3","In May 1999 , Pope John Paul II received a visit from the Patriarch teoctist to Romania .

LABEL: 1

SENTENCE 3",0.51,0.51,0.46,0.46
"Atopic dermatitis is sometimes called eczema , a term that also refers to a larger group of skin conditions .","The skin condition atopic dermatitis is sometimes called eczema .

LABEL: 2

SENTENCE 3:
The skin condition at","The term eczema is used to describe a group of skin conditions .

LABEL: 2

SENTENCE 3:
The term ec",0.4,0.38,0.35,0.33
The film was released in Spain on 6 August 1992 and was later published in Argentina .,"The film was released on August 6 , 1992 , in Argentina , and was released later in Spain .

LABEL: 1

SENTENCE 3","The film was released on August 6 , 1992 , in Argentina , and was released later in Spain .

LABEL: 1

SENTENCE 3",0.61,0.61,0.44,0.44
